ReTr(L),ImTr(L)
7.12498,0.178717
7.12498,0.178717
4.66888,0.293035
3.57325,0.687114
2.89371,0.562128
2.60395,0.5725
2.60395,0.5725
2.39741,0.520123
1.97947,0.444084
2.04173,0.323235
1.76378,0.0267372
1.76378,0.0267372
1.80313,-0.0896412
1.77516,-0.125133
1.66157,-0.344223
1.57409,-0.636677
1.51768,-0.706286
1.53681,-0.55692
1.54619,-0.53412
1.2621,-0.848904
1.2621,-0.848904
1.2669,-0.727261
1.38872,-0.633766
1.44913,-0.409014
1.37944,-0.539633
1.38261,-0.272891
1.46194,-0.213085
1.48533,-0.0380318
1.4793,0.0362857
1.37289,-0.166518
1.37289,-0.166518
1.45125,-0.158223
1.3576,-0.208457
1.40243,-0.112966
1.40097,-0.392667
1.45143,-0.0331076
1.49908,-0.217457
1.49908,-0.217457
1.49908,-0.217457
1.36815,-0.400624
1.27438,-0.649793
1.27438,-0.649793
1.34694,-0.495732
1.31958,-0.577878
1.25909,-0.654477
1.34333,-0.581629
1.34333,-0.581629
1.34333,-0.581629
1.2132,-0.504356
1.37661,-0.310923
1.37661,-0.310923
1.47692,-0.185377
1.40241,-0.156965
1.4979,-0.295632
1.4979,-0.295632
1.43166,-0.241744
1.35635,-0.16624
1.4055,0.0195748
1.50229,-0.0500781
1.50229,-0.0500781
1.51404,-0.125307
1.55845,0.0876531
1.45509,0.174343
1.46545,0.119367
1.46551,0.177598
1.42193,0.312331
1.47558,0.310322
1.37168,0.169858
1.47328,0.101857
1.455,0.15411
1.40289,0.0322835
1.44177,-0.0594091
1.39839,0.0474237
1.45842,0.0339945
1.37814,0.214414
1.37814,0.214414
1.37814,0.214414
1.37814,0.214414
1.42055,0.212669
1.41863,0.197223
1.41208,0.044764
1.41208,0.044764
1.46966,-0.0538235
1.38706,0.0147287
1.48767,0.0803349
1.51456,-0.145975
1.37789,-0.204783
1.30312,-0.202887
1.33949,-0.301348
1.29177,-0.342265
1.37039,-0.403309
1.27137,-0.497219
1.42263,-0.224701
1.42263,-0.224701
1.39469,-0.11477
1.41357,-0.265648
1.41357,-0.265648
1.46066,-0.187254
1.40281,-0.202837
1.44766,-0.0822625
1.47395,-0.0946965
1.37913,-0.312495
1.3481,-0.280307
1.3481,-0.280307
1.2613,-0.339176
1.28649,-0.385397
1.2816,-0.553318
1.20986,-0.788046
1.06402,-0.879453
1.03099,-0.926033
1.15086,-0.863633
1.15086,-0.863633
1.0823,-0.851739
1.23904,-0.773337
1.24134,-0.68073
1.24059,-0.738671
1.24059,-0.738671
1.22715,-0.592221
1.28431,-0.57802
1.24999,-0.67477
1.06174,-0.803899
1.16344,-0.806149
1.26246,-0.72973
1.12151,-0.697722
1.10862,-0.847909
1.1018,-0.791166
1.16159,-0.733366
1.22968,-0.693103
1.21545,-0.665274
1.26036,-0.658802
1.21315,-0.688337
1.16524,-0.720938
1.16524,-0.720938
1.05086,-0.832083
1.05086,-0.832083
1.03006,-0.781572
1.01735,-0.938487
1.02862,-0.808626
1.19997,-0.790791
1.13169,-0.906438
1.09114,-0.81519
1.09114,-0.81519
0.981001,-1.0519
1.04407,-1.04011
0.888083,-1.07292
0.888083,-1.07292
0.84315,-1.18274
0.987915,-1.08092
0.987915,-1.08092
0.946305,-1.14438
0.946305,-1.14438
0.858855,-1.21507
0.821817,-1.32518
0.821817,-1.32518
0.713907,-1.30831
0.713907,-1.30831
0.519581,-1.39629
0.440421,-1.50071
0.440421,-1.50071
0.541483,-1.47533
0.471243,-1.50258
0.471243,-1.50258
0.292712,-1.43473
0.508676,-1.43825
0.450114,-1.46279
0.459828,-1.42423
0.459828,-1.42423
0.459828,-1.42423
0.539061,-1.39729
0.290576,-1.44208
0.0633355,-1.46883
-0.229338,-1.4087
-0.0138537,-1.33761
0.165174,-1.35785
-0.0158877,-1.45216
-0.24074,-1.3361
-0.402458,-1.35257
-0.344889,-1.44596
-0.145639,-1.45074
-0.145639,-1.45074
-0.0705343,-1.43781
-0.0677784,-1.45988
-0.123161,-1.48854
-0.123161,-1.48854
-0.123161,-1.48854
-0.123161,-1.48854
-0.230373,-1.40729
-0.416781,-1.33969
-0.528791,-1.27424
-0.528791,-1.27424
-0.528791,-1.27424
-0.592841,-1.22404
-0.69494,-1.20891
-0.827114,-1.21747
-0.990539,-1.12117
-0.994495,-1.13492
-0.894571,-1.16925
-1.00901,-1.07621
-1.00901,-1.07621
-0.878793,-1.21747
