MDTU,S_F
1,0.846642
2,0.995991
3,1.04873
4,1.02236
5,1.01525
6,1.01226
7,0.993847
8,1.0155
9,1.01111
10,1.01006
11,1.00775
12,0.997535
13,1.00391
14,1.00391
15,1.0007
16,1.00208
17,1.00507
18,1.00191
19,0.996094
20,1.00512
21,0.999959
22,1.01026
23,0.996744
24,1.00101
25,0.993973
26,1.00003
27,1.00624
28,0.997993
29,1.00293
30,1.00237
31,0.998496
32,1.00391
33,1.0037
34,1.00039
35,0.999891
36,1.00039
37,1.00743
38,1.00453
39,1.00498
40,1.00055
41,0.99529
42,1.00377
43,0.993728
44,1.00054
45,0.99893
46,0.992214
47,0.998037
48,1.00598
49,1.0054
50,0.998369
51,1.00095
52,0.998446
53,0.998809
54,0.991395
55,1.00058
56,1.00426
57,1.00039
58,1.00148
59,0.997718
60,0.997857
61,1.00631
62,1.00247
63,1.00536
64,0.999815
65,0.996544
66,1.00487
67,1.00175
68,1.005
69,0.998547
70,0.998229
71,1.00019
72,1.00511
73,0.99529
74,1.00216
75,1.00593
76,1.0025
77,0.998623
78,0.999706
79,1.00121
80,1.00466
81,0.997053
82,0.996894
83,1.00169
84,0.99849
85,0.997975
86,1.00933
87,0.998971
88,1.00216
89,0.997465
90,0.997334
91,1.00542
92,1.00361
93,0.996652
94,1.00216
95,0.996639
96,1.00107
97,1.00281
98,0.999552
99,0.989957
100,0.998969
101,1.00372
102,1.00727
103,1.00132
104,1.00507
105,0.998574
106,0.997859
107,1.0044
108,0.996101
109,1.00168
110,0.999166
111,1.00845
112,0.994223
113,1.00226
114,0.996145
115,0.996351
116,0.999579
117,1.00184
118,1.0023
119,0.99933
120,0.998865
121,1.003
122,0.9993
123,0.999788
124,1.00629
125,0.998876
126,0.997352
127,0.99805
128,1.00728
129,1.00256
130,1.0088
131,1.00045
132,1.00227
133,1.00048
134,0.999891
135,1.00007
136,0.999705
137,1.0025
138,0.994343
139,0.999141
140,0.998765
141,0.99489
142,0.996304
143,0.996114
144,1.00082
145,1.00301
146,0.988188
147,0.994448
148,0.995976
149,0.998531
150,0.998989
151,0.995226
152,1.00455
153,1.00014
154,1.00458
155,1.00644
156,1.00108
157,1.00219
158,1.00002
159,1.00229
160,1.00214
161,1.00074
162,1.00111
163,0.997148
164,0.995429
165,1.00276
166,0.997964
167,1.00028
168,1.00161
169,0.997583
170,0.998458
171,1.00426
172,1.00556
173,0.999013
174,0.994765
175,1.00028
176,1.00803
177,1.00093
178,0.993253
179,0.997654
180,0.998938
181,1.00106
182,1.00149
183,0.998912
184,1.00416
185,1.00803
186,0.996322
187,1.00415
188,1.00746
189,0.995041
190,0.99164
191,1.00749
192,1.00054
193,0.998971
194,1.00041
195,1.00116
196,1.00703
197,0.993084
198,0.99939
199,0.994931
200,1.00101
201,0.991323
202,1.0046
203,1.00179
204,1.00396
205,1.00352
206,1.00644
207,0.997092
208,0.997018
209,0.998969
210,1.00072
211,0.999433
212,0.999926
213,1.00001
214,1.00166
215,1.00695
216,0.998628
217,0.994873
218,0.998492
219,1.00165
220,0.99521
221,1.00264
222,1.0024
223,0.998662
224,0.999143
225,0.998019
226,0.995075
227,0.99905
228,1.00141
229,1.00482
230,0.994749
231,1.00483
232,0.996121
233,0.998966
234,0.99572
235,0.996179
236,1.00572
237,1.0008
238,1.00594
239,1.00024
240,1.00248
241,1.00277
242,1.00234
243,1.00079
244,1.00156
245,1.00022
246,0.999704
247,0.994556
248,1.00073
249,1.00242
250,1.001
251,0.999218
252,0.999959
253,1.00117
254,1.00004
255,1.01063
256,1.00042
257,1.00365
258,1.00337
259,1.00196
260,0.996397
261,0.998021
262,0.997905
263,1.00091
264,1.0028
265,0.998028
266,1.00048
267,1.00216
268,1.00267
269,0.997327
270,1.00089
271,1.00383
272,1.00192
273,1.0037
274,0.998804
275,1.00211
276,1.00546
277,0.995702
278,0.994395
279,0.997833
280,1.00008
281,1.0031
282,0.997561
283,0.999321
284,1.00285
285,0.997001
286,0.999458
287,0.998548
288,1.00633
289,1.00124
290,1.00292
291,0.996814
292,1.00189
293,1.00072
294,0.996131
295,1.0009
296,0.992973
297,1.00134
298,1.00066
299,1.00102
300,1.00142
301,1.00173
302,1.00278
303,1.00215
304,0.998713
305,0.997424
306,0.995478
307,0.998676
308,1.00004
309,1.00444
310,1.0027
311,1.00012
312,0.996953
313,1.00058
314,1.00065
315,0.998599
316,0.99851
317,1.00042
318,0.997484
319,0.996344
320,1.00165
321,1.00391
322,1.0073
323,0.997065
324,0.998709
325,0.994619
326,1.00166
327,1.00435
328,1.00113
329,1.0021
330,0.998622
331,0.990905
332,1.00131
333,1.00051
334,1.00122
335,1.00051
336,1.00325
337,0.993575
338,0.995842
339,0.997911
340,0.99847
341,0.998996
342,1.003
343,0.987365
344,1.00275
345,0.998866
346,1.00211
347,1.00227
348,1.00211
349,0.9965
350,1.00166
351,0.999351
352,1.00238
353,0.997375
354,0.996891
355,0.998951
356,0.998121
357,0.996063
358,0.995141
359,1.00203
360,0.993814
361,0.999063
362,0.995071
363,1.00439
364,1.00429
365,1.00253
366,1.00225
367,0.999573
368,1.00165
369,1.00323
370,0.999285
371,1.00362
372,1.00336
373,1.00429
374,1.00171
375,1.00206
376,1.00298
377,1.00177
378,0.997108
379,0.999591
380,0.99407
381,0.998265
382,0.993758
383,0.999287
384,1.00696
385,0.999273
386,1.00208
387,1.00123
388,0.998497
389,0.992313
390,1.00157
391,1.00165
392,1.00131
393,0.996732
394,0.999644
395,1.00002
396,1.00225
397,0.999346
398,0.991398
399,0.993506
400,1.00286
401,0.996951
402,1.00316
403,1.00237
404,1.00491
405,1.00361
406,1.00343
407,1.00202
408,0.999044
409,0.999609
410,0.997365
411,0.998968
412,1.00333
413,0.99633
414,0.993508
415,0.997571
416,0.992668
417,0.998629
418,0.998387
419,0.998648
420,1.00565
421,0.997331
422,1.00098
423,1.00119
424,1.00115
