t,cond_num
10,4.9218
20,4.89872
30,4.95492
40,4.91555
50,4.96406
60,4.89027
70,4.87688
80,4.99799
90,4.9294
100,4.92715
110,4.89449
120,4.92923
130,4.91528
140,4.90587
150,4.85881
160,4.86756
170,4.90851
180,4.94392
190,4.91698
200,4.91987
210,4.90965
220,4.8841
230,4.93389
240,4.91404
250,4.93484
260,4.91786
270,4.85711
280,4.92755
290,4.87595
300,4.98456
310,4.87318
320,4.90443
330,4.87947
340,4.89416
350,4.9196
360,4.95203
370,4.87376
380,4.90022
390,4.89392
400,4.93906
410,4.93216
420,4.9175
430,4.89509
440,4.91589
450,4.94022
460,4.87843
470,4.88553
480,4.89522
490,4.92467
500,4.98968
510,4.89416
520,4.89319
530,4.8977
540,4.88173
550,4.92689
560,4.92728
570,4.92088
580,4.90269
590,4.91501
600,4.86684
610,4.89987
620,4.84993
630,4.91216
640,4.90134
650,4.94853
660,4.90898
670,4.91842
680,4.93562
690,4.89414
700,4.9234
710,4.90518
720,4.92457
730,4.90217
740,4.93689
750,4.90131
760,4.90988
770,4.88042
780,4.93104
790,4.89573
800,4.93251
810,4.90784
820,4.94218
830,4.9024
840,4.94321
850,4.8941
860,4.88886
870,4.89374
880,4.88683
890,4.89653
900,4.92372
910,4.90779
920,4.92344
930,4.87258
940,4.89332
950,4.86202
960,4.99251
970,4.87376
980,4.94408
990,4.90616
1000,4.90256
1010,4.9279
1020,4.91834
1030,4.8867
1040,4.88951
1050,4.96034
1060,4.97065
1070,4.93203
1080,4.8863
1090,4.87211
1100,4.93453
1110,4.92579
1120,4.86863
1130,4.91847
1140,4.87603
1150,4.86634
1160,4.8888
1170,4.91023
1180,4.90429
1190,4.89045
1200,4.88053
1210,4.87961
1220,4.89521
1230,4.9097
1240,4.9849
1250,4.90035
1260,4.87631
1270,4.87635
1280,4.93478
1290,4.91835
1300,4.92993
1310,4.95338
1320,4.92302
1330,4.9267
1340,4.90433
1350,4.86923
1360,4.85441
1370,4.98275
1380,4.88687
1390,4.90713
1400,4.90758
1410,4.87849
1420,4.90213
1430,4.92202
1440,4.92063
1450,4.88272
1460,4.92042
1470,4.90174
1480,4.87446
1490,4.84975
1500,4.91118
1510,4.92284
1520,4.90949
1530,4.89229
1540,4.85262
1550,4.88921
1560,4.93396
1570,4.96857
1580,4.94086
1590,4.93334
1600,4.8888
1610,4.9601
1620,4.89907
1630,4.96138
1640,4.90137
1650,4.8811
1660,4.9208
1670,4.92233
1680,4.87081
1690,4.95543
1700,4.93602
1710,4.90853
1720,4.88645
1730,4.94484
1740,4.91657
1750,4.88155
1760,4.89541
1770,4.8504
1780,4.89268
1790,4.8853
1800,4.87879
1810,4.9031
1820,4.87692
1830,4.87562
1840,4.89755
1850,4.93386
1860,4.88528
1870,4.9205
1880,4.92024
1890,4.87764
1900,4.91559
1910,4.90847
1920,4.93194
1930,4.85253
1940,4.8995
1950,4.87087
1960,4.87021
1970,4.89107
1980,4.91767
1990,4.8993
2000,4.94881
2010,4.91417
2020,4.88779
2030,4.89192
2040,4.90558
2050,4.91681
2060,4.91476
2070,4.90334
2080,4.94106
2090,4.89604
2100,4.91332
2110,4.84568
2120,4.90244
2130,4.9051
2140,4.89691
2150,4.90607
2160,4.89404
2170,4.90691
2180,4.91341
2190,4.88242
2200,4.88037
2210,4.91654
2220,4.95303
2230,4.94925
2240,4.91225
2250,4.88009
2260,4.92107
2270,4.92633
2280,4.8948
2290,4.8867
2300,4.86508
2310,4.94356
2320,4.96487
2330,4.87784
2340,4.92573
2350,4.87735
2360,4.93788
2370,4.93727
2380,4.87989
2390,4.89168
2400,4.91114
2410,4.90822
2420,4.88222
2430,4.9333
2440,4.90153
2450,4.90475
2460,4.91438
2470,4.94684
2480,4.9275
2490,4.91752
2500,4.96457
2510,4.94488
2520,4.95589
2530,4.93531
2540,4.96227
2550,4.8606
2560,4.93005
2570,4.90872
2580,4.87964
2590,4.92149
2600,4.87255
2610,4.87967
2620,4.8953
2630,4.87436
2640,4.91903
2650,4.93036
2660,4.89142
2670,4.92153
2680,4.89318
2690,4.91754
2700,4.92382
2710,4.95379
2720,4.91538
2730,4.93094
2740,4.93385
2750,4.86936
2760,4.92224
2770,4.89088
2780,4.91996
2790,4.9107
2800,4.89381
2810,4.95149
2820,4.87637
2830,4.90072
2840,4.87082
2850,4.93085
2860,4.87909
2870,4.91393
2880,4.96159
2890,4.87394
2900,4.98402
2910,4.87392
2920,4.90052
2930,4.87067
2940,4.8992
2950,4.89082
2960,4.87238
2970,4.92019
2980,4.89013
2990,4.91302
3000,4.91877
3010,4.93377
3020,4.8887
3030,4.89737
3040,4.9259
3050,4.93143
3060,4.86798
3070,4.91028
3080,4.91466
3090,4.90658
3100,4.91826
3110,4.92743
3120,4.91173
3130,4.88403
3140,4.85694
3150,4.9223
3160,4.91118
3170,4.91442
3180,4.9162
3190,4.96985
3200,4.90103
3210,4.94107
3220,4.90232
3230,4.88902
3240,4.91665
3250,4.90229
3260,4.94366
3270,4.91187
3280,4.9247
3290,4.91274
3300,4.89924
3310,4.89828
3320,4.90939
3330,4.94133
3340,4.92579
3350,4.89921
3360,4.88936
3370,4.87967
3380,4.93557
3390,4.9184
3400,4.96279
3410,4.91576
3420,4.97745
3430,4.92255
3440,4.8683
3450,4.92999
3460,4.89294
3470,4.85333
3480,4.88946
3490,4.87514
3500,4.9343
