MDTU,susyTrans,Im(bilin)
10,-0.0166845,1.32175e-06
20,0.00450932,-6.78186e-07
30,0.0166515,-1.48235e-06
40,-0.00201808,-2.78939e-06
50,-0.0150712,-1.56479e-06
60,0.0010503,-2.78218e-06
70,0.0127954,-1.88873e-05
80,-0.0241619,-5.21049e-06
90,-0.0168545,3.70137e-06
100,-0.0202602,4.50675e-06
110,0.00546909,-3.41875e-06
120,0.0191669,1.957e-06
130,0.0232892,1.25028e-05
140,-0.00519567,-4.22686e-06
150,-0.0155379,4.1251e-06
160,0.00620017,-1.00146e-06
170,-0.00559155,4.29084e-06
180,0.00104761,1.17797e-05
190,0.013846,-6.4459e-06
200,-0.00390886,6.53089e-06
210,0.0121734,3.46036e-06
220,-0.00276302,2.16086e-06
230,0.00945572,-3.25789e-06
240,-0.0105951,1.26538e-06
250,-0.00442414,5.2354e-06
260,0.000267056,-1.02204e-06
270,-0.0171961,1.41877e-05
280,-0.00138407,-6.2251e-06
290,0.0225469,4.61208e-06
300,0.0474725,6.1404e-06
310,-0.0169788,-5.89408e-06
320,0.0143292,-3.21536e-07
330,0.00235884,2.996e-06
340,0.00723132,-2.22512e-06
350,-0.0105808,8.76699e-07
360,-0.00537791,1.27342e-07
370,-0.0115941,6.39263e-06
380,0.0119749,1.10034e-06
390,0.020973,1.95085e-06
400,0.0251271,-8.34631e-07
410,0.00141458,-2.89535e-06
420,0.000174002,-5.40532e-06
430,-0.0146109,-3.70841e-06
440,-0.00525168,-1.50295e-06
450,-0.0518716,-1.66067e-06
460,0.0111892,4.56417e-06
470,0.0247207,1.12306e-05
480,-0.0173636,-9.50803e-06
490,-0.0172731,3.19353e-06
500,0.000813049,-2.0053e-06
510,0.00928457,-1.04912e-05
520,-0.00790008,-1.1325e-05
530,0.00910146,-6.32105e-06
540,0.0121476,-3.21856e-06
550,-0.00358378,-3.01484e-06
560,-0.00909011,2.7442e-06
570,0.00230925,7.87508e-06
580,0.00940414,4.77366e-06
590,0.019823,-1.43446e-06
600,0.0131175,-2.69473e-06
610,-0.000241226,-7.18705e-06
620,-0.0110818,-2.6346e-06
630,-0.00200721,6.11311e-06
640,-0.00727029,7.38303e-06
650,0.0118789,-1.70739e-06
660,-0.01503,7.43191e-06
670,0.00338879,5.63495e-06
680,0.0147033,-3.53938e-07
690,-0.0152079,9.6366e-06
700,-0.00660649,4.68284e-06
710,0.0379475,2.54041e-06
720,0.00378688,4.14943e-06
730,0.000280014,1.04668e-06
740,-0.01443,3.73583e-06
750,0.00729814,-2.71719e-06
760,-0.0144849,-4.25777e-06
770,0.00132131,-6.58045e-06
780,0.00326922,-7.61494e-06
790,-0.0268946,-3.94351e-06
800,0.00517703,-1.49289e-06
810,-0.0038463,-3.82829e-06
820,0.0364489,-2.41221e-06
830,0.0161659,-7.53292e-06
840,0.0112216,-1.9256e-06
850,0.00577527,3.37903e-06
860,-0.00800784,2.77229e-06
870,0.0281413,4.87444e-06
880,0.00421905,8.37048e-06
890,0.0196009,-2.92109e-06
900,0.0210702,-7.09345e-06
910,-0.00170143,2.68e-06
920,-0.00776139,-4.05551e-07
930,-0.0182991,3.5012e-06
940,0.00632502,5.85671e-06
950,-0.026137,2.28621e-06
960,0.0288946,-9.02955e-06
970,-0.0126113,4.75805e-06
980,-0.034875,9.85571e-07
990,-0.0307034,-1.29646e-06
1000,0.0253299,-3.93293e-06
1010,0.00809642,1.49631e-05
1020,0.0286798,5.94751e-06
1030,0.00969211,2.45359e-06
1040,-0.0241647,5.92649e-06
1050,0.0192172,-1.62057e-06
1060,-0.00771089,8.89059e-07
1070,-0.00589715,1.08666e-05
1080,-0.00263856,3.9656e-06
1090,0.00486053,6.90835e-07
1100,0.0167689,2.64101e-06
1110,-0.0273796,-8.99533e-06
1120,-0.00950519,7.42145e-06
1130,-0.0138285,-2.51239e-07
1140,-0.00423156,1.35935e-06
1150,-0.0180267,1.40063e-05
1160,-0.00315073,2.178e-06
1170,-0.00220615,4.17979e-07
1180,-0.0179457,1.30894e-05
1190,-0.00237903,3.55681e-06
1200,0.00605827,-1.03324e-06
1210,0.0170842,-3.29494e-06
1220,-0.00532522,-2.37933e-06
1230,0.00228046,-3.85061e-06
1240,-0.0152267,-3.94522e-07
1250,-0.00478095,8.06141e-06
1260,-0.0151488,-9.17226e-07
1270,-0.0331937,-1.98411e-06
1280,0.0105174,-1.71306e-07
1290,-0.000334304,-5.26946e-06
1300,0.0296944,-3.64893e-06
1310,0.0141431,3.75184e-06
1320,-0.00229129,-3.57387e-06
1330,0.0140422,-7.4894e-06
1340,0.00798744,-3.25992e-06
1350,-0.00479654,1.83836e-07
1360,-5.09816e-05,-7.86247e-06
1370,-0.0139647,4.23479e-06
1380,0.0161459,-8.07398e-06
1390,-0.00866388,5.95195e-06
1400,-0.00977668,2.15293e-06
1410,-0.0205957,9.36501e-06
1420,-0.0161526,-7.62463e-07
1430,0.0054943,4.16361e-06
1440,0.0178634,-8.53098e-06
1450,0.0068225,-1.28817e-06
1460,0.0159681,-2.68766e-06
1470,-0.00958968,-7.75858e-06
1480,-0.0329829,-3.7859e-06
1490,0.0159333,1.79703e-06
1500,-0.0190964,8.39811e-06
1510,-0.0124205,3.34717e-06
1520,-0.0525117,9.19577e-06
1530,-0.00112176,-2.08267e-06
1540,0.00463365,8.42627e-07
1550,0.0118875,6.01801e-07
1560,-0.000986231,-5.00573e-06
1570,0.0190544,-3.55718e-06
1580,-0.014892,3.69109e-06
1590,-0.00597902,6.22013e-06
1600,0.0103393,2.69112e-06
1610,-0.0109401,3.77459e-07
1620,0.0053873,3.99943e-06
1630,-0.0156165,-1.54202e-05
1640,-0.0124825,1.89918e-06
1650,0.0184751,2.35021e-06
1660,-0.0263578,9.90804e-06
1670,-0.0106839,6.15543e-06
1680,-0.0136422,-5.52367e-08
1690,-0.0204487,1.53233e-06
1700,-0.00678946,7.3261e-06
1710,-0.0191581,-8.84112e-06
1720,-0.00109079,-6.52972e-06
1730,0.0276179,-5.06151e-07
1740,0.000110753,-8.90154e-06
1750,-0.00151686,2.28083e-06
1760,-0.0353355,6.47223e-07
1770,-0.0135423,-9.61339e-06
1780,0.00406277,1.22172e-05
1790,-0.00398996,6.26208e-06
1800,0.000355734,-1.88096e-06
1810,-0.00680421,-1.22322e-06
1820,-0.00624598,-2.19891e-06
1830,-0.00277687,-4.70637e-06
1840,-0.000679478,1.60893e-06
1850,0.00610438,-8.55513e-06
1860,0.00292921,8.68686e-06
1870,0.0138202,9.95116e-06
1880,0.00473352,-5.39635e-06
1890,0.0215692,-1.85893e-06
1900,0.0180745,-4.28881e-06
1910,-0.00011079,5.81206e-06
1920,0.0139968,1.3449e-07
1930,0.0059248,-4.00602e-06
1940,-0.00838751,4.72736e-07
1950,-0.0111274,1.08946e-06
1960,-0.00574546,-3.93263e-06
1970,0.017815,1.93124e-06
1980,-0.0126338,1.80312e-05
1990,0.0165258,-2.55855e-06
2000,-0.00792396,1.02682e-05
2010,0.00587258,3.33866e-06
2020,-0.013111,6.90146e-06
2030,-0.0140379,-8.81006e-06
2040,-0.00121751,-1.35403e-06
2050,-0.00874118,-5.82782e-06
2060,-0.00808611,-5.81062e-06
2070,0.0094128,1.61849e-06
2080,0.0093475,-1.35259e-06
2090,0.0159289,5.98813e-06
2100,0.00991576,5.50987e-06
2110,0.0321976,4.68776e-06
2120,-0.00434945,6.26123e-06
2130,0.00136234,-2.11106e-06
2140,-0.00207025,5.71064e-06
2150,0.011494,2.45074e-06
2160,-0.0276664,3.10575e-06
2170,-0.0347123,-5.47652e-06
2180,0.019294,-5.61836e-06
2190,-0.029342,-7.7837e-06
2200,-0.0244771,-2.91884e-06
2210,-0.0255972,1.93615e-06
2220,-0.0092079,-6.83318e-06
2230,-0.00662078,2.35205e-06
2240,0.0157503,-4.28005e-06
2250,-0.0149836,6.6844e-06
