MDTU,plaq,Re(det),Im(det),link
1,0.0177041,19190.4,13704.8,nan
2,0.0177041,19190.4,13704.8,0.043411
3,0.016808,618.62,462.825,0.0587048
4,0.0194378,100.446,56.6148,0.061913
5,0.0143825,16.5724,11.7237,0.0559978
6,0.0172486,7.33468,4.11988,0.0687577
7,0.0172486,7.33468,4.11988,0.0687577
8,0.0163434,2.52892,1.5584,0.0885365
9,0.0159981,0.946056,0.593728,0.0610031
10,0.0156902,0.502741,0.309808,0.0994232
11,0.0191126,0.374062,0.188032,0.0618973
12,0.0191126,0.374062,0.188032,0.0618973
13,0.0162305,0.201305,0.119683,0.0922046
14,0.0124321,0.107109,0.0693555,0.104327
15,0.0129125,0.0778939,0.0548217,0.103623
16,0.0163518,0.0823636,0.0454414,0.111343
17,0.0184174,0.0814311,0.0427432,0.112258
18,0.0130273,0.0333687,0.0233473,0.12638
19,0.0128235,0.0269766,0.0204758,0.1324
20,0.0163742,0.02831,0.0148135,0.118618
21,0.0163742,0.0283101,0.0148135,0.118618
22,0.0145297,0.0151172,0.00835494,0.125064
23,0.0129526,0.0151513,0.0091749,0.135239
24,0.0187534,0.0225774,0.00937347,0.12941
25,0.0162613,0.0222252,0.0117941,0.118225
26,0.0148486,0.0182823,0.011056,0.105493
27,0.0185751,0.0227716,0.0107477,0.121266
28,0.0196104,0.0253814,0.0106397,0.12161
29,0.0226494,0.0243931,0.00876626,0.128932
30,0.0173797,0.0141794,0.00665869,0.118102
31,0.0173797,0.0141794,0.00665869,0.118102
32,0.0179521,0.0172536,0.00832631,0.128052
33,0.0204987,0.0153501,0.00570752,0.117465
34,0.0280705,0.023308,0.00730251,0.122081
35,0.0209942,0.0188676,0.00777097,0.129507
36,0.0179831,0.0219408,0.010501,0.116611
37,0.0201654,0.0292321,0.0121101,0.123972
38,0.0201654,0.0292321,0.0121101,0.123972
39,0.0201654,0.0292321,0.0121101,0.123972
40,0.0127777,0.019422,0.0136872,0.101523
41,0.0184268,0.0264407,0.0126269,0.104295
42,0.0184268,0.0264407,0.0126269,0.104295
43,0.0179826,0.0260574,0.0123213,0.105867
44,0.0201003,0.0258163,0.0104864,0.111675
45,0.0188405,0.0245188,0.0105368,0.105557
46,0.0155638,0.0201881,0.0110459,0.117024
47,0.0155638,0.0201881,0.0110459,0.117024
48,0.0155638,0.0201881,0.0110459,0.117024
49,0.0161085,0.0161869,0.00811565,0.090313
50,0.0132025,0.0120174,0.00821317,0.117713
51,0.0132025,0.0120174,0.00821316,0.117713
52,0.0154841,0.0178316,0.00997616,0.12828
53,0.0140912,0.0171346,0.0107357,0.106956
54,0.0215303,0.0311402,0.0126417,0.126848
55,0.0215303,0.0311402,0.0126417,0.126848
56,0.0158294,0.0217954,0.0108773,0.112128
57,0.0127573,0.0125312,0.00816843,0.104388
58,0.0133479,0.0159161,0.00966389,0.106255
59,0.0187255,0.0312334,0.0146946,0.115096
60,0.0187255,0.0312334,0.0146946,0.115096
61,0.0205692,0.0358199,0.0149733,0.117974
62,0.0201083,0.0286617,0.0123363,0.134008
63,0.0219059,0.0281891,0.0110437,0.116342
64,0.0235689,0.0346741,0.0100678,0.114383
65,0.028041,0.0315923,0.00904947,0.124835
66,0.0173038,0.0172488,0.00816093,0.125838
67,0.0196816,0.0194696,0.00841534,0.13757
68,0.0182142,0.0186274,0.00833353,0.107697
69,0.0202889,0.022247,0.00910194,0.12743
70,0.0166118,0.0186782,0.00921925,0.12226
71,0.0148727,0.0148526,0.0085593,0.112818
72,0.0169726,0.0162222,0.00786325,0.124797
73,0.0221664,0.0270217,0.0098776,0.104642
74,0.0205567,0.0219031,0.00868017,0.123668
75,0.0104556,0.010049,0.00781915,0.113449
76,0.0104556,0.010049,0.00781915,0.113449
77,0.0104556,0.010049,0.00781915,0.113449
78,0.0104556,0.010049,0.00781915,0.113449
79,0.0136538,0.0177265,0.0113648,0.110683
80,0.016422,0.0236874,0.0136869,0.105474
81,0.0196907,0.0289233,0.0127474,0.0986364
82,0.0196907,0.0289233,0.0127474,0.0986364
83,0.0161448,0.0235403,0.0112941,0.113045
84,0.0165743,0.02266,0.0107566,0.0953432
85,0.0124943,0.0198803,0.0131531,0.114414
86,0.0145465,0.0198538,0.0107974,0.127139
87,0.0186505,0.0226591,0.0103912,0.104093
88,0.0122619,0.0120405,0.00783808,0.0928036
89,0.0143993,0.0110089,0.00646605,0.118005
90,0.015333,0.0140595,0.00689166,0.100941
91,0.018614,0.0213384,0.00886022,0.11349
