t,cg_iters
1,20435
2,21042
3,20922
4,21093
5,21027
6,21111
7,20896
8,21085
9,20982
10,20989
11,20856
12,20783
13,20943
14,20845
15,20635
16,20734
17,20503
18,20666
19,20349
20,20468
21,15658
22,15511
23,15445
24,15260
25,15322
26,15605
27,15554
28,15484
29,15452
30,15560
31,14501
32,14382
33,14384
34,14399
35,14439
36,14329
37,14469
38,14566
39,14377
40,14482
41,14692
42,14679
43,14689
44,14529
45,14555
46,14395
47,14473
48,14508
49,14609
50,14515
51,14322
52,14536
53,14472
54,14544
55,14483
56,14603
57,14669
58,14565
59,14575
60,14306
61,14396
62,14475
63,14412
64,14510
65,14557
66,14381
67,14288
68,14484
69,14407
70,14353
71,14515
72,14475
73,14320
74,14491
75,14432
76,14349
77,14525
78,14430
79,14631
80,14712
81,14776
82,14502
83,14491
84,14529
85,14580
86,14329
87,14417
88,14589
89,14620
90,14572
91,14394
92,14470
93,14426
94,14384
95,14354
96,14448
97,14510
98,14298
99,14401
100,14589
101,14441
102,14357
103,14440
104,14468
105,14415
106,14413
107,14571
108,14484
109,14549
110,14315
111,14422
112,14372
113,14373
114,14229
115,14181
116,14088
117,14196
118,14342
119,14540
120,14559
121,14499
122,14536
123,14402
124,14422
125,14363
126,14501
127,14466
128,14402
129,14300
130,14489
131,14398
132,14311
133,14376
134,14420
135,14362
136,14402
137,14284
138,14240
139,14291
140,14366
141,14424
142,14329
143,14449
144,14319
145,14257
146,14316
147,14472
148,14453
149,14274
150,14282
151,14364
152,14312
153,14393
154,14502
155,14199
156,14220
157,14403
158,14427
159,14441
160,14234
161,14278
162,14414
163,14493
164,14326
165,14249
166,14325
167,14206
168,14420
169,14340
170,14527
171,14409
172,14460
173,14434
174,14357
175,14320
176,14400
177,14484
178,14581
179,14446
180,14350
181,14391
182,14503
183,14483
184,14329
185,14247
186,14577
187,14342
188,14528
189,14537
190,14507
191,14381
192,14506
193,14511
194,14523
195,14401
196,14390
197,14367
198,14388
199,14588
200,14541
201,14462
202,14553
203,14485
204,14362
205,14507
206,14362
207,14357
208,14612
209,14423
210,14538
211,14506
212,14474
213,14386
214,14455
215,14488
216,14619
217,14478
218,14538
219,14343
220,14395
221,14391
222,14410
223,14557
224,14485
225,14377
226,14496
227,14446
228,14570
229,14600
230,14526
231,14422
232,14554
233,14530
