MDTU,min_width,max_width
1,0.0107259,0.0138912
2,0.0107259,0.0138912
3,0.0165378,0.0173814
4,0.0204363,0.0201255
5,0.0251846,0.0203545
6,0.0274357,0.0279814
7,0.0274357,0.0279814
8,0.0386166,0.0352833
9,0.0234365,0.0275406
10,0.0457254,0.0406892
11,0.0228314,0.0287183
12,0.0228314,0.0287183
13,0.0408881,0.0429932
14,0.045024,0.0508119
15,0.0488469,0.0422055
16,0.0546087,0.0482913
17,0.0551835,0.0502646
18,0.0644474,0.0580699
19,0.0647005,0.0585973
20,0.0547662,0.0594314
21,0.0547662,0.0594314
22,0.0613296,0.0640112
23,0.0729926,0.067062
24,0.0691791,0.0569385
25,0.060194,0.0562153
26,0.0571316,0.0466872
27,0.0589834,0.0623593
28,0.0620606,0.057847
29,0.0619306,0.0637828
30,0.0623796,0.0589689
31,0.0623796,0.0589689
32,0.0657261,0.0631529
33,0.0635773,0.0573087
34,0.0673404,0.0564773
35,0.0665047,0.0629174
36,0.0580605,0.0548405
37,0.0648507,0.0593796
38,0.0648507,0.0593796
39,0.0648507,0.0593796
40,0.0521336,0.0475537
41,0.0528739,0.0479714
42,0.0528739,0.0479714
43,0.0562275,0.0537161
44,0.0611423,0.0523128
45,0.0553954,0.0500393
46,0.0603158,0.0569266
47,0.0603158,0.0569266
48,0.0603158,0.0569266
49,0.047344,0.0446228
50,0.0633913,0.0609955
51,0.0633913,0.0609955
52,0.0692419,0.0600747
53,0.0580329,0.0444443
54,0.0682321,0.0550265
55,0.0682321,0.0550265
56,0.0553669,0.0524359
57,0.0609341,0.0455553
58,0.0552548,0.0504987
59,0.0593825,0.0534554
60,0.0593825,0.0534554
61,0.0591244,0.0552646
62,0.0629125,0.0625573
63,0.0572488,0.0622708
64,0.0609654,0.0543183
65,0.0664759,0.0598289
66,0.0662356,0.0581799
67,0.0737421,0.0644805
68,0.0576153,0.0524447
69,0.0668708,0.0590745
70,0.0626987,0.0589865
71,0.0566607,0.0502656
72,0.0677993,0.0547608
73,0.0525134,0.0474449
74,0.0629691,0.0575961
75,0.0559248,0.0538165
76,0.0559248,0.0538165
77,0.0559248,0.0538165
78,0.0559248,0.0538165
79,0.0567985,0.0514184
80,0.0546531,0.0506084
81,0.0503244,0.0491235
82,0.0503244,0.0491235
83,0.0583497,0.0552252
84,0.0480534,0.0466533
85,0.0549317,0.0532135
86,0.0641575,0.060875
87,0.0555558,0.0472162
88,0.0484576,0.0455098
89,0.0621888,0.0559489
90,0.0550312,0.0472475
91,0.0574215,0.0536621
92,0.0563031,0.0525559
93,0.0668142,0.0622304
94,0.0668142,0.0622304
95,0.0572693,0.0567579
96,0.0639786,0.0605247
97,0.0639786,0.0605247
98,0.0775794,0.0673663
99,0.0596671,0.0608298
100,0.0641829,0.06048
101,0.069851,0.0610287
102,0.0653146,0.0557732
103,0.063429,0.0572139
104,0.063429,0.0572139
105,0.0490517,0.0501639
106,0.0506962,0.0457798
107,0.0607778,0.0550384
108,0.0634487,0.057117
109,0.0609333,0.0555486
110,0.0661597,0.0578646
111,0.0709746,0.0630413
112,0.0709746,0.0630413
113,0.0615691,0.0569942
114,0.0733026,0.0725162
115,0.075534,0.0677611
116,0.0740187,0.0692006
117,0.0740187,0.0692006
118,0.0639686,0.0605679
119,0.0628686,0.0608794
120,0.0643345,0.0548555
121,0.0565789,0.0516608
122,0.064253,0.0565043
123,0.0709533,0.0688449
124,0.0695818,0.0571784
125,0.0661996,0.0633965
126,0.0622095,0.0609441
127,0.0648014,0.061618
128,0.068647,0.0662832
129,0.067039,0.0553476
130,0.0765669,0.0692874
131,0.0717096,0.0649217
132,0.0675549,0.0615919
133,0.0675549,0.0615919
134,0.0686528,0.0605383
135,0.0686528,0.0605383
136,0.0681533,0.0588447
137,0.0750357,0.0697922
138,0.0584632,0.0538277
139,0.0747681,0.0626442
140,0.0714526,0.0675087
141,0.0656417,0.0649656
142,0.0656417,0.0649656
143,0.0729601,0.0710184
144,0.0729009,0.0681891
145,0.0591078,0.0551511
146,0.0591078,0.0551511
147,0.0655807,0.0625974
148,0.0686635,0.0627125
149,0.0686635,0.0627125
150,0.065818,0.0636134
151,0.065818,0.0636134
152,0.0577717,0.0639958
153,0.0682641,0.0664766
154,0.0682641,0.0664766
155,0.0597021,0.0626523
156,0.0597021,0.0626523
157,0.0714788,0.0556266
158,0.0766767,0.0711078
159,0.0766767,0.0711078
160,0.0721719,0.0655312
161,0.0669729,0.0612895
162,0.0669729,0.0612895
163,0.0518541,0.0587795
164,0.0560009,0.0549776
165,0.0622334,0.0573476
166,0.0623931,0.0589587
167,0.0623931,0.0589587
168,0.0623931,0.0589587
169,0.0553364,0.0515804
170,0.0608157,0.0513899
171,0.0617883,0.0556974
172,0.0602562,0.0579488
173,0.0505595,0.0535488
174,0.0571974,0.0522423
175,0.0589672,0.0634287
176,0.0596778,0.0512974
177,0.0594653,0.0567585
178,0.0666318,0.0702036
179,0.0663861,0.0624983
180,0.0663861,0.0624983
181,0.061056,0.0559972
182,0.0543464,0.0515789
183,0.0681238,0.0594167
184,0.0681238,0.0594167
185,0.0681238,0.0594167
186,0.0681238,0.0594167
187,0.05636,0.0546248
188,0.0569423,0.0497378
189,0.0544956,0.0526985
190,0.0544956,0.0526985
191,0.0544956,0.0526985
192,0.0555776,0.0535963
193,0.0518309,0.0497077
194,0.0674166,0.0599753
195,0.0703562,0.0632539
196,0.068344,0.0650993
197,0.0616568,0.0561311
198,0.0539872,0.0522126
199,0.0539872,0.0522126
200,0.0617446,0.0576101
201,0.0569449,0.0562856
202,0.0736137,0.0676956
203,0.0618667,0.0545881
204,0.067769,0.0647883
205,0.0638602,0.0526042
206,0.0702257,0.0670621
207,0.0672999,0.057185
208,0.0619123,0.0596317
209,0.058809,0.0575069
210,0.0583331,0.0557771
211,0.0633959,0.0543061
212,0.0638491,0.0563485
213,0.060607,0.0553095
214,0.0632373,0.0636212
215,0.0634611,0.0575326
216,0.0511603,0.0472209
217,0.0651246,0.0601537
218,0.0593748,0.0579351
219,0.0734162,0.0730641
220,0.0618457,0.0612784
221,0.0618457,0.0612784
222,0.0623103,0.0575273
223,0.0560399,0.0525724
224,0.0636168,0.0587521
225,0.0622613,0.0602158
226,0.0472151,0.0486094
227,0.0603026,0.0552073
228,0.0502462,0.0493916
229,0.0521921,0.0554217
230,0.0563493,0.052779
231,0.052611,0.0529389
232,0.052611,0.0529389
233,0.0555639,0.0543492
234,0.0555639,0.0543492
235,0.0592735,0.0588003
236,0.0479282,0.0480361
237,0.0575413,0.046912
238,0.0554128,0.0555458
239,0.0515165,0.0474356
240,0.0453409,0.0474967
241,0.0522781,0.0480093
242,0.0522781,0.0480093
243,0.052101,0.0533732
244,0.0602355,0.057242
245,0.0602355,0.057242
246,0.0598983,0.0540368
247,0.0598983,0.0540368
248,0.059711,0.05797
249,0.0511618,0.0476688
250,0.0465808,0.0447837
251,0.0584584,0.046146
252,0.0469704,0.0426734
253,0.0594576,0.0539793
254,0.0594576,0.0539793
255,0.0594576,0.0539793
256,0.0594576,0.0539793
257,0.0594576,0.0539793
258,0.0594576,0.0539793
259,0.0534527,0.0498465
260,0.0643964,0.0571483
261,0.0602723,0.0511029
262,0.0636817,0.0563218
263,0.0565004,0.0548232
264,0.0577854,0.0519537
265,0.0601044,0.0633102
266,0.0601044,0.0633102
267,0.0633112,0.0588999
268,0.0643441,0.0585274
269,0.0562036,0.0552536
270,0.0786387,0.0707213
271,0.0616707,0.0594949
272,0.0739483,0.0697418
273,0.0739483,0.0697418
274,0.0659544,0.061941
275,0.0594358,0.0651235
276,0.0594358,0.0651235
277,0.0580023,0.0577633
278,0.0597363,0.0569907
279,0.069744,0.0599995
280,0.0641969,0.0589379
281,0.0503999,0.0448584
282,0.052749,0.0489497
283,0.0555767,0.0555902
284,0.0555767,0.0555902
285,0.0555767,0.0555902
286,0.0555767,0.0555902
287,0.064574,0.0606602
288,0.0622797,0.0571453
289,0.0733032,0.0689679
290,0.0631101,0.0530255
291,0.0658383,0.0689153
292,0.0695501,0.0668349
293,0.0686109,0.0576654
294,0.0684565,0.0667574
295,0.0463136,0.0513892
296,0.0463136,0.0513892
297,0.0628044,0.0697664
298,0.0539897,0.0526853
299,0.0640883,0.0607976
300,0.0578788,0.0542574
301,0.0644342,0.0584647
302,0.0680118,0.0678509
303,0.0604474,0.0570273
304,0.0663455,0.0584437
305,0.0651031,0.0558759
306,0.053069,0.05605
307,0.053069,0.05605
308,0.0705581,0.061874
309,0.0688987,0.0596349
310,0.0682852,0.0634536
311,0.0555125,0.0554984
312,0.0706189,0.0677166
313,0.0706189,0.0677166
314,0.051759,0.0506426
315,0.0582397,0.0571074
316,0.0461861,0.0444456
317,0.0562652,0.0512635
318,0.0562911,0.0544557
319,0.0562911,0.0544557
320,0.0606559,0.0476434
321,0.0552844,0.0494322
322,0.0570342,0.0489754
323,0.0606469,0.0594662
324,0.0593214,0.0638915
325,0.0600297,0.0519656
326,0.0658566,0.0664655
327,0.0565741,0.0535117
328,0.0565741,0.0535117
329,0.0644342,0.0653918
330,0.0631644,0.0644869
331,0.0692766,0.0605803
332,0.0669424,0.0610528
333,0.0633251,0.0601444
334,0.0636872,0.0610595
335,0.0589655,0.0609889
336,0.0589655,0.0609889
337,0.0672503,0.0648455
338,0.0646155,0.0559795
339,0.0684242,0.0640146
340,0.0660477,0.0569054
341,0.0728707,0.0645489
342,0.0538088,0.0523337
343,0.0538088,0.0523337
344,0.0571296,0.0569734
345,0.0571296,0.0569734
346,0.0600577,0.061664
347,0.0614446,0.0634005
348,0.0671004,0.0663924
349,0.068654,0.0683808
350,0.0615365,0.0583578
351,0.066764,0.0619696
352,0.0697149,0.0640031
353,0.0697149,0.0640031
354,0.06837,0.0669586
355,0.06837,0.0669586
356,0.0697264,0.0614851
357,0.0691786,0.0586418
358,0.0691786,0.0586418
359,0.0610135,0.0584711
360,0.0560539,0.0509518
361,0.0624422,0.0608344
362,0.0622132,0.0550434
363,0.0617165,0.0596717
364,0.0585546,0.0497463
365,0.0632223,0.0563319
366,0.0546278,0.0458653
367,0.0621816,0.056212
368,0.0710039,0.0646109
369,0.0614216,0.0609772
370,0.0630664,0.0555828
371,0.0498864,0.0432459
372,0.0498864,0.0432459
373,0.0498864,0.0432459
374,0.0735929,0.0642497
375,0.0592481,0.0589145
376,0.0592481,0.0589145
377,0.0671345,0.0613504
378,0.0676369,0.0608539
379,0.0663187,0.0599197
380,0.0587069,0.0505435
381,0.0544156,0.0504946
382,0.0644338,0.0610449
383,0.0719119,0.0684297
384,0.0719119,0.0684297
385,0.0534559,0.0515493
386,0.0649136,0.063144
387,0.0649136,0.063144
388,0.0614246,0.0564394
389,0.0509566,0.0510396
390,0.0506576,0.0517289
391,0.0518346,0.0496237
392,0.0681997,0.0604322
393,0.0627062,0.0526553
394,0.0648723,0.0627637
395,0.0622264,0.0553781
396,0.0682681,0.0705964
397,0.0619183,0.0534465
398,0.0619183,0.0534465
399,0.0706091,0.0634075
400,0.0598646,0.0536611
401,0.0641027,0.0565317
402,0.0670325,0.0634621
403,0.067828,0.0636569
404,0.0510634,0.0491367
405,0.0537038,0.0519879
406,0.0516429,0.0482197
407,0.0652457,0.0557789
408,0.0652457,0.0557789
409,0.0577173,0.0516088
410,0.0526835,0.0541453
411,0.05628,0.050746
412,0.0425176,0.0408403
413,0.0433303,0.0464455
414,0.0509877,0.0519002
415,0.052691,0.0476995
416,0.0618715,0.0549288
417,0.0687669,0.0626639
418,0.0617439,0.0561264
419,0.0617439,0.0561264
420,0.0606154,0.050215
421,0.0606118,0.0540117
422,0.0516334,0.0494553
423,0.0603004,0.0542929
424,0.0619032,0.058215
425,0.0755865,0.0662462
426,0.0710433,0.0575585
427,0.0710433,0.0575585
428,0.0595525,0.058301
429,0.0657608,0.0593506
430,0.0680334,0.0640006
431,0.0677101,0.0544243
432,0.0612726,0.0599106
433,0.0619981,0.0619019
434,0.0604781,0.0530104
435,0.0592,0.0599235
436,0.0656109,0.0663188
437,0.0656109,0.0663188
438,0.0712656,0.0678062
439,0.0624725,0.0531036
440,0.056586,0.0507708
441,0.0605768,0.0522231
442,0.0753748,0.0643659
443,0.0753748,0.0643659
444,0.0558043,0.0621729
445,0.0694234,0.0646105
446,0.0727564,0.0584155
447,0.0788363,0.0758487
448,0.0788363,0.0758487
449,0.0706702,0.0615983
450,0.0653264,0.0596212
451,0.0612932,0.062965
452,0.0641869,0.0597391
453,0.0558067,0.0576573
454,0.0558067,0.0576573
455,0.0558067,0.0576573
456,0.0609351,0.0540682
457,0.0596958,0.0562668
458,0.052118,0.0527363
459,0.0647432,0.0580568
460,0.0647432,0.0580568
461,0.0659899,0.0612253
462,0.0643417,0.0559623
463,0.0536294,0.0462249
464,0.0613846,0.0563088
465,0.0409103,0.0460141
466,0.0580938,0.056419
467,0.0580938,0.056419
