MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.46905e+13,-3.83275e+06,-5.43362
2,1.46905e+13,-3.83275e+06,-5.43362
3,9.07109e+09,-95239.1,0.35515
4,1.24935e+08,-11176.9,0.0279262
5,4.67789e+06,-2162.75,0.00270955
6,524922,-724.466,0.0018112
7,524922,-724.466,0.0018112
8,59566.9,-244.045,0.000509511
9,6955.76,-83.3937,0.00012628
10,1799.73,-42.4191,8.18862e-05
11,592.219,-24.3319,-7.91638e-05
12,592.219,-24.3319,-7.91638e-05
13,215.859,-14.6903,-0.000125348
14,88.423,-9.4025,5.87033e-05
15,35.6019,-5.96597,-7.89114e-05
16,22.3455,-4.72617,9.65382e-05
17,16.0522,-4.00546,2.85297e-05
18,3.12315,-1.76677,1.0491e-06
19,1.89869,-1.37751,2.54236e-05
20,0.593663,-0.76983,-5.56049e-06
21,0.593663,-0.76983,-5.56049e-06
22,0.00268255,-0.04883,8.31144e-07
23,0.03224,-0.17868,1.4308e-05
24,0.0528325,-0.22855,2.04008e-05
25,0.175763,-0.41849,-2.06289e-06
26,0.0909015,-0.30074,-6.272e-06
27,0.0636698,-0.25107,-3.19495e-05
28,0.106614,-0.32536,-3.0122e-05
29,0.00561805,-0.07033,-1.78787e-05
30,0.0524487,0.22848,-1.72898e-05
31,0.0524487,0.22848,-1.72898e-05
32,0.000738143,0.019265,-1.02506e-05
33,0.0706016,0.265204,-1.17778e-05
34,0.0366509,0.18988,-5.47587e-06
35,0.0156708,0.123509,-9.51495e-06
36,0.0637788,-0.25137,-1.21078e-05
37,0.265758,-0.51455,-1.77365e-05
38,0.265758,-0.51455,-1.77365e-05
39,0.265758,-0.51455,-1.77365e-05
40,0.321105,-0.56616,1.09955e-05
41,0.274244,-0.52286,9.62264e-07
42,0.274244,-0.52286,9.62264e-07
43,0.246236,-0.49538,4.14086e-06
44,0.113984,-0.33646,-1.87309e-05
45,0.124016,-0.35115,-2.37238e-07
46,0.100181,-0.31568,1.94218e-05
47,0.100181,-0.31568,1.94218e-05
48,0.100181,-0.31568,1.94218e-05
49,0.000549138,-0.01487,-1.15526e-05
50,0.00439533,0.06468,-2.17756e-06
51,0.00439533,0.06468,-2.17762e-06
52,0.0214236,-0.14493,-1.14897e-05
53,0.0591859,-0.24244,2.1216e-05
54,0.26422,-0.51292,4.9608e-05
55,0.26422,-0.51292,4.9608e-05
56,0.187643,-0.43249,-8.16726e-06
57,0.000223785,0.000174,-6.3326e-06
58,0.0502227,-0.22333,3.75769e-06
59,0.552706,-0.74264,4.8128e-06
60,0.552706,-0.74264,4.8128e-06
61,0.627931,-0.79147,-2.86652e-06
62,0.24794,-0.49696,2.39046e-06
63,0.11142,-0.33242,1.43207e-05
64,0.225303,-0.47329,1.05007e-05
65,0.020227,-0.13837,9.91319e-06
66,0.000364757,0.000798,1.7591e-06
67,0.000604212,0.012423,1.39647e-05
68,0.000978051,-0.0237,2.97673e-05
69,0.00685463,-0.07923,1.79279e-05
70,0.0184969,-0.1344,1.40037e-05
71,0.000382207,-0.0094,4.28709e-06
72,0.00412882,0.061675,-7.01538e-06
73,0.0444965,-0.20897,-1.02043e-05
74,0.00559794,-0.07101,1.19883e-05
75,0.00516156,0.070707,4.29282e-06
76,0.00516156,0.070707,4.29282e-06
77,0.00516156,0.070707,4.29282e-06
78,0.00516156,0.070707,4.29282e-06
79,0.10849,-0.3287,-1.05716e-05
80,0.270028,-0.51892,-1.32105e-06
81,0.293518,-0.54085,-2.4258e-05
82,0.293518,-0.54085,-2.4258e-05
83,0.27903,-0.52759,-7.08662e-06
84,0.191731,-0.43715,3.06313e-06
85,0.467409,-0.68326,-4.25589e-06
86,0.187214,-0.43209,-1.10735e-05
87,0.0344893,-0.18403,-1.29893e-06
88,0.000224856,-0.0043,-7.08433e-06
89,0.0739599,0.271656,-1.64854e-06
90,0.00887691,0.092907,1.37672e-05
91,0.0301198,-0.17201,1.70402e-05
92,0.0126987,0.111858,1.5466e-05
93,0.0309813,0.175096,9.14744e-06
94,0.0309813,0.175096,9.14744e-06
95,0.000636398,0.01889,4.40448e-06
96,0.0203032,0.14155,1.38987e-07
97,0.0203032,0.14155,1.38987e-07
98,0.0773789,0.277906,1.10295e-05
99,0.000385109,-0.00755,7.10496e-06
100,0.0097768,-0.09609,4.16583e-05
101,0.00457588,-0.06336,3.74735e-05
102,0.0122275,0.109132,-1.41814e-06
103,0.0901154,0.299873,-2.51183e-06
104,0.0901154,0.299873,-2.51183e-06
105,0.0503293,0.223701,5.45942e-06
106,0.00243535,-0.04239,-2.83661e-06
107,0.0326691,0.179512,-2.66855e-06
108,0.00537641,-0.06853,1.95884e-05
109,0.0216072,0.146326,9.26632e-06
110,0.0490078,0.220941,1.95795e-05
111,0.0958226,0.309279,-8.79641e-07
112,0.0958226,0.309279,-8.79641e-07
113,0.0679788,0.260185,2.14227e-05
114,0.114508,0.338091,5.64625e-07
115,0.248535,0.49845,-4.95329e-06
116,0.144819,0.38046,1.43701e-06
117,0.144819,0.38046,1.43701e-06
118,0.148384,0.385121,6.72889e-07
119,0.0404606,0.200498,-9.72267e-06
120,0.0108076,0.101981,9.34995e-06
121,0.0902198,0.300102,6.93844e-06
122,0.0152604,0.122335,1.06595e-05
123,0.122037,0.3492,1.58614e-07
124,0.255825,0.505726,8.48258e-06
125,0.171194,0.413568,-6.87697e-06
126,0.211723,0.460025,-1.30567e-05
127,0.101781,0.318845,-2.0292e-06
128,0.116268,0.340827,4.95127e-07
129,0.0749377,0.273522,1.12896e-05
130,0.15596,0.394801,7.4836e-06
131,0.163126,0.403745,-1.42032e-05
132,0.240152,0.489944,2.10252e-06
133,0.240152,0.489944,2.10252e-06
134,0.239531,0.489338,4.35887e-06
135,0.239531,0.489338,4.35887e-06
136,0.389322,0.623936,6.20351e-07
137,0.344152,0.586603,5.21144e-06
138,0.16529,0.406421,7.57935e-06
139,0.0932707,0.305229,1.14371e-05
140,0.11713,0.342065,-7.28357e-06
141,0.216206,0.464816,8.83671e-06
142,0.216206,0.464816,8.83671e-06
143,0.113704,0.336815,-8.82873e-06
144,0.0111917,0.104607,-3.01398e-06
145,0.0262985,0.161569,1.2216e-06
146,0.0262985,0.161569,1.2216e-06
147,0.00145869,0.034371,-1.41034e-06
148,0.0324537,0.179698,1.00506e-05
149,0.0324537,0.179698,1.00506e-05
150,0.000368905,-0.01164,8.51316e-06
151,0.000368905,-0.01164,8.51308e-06
152,0.0491595,-0.221,-1.7524e-05
153,0.0353022,-0.1865,-2.01906e-05
154,0.0353022,-0.1865,-2.01906e-05
155,0.0918377,-0.30214,-3.1726e-06
156,0.0918377,-0.30214,-3.1726e-06
157,0.0184018,-0.13359,1.09851e-06
158,0.0117188,-0.1064,5.80828e-07
159,0.0117188,-0.1064,5.80828e-07
160,0.190222,-0.43528,6.05247e-06
161,0.3907,-0.62405,3.62768e-05
162,0.3907,-0.62405,3.62768e-05
163,0.238974,-0.48757,9.92384e-06
164,0.782125,-0.88369,-1.83982e-06
165,0.306062,-0.55264,1.18121e-05
166,0.103441,-0.32065,-5.5799e-06
167,0.103441,-0.32065,-5.5799e-06
168,0.103441,-0.32065,-5.5799e-06
169,0.744102,-0.86213,-1.20019e-05
170,0.20619,-0.45325,-2.21727e-05
171,0.0704256,-0.26429,-5.27784e-06
172,0.00922141,-0.09287,-8.54718e-06
173,0.0372119,0.192183,4.24497e-06
174,0.0148021,0.120028,5.67877e-06
175,0.00129675,-0.03046,1.52948e-05
176,0.039732,0.198584,1.19206e-05
177,0.000265057,-0.00438,1.08054e-05
178,0.00121458,-0.03181,4.71015e-08
179,0.000378908,0.012568,-5.61599e-06
180,0.000378908,0.012568,-5.61599e-06
181,0.0613823,-0.24697,-1.31631e-06
182,0.335695,-0.57881,3.81155e-06
183,0.0604722,-0.24403,-2.06602e-05
184,0.0604722,-0.24403,-2.06602e-05
185,0.0604722,-0.24403,-2.06602e-05
186,0.0604722,-0.24403,-2.06602e-05
187,0.021089,-0.14398,-8.53385e-06
188,0.0232401,-0.14978,1.8679e-05
189,0.0236723,0.152438,1.7347e-05
190,0.0236723,0.152438,1.7347e-05
191,0.0236723,0.152438,1.73471e-05
192,0.0532515,0.230238,2.48286e-05
193,0.0411817,-0.20195,-1.08972e-05
194,0.00350232,-0.05642,-8.44078e-06
195,0.000462796,-0.01321,2.27391e-06
196,0.00274556,-0.05015,-2.27913e-06
197,0.165664,-0.40636,1.79029e-06
198,0.679333,-0.82372,3.54278e-05
199,0.679333,-0.82372,3.54278e-05
200,0.222336,-0.47089,-5.08215e-05
201,0.418411,-0.64642,-5.29535e-06
202,0.0917507,-0.30209,-3.65711e-05
203,0.284684,-0.53283,-3.08752e-05
204,0.342207,-0.58446,-1.56418e-05
205,0.0487795,-0.2201,-8.61539e-06
206,0.000547904,-0.01459,-1.39305e-05
207,0.00779657,-0.08657,-1.36366e-05
208,0.221821,-0.47047,-1.85344e-05
209,0.191265,-0.43665,-1.66983e-05
210,0.0134536,-0.11449,1.86879e-07
211,0.00750515,-0.08349,-1.33964e-05
212,0.00213676,0.03924,2.20479e-07
213,0.0271065,0.163437,6.12777e-06
214,0.0194633,0.138318,2.5713e-06
215,0.0250898,0.157405,-2.89951e-06
216,0.0204435,0.141891,-2.15646e-06
217,0.0762579,0.275739,-6.13795e-06
218,0.00574065,-0.07191,-1.55757e-05
219,0.0093963,0.094704,-1.9769e-05
220,0.00359522,-0.05756,-4.50925e-06
221,0.00359522,-0.05756,-4.50919e-06
222,0.0571448,-0.2373,-2.99019e-06
223,0.0046393,0.066107,-9.94317e-07
224,0.038762,0.196291,3.15959e-06
225,0.034699,0.185791,6.12059e-06
226,0.000260441,-0.00011,2.90704e-06
227,0.000552538,-0.01568,-1.65224e-05
228,0.0398534,-0.19876,-7.45188e-06
229,0.0220806,-0.14716,8.02326e-06
230,0.0216684,-0.14499,6.1055e-06
231,0.00114309,0.029645,1.38077e-05
232,0.00114309,0.029645,1.38077e-05
233,0.0149974,-0.12013,-8.20256e-07
234,0.0149974,-0.12013,-8.20256e-07
235,0.512586,-0.71516,5.91575e-06
236,0.348485,-0.58896,2.79195e-06
237,1.13758,-1.06601,-1.25721e-05
238,0.690836,-0.83065,1.2381e-05
239,0.534526,-0.73052,1.08086e-05
240,0.521507,-0.72173,1.68862e-05
241,1.26767,-1.12517,3.48496e-06
242,1.26767,-1.12517,3.48496e-06
243,0.345211,-0.58674,-2.77584e-05
244,1.12166,-1.05848,-4.83797e-05
245,1.12166,-1.05848,-4.83797e-05
246,0.342012,-0.58442,2.43828e-05
247,0.342012,-0.58442,2.43828e-05
248,0.214201,-0.46219,-2.38401e-06
249,0.0873651,-0.29451,-3.69719e-06
250,0.0744878,-0.27174,-2.04634e-06
251,0.020982,0.143719,-1.80246e-05
252,0.000472437,-0.00477,3.32866e-07
253,0.00480851,0.067746,4.01772e-06
254,0.00480851,0.067746,4.01772e-06
255,0.00480851,0.067746,4.01772e-06
256,0.00480851,0.067746,4.01772e-06
257,0.00480851,0.067746,4.01772e-06
258,0.00480851,0.067746,4.01772e-06
259,0.00160682,-0.03561,-8.38724e-06
260,0.00797337,-0.08747,1.72654e-05
261,0.0824554,-0.28647,2.13448e-05
262,0.00606739,-0.07592,3.41749e-06
263,0.0366331,-0.19027,-3.17614e-08
264,0.0551656,-0.23361,2.08372e-05
265,0.00595724,0.075817,-7.50961e-06
266,0.00595724,0.075817,-7.50961e-06
267,0.0447394,0.211106,6.73015e-07
268,0.0310574,0.17588,7.9312e-06
269,0.00656535,-0.07952,2.22667e-05
270,0.0273336,0.164763,3.05134e-07
271,0.0820849,0.286244,-1.03398e-05
272,0.0232684,0.151952,-5.96277e-06
273,0.0232684,0.151952,-5.96277e-06
274,0.0410055,0.201692,1.97477e-06
275,0.0991036,0.314485,-5.79282e-06
276,0.0991036,0.314485,-5.79282e-06
277,0.150662,0.387962,-1.07415e-05
278,0.123618,0.351363,-1.56819e-05
279,0.166922,0.408416,-1.80247e-06
280,0.175466,0.418761,-3.83808e-06
281,0.252025,0.501927,-3.17256e-06
282,0.118673,0.344214,5.05909e-06
283,0.151799,0.389438,-8.78662e-06
284,0.151799,0.389438,-8.78662e-06
285,0.151799,0.389438,-8.78662e-06
286,0.151799,0.389438,-8.78662e-06
287,0.196775,0.443395,9.51216e-06
288,0.10453,0.323091,8.18229e-08
289,0.0173122,0.130807,-7.17961e-06
290,0.00251555,0.047164,-1.73491e-06
291,0.00340707,-0.05529,-5.52207e-06
292,0.00460122,-0.06465,-2.17046e-05
293,0.00115061,0.029413,6.19317e-06
294,0.0817263,-0.28512,-4.22251e-06
295,0.198781,-0.44507,-5.40032e-07
296,0.198781,-0.44507,-5.40032e-07
297,0.017057,-0.12935,1.58413e-05
298,0.0553981,-0.23417,2.12411e-05
299,0.0440296,-0.20813,8.30935e-06
300,0.0684536,-0.26059,-3.21807e-05
301,0.173952,-0.41605,1.46267e-05
302,0.0526696,-0.22795,-1.53813e-05
303,0.0956317,-0.3071,-5.20927e-06
304,0.0008995,-0.01616,-1.56888e-05
305,0.0979793,-0.31197,-2.18954e-05
306,0.379084,-0.61526,-1.73726e-05
307,0.379084,-0.61526,-1.73726e-05
308,0.128153,-0.35737,1.62371e-05
309,0.0328016,-0.17987,-2.41762e-06
310,0.000515904,-0.01391,-2.80455e-06
311,0.00118148,0.029545,5.95185e-06
312,0.0250801,0.157524,7.0249e-06
313,0.0250801,0.157524,7.0249e-06
314,0.0075127,0.085117,-6.55828e-06
315,0.0113063,0.104874,4.17384e-06
316,0.0698748,-0.2634,1.98206e-05
317,0.0139674,-0.11585,7.77307e-06
318,0.0802661,-0.28279,1.57477e-05
319,0.0802661,-0.28279,1.57477e-05
320,0.141389,-0.37545,-1.47341e-05
