MDTU,S_B
1,0.686107
2,0.686107
3,0.78138
4,0.845889
5,0.888064
6,0.924896
7,0.924896
8,0.93797
9,0.942705
10,0.953637
11,0.966548
12,0.966548
13,0.97322
14,0.976424
15,0.987758
16,0.990849
17,0.985892
18,0.97802
19,0.993143
20,0.991988
21,0.991988
22,0.98576
23,0.992819
24,0.989751
25,0.99589
26,1.00111
27,0.99673
28,1.00209
29,1.00729
30,1.00062
31,1.00062
32,1.00121
33,0.991371
34,0.990016
35,0.998696
36,0.996617
37,0.998786
38,0.998786
39,0.998786
40,0.994312
41,0.996079
42,0.996079
43,0.993478
44,0.985258
45,0.991672
46,0.988976
47,0.988976
48,0.988976
49,0.985621
50,0.992012
51,0.992012
52,0.994524
53,0.996022
54,1.00579
55,1.00579
56,0.995327
57,0.985064
58,0.992993
59,0.996716
60,0.996716
61,0.994194
62,0.990896
63,0.988095
64,0.988556
65,0.984235
66,0.988749
67,1.00023
68,0.996512
69,1.00355
70,0.999826
71,0.992477
72,0.987624
73,0.989008
74,0.991776
75,0.995737
76,0.995737
77,0.995737
78,0.995737
79,1.00394
80,0.998613
81,1.00416
82,1.00416
83,0.997293
84,0.982476
85,0.998354
86,0.999753
87,0.995959
88,1.00386
89,0.994852
90,0.995528
91,1.00096
92,1.00017
93,0.996753
94,0.996753
95,1.00281
96,0.988437
97,0.988437
98,0.992193
99,0.993493
100,0.996766
101,1.00788
102,1.00029
103,0.993247
104,0.993247
105,0.996403
106,1.00984
107,0.998331
108,1.00552
109,0.998109
110,1.00507
111,1.00188
112,1.00188
113,0.995721
114,0.998407
115,0.989178
116,0.998428
117,0.998428
118,0.998532
119,1.00403
120,1.00684
121,1.00087
122,0.998819
123,0.996846
124,0.989686
125,0.997047
126,0.988852
127,1.00158
128,0.995365
129,1.00631
130,1.00014
131,1.00591
132,1.00323
133,1.00323
134,1.0032
135,1.0032
136,0.997957
137,1.00019
138,1.00359
139,1.00563
140,0.996353
141,0.990286
142,0.990286
143,0.986974
144,0.994366
145,0.997154
146,0.997154
147,0.99573
148,0.988894
149,0.988894
150,0.995381
151,0.995381
152,0.997594
153,0.994498
154,0.994498
155,0.992838
156,0.992838
157,0.989914
158,0.987488
159,0.987488
160,0.99585
161,0.993528
162,0.993528
163,0.990713
164,0.990295
165,0.992589
166,0.995757
167,0.995757
168,0.995757
169,0.998064
170,0.992692
171,0.994264
172,1.00007
173,0.997127
174,0.998576
175,1.00239
176,0.991784
177,0.998007
178,0.994577
179,0.996921
180,0.996921
181,0.99741
182,0.998371
183,0.997162
184,0.997162
185,0.997162
186,0.997162
187,1.00382
188,1.00386
189,1.00309
190,1.00309
191,1.00309
192,0.994208
193,1.005
194,0.994556
195,0.989812
196,0.985763
197,0.98567
198,0.988135
199,0.988135
200,0.990376
201,1.00037
202,1.00327
203,1.0069
204,0.998539
205,0.989532
206,0.985103
207,0.990512
208,0.992836
209,0.995854
210,0.990906
211,1.0002
212,1.0064
213,1.00256
214,1.00461
215,1.00092
216,0.985483
217,0.982297
218,0.997965
219,0.999215
220,0.996508
221,0.996508
222,1.00155
223,0.997151
224,0.995247
225,0.991422
226,0.998582
227,0.994923
228,0.991615
229,0.986297
230,0.993134
231,0.993775
232,0.993775
233,0.994108
234,0.994108
235,0.995648
236,0.994865
237,1.00456
238,0.993137
239,0.986361
240,0.99427
241,1.00301
242,1.00301
243,1.00312
244,1.01413
245,1.01413
246,1.00514
247,1.00514
248,0.992801
249,0.994491
250,0.999133
251,0.993404
252,0.998039
253,0.999059
254,0.999059
255,0.999059
256,0.999059
257,0.999059
258,0.999059
259,0.993966
260,1.00299
261,0.998736
262,0.997854
263,0.993606
264,1.00178
265,0.998481
266,0.998481
267,0.986534
268,1.00298
269,0.997933
270,0.988747
271,0.993549
272,1.00224
273,1.00224
274,1.0003
275,0.995678
276,0.995678
277,0.994306
278,0.998435
279,0.996709
280,1.0011
281,0.994797
282,1.0013
283,0.994164
284,0.994164
285,0.994164
286,0.994164
287,0.997813
288,0.998493
289,1.00849
290,0.999803
291,0.998138
292,0.991267
293,0.996564
294,0.992632
295,0.988469
296,0.988469
297,0.989301
298,0.987769
299,1.00136
300,1.00224
301,0.998492
302,0.998557
303,0.997365
304,0.995661
305,0.992217
306,0.999604
307,0.999604
308,0.989974
309,0.992544
310,0.989655
311,0.989845
312,0.993397
313,0.993397
314,0.994855
315,0.994814
316,0.999877
317,0.996462
318,0.999985
319,0.999985
320,0.991862
321,0.999484
322,0.999399
323,0.992344
324,0.992706
325,0.986619
326,0.994527
327,0.997296
328,0.997296
329,0.997131
330,1.00051
331,1.00631
332,0.998479
333,1.0002
334,1.0084
335,1.00108
336,1.00108
337,0.986211
338,0.996881
339,1.0019
340,1.00582
341,0.992558
342,0.992764
343,0.992764
344,0.992498
345,0.992498
346,0.994306
347,0.994494
348,0.993911
349,0.989265
350,0.991891
351,0.997931
352,1.00293
353,1.00293
354,0.989391
355,0.989391
356,0.996551
357,1.00334
358,1.00334
359,0.999316
360,0.993927
361,0.986353
362,0.994799
363,1.00083
364,1.0021
365,0.998378
366,1.00903
367,0.989941
368,1.00418
369,0.995958
370,1.00651
371,0.999808
372,0.999808
373,0.999808
374,0.984667
375,0.997951
376,0.997951
377,0.986852
378,0.993332
379,1.00504
380,1.01125
381,1.0044
382,1.00022
383,1.00322
384,1.00322
385,0.996705
386,0.988345
387,0.988345
388,0.99973
389,1.00546
390,0.99903
391,0.991746
392,1.00027
393,0.994145
394,0.999317
395,0.986781
396,0.993975
397,0.996124
398,0.996124
399,0.997828
400,0.998327
401,0.989582
402,0.99111
403,1.00635
404,1.00151
405,0.997661
406,0.996031
407,0.99564
408,0.99564
409,1.00135
410,0.99114
411,1.00431
412,0.98713
413,0.989548
414,0.998166
415,1.00336
416,0.997668
417,0.994777
418,0.994354
419,0.994354
420,0.991072
421,0.989121
422,0.991079
423,0.986647
424,0.99056
425,0.992729
426,0.999464
427,0.999464
428,1.00186
429,0.994734
430,0.994601
431,0.996343
432,0.993606
433,0.992068
434,0.992296
435,0.996903
436,0.990097
437,0.990097
438,0.982415
439,0.989779
440,0.997751
441,1.00007
442,0.994886
443,0.994886
444,0.988975
445,0.986081
