t,walltime
10,39.38
20,39.25
30,24.86
40,23.18
50,23.3
60,23.27
70,23.19
80,23.25
90,23.28
100,23.17
110,23.21
120,23.13
130,23.21
140,23.16
150,23.08
160,23.13
170,23.13
180,23.16
190,23.19
200,23.2
210,23.21
220,23.22
230,23.24
240,23.25
250,23.31
260,23.24
270,23.2
280,23.17
290,23.21
300,23.2
310,23.17
320,23.26
330,23.22
340,23.22
350,23.15
360,23.16
370,23.21
380,23.21
390,23.21
400,23.17
410,23.28
420,23.24
430,23.2
440,23.16
450,23.13
460,23.21
470,23.27
480,23.25
490,23.15
500,23.15
510,23.14
520,23.09
530,23.11
540,23.16
550,23.2
560,23.3
570,23.23
580,23.26
590,23.24
600,23.25
610,23.17
620,23.15
630,23.22
640,23.24
650,23.26
660,23.34
670,23.29
680,23.24
690,23.17
700,23.29
710,23.28
720,23.32
730,23.3
740,23.29
750,23.17
760,23.24
770,23.21
780,23.17
790,23.21
800,23.21
810,23.31
820,23.21
830,23.24
840,23.28
850,23.21
860,23.26
870,23.26
880,23.26
890,23.21
900,23.25
910,23.41
920,23.22
930,23.23
940,23.15
950,23.24
960,23.29
970,23.34
980,23.25
990,23.27
1000,23.23
1010,23.31
1020,23.32
1030,23.3
1040,23.31
1050,23.43
1060,23.39
1070,23.36
1080,23.25
1090,23.26
1100,23.16
1110,23.34
1120,23.25
1130,23.24
1140,23.3
1150,23.32
1160,23.24
1170,23.19
1180,23.35
1190,23.3
1200,23.25
1210,23.18
1220,23.3
1230,23.32
1240,23.32
1250,23.24
1260,23.29
1270,23.22
1280,23.29
1290,23.32
1300,23.31
1310,23.44
1320,23.34
1330,23.36
1340,23.33
1350,23.32
1360,23.26
1370,23.38
1380,23.38
1390,23.36
1400,23.35
1410,23.3
1420,23.34
1430,23.32
1440,23.25
1450,23.24
1460,23.33
1470,23.39
1480,23.29
1490,23.28
1500,23.36
1510,23.38
1520,23.38
1530,23.32
1540,23.38
1550,23.35
1560,23.36
1570,23.41
1580,23.37
1590,23.42
1600,23.42
1610,23.38
1620,23.34
1630,23.33
1640,23.31
1650,23.29
1660,23.45
1670,23.47
1680,23.38
1690,23.36
1700,23.36
1710,23.36
1720,23.39
1730,23.35
1740,23.39
1750,23.39
1760,23.42
1770,23.34
1780,23.39
1790,23.43
1800,23.45
1810,23.32
1820,23.37
1830,23.44
1840,23.48
1850,23.35
1860,23.43
1870,23.38
1880,23.43
1890,23.53
1900,23.34
1910,23.43
1920,23.47
1930,23.48
1940,23.45
1950,23.49
1960,23.4
1970,23.48
1980,23.46
1990,23.61
2000,23.51
2010,23.5
2020,23.5
2030,23.52
2040,23.44
2050,23.44
2060,23.52
2070,23.57
2080,23.59
2090,23.46
2100,23.51
2110,23.63
2120,23.57
2130,23.57
2140,23.67
2150,23.57
2160,23.61
2170,23.57
2180,23.61
2190,23.56
2200,23.56
2210,23.69
2220,23.74
2230,23.75
2240,23.64
2250,23.61
2260,23.75
2270,23.62
2280,23.73
2290,23.55
2300,23.62
2310,23.66
2320,23.72
2330,23.71
2340,23.79
2350,23.71
2360,23.75
2370,23.73
2380,23.67
2390,23.71
2400,23.84
2410,23.93
2420,23.88
2430,23.88
2440,23.88
2450,23.9
2460,23.85
2470,23.97
2480,23.95
2490,23.99
2500,24.02
2510,24.1
2520,24.03
2530,24
2540,23.96
2550,24.04
2560,24
2570,24.07
2580,24.04
2590,24.12
2600,23.99
2610,23.9
2620,24.09
2630,24.11
2640,24.13
2650,24.24
2660,24.14
2670,24.09
2680,24.17
2690,24.13
2700,24.12
2710,24.16
2720,24.16
2730,24.26
2740,24.14
2750,24.12
2760,24.18
2770,24.25
2780,24.2
2790,24.18
2800,24.26
2810,24.4
2820,24.4
2830,24.35
2840,24.42
2850,24.56
2860,24.39
2870,24.31
2880,24.51
2890,24.52
2900,24.49
2910,24.73
2920,24.46
2930,24.58
2940,24.58
2950,24.67
2960,24.56
2970,24.54
2980,24.54
2990,24.52
3000,24.65
3010,24.69
3020,24.65
3030,24.56
3040,24.69
3050,24.93
3060,24.74
3070,24.69
3080,24.84
3090,24.74
3100,24.61
3110,24.82
3120,24.92
3130,24.77
3140,24.73
3150,24.89
3160,24.83
3170,24.8
3180,24.82
3190,25.18
3200,25.01
3210,25.02
3220,25.23
3230,25.04
3240,25.12
3250,24.93
3260,25.03
3270,25.34
3280,25.01
3290,25.09
3300,25.14
3310,25.07
3320,25.24
3330,25.16
3340,25.37
3350,25.17
3360,25.14
3370,25.43
3380,25.3
3390,25.47
3400,25.42
3410,25.51
3420,25.25
3430,25.53
3440,25.31
3450,25.52
3460,25.4
3470,25.49
3480,25.2
3490,25.54
3500,25.48
