ReTr(Lx),ImTr(Lx)
-0.565502,0.305885
-0.781735,0.203471
-0.714601,-0.0241488
-0.796435,0.0240585
-0.417012,0.579112
-0.218877,0.728912
-0.0409803,0.740053
0.202005,0.753323
0.34121,0.550852
0.394815,0.600857
0.523787,0.521367
0.194043,0.718662
-0.461413,0.541587
-0.163103,0.617993
-0.266387,0.771656
-0.0262655,0.765561
-0.0262655,0.765561
0.0173916,0.734962
0.322585,0.576928
0.100853,0.580746
0.100853,0.580746
0.100853,0.580746
0.304775,0.510714
0.517405,0.490173
0.597712,0.362735
0.640648,-0.15509
0.712638,-0.202928
0.75206,-0.233192
0.741549,-0.143312
0.746989,0.118876
0.656288,0.268599
0.55275,0.338289
0.767843,0.0711827
0.650182,-0.364875
0.716628,-0.0617548
0.679828,0.212723
0.717194,0.305017
0.697905,0.313709
0.699922,-0.387933
0.542112,-0.603258
0.765478,-0.197003
0.361249,-0.663762
0.0978492,-0.73169
-0.478377,-0.529126
-0.480237,-0.431979
-0.557513,-0.357254
-0.663475,-0.436096
-0.718082,-0.196448
-0.736191,0.262332
-0.741369,-0.287605
-0.741369,-0.287605
-0.405994,-0.533834
-0.651711,-0.371149
-0.694983,0.0959433
-0.694983,0.0959433
-0.721941,0.201307
-0.583427,0.309117
-0.47489,0.62709
-0.658142,0.0353762
-0.645702,-0.125739
-0.32836,-0.708333
-0.125016,-0.704386
-0.0365691,-0.715278
-0.17358,-0.748033
0.0176443,-0.800454
-0.245847,-0.689779
-0.143662,-0.574518
-0.180247,-0.702618
-0.275091,-0.677683
0.208884,-0.80455
0.0686528,-0.822125
0.451626,-0.62247
-0.130193,-0.753168
-0.0637037,-0.676475
0.0890067,-0.699978
0.512407,-0.566576
0.512407,-0.566576
0.429524,-0.60762
0.31573,-0.582237
0.15594,-0.692172
0.168912,-0.655963
0.507309,-0.429027
0.669047,-0.190737
0.697157,0.117963
0.797958,-0.201609
0.690366,0.0429522
0.643835,-0.14811
0.657242,-0.331353
0.463854,-0.518241
0.796058,-0.150412
0.742426,-0.13966
0.748136,-0.136398
0.765769,0.167387
0.765769,0.167387
0.767055,-0.0438862
0.710528,-0.234324
0.545516,-0.292231
0.653008,0.329582
0.630902,0.399814
0.516298,0.594297
0.679758,0.322318
0.658621,0.327941
0.743067,0.169467
0.743067,0.169467
0.812742,-0.0700537
0.545271,0.563928
0.258203,0.696388
0.51953,0.53629
0.645243,0.331101
0.582245,0.260423
0.736499,0.163175
0.731183,0.209032
0.73378,0.188853
0.696798,0.226513
0.627825,-0.358652
0.635678,-0.415624
0.579478,-0.523552
0.649161,-0.225051
0.688759,-0.301734
0.761215,0.0659167
0.769086,0.00243675
0.738906,-0.0677644
0.735724,0.158495
0.742003,0.0152548
0.71171,-0.0931275
0.71171,-0.0931275
0.715845,0.042015
0.691942,0.276292
0.756824,0.0431522
0.778424,0.0365719
0.693375,0.337476
0.619896,0.463441
0.765633,0.137319
0.77942,0.147857
0.742664,0.164991
0.753058,-0.0513716
0.691087,0.0509394
0.586302,0.272244
0.650793,0.203759
0.400164,0.630855
0.474468,0.547504
0.321806,0.730045
0.423667,0.647743
0.502587,0.622472
0.280982,0.71762
0.616034,0.520815
0.745511,0.13879
0.650194,0.393613
0.632104,0.33457
0.64354,0.423875
0.64354,0.423875
0.788393,-0.0911442
0.689818,-0.357704
0.575723,-0.335758
0.297297,-0.593116
0.360769,-0.602955
0.608369,-0.24129
0.693072,-0.383057
0.696588,-0.116113
0.750471,-0.139124
0.477288,-0.599752
0.374769,-0.710974
0.374769,-0.710974
0.557447,-0.553925
0.34482,-0.679623
0.771638,-0.178972
0.779959,-0.107589
0.672195,-0.16257
0.610582,-0.512033
0.530188,-0.391738
0.535877,-0.543232
0.724967,-0.212047
0.685957,-0.354042
0.589684,-0.339566
0.714155,0.0508188
0.721621,-0.0967467
0.38108,-0.545965
0.449678,-0.552625
0.20818,-0.741458
0.0825672,-0.706018
-0.193012,-0.750706
0.0275971,-0.610814
0.174782,-0.770986
0.750696,-0.122668
0.638853,-0.319468
0.563227,-0.474187
0.682395,-0.329715
0.667225,-0.439252
0.639295,-0.443214
0.578504,-0.355624
0.610143,-0.13142
0.626152,0.163892
0.655509,0.0996158
0.634297,0.0727435
0.725986,-0.30647
0.677703,-0.153713
0.649114,-0.251375
0.691898,-0.260512
0.739673,-0.319484
0.680833,-0.181265
0.638903,0.219537
0.736552,0.0973917
0.771368,0.162368
0.53559,0.436961
0.53559,0.436961
0.670908,0.253886
0.671545,0.201233
0.661253,-0.137009
0.735725,0.238761
0.485607,0.494082
0.632814,0.173064
0.647833,0.353672
0.691908,0.205348
0.548752,0.19753
0.474777,0.373582
0.339928,0.488175
0.265448,0.64234
0.454767,0.535518
0.729952,0.273238
0.649478,0.490795
0.212889,0.749507
0.108434,0.725917
-0.293734,0.742072
-0.301995,0.66594
-0.614538,0.386236
-0.614538,0.386236
-0.468098,0.57582
-0.466332,0.577515
-0.670748,0.405974
-0.727692,0.0730348
-0.816602,-0.027655
-0.771923,-0.124396
-0.768723,-0.112644
-0.674203,0.18253
-0.452295,0.550943
-0.231638,0.739978
-0.191589,0.738159
0.0981675,0.805324
-0.41938,0.567563
0.376884,0.627104
0.406489,0.52413
0.356733,0.583113
0.689949,-0.0215109
0.575342,0.418534
0.396526,0.611885
0.0252826,0.766367
-0.027311,0.655849
0.0290351,0.801465
0.162586,0.639258
0.0820063,0.701846
0.321933,0.662384
0.0862283,0.696414
0.289438,0.619267
0.646861,0.382128
