MDTU,S_F
1,0.998839
2,1.00016
3,1.00063
4,1.00053
5,0.99499
6,1.00417
7,0.998815
8,0.996383
9,1.00115
10,1.00099
11,1.00329
12,1.0029
13,0.994842
14,1.00209
15,1.00182
16,0.997445
17,1.00538
18,0.997244
19,1.00063
20,1.00637
21,0.997194
22,0.99867
23,0.998449
24,1.0041
25,0.998259
26,1.00036
27,1.00264
28,1.00178
29,1.00159
30,0.999519
31,0.994142
32,0.998511
33,0.994705
34,0.996673
35,0.996537
36,0.998656
37,1.00084
38,1.00393
39,1.00321
40,1.00011
41,0.996396
42,1.00493
43,0.99679
44,0.998024
45,0.998831
46,0.992872
47,0.997718
48,1.00258
49,1.00349
50,1.00002
51,1.00095
52,1.00099
53,1.00263
54,0.991918
55,1.00058
56,1.00289
57,0.996307
58,0.999789
59,1.00517
60,0.995625
61,1.00556
62,1.0035
63,0.999398
64,1.00308
65,0.997861
66,1.00388
67,0.999954
68,1.00745
69,0.998539
70,0.997644
71,0.998648
72,1.00463
73,0.997243
74,1.00179
75,1.00273
76,1.00287
77,0.998623
78,0.999163
79,1.00339
80,1.00381
81,0.998165
82,0.99844
83,1.00303
84,0.995952
85,1.00056
86,1.00686
87,0.99777
88,1.00008
89,0.995112
90,1.00004
91,1.00801
92,1.00122
93,0.997947
94,1.00216
95,0.998027
96,0.99595
97,1.004
98,0.998913
99,0.990823
100,1.00051
101,1.00508
102,1.0036
103,0.99753
104,1.00507
105,0.998917
106,1.00198
107,1.00481
108,1.00047
109,0.999053
110,0.998562
111,1.00567
112,0.991324
113,1.00458
114,0.99583
115,0.991088
116,1.00019
117,1.00348
118,1.00355
119,1.00138
120,0.998729
121,0.999676
122,1.00164
123,0.999741
124,0.999662
125,1.00126
126,0.996486
127,0.999019
128,1.01025
129,1.00251
130,1.0047
131,1.00346
132,0.998696
133,1.00033
134,1.00052
135,1.00301
136,0.995374
137,1.00246
138,0.998892
139,1.00322
140,0.998262
141,0.99018
142,0.995976
143,0.995007
144,1.00383
145,1.00464
146,0.990169
147,0.991933
148,0.994527
149,0.998982
150,1.00167
151,0.995226
152,1.00612
153,0.998395
154,1.00449
155,1.00676
156,0.999227
157,0.998884
158,0.999693
159,1.00283
160,1.00269
161,1.00167
162,1.00082
163,0.994284
164,1.00063
165,1.00014
166,0.995944
167,1.00138
168,1.00092
169,1.00007
170,0.997258
171,0.999726
172,1.00322
173,0.995421
174,0.99974
175,1.00287
176,1.00488
177,0.998404
178,0.994265
179,1.00143
180,0.995737
181,1.00024
182,1.00726
183,0.996837
184,1.00348
185,1.00698
186,0.998943
187,1.00302
188,1.00895
189,0.994442
190,0.991544
191,1.0027
192,1.00072
193,1.00517
194,0.996523
195,1.0016
196,1.00802
197,0.99647
198,1.00186
199,0.994846
200,0.998486
201,0.991609
202,1.00205
203,1.00074
204,1.00227
205,0.999169
206,1.00666
207,0.99924
208,1.00021
209,0.996948
210,0.998135
211,1.00203
212,0.997202
213,0.996196
214,1.0006
215,1.0014
216,0.999825
217,0.996749
218,0.998503
219,0.999523
220,1.00133
221,0.997779
222,1.00455
223,0.997283
224,0.998821
225,0.997101
226,0.997919
227,1.00093
228,1.00077
229,1.00667
230,0.994827
231,1.00289
232,0.994558
233,0.999376
234,0.998068
235,1.00158
236,1.00291
237,1.00476
238,1.00056
239,1.00047
240,1.00197
241,1.00421
