MDTU,susyTrans,Im(bilin)
10,0.0246786,-1.26984e-05
20,0.00241729,-1.04872e-05
30,-0.0117496,-2.27371e-06
40,0.00885869,1.04448e-05
50,0.0306885,1.47461e-05
60,0.00881712,-6.55056e-06
70,-0.00415635,8.3863e-06
80,-0.00580747,9.62862e-07
90,-0.00346558,-6.49735e-06
100,-0.0122101,-5.22054e-06
110,0.00276428,-1.67322e-05
120,0.0142411,-1.58355e-05
130,0.00928157,1.18476e-06
140,0.0200377,2.39082e-08
150,0.00847609,1.09798e-06
160,-0.0123138,1.78065e-05
170,0.0169979,-4.62569e-06
180,-0.0083894,-1.54086e-05
190,0.00202551,-2.57647e-05
200,0.00294657,9.04939e-06
210,-0.0146951,-9.4584e-06
220,-0.038478,-5.48709e-06
230,0.0232963,-3.13915e-06
240,-0.00690205,-5.02836e-06
250,-0.0119537,-3.43796e-07
260,0.0159503,-2.48228e-05
270,0.00760607,-8.78381e-06
280,-0.00830026,1.52052e-06
290,0.00544001,5.44461e-06
300,0.01979,-6.14963e-06
310,-0.0123832,8.35449e-06
320,-0.0104703,-1.6939e-05
330,-0.0191818,-1.99889e-05
340,0.00165692,-1.32006e-05
350,-0.0154124,6.07026e-06
360,-0.000838265,4.3092e-06
370,0.00544243,1.16225e-05
380,-0.0160365,-2.59545e-05
390,-0.0242647,-3.53576e-06
400,0.00075591,2.80156e-06
410,0.00738177,-2.67795e-05
420,-0.0259662,1.5865e-06
430,-0.0043347,8.32143e-07
440,-0.0222916,-6.39142e-06
450,0.0124335,1.44406e-05
460,-0.00219337,-7.80882e-06
470,0.0169123,2.65294e-06
480,-0.0277181,-1.44584e-06
490,-0.00715454,1.09442e-05
500,0.011,3.86975e-05
510,-0.0058163,2.76148e-05
520,-0.0245644,2.02049e-06
530,0.0211986,1.61133e-05
540,-0.0243167,-2.86343e-06
550,0.00375666,-3.65275e-06
560,0.020545,6.2824e-06
570,-0.00612607,-1.01227e-05
580,-0.0212103,1.97826e-05
590,-0.00760171,-4.62804e-06
600,0.00428548,1.81423e-06
610,-0.0185044,-9.10124e-06
620,-0.00417523,4.67815e-06
630,0.00818401,3.43056e-06
640,-0.00734318,-6.60163e-06
650,-0.00222593,9.46572e-06
660,-0.000474741,6.64908e-07
670,0.00159387,-1.44218e-05
680,0.00520438,1.83813e-05
690,0.0171051,-9.48761e-06
700,-0.0153368,-1.02861e-06
710,-0.0147327,-1.62313e-05
720,0.000854697,-5.36148e-06
730,-0.0182384,1.26613e-06
740,0.00973492,-2.01687e-06
750,-0.00291223,1.03062e-05
760,-0.0172396,2.83875e-07
770,-0.00402603,1.74152e-05
780,-0.00851607,-5.1075e-06
790,-0.0144775,-1.33388e-05
800,0.0168062,-1.53421e-06
810,0.00334972,2.15156e-05
820,0.0229105,3.83921e-06
830,0.00189286,2.15246e-06
840,0.00924171,-1.84675e-05
850,0.0158292,2.08094e-06
