t,e^(-dS)
1,1.09355
2,1.28351
3,0.907393
4,1.02485
5,0.912288
6,0.735577
7,0.976393
8,0.943612
9,1.00463
10,0.984373
11,1.2547
12,0.84139
13,0.705534
14,1.14603
15,1.32234
16,0.877218
17,0.763914
18,0.768819
19,0.822835
20,0.905426
21,0.780438
22,0.67638
23,0.942678
24,0.883468
25,0.904566
26,1.22679
27,0.936505
28,0.888607
29,0.942019
30,1.17704
31,0.866321
32,1.00377
33,1.1086
34,1.22851
35,1.06893
36,0.914096
37,0.90821
38,1.0031
39,1.05542
40,0.896641
41,1.01977
42,1.15419
43,0.968826
44,0.96279
45,0.717344
46,0.880381
47,0.942782
48,1.35785
49,0.874678
50,1.05435
51,0.84603
52,1.12693
53,0.720219
54,0.980865
55,0.83527
56,0.99096
57,1.19089
58,1.30487
59,0.685368
60,1.33456
61,1.0887
62,0.624315
63,1.43276
64,0.938211
65,0.728039
66,0.932776
67,1.59456
68,0.931453
69,1.03585
70,1.03686
71,0.929406
72,0.913438
73,0.88135
74,1.08847
75,1.08582
76,1.02008
77,0.678412
78,1.3438
79,1.00723
80,1.18057
81,0.791045
82,0.997695
83,0.82961
84,1.09866
85,0.730227
86,1.15108
87,1.05574
88,0.942358
89,0.871099
90,1.03949
91,0.956648
92,1.09153
93,0.910929
94,0.735577
95,1.18554
96,1.27405
97,0.904295
98,0.856843
99,1.36138
100,0.928635
101,1.00489
102,0.97451
103,1.28428
104,0.711272
105,0.997121
106,0.860708
107,0.855217
108,0.936075
109,0.92319
110,1.02021
111,1.12221
112,1.43706
113,0.926344
114,1.02199
115,0.840801
116,1.18578
117,1.04571
118,0.774297
119,1.09013
120,1.34959
121,0.976872
122,1.05382
123,0.816033
124,1.05741
125,0.760408
126,0.736166
127,0.951068
128,1.02709
129,1.229
130,1.02393
131,0.862086
132,1.01857
133,1.2343
134,1.10661
135,1.20792
136,0.989773
137,1.08835
138,0.876779
139,0.783566
140,1.09934
141,0.939009
142,0.877744
143,1.26276
144,0.935616
145,0.958697
146,0.905969
147,1.04131
148,0.775459
149,0.878271
150,0.710988
151,0.845185
152,1.11527
153,1.06345
154,0.959253
155,1.06136
156,1.31693
157,1.12569
158,0.797718
159,0.767359
160,1.11038
161,1.02026
162,0.958429
163,0.698584
164,0.852655
165,0.935888
166,1.10871
167,0.936562
168,0.975573
169,0.800195
170,0.807268
171,0.925066
172,1.01882
173,1.08505
174,0.909364
175,1.15766
176,0.813833
177,0.927113
178,0.904295
179,0.674084
180,1.36274
181,1.18578
182,0.680315
183,0.937667
184,1.07515
185,0.972709
186,1.06456
187,0.702718
188,0.904937
189,0.799555
190,1.04575
191,1.4981
192,0.940588
193,0.792391
194,1.01
195,0.914626
196,1.05391
197,0.736313
198,0.941491
199,0.987084
200,1.06764
201,1.04108
202,0.840045
203,1.13485
204,1.07034
205,0.906857
206,0.780594
207,1.00386
208,1.32406
209,1.14065
210,1.36438
211,0.785842
212,1.22654
213,1.27392
214,1.00533
215,1.23726
216,1.04667
217,0.716125
218,1.21982
219,1.09308
220,0.822094
221,1.83639
222,0.934298
223,0.977976
224,1.03184
225,0.797
226,0.896193
227,0.834185
228,0.850186
