MDTU,min_width,max_width
1,0.0335324,0.0328174
2,0.0277905,0.0315636
3,0.035148,0.0280788
4,0.0257131,0.0207076
5,0.0412977,0.0379387
6,0.0336524,0.0352624
7,0.0372696,0.0271906
8,0.0359373,0.0293075
9,0.0376621,0.0337205
10,0.0311047,0.0311396
11,0.0343286,0.0280275
12,0.0338363,0.0343415
13,0.0247952,0.0259179
14,0.0425451,0.0318832
15,0.0364279,0.0262993
16,0.033373,0.0313075
17,0.033373,0.0313075
18,0.030389,0.0239471
19,0.0417075,0.0347673
20,0.0266073,0.0235392
21,0.0266073,0.0235392
22,0.0266073,0.0235392
23,0.0340079,0.0378184
24,0.0232993,0.0225542
25,0.0360361,0.0303851
26,0.0348092,0.0368836
27,0.0343622,0.0290427
28,0.0376339,0.0316758
29,0.0312149,0.0297629
30,0.0335642,0.0286291
31,0.033849,0.0282471
32,0.0336022,0.0333353
33,0.024141,0.030602
34,0.032011,0.0299635
35,0.0304514,0.0284594
36,0.0342668,0.0335534
37,0.0415471,0.038934
38,0.0251167,0.0262821
39,0.037162,0.0338748
40,0.0323965,0.0255892
41,0.0445633,0.0339592
42,0.0327299,0.0319525
43,0.035189,0.0297883
44,0.0312701,0.0347753
45,0.0450224,0.0325706
46,0.0383821,0.0318141
47,0.0296222,0.0289891
48,0.026487,0.0265475
49,0.0387504,0.0389672
50,0.0276566,0.0253674
51,0.0276566,0.0253674
52,0.0362534,0.0269975
53,0.0333853,0.02594
54,0.0384278,0.0360701
55,0.0384278,0.0360701
56,0.0187267,0.0220645
57,0.0430438,0.0376281
58,0.026241,0.0229162
59,0.0322651,0.033054
60,0.0185451,0.0254314
61,0.0336954,0.0345391
62,0.0343017,0.0285122
63,0.0279687,0.0291336
64,0.0324003,0.0323253
65,0.0323921,0.0308686
66,0.0304769,0.0242095
67,0.0365097,0.035911
68,0.0292774,0.030168
69,0.038626,0.0393796
70,0.0329826,0.0328606
71,0.0303963,0.0275729
72,0.0311424,0.0295404
73,0.0251817,0.0272455
74,0.0276622,0.0244014
75,0.0263662,0.0238686
76,0.0255674,0.0254136
77,0.0255674,0.0254136
78,0.0350823,0.0326972
79,0.0233205,0.0185893
80,0.0289369,0.0350375
81,0.0332675,0.026351
82,0.0286171,0.0282126
83,0.035919,0.0330797
84,0.0332488,0.0311406
85,0.0312667,0.0289491
86,0.0431735,0.0350197
87,0.0350144,0.0272886
88,0.0369113,0.0323178
89,0.0286235,0.0259378
90,0.0241039,0.0182534
91,0.0300369,0.0262136
92,0.0347657,0.0281496
93,0.0403322,0.0351947
94,0.0403322,0.0351947
95,0.0277299,0.0250438
96,0.0331491,0.038137
97,0.0396821,0.0349303
98,0.0308317,0.0281916
99,0.0353041,0.0298291
100,0.0388154,0.0363871
101,0.0341984,0.0291643
102,0.0244454,0.0296755
103,0.0362731,0.0362494
104,0.0362731,0.0362494
105,0.0297277,0.0187838
106,0.0400649,0.0316733
107,0.0386038,0.0342822
108,0.0321343,0.0346595
109,0.030425,0.0313868
110,0.0335344,0.0303367
111,0.0355017,0.0266775
112,0.0300035,0.0268112
113,0.024547,0.0242399
114,0.0362595,0.0313467
115,0.0306383,0.0217205
116,0.0279111,0.0289142
117,0.0283514,0.0324851
118,0.0365054,0.0324212
119,0.0337058,0.0306167
120,0.0339619,0.0294519
121,0.0326129,0.0321006
122,0.0384733,0.0258433
123,0.0269029,0.019722
124,0.0413618,0.0387943
125,0.0272171,0.0131782
126,0.0272171,0.0131782
127,0.0335319,0.0286606
128,0.0374236,0.0349229
129,0.0317292,0.0280209
130,0.0274195,0.0314865
131,0.0282042,0.0229158
132,0.0178393,0.0186275
133,0.0324006,0.0285101
134,0.0289283,0.0223767
135,0.0248169,0.0235017
136,0.0319885,0.0327047
137,0.0321486,0.0333119
138,0.0342003,0.0336016
139,0.0368615,0.0357591
140,0.0369361,0.0319739
141,0.0303859,0.0267289
142,0.0331885,0.0302694
143,0.0390226,0.034113
144,0.0289356,0.0339376
145,0.0171317,0.0254513
146,0.0267191,0.0236456
147,0.0274513,0.0224928
148,0.0390669,0.0298038
149,0.0306943,0.0284598
150,0.0388188,0.0352756
151,0.0388188,0.0352756
152,0.0330391,0.0294654
153,0.0266871,0.0277371
154,0.0298649,0.030617
155,0.0357074,0.0299345
156,0.022641,0.0214986
157,0.0369363,0.0338241
158,0.0332215,0.0308521
159,0.0367932,0.0301113
160,0.0358603,0.0310797
161,0.0395886,0.0346745
162,0.0331254,0.0276223
163,0.0331254,0.0276223
164,0.0393394,0.0302673
165,0.0365985,0.027519
166,0.0297513,0.0290467
167,0.0285555,0.0344629
168,0.0280729,0.0238301
169,0.0339931,0.0264686
170,0.0327534,0.0264887
171,0.030014,0.0296952
172,0.0428229,0.036133
173,0.0350533,0.0266024
174,0.0341091,0.0299476
175,0.0315494,0.0250854
176,0.0293092,0.0271695
177,0.028647,0.0284604
178,0.0353435,0.0277359
179,0.0434283,0.0362637
180,0.030135,0.030599
181,0.0308346,0.030077
182,0.0353643,0.0321225
183,0.0258514,0.0311614
184,0.0327948,0.0282722
185,0.0325413,0.0316441
186,0.0369857,0.0388611
187,0.0445258,0.0359819
188,0.0340197,0.0264915
189,0.0404657,0.0336719
190,0.0466296,0.0401112
191,0.0363651,0.0347598
192,0.0366817,0.0393429
193,0.0297551,0.0325266
194,0.0383695,0.0453835
195,0.0415865,0.0329354
196,0.0417033,0.0395091
197,0.0341467,0.0351941
198,0.0363713,0.0397148
199,0.0427057,0.0371869
200,0.0298033,0.0194794
201,0.02763,0.0283307
202,0.039563,0.0324462
203,0.0270881,0.0257196
204,0.0347396,0.0384191
205,0.0347396,0.0384191
206,0.0372004,0.033311
207,0.0422129,0.0365784
208,0.0315306,0.0316581
209,0.0385552,0.0319541
210,0.0429699,0.0346953
211,0.0442378,0.0385523
212,0.0441056,0.0384386
213,0.0417792,0.0389854
214,0.0318419,0.0285853
215,0.0288502,0.0319592
216,0.038641,0.0291903
217,0.0404678,0.0332655
218,0.0300974,0.0281899
219,0.0425954,0.0387929
220,0.0276511,0.026464
221,0.0415452,0.0381559
222,0.0135659,0.0185455
223,0.0344595,0.0301166
224,0.0258354,0.0238818
225,0.0289615,0.0271226
226,0.0289615,0.0271226
227,0.0350839,0.0376019
228,0.0248311,0.0197463
229,0.0389066,0.0341756
230,0.0269733,0.0210233
231,0.0265184,0.0299087
232,0.0379968,0.0312447
233,0.0246478,0.0194947
234,0.0297605,0.027843
235,0.0328791,0.0327956
236,0.0349146,0.0344093
237,0.0330554,0.0242927
238,0.0300845,0.0236487
239,0.0297975,0.0277354
240,0.0243102,0.0261141
241,0.0313892,0.0218225
242,0.0287175,0.0271664
243,0.0249923,0.0189757
244,0.0360413,0.0301722
245,0.0289148,0.0253493
246,0.0260491,0.0300633
247,0.0449847,0.036766
248,0.0262711,0.0184289
249,0.0304721,0.0309817
250,0.0330909,0.0213426
251,0.0304102,0.0296452
252,0.0277172,0.0303441
253,0.0365914,0.0380097
254,0.0354527,0.0321351
255,0.0327929,0.0278972
256,0.0327929,0.0278972
257,0.03006,0.0297365
258,0.0266432,0.0182515
259,0.0287408,0.0264745
260,0.0363725,0.0324276
261,0.0369041,0.03415
262,0.0347629,0.0307528
263,0.0341103,0.0311392
264,0.0359953,0.0328367
265,0.0359953,0.0328367
266,0.0359953,0.0328367
267,0.0439288,0.0418654
268,0.0329185,0.0329659
269,0.0406748,0.028722
270,0.0355998,0.0305383
271,0.0332065,0.0317229
272,0.0303658,0.0269272
273,0.0377657,0.0267053
274,0.0273435,0.0246402
275,0.0335569,0.0341284
276,0.023551,0.0233307
277,0.038091,0.0350667
278,0.0302762,0.023482
279,0.0341486,0.0324505
280,0.0325723,0.0289398
281,0.0251895,0.029183
282,0.0400179,0.0366185
283,0.040967,0.0324995
284,0.0333804,0.0306324
285,0.0204917,0.0216704
286,0.0352527,0.0359134
287,0.0320802,0.0305355
288,0.0319458,0.0321856
289,0.0327212,0.028582
290,0.0274747,0.0308869
291,0.0356346,0.0326687
292,0.0330156,0.0341144
293,0.0324476,0.0318478
294,0.0270955,0.0310704
295,0.0362009,0.0257269
296,0.0307052,0.0231573
297,0.0352108,0.0314009
298,0.0397353,0.0341105
299,0.0266364,0.0276474
300,0.0289546,0.0220879
301,0.0285585,0.0264293
302,0.0385756,0.0314315
303,0.0269085,0.0265088
304,0.0257781,0.0258156
305,0.0376201,0.0301866
306,0.0246525,0.022285
307,0.0316391,0.0337623
308,0.034903,0.0251489
309,0.0306581,0.0218163
310,0.0363634,0.0306295
311,0.0384841,0.0281332
312,0.0377931,0.035085
313,0.024182,0.0235417
314,0.0343999,0.0330165
315,0.0290408,0.0286668
316,0.0365308,0.0336454
317,0.0358925,0.0353978
318,0.0371557,0.0376275
319,0.0371557,0.0376275
320,0.0370197,0.0293589
321,0.0370535,0.0312254
322,0.0368367,0.0322623
323,0.0286618,0.0329335
324,0.0325619,0.0245536
325,0.0343357,0.0265632
326,0.0312912,0.0255664
327,0.0312912,0.0255664
328,0.0312912,0.0255664
329,0.0410121,0.0377764
330,0.0340171,0.0260216
331,0.0326882,0.0293982
332,0.0265487,0.0273991
333,0.0294554,0.0253435
334,0.0280969,0.0155118
335,0.0284808,0.0300229
336,0.030439,0.0256728
337,0.0293106,0.0185497
338,0.0355618,0.0277176
339,0.0267856,0.0261714
340,0.0338831,0.0300749
341,0.0302502,0.0282168
342,0.0491151,0.0422081
343,0.0491151,0.0422081
344,0.033552,0.0301107
345,0.0288324,0.0253169
346,0.0310177,0.0252475
347,0.0335913,0.0298638
348,0.0421866,0.0408218
349,0.0248954,0.0256757
350,0.0309412,0.0328281
351,0.0222729,0.025846
352,0.0309045,0.0301307
353,0.0309045,0.0301307
354,0.0327103,0.0273879
355,0.0342536,0.0335188
356,0.0339461,0.0363178
357,0.0345934,0.0339041
358,0.0245563,0.0285798
359,0.0258498,0.0273255
360,0.0399895,0.0361341
361,0.0406365,0.0336583
362,0.0406365,0.0336583
363,0.0406365,0.0336583
364,0.0312741,0.0242085
365,0.0312741,0.0242085
366,0.0397534,0.0316118
367,0.0365273,0.0301861
368,0.0329609,0.0243749
369,0.0321872,0.0266022
370,0.028576,0.0200498
371,0.0341581,0.0319013
372,0.027817,0.0279648
373,0.0301153,0.0253461
374,0.0313374,0.0229221
375,0.0311949,0.0315619
376,0.0301171,0.0297527
377,0.0331112,0.0352144
378,0.0398748,0.029124
379,0.0337946,0.0325096
380,0.0365816,0.0362717
381,0.0373259,0.0309909
382,0.0357199,0.0405573
383,0.0407912,0.0375864
384,0.0407912,0.0375864
385,0.0368647,0.0296328
386,0.032948,0.02778
387,0.0395802,0.0292635
388,0.0362506,0.0324685
389,0.0377762,0.0345101
390,0.0349873,0.0340335
391,0.0351645,0.0364195
392,0.0336036,0.0273272
393,0.024981,0.0175497
394,0.0287982,0.0237649
395,0.0343423,0.0240436
396,0.0462517,0.0351439
397,0.0285351,0.0287876
398,0.0359441,0.0286444
399,0.0375477,0.0323643
400,0.0463666,0.0388631
401,0.0344288,0.0334124
402,0.0347931,0.0311671
403,0.0235879,0.0233562
404,0.0320676,0.0303596
405,0.0361719,0.0317558
406,0.0328483,0.0270054
407,0.0346578,0.0248067
408,0.0359871,0.0298196
409,0.0299693,0.0257502
410,0.0357686,0.0305323
411,0.0307334,0.025539
412,0.0307334,0.025539
413,0.0433406,0.0400087
414,0.0317193,0.0286195
415,0.0317193,0.0286195
416,0.0317193,0.0286195
417,0.0267167,0.0301252
418,0.0350114,0.0295139
419,0.0355986,0.030164
420,0.036932,0.0312433
421,0.034113,0.0392622
422,0.0353974,0.0345029
423,0.0345168,0.0303226
424,0.0345168,0.0303226
425,0.0380641,0.0338548
426,0.0356186,0.0354001
427,0.0329084,0.0329118
428,0.0176278,0.0224391
429,0.0329763,0.0330114
430,0.0367779,0.0312912
431,0.0411978,0.0254128
432,0.0269581,0.0234021
433,0.0471238,0.0392888
434,0.0229578,0.0277187
435,0.0429935,0.03763
436,0.0265703,0.0309065
437,0.0264455,0.0250073
438,0.0276767,0.0288807
439,0.0373271,0.0342304
440,0.0285359,0.0266362
441,0.0385085,0.0356165
442,0.0393287,0.0354262
443,0.0358357,0.0280785
444,0.02832,0.0273366
445,0.0331346,0.0314531
446,0.0277896,0.0212889
447,0.0322278,0.0265502
448,0.0358847,0.0232814
449,0.0318348,0.0299567
450,0.0298734,0.026785
451,0.0224445,0.0195842
452,0.0327228,0.0273384
453,0.0335964,0.028865
454,0.0371406,0.0296944
455,0.0329679,0.0301655
456,0.0305883,0.0270068
457,0.0308076,0.0292535
458,0.0322112,0.030364
459,0.0293016,0.0291802
460,0.0373313,0.0200395
461,0.0395451,0.0333465
462,0.0309066,0.0358666
463,0.0317509,0.0287306
464,0.0340913,0.0340148
465,0.031353,0.0238824
466,0.0363086,0.0297941
467,0.0363086,0.0297941
468,0.0356469,0.0314017
469,0.0330779,0.0326362
470,0.0330779,0.0326362
471,0.0388018,0.0362469
472,0.0326004,0.0354389
473,0.0376782,0.035557
474,0.0308031,0.0343551
475,0.0358048,0.0296949
476,0.0311581,0.0307248
477,0.0298615,0.0294794
478,0.0298615,0.0294794
479,0.0295381,0.027775
480,0.0316539,0.0206416
481,0.0301982,0.0276098
482,0.0308272,0.0305976
483,0.040613,0.0314534
484,0.0374858,0.033731
485,0.0335649,0.0363826
486,0.0329239,0.0306934
487,0.0329239,0.0306934
488,0.0302384,0.0241966
489,0.0283824,0.0285186
490,0.0364311,0.0366544
491,0.0367469,0.0277455
492,0.0391245,0.0290877
493,0.0440551,0.0382568
494,0.035722,0.0296716
495,0.0351989,0.0346039
496,0.0298445,0.0227941
497,0.0318861,0.0300857
498,0.0407607,0.0243268
499,0.0472192,0.0403932
500,0.0227574,0.0256241
501,0.0391643,0.0411152
502,0.0284458,0.0279296
503,0.0378236,0.0413693
504,0.0337001,0.0283188
505,0.0335105,0.0310497
506,0.0250729,0.028416
507,0.0407791,0.0380416
508,0.0304832,0.0275378
509,0.0272236,0.0286787
510,0.0276118,0.0274085
511,0.0265303,0.025132
512,0.035692,0.0312141
513,0.0233605,0.0245539
514,0.0352169,0.0269667
515,0.0352169,0.0269667
516,0.0297139,0.0349498
517,0.0243538,0.0261839
518,0.035171,0.0300761
519,0.0326748,0.0218155
520,0.0431749,0.0291777
521,0.024002,0.0242691
522,0.0363065,0.0381484
523,0.0335059,0.027364
524,0.0354276,0.0302137
525,0.0324481,0.0217316
526,0.0318591,0.0296257
527,0.0418932,0.0403002
528,0.0293443,0.0300056
529,0.0293443,0.0300056
530,0.0293443,0.0300056
531,0.045606,0.0452366
532,0.0372789,0.0336697
533,0.0419433,0.0325173
534,0.0413652,0.0303987
535,0.0355749,0.038846
536,0.022134,0.0241637
537,0.0305505,0.0284469
538,0.0295424,0.0240913
539,0.035746,0.0326803
540,0.0310173,0.0339192
541,0.0349351,0.0257521
542,0.0262945,0.0298355
543,0.040184,0.0300297
544,0.040184,0.0300297
545,0.0312921,0.0307008
546,0.0396702,0.0334526
547,0.026617,0.020275
548,0.0344805,0.0322852
549,0.0333973,0.0326196
550,0.0353644,0.0335004
551,0.0271803,0.0258785
552,0.0287083,0.0310854
553,0.0287083,0.0310854
554,0.0321073,0.023707
555,0.0355887,0.029302
556,0.0365086,0.0324372
557,0.0336909,0.0272237
558,0.0330259,0.0308202
559,0.0372782,0.0286961
560,0.0276376,0.0284797
561,0.0289962,0.0228681
562,0.0266045,0.0236025
563,0.0362446,0.0294269
564,0.0288272,0.0228763
565,0.0288272,0.0228763
566,0.0344751,0.0300403
567,0.0301056,0.0264144
568,0.0431284,0.0360608
