t,cost
10,10.884
20,10.92
30,10.86
40,10.926
50,10.86
60,10.92
70,10.92
80,10.95
90,10.92
100,10.944
110,10.932
120,10.914
130,10.878
140,10.92
150,10.992
160,10.908
170,10.968
180,10.908
190,10.902
200,10.896
210,10.914
220,10.836
230,10.956
240,10.956
250,10.926
260,10.908
270,10.896
280,10.944
290,10.914
300,10.932
310,10.962
320,10.92
330,10.914
340,10.95
350,10.92
360,10.926
370,10.92
380,10.926
390,10.854
400,10.914
410,10.92
420,10.938
430,10.878
440,10.878
450,10.932
460,10.89
470,10.926
480,10.92
490,10.956
500,10.932
510,10.914
520,10.932
530,10.932
540,10.95
550,10.932
560,10.962
570,10.932
580,10.986
590,10.95
600,10.95
610,10.926
620,10.896
630,10.956
640,10.974
650,10.896
660,10.95
670,10.926
680,10.944
690,10.95
700,10.92
710,10.908
720,10.92
730,10.914
740,10.944
750,10.89
760,10.944
770,10.962
780,10.926
790,10.914
800,10.95
810,10.968
820,10.926
830,10.932
840,10.998
850,10.926
860,10.944
870,10.944
880,10.968
890,10.95
900,10.938
910,10.956
920,11.004
930,10.944
940,10.932
950,10.926
960,10.938
970,10.962
980,10.914
990,10.902
1000,10.932
1010,10.92
1020,10.938
1030,10.95
1040,10.962
1050,10.98
1060,10.944
1070,10.956
1080,10.944
1090,10.968
1100,10.968
1110,10.962
1120,10.938
1130,10.926
1140,10.992
1150,10.986
1160,10.974
1170,10.944
1180,10.926
1190,10.98
1200,11.016
1210,10.926
1220,10.968
1230,11.016
1240,10.98
1250,10.98
1260,10.986
1270,10.944
1280,11.004
1290,10.992
1300,10.962
1310,10.986
1320,10.956
1330,10.986
1340,10.98
1350,10.968
1360,11.004
1370,10.998
1380,10.998
1390,10.98
1400,10.956
1410,10.986
1420,10.986
1430,11.01
1440,11.034
1450,10.992
1460,10.962
1470,11.028
1480,10.968
1490,11.022
1500,11.052
1510,11.058
1520,10.95
1530,11.016
1540,10.998
1550,10.968
1560,11.046
1570,11.082
1580,11.046
1590,11.028
1600,11.016
1610,10.974
1620,11.052
1630,11.01
1640,11.016
1650,11.046
1660,11.034
1670,11.01
1680,11.058
1690,11.028
1700,11.052
1710,11.004
1720,11.064
1730,11.094
1740,11.082
1750,11.07
1760,11.1
1770,11.082
1780,11.094
1790,11.1
1800,11.04
1810,11.088
1820,11.094
1830,11.076
1840,11.106
1850,11.112
1860,11.118
1870,11.07
1880,11.13
1890,11.136
1900,11.112
1910,11.124
1920,11.16
1930,11.1
1940,11.232
1950,11.124
1960,11.154
1970,11.148
1980,11.202
1990,11.16
2000,11.184
2010,11.19
2020,11.184
2030,11.244
2040,11.184
2050,11.166
2060,11.256
2070,11.28
2080,11.226
2090,11.172
2100,11.22
2110,11.274
2120,11.208
2130,11.244
2140,11.286
2150,11.304
2160,11.262
2170,11.286
2180,11.352
2190,11.274
2200,11.262
2210,11.262
2220,11.334
2230,11.298
2240,11.298
2250,11.382
2260,11.328
2270,11.298
2280,11.358
2290,11.322
2300,11.394
2310,11.424
2320,11.34
2330,11.4
2340,11.448
2350,11.34
2360,11.346
2370,11.502
2380,11.316
2390,11.406
2400,11.46
2410,11.388
2420,11.382
2430,11.436
2440,11.4
2450,11.472
2460,11.484
2470,11.442
2480,11.484
2490,11.436
2500,11.406
2510,11.52
2520,11.424
2530,11.484
2540,11.388
2550,11.436
2560,11.58
2570,11.448
2580,11.508
2590,11.478
2600,11.508
2610,11.604
2620,11.544
2630,11.622
2640,11.52
2650,11.472
2660,11.55
2670,11.514
2680,11.682
2690,11.574
2700,11.646
2710,11.556
2720,11.658
2730,11.568
2740,11.724
2750,11.598
2760,11.682
2770,11.64
2780,11.64
2790,11.544
2800,11.676
2810,11.664
2820,11.64
2830,11.616
2840,11.64
2850,11.796
2860,11.832
2870,11.622
2880,11.79
2890,11.67
2900,11.772
2910,11.694
2920,11.802
2930,11.682
2940,11.85
2950,11.658
2960,11.832
2970,11.676
2980,11.832
2990,11.826
3000,11.694
3010,11.856
3020,11.694
3030,11.856
3040,11.76
3050,11.826
3060,11.754
3070,11.838
3080,11.91
3090,11.814
3100,11.874
3110,11.73
3120,11.91
3130,11.928
3140,11.844
3150,11.958
3160,11.964
3170,11.814
3180,11.928
3190,11.832
3200,11.928
3210,12.042
3220,11.844
3230,12.042
3240,12.012
3250,11.874
3260,12.036
3270,12.066
3280,11.922
3290,11.982
3300,12.09
3310,11.916
3320,11.946
3330,12.072
3340,12
3350,11.994
3360,12.108
3370,12.084
3380,11.97
3390,12.138
3400,12.15
3410,12.144
3420,11.964
3430,12.186
3440,12.192
3450,12.246
3460,11.958
3470,12.21
3480,12.246
3490,12.276
3500,12.24
