t,cg_iters
1,13968
2,14169
3,13972
4,14043
5,14097
6,14022
7,13938
8,13993
9,14129
10,13850
11,14101
12,14098
13,14099
14,14017
15,13990
16,14038
17,14222
18,14113
19,14071
20,14040
21,14070
22,13943
23,13894
24,13969
25,13995
26,13846
27,13947
28,14152
29,14173
30,14124
31,14133
32,14009
33,14201
34,14083
35,14090
36,13926
37,13996
38,14124
39,14201
40,14224
41,14034
42,13890
43,13961
44,14085
45,14024
46,13908
47,13872
48,13942
49,14019
50,14047
51,14161
52,14085
53,13948
54,14023
55,14057
56,14245
57,14149
58,14304
59,14029
60,14068
61,14120
62,14062
63,14181
64,14235
65,14164
66,13975
67,13894
68,13986
69,14086
70,14146
71,14142
72,14102
73,14184
74,14183
75,14114
76,14068
77,14110
78,14115
79,14084
80,14157
81,14079
82,13992
83,14015
84,14019
85,14197
86,14213
87,14124
88,13868
89,14143
90,14181
91,14238
92,14116
93,14098
94,14088
95,14180
96,14078
97,14129
98,14103
99,14215
100,14070
101,14191
102,14055
103,14206
104,13951
105,14143
106,14196
107,14162
108,14075
109,14060
110,14073
111,14060
112,14167
113,14233
114,14082
115,14110
116,13948
117,14129
118,14010
119,13880
120,13974
121,14107
122,14015
123,14058
124,13974
125,13946
126,14100
127,14001
128,13946
129,14084
130,14090
131,14169
132,14275
133,14158
134,14177
135,14087
136,14067
137,14104
138,13885
139,14003
140,13954
141,14107
142,14131
143,14376
144,14241
145,14225
146,14250
147,14272
148,14221
149,14196
150,14202
151,14144
152,14236
153,14259
154,14044
155,13959
156,14113
157,14103
158,13886
159,14035
160,14048
161,14159
162,14211
163,14264
164,14190
165,14011
166,14168
167,14250
168,14137
169,14230
170,14046
171,14038
172,14088
173,13904
174,14118
175,14133
176,13946
177,13982
178,14103
179,14105
180,14210
181,14091
182,14173
183,14238
184,14102
185,14181
186,13916
187,13868
188,14016
189,14067
190,14038
191,13858
192,13926
193,14039
194,14068
195,13964
196,14201
197,14126
198,14085
199,14075
200,14008
201,14133
202,14240
203,14103
204,14151
205,13974
206,13995
207,14081
208,13982
209,14161
210,14133
211,13933
212,13983
213,13977
214,13915
215,13864
216,13847
217,13930
218,13991
219,13890
220,14067
221,14162
222,14190
223,14159
224,14072
225,14153
226,14100
227,14020
228,14155
229,14140
230,14132
231,14183
