t,walltime
10,18.14
20,18.2
30,18.1
40,18.21
50,18.1
60,18.2
70,18.2
80,18.25
90,18.2
100,18.24
110,18.22
120,18.19
130,18.13
140,18.2
150,18.32
160,18.18
170,18.28
180,18.18
190,18.17
200,18.16
210,18.19
220,18.06
230,18.26
240,18.26
250,18.21
260,18.18
270,18.16
280,18.24
290,18.19
300,18.22
310,18.27
320,18.2
330,18.19
340,18.25
350,18.2
360,18.21
370,18.2
380,18.21
390,18.09
400,18.19
410,18.2
420,18.23
430,18.13
440,18.13
450,18.22
460,18.15
470,18.21
480,18.2
490,18.26
500,18.22
510,18.19
520,18.22
530,18.22
540,18.25
550,18.22
560,18.27
570,18.22
580,18.31
590,18.25
600,18.25
610,18.21
620,18.16
630,18.26
640,18.29
650,18.16
660,18.25
670,18.21
680,18.24
690,18.25
700,18.2
710,18.18
720,18.2
730,18.19
740,18.24
750,18.15
760,18.24
770,18.27
780,18.21
790,18.19
800,18.25
810,18.28
820,18.21
830,18.22
840,18.33
850,18.21
860,18.24
870,18.24
880,18.28
890,18.25
900,18.23
910,18.26
920,18.34
930,18.24
940,18.22
950,18.21
960,18.23
970,18.27
980,18.19
990,18.17
1000,18.22
1010,18.2
1020,18.23
1030,18.25
1040,18.27
1050,18.3
1060,18.24
1070,18.26
1080,18.24
1090,18.28
1100,18.28
1110,18.27
1120,18.23
1130,18.21
1140,18.32
1150,18.31
1160,18.29
1170,18.24
1180,18.21
1190,18.3
1200,18.36
1210,18.21
1220,18.28
1230,18.36
1240,18.3
1250,18.3
1260,18.31
1270,18.24
1280,18.34
1290,18.32
1300,18.27
1310,18.31
1320,18.26
1330,18.31
1340,18.3
1350,18.28
1360,18.34
1370,18.33
1380,18.33
1390,18.3
1400,18.26
1410,18.31
1420,18.31
1430,18.35
1440,18.39
1450,18.32
1460,18.27
1470,18.38
1480,18.28
1490,18.37
1500,18.42
1510,18.43
1520,18.25
1530,18.36
1540,18.33
1550,18.28
1560,18.41
1570,18.47
1580,18.41
1590,18.38
1600,18.36
1610,18.29
1620,18.42
1630,18.35
1640,18.36
1650,18.41
1660,18.39
1670,18.35
1680,18.43
1690,18.38
1700,18.42
1710,18.34
1720,18.44
1730,18.49
1740,18.47
1750,18.45
1760,18.5
1770,18.47
1780,18.49
1790,18.5
1800,18.4
1810,18.48
1820,18.49
1830,18.46
1840,18.51
1850,18.52
1860,18.53
1870,18.45
1880,18.55
1890,18.56
1900,18.52
1910,18.54
1920,18.6
1930,18.5
1940,18.72
1950,18.54
1960,18.59
1970,18.58
1980,18.67
1990,18.6
2000,18.64
2010,18.65
2020,18.64
2030,18.74
2040,18.64
2050,18.61
2060,18.76
2070,18.8
2080,18.71
2090,18.62
2100,18.7
2110,18.79
2120,18.68
2130,18.74
2140,18.81
2150,18.84
2160,18.77
2170,18.81
2180,18.92
2190,18.79
2200,18.77
2210,18.77
2220,18.89
2230,18.83
2240,18.83
2250,18.97
2260,18.88
2270,18.83
2280,18.93
2290,18.87
2300,18.99
2310,19.04
2320,18.9
2330,19
2340,19.08
2350,18.9
2360,18.91
2370,19.17
2380,18.86
2390,19.01
2400,19.1
2410,18.98
2420,18.97
2430,19.06
2440,19
2450,19.12
2460,19.14
2470,19.07
2480,19.14
2490,19.06
2500,19.01
2510,19.2
2520,19.04
2530,19.14
2540,18.98
2550,19.06
2560,19.3
2570,19.08
2580,19.18
2590,19.13
2600,19.18
2610,19.34
2620,19.24
2630,19.37
2640,19.2
2650,19.12
2660,19.25
2670,19.19
2680,19.47
2690,19.29
2700,19.41
2710,19.26
2720,19.43
2730,19.28
2740,19.54
2750,19.33
2760,19.47
2770,19.4
2780,19.4
2790,19.24
2800,19.46
2810,19.44
2820,19.4
2830,19.36
2840,19.4
2850,19.66
2860,19.72
2870,19.37
2880,19.65
2890,19.45
2900,19.62
2910,19.49
2920,19.67
2930,19.47
2940,19.75
2950,19.43
2960,19.72
2970,19.46
2980,19.72
2990,19.71
3000,19.49
3010,19.76
3020,19.49
3030,19.76
3040,19.6
3050,19.71
3060,19.59
3070,19.73
3080,19.85
3090,19.69
3100,19.79
3110,19.55
3120,19.85
3130,19.88
3140,19.74
3150,19.93
3160,19.94
3170,19.69
3180,19.88
3190,19.72
3200,19.88
3210,20.07
3220,19.74
3230,20.07
3240,20.02
3250,19.79
3260,20.06
3270,20.11
3280,19.87
3290,19.97
3300,20.15
3310,19.86
3320,19.91
3330,20.12
3340,20
3350,19.99
3360,20.18
3370,20.14
3380,19.95
3390,20.23
3400,20.25
3410,20.24
3420,19.94
3430,20.31
3440,20.32
3450,20.41
3460,19.93
3470,20.35
3480,20.41
3490,20.46
3500,20.4
