t,e^(-dS)
1,1.99591
2,0.988299
3,2.31475
4,1.20599
5,0.613976
6,0.756767
7,0.563324
8,0.55024
9,0.627507
10,1.78729
11,0.753746
12,0.664514
13,1.60159
14,1.10716
15,0.802358
16,1.87799
17,0.85573
18,0.950317
19,0.535422
20,3.06179
21,1.14488
22,0.191475
23,0.554161
24,0.963888
25,0.61459
26,1.37163
27,1.02286
28,2.59426
29,0.250574
30,0.410409
31,0.885945
32,0.424094
33,0.493269
34,1.52425
35,1.06402
36,0.708079
37,0.489877
38,1.93847
39,0.773059
40,0.816033
41,0.832435
42,0.857015
43,0.775459
44,2.04807
45,0.504443
46,3.27723
47,1.18495
48,2.28302
49,1.57428
50,0.542699
51,1.29305
52,1.1221
53,0.558389
54,1.45426
55,0.734842
56,1.44008
57,1.18946
58,0.866841
59,0.673074
60,1.25609
61,0.822506
62,0.696143
63,0.501576
64,1.4229
65,0.406366
66,1.10196
67,0.496139
68,0.791758
69,1.83125
70,0.608049
71,3.09566
72,0.679499
73,0.419413
74,1.09735
75,1.50757
76,1.75435
77,0.353808
78,0.359155
79,0.45685
80,0.79247
81,0.629456
82,1.44253
83,0.705464
84,0.465753
85,1.59696
86,0.791678
87,0.59197
88,1.42063
89,1.01609
90,1.36999
91,0.994123
92,1.49526
93,0.361678
94,0.686396
95,1.20599
96,0.70723
97,1.03857
98,0.679499
99,0.775537
100,1.05512
101,0.378099
102,0.428142
103,0.538752
104,1.03219
105,1.03205
106,0.539831
107,0.588899
108,0.868316
109,1.11784
110,1.11182
111,0.814729
112,0.827207
113,1.1327
114,0.678412
115,1.8318
116,2.4044
117,0.747217
118,0.684546
119,0.773446
120,0.470575
121,0.479649
122,0.805735
123,0.364583
124,0.625377
125,1.03083
126,0.291709
127,0.256918
128,0.771669
129,0.389652
130,1.83382
131,0.271444
132,0.908382
133,1.18554
134,1.0756
135,1.04215
136,2.87198
137,0.873541
138,0.825554
139,0.632737
140,0.403613
141,0.63059
142,0.530307
143,0.788203
144,0.789149
145,0.516645
146,0.95025
147,0.773832
148,0.594105
149,1.21811
150,0.393765
151,1.20466
152,0.477687
153,2.06556
154,0.816523
155,0.755859
156,1.11963
157,1.42804
158,0.86088
159,2.46206
160,0.488605
161,0.459094
162,1.16358
163,0.416612
164,0.769203
165,1.76332
166,1.09445
167,0.61232
168,1.60384
169,0.80751
170,1.19447
171,0.381631
172,0.489779
173,0.583331
174,0.726004
175,1.60689
176,1.40312
177,0.975076
178,0.519702
179,2.00812
180,0.830274
181,1.40242
182,0.869271
183,2.18475
184,1.79481
185,2.23826
186,2.01577
187,0.854362
188,1.59409
189,0.831936
190,0.490417
191,1.49885
192,0.346456
193,1.15085
194,0.629519
195,0.39239
196,0.753746
197,1.09061
198,0.64908
199,1.43994
200,2.09175
201,1.0267
202,1.23726
203,0.639032
204,0.395977
205,0.698444
206,0.903391
207,0.949927
208,1.07035
209,1.06539
210,0.91676
211,0.648496
212,0.891099
213,0.56203
214,0.540695
215,0.731689
216,2.97725
217,0.826215
218,1.10144
219,0.43618
220,0.683861
221,1.49855
222,0.90567
223,0.709922
224,1.34111
225,0.978984
226,0.627696
227,2.20472
