t,eps_f,eps_g
10,0.0133333,0.000666667
20,0.0133333,0.000666667
30,0.0133333,0.000666667
40,0.0133333,0.000666667
50,0.0133333,0.000666667
60,0.0133333,0.000666667
70,0.0133333,0.000666667
80,0.0133333,0.000666667
90,0.0133333,0.000666667
100,0.0133333,0.000666667
110,0.0133333,0.000666667
120,0.0133333,0.000666667
130,0.0133333,0.000666667
140,0.0133333,0.000666667
150,0.0133333,0.000666667
160,0.0133333,0.000666667
170,0.0133333,0.000666667
180,0.0133333,0.000666667
190,0.0133333,0.000666667
200,0.0133333,0.000666667
210,0.0133333,0.000666667
220,0.0133333,0.000666667
230,0.0133333,0.000666667
240,0.0133333,0.000666667
250,0.0133333,0.000666667
260,0.0133333,0.000666667
270,0.0133333,0.000666667
280,0.0133333,0.000666667
290,0.0133333,0.000666667
300,0.0133333,0.000666667
310,0.0133333,0.000666667
320,0.0133333,0.000666667
330,0.0133333,0.000666667
340,0.0133333,0.000666667
350,0.0133333,0.000666667
360,0.0133333,0.000666667
370,0.0133333,0.000666667
380,0.0133333,0.000666667
390,0.0133333,0.000666667
400,0.0133333,0.000666667
410,0.0133333,0.000666667
420,0.0133333,0.000666667
430,0.0133333,0.000666667
440,0.0133333,0.000666667
450,0.0133333,0.000666667
460,0.0133333,0.000666667
470,0.0133333,0.000666667
480,0.0133333,0.000666667
490,0.0133333,0.000666667
500,0.0133333,0.000666667
510,0.0133333,0.000666667
520,0.0133333,0.000666667
530,0.0133333,0.000666667
540,0.0133333,0.000666667
550,0.0133333,0.000666667
560,0.0133333,0.000666667
570,0.0133333,0.000666667
580,0.0133333,0.000666667
590,0.0133333,0.000666667
600,0.0133333,0.000666667
610,0.0133333,0.000666667
620,0.0133333,0.000666667
630,0.0133333,0.000666667
640,0.0133333,0.000666667
650,0.0133333,0.000666667
660,0.0133333,0.000666667
670,0.0133333,0.000666667
680,0.0133333,0.000666667
690,0.0133333,0.000666667
700,0.0133333,0.000666667
710,0.0133333,0.000666667
720,0.0133333,0.000666667
730,0.0133333,0.000666667
740,0.0133333,0.000666667
750,0.0133333,0.000666667
760,0.0133333,0.000666667
770,0.0133333,0.000666667
780,0.0133333,0.000666667
790,0.0133333,0.000666667
800,0.0133333,0.000666667
810,0.0133333,0.000666667
820,0.0133333,0.000666667
830,0.0133333,0.000666667
840,0.0133333,0.000666667
850,0.0133333,0.000666667
860,0.0133333,0.000666667
870,0.0133333,0.000666667
880,0.0133333,0.000666667
890,0.0133333,0.000666667
900,0.0133333,0.000666667
910,0.0133333,0.000666667
920,0.0133333,0.000666667
930,0.0133333,0.000666667
940,0.0133333,0.000666667
950,0.0133333,0.000666667
960,0.0133333,0.000666667
970,0.0133333,0.000666667
980,0.0133333,0.000666667
990,0.0133333,0.000666667
1000,0.0133333,0.000666667
1010,0.0133333,0.000666667
1020,0.0133333,0.000666667
1030,0.0133333,0.000666667
1040,0.0133333,0.000666667
1050,0.0133333,0.000666667
1060,0.0133333,0.000666667
1070,0.0133333,0.000666667
1080,0.0133333,0.000666667
1090,0.0133333,0.000666667
1100,0.0133333,0.000666667
1110,0.0133333,0.000666667
1120,0.0133333,0.000666667
1130,0.0133333,0.000666667
1140,0.0133333,0.000666667
1150,0.0133333,0.000666667
1160,0.0133333,0.000666667
1170,0.0133333,0.000666667
1180,0.0133333,0.000666667
1190,0.0133333,0.000666667
1200,0.0133333,0.000666667
1210,0.0133333,0.000666667
1220,0.0133333,0.000666667
1230,0.0133333,0.000666667
1240,0.0133333,0.000666667
1250,0.0133333,0.000666667
1260,0.0133333,0.000666667
1270,0.0133333,0.000666667
1280,0.0133333,0.000666667
1290,0.0133333,0.000666667
1300,0.0133333,0.000666667
1310,0.0133333,0.000666667
1320,0.0133333,0.000666667
1330,0.0133333,0.000666667
1340,0.0133333,0.000666667
1350,0.0133333,0.000666667
1360,0.0133333,0.000666667
1370,0.0133333,0.000666667
1380,0.0133333,0.000666667
1390,0.0133333,0.000666667
1400,0.0133333,0.000666667
1410,0.0133333,0.000666667
1420,0.0133333,0.000666667
1430,0.0133333,0.000666667
1440,0.0133333,0.000666667
1450,0.0133333,0.000666667
1460,0.0133333,0.000666667
1470,0.0133333,0.000666667
1480,0.0133333,0.000666667
1490,0.0133333,0.000666667
1500,0.0133333,0.000666667
1510,0.0133333,0.000666667
1520,0.0133333,0.000666667
1530,0.0133333,0.000666667
1540,0.0133333,0.000666667
1550,0.0133333,0.000666667
1560,0.0133333,0.000666667
1570,0.0133333,0.000666667
1580,0.0133333,0.000666667
1590,0.0133333,0.000666667
1600,0.0133333,0.000666667
1610,0.0133333,0.000666667
1620,0.0133333,0.000666667
1630,0.0133333,0.000666667
1640,0.0133333,0.000666667
1650,0.0133333,0.000666667
1660,0.0133333,0.000666667
1670,0.0133333,0.000666667
1680,0.0133333,0.000666667
1690,0.0133333,0.000666667
1700,0.0133333,0.000666667
1710,0.0133333,0.000666667
1720,0.0133333,0.000666667
1730,0.0133333,0.000666667
1740,0.0133333,0.000666667
1750,0.0133333,0.000666667
1760,0.0133333,0.000666667
1770,0.0133333,0.000666667
1780,0.0133333,0.000666667
1790,0.0133333,0.000666667
1800,0.0133333,0.000666667
1810,0.0133333,0.000666667
1820,0.0133333,0.000666667
1830,0.0133333,0.000666667
1840,0.0133333,0.000666667
1850,0.0133333,0.000666667
1860,0.0133333,0.000666667
1870,0.0133333,0.000666667
1880,0.0133333,0.000666667
1890,0.0133333,0.000666667
1900,0.0133333,0.000666667
