MDTU,susyTrans,Im(bilin)
10,0.0215473,2.50487e-06
20,0.0164768,8.40238e-06
30,0.00301743,1.73214e-05
40,0.000690983,-2.74086e-05
50,-0.0059286,1.39396e-06
60,-0.0105743,1.54618e-05
70,0.0160257,9.48519e-06
80,-0.000605335,-2.00189e-05
90,-0.0202923,2.10356e-05
100,-0.00229423,5.91014e-06
110,0.00362775,-1.15972e-05
120,-0.0316291,3.263e-05
130,0.000464181,-5.00263e-05
140,0.0068092,1.63991e-05
150,0.0138753,-2.3888e-05
160,-0.00868004,7.94911e-06
170,-0.0120564,3.0171e-05
180,0.00942777,-8.53589e-06
190,0.0155499,4.95779e-06
200,-0.00671974,-2.33383e-05
210,0.0134259,4.87113e-05
220,-0.0342567,3.39951e-05
230,-0.0243641,1.12254e-06
240,-0.00539968,2.36223e-05
250,0.00752358,1.46914e-05
260,0.00329492,2.32068e-06
270,-0.00544133,-2.71303e-05
280,-0.00434774,1.54402e-06
290,-0.00946233,2.27065e-05
300,-0.000419339,-1.74175e-05
310,0.0061928,-9.23187e-06
320,-0.00239708,-3.49306e-06
330,-0.00592043,8.81485e-06
340,-0.00369903,-2.37506e-06
350,0.0129067,4.59528e-05
360,-0.0150391,-3.72852e-05
370,0.018741,-2.03459e-05
380,0.0101988,-4.07009e-05
390,0.000958674,4.63467e-05
400,-0.0186174,-1.7337e-06
410,-0.00930592,-3.02203e-05
420,-0.0123233,-3.31604e-05
430,0.00653291,-3.0639e-06
440,0.0182876,3.45836e-05
450,0.000758753,6.1564e-06
460,0.00963432,1.70809e-05
470,0.0188627,-5.27546e-06
480,-0.00269605,5.23736e-06
490,0.00464047,-4.80596e-05
500,-0.0197532,3.49996e-05
510,-0.0130873,-1.8005e-05
520,0.0216105,-2.91268e-05
530,0.0131171,-3.05274e-05
540,0.000810703,-1.63787e-06
550,0.0142152,1.67369e-05
560,-0.000305708,-6.45398e-06
570,-0.00931575,2.72098e-05
580,0.0120941,1.73625e-05
590,0.00103285,1.52501e-05
600,-0.0220753,4.51369e-06
610,-0.0125153,-2.74966e-05
620,0.0106092,6.82388e-08
630,0.0248183,-2.58781e-05
640,-0.0052124,8.35088e-06
650,0.0304131,-9.60496e-06
660,0.0102853,3.75649e-05
670,0.0193255,-8.60319e-06
680,-0.0170197,3.27006e-05
690,0.00133333,-2.5752e-05
700,0.00841661,-5.33207e-06
710,-0.00253154,1.7099e-05
720,0.000446314,1.514e-05
730,0.0163959,-2.71292e-05
740,0.0215805,1.1331e-05
750,-0.0072282,-1.5408e-05
760,-0.021935,-1.8334e-05
770,0.00768274,4.07425e-05
780,0.0278377,1.0411e-05
790,-0.0167926,1.91539e-05
800,-0.00196459,1.10293e-05
810,-0.000412097,5.30792e-05
820,0.0018406,1.02424e-05
830,0.00826856,1.71461e-05
840,-0.00721059,-2.72343e-05
850,-0.00364077,-3.61792e-06
860,-0.00780868,7.95429e-06
870,0.0198976,-4.81777e-05
880,0.00372762,2.20178e-05
890,0.00580607,1.01425e-05
900,0.0186778,-1.30393e-05
910,0.0115456,1.67968e-05
920,-0.0137177,2.735e-05
930,-0.0313471,-2.44521e-05
940,0.00569603,3.31543e-06
950,-0.0453663,1.72243e-06
960,-0.0132831,-4.95503e-06
970,0.0200294,2.00176e-05
980,-0.0135205,1.24832e-05
990,0.00806214,-4.17294e-05
1000,-0.0348668,-2.9056e-05
1010,-0.00490451,7.76042e-06
1020,-0.00431597,-1.98244e-05
1030,-0.00393885,2.61105e-05
1040,0.000808449,2.85099e-05
1050,0.00561061,3.57763e-05
1060,-0.0247807,-2.64111e-05
1070,-0.0107995,1.39438e-05
1080,0.00710952,-4.7236e-05
1090,-0.0138225,3.94786e-06
1100,0.0198325,1.10829e-05
1110,-0.00775428,4.05344e-06
1120,0.0261217,7.35391e-06
1130,0.00711025,-2.20669e-05
1140,0.00449765,4.27916e-05
1150,-0.0138242,-2.76436e-05
1160,-0.0193663,-2.70857e-05
1170,-0.00216356,-9.72806e-06
