MDTU,S_B
1,0.992765
2,0.999964
3,0.996852
4,0.995024
5,0.995024
6,0.999801
7,1.00054
8,1.00054
9,1.00054
10,1.0007
11,1.0007
12,1.00158
13,1.00471
14,0.992651
15,0.996897
16,0.986942
17,0.987066
18,0.998263
19,1.00482
20,0.994674
21,1.00381
22,1.00381
23,0.991095
24,0.998612
25,0.996011
26,0.991753
27,0.992719
28,1.00413
29,1.00413
30,1.00413
31,1.00382
32,0.997198
33,0.997198
34,1.00383
35,1.0019
36,1.0019
37,0.996473
38,0.998071
39,0.997691
40,0.993721
41,0.989578
42,0.995729
43,0.999544
44,1.00046
45,0.989248
46,0.989467
47,1.00533
48,0.994779
49,1.00227
50,0.992789
51,0.997319
52,0.991091
53,0.9894
54,0.985551
55,0.985551
56,0.987813
57,0.992816
58,1.00082
59,0.988858
60,0.995333
61,0.995371
62,0.9882
63,0.998239
64,1.00109
65,0.991875
66,0.99292
67,0.99292
68,0.990922
69,0.998965
70,1.00132
71,1.0012
72,0.999925
73,0.999925
74,0.995933
75,1.00455
76,0.997874
77,0.997874
78,0.997874
79,0.997874
80,0.997874
81,0.996344
82,0.996905
83,0.991813
84,0.993284
85,0.99745
86,1.0006
87,0.999889
88,0.998328
89,0.995939
90,0.99672
91,1.00042
92,1.00177
93,1.00177
94,1.00177
95,0.994001
96,1.00027
97,0.988377
98,0.991154
99,0.987368
100,0.995618
101,0.995618
102,0.995618
103,0.991895
104,0.996726
105,0.990667
106,0.99979
107,1.00044
108,0.99813
109,0.995839
110,1.00068
111,0.996014
112,0.991705
113,1.00058
114,0.999479
115,0.99363
116,1.0008
117,1.0008
118,0.99435
119,0.994593
120,0.991533
121,1.00156
122,0.996835
123,1.00296
124,1.00296
125,1.00482
126,1.00482
127,1.00482
128,1.00482
129,1.00482
130,1.00411
131,1.00121
132,0.999841
133,0.995926
134,0.992504
135,1.00135
136,1.00196
137,0.999424
138,1.00283
139,1.00361
140,1.00361
141,1.00361
142,1.00361
143,1.0015
144,0.998356
145,0.999302
146,0.996908
147,0.997546
148,1.00004
149,1.00054
150,1.00054
151,1.00339
152,1.00339
153,1.00126
154,1.00589
155,1.0056
156,1.00091
157,0.998731
158,0.99946
159,0.997082
160,0.994519
161,0.993735
162,0.992716
163,0.992716
164,0.980653
165,0.992573
166,0.995719
167,0.995719
168,0.996195
169,1.00067
170,1.00265
171,0.996176
172,0.997558
173,0.997558
174,0.99891
175,0.999933
176,1.00164
177,1.00326
178,1.00321
179,0.999693
180,0.994746
181,0.994447
182,0.99526
183,0.998401
184,0.996071
185,0.998329
186,0.995016
187,1.00365
188,0.999103
189,0.998597
190,0.998597
191,0.99986
192,0.996981
193,0.993359
194,0.990396
195,0.992016
196,0.993825
197,1.00347
198,0.992758
199,0.993705
200,0.994425
201,0.996209
202,1.00009
203,1.00206
204,1.00003
205,1.00003
206,0.990903
207,0.992534
208,0.994268
209,0.993662
210,0.996968
211,0.998922
212,0.997231
213,0.988629
214,0.988629
215,0.988629
216,0.995828
217,0.997042
218,0.98631
219,0.98631
220,0.98631
221,0.995401
222,0.991036
223,0.991036
224,0.986928
225,0.983081
226,0.983081
227,0.987529
228,0.986971
229,0.985865
230,0.991071
231,0.991071
232,0.994552
233,0.986569
234,0.986553
235,0.987835
236,0.997376
237,0.988744
238,0.989856
239,0.994552
240,1.0045
241,0.996348
242,0.991841
243,0.997306
244,1.00293
245,1.00656
246,1.00656
247,1.00656
248,0.998843
249,0.988454
250,1.00144
251,0.990134
252,0.987542
253,0.999524
254,0.997734
255,0.997734
256,0.997855
257,0.997855
258,1.00675
259,0.998273
260,0.988821
261,0.988821
262,0.998672
263,1.00344
264,1.00743
265,1.00743
266,1.00743
267,1.00743
268,1.00453
269,0.995304
270,0.994398
271,0.994398
272,1.00234
273,0.999057
274,0.99109
275,0.986729
276,0.986729
277,0.994356
278,0.991107
279,0.989472
280,0.989472
281,0.990548
282,0.990548
283,0.994107
284,0.999604
285,0.99035
286,0.99035
287,0.996672
288,1.00357
289,1.00449
290,0.999757
291,0.99382
292,0.99739
293,0.997884
294,0.985429
295,0.993087
296,0.993087
297,0.993087
298,0.993087
299,0.993087
300,0.991302
301,0.995345
302,0.995922
303,0.990488
304,0.989769
305,0.986746
306,0.989172
307,0.989172
308,0.984568
309,0.989172
310,0.992142
311,0.995744
312,0.989645
313,0.991051
314,0.994829
315,0.99454
316,1.00124
317,0.996933
318,0.987296
319,0.997018
320,0.997018
321,0.990338
322,0.999904
323,0.999792
324,1.00208
325,0.995297
326,0.995079
327,0.994978
328,0.994978
329,1.00398
330,0.994743
331,0.995554
332,0.999885
333,0.996431
334,0.996337
335,1.00245
336,0.996566
337,0.996566
338,0.998911
339,0.99991
340,0.9933
341,0.9933
342,0.995863
343,0.995863
344,0.995863
345,0.994779
346,0.994779
347,0.994779
348,0.994779
349,0.995271
350,0.995271
