MDTU,S_F
1,1.00115
2,1.00363
3,0.994713
4,1.00011
5,0.993839
6,1.00494
7,1.00011
8,0.996378
9,1.0008
10,0.999414
11,1.00247
12,1.0025
13,0.994214
14,1.00233
15,1.00776
16,0.998815
17,1.00605
18,0.998196
19,0.998147
20,1.005
21,0.9956
22,0.99867
23,1.00222
24,1.00066
25,0.994873
26,1.00381
27,0.99926
28,0.997662
29,1.0027
30,1.00097
31,0.999789
32,1.00045
33,0.996011
34,0.996412
35,0.996993
36,0.999483
37,1.00075
38,1.00404
39,1.00091
40,1.00176
41,0.998407
42,1.00416
43,0.992093
44,0.999786
45,1.00135
46,0.989787
47,0.996189
48,1.00401
49,1.00269
50,1.00208
51,0.999486
52,1.00063
53,0.999278
54,0.993046
55,1.00058
56,0.999668
57,0.992887
58,1.00226
59,1.00392
60,0.996381
61,1.00583
62,1.00299
63,1.00198
64,1.0027
65,1.00036
66,1.00086
67,1.00087
68,1.00501
69,0.9958
70,1.00135
71,0.996027
72,1.00507
73,0.999258
74,1.00281
75,0.999091
76,1.00219
77,0.998623
78,0.999706
79,1.00493
80,1.00541
81,0.997037
82,0.99646
83,1.00195
84,0.996672
85,1.00045
86,1.00628
87,0.995662
88,0.999236
89,0.996292
90,0.998742
91,1.00655
92,0.99936
93,0.995866
94,1.00216
95,1.00007
96,0.996407
97,1.00454
98,0.998315
99,0.994117
100,0.998023
101,1.00358
102,1.00337
103,0.998508
104,1.00477
105,0.999466
106,1.00262
107,1.00296
108,1.00086
109,0.999095
110,0.997374
111,1.00857
112,0.998595
113,0.999844
114,0.996781
115,0.9943
116,0.997805
117,1.00184
118,1.00381
119,1.00118
120,0.998979
121,0.999462
122,1.00317
123,0.99719
124,1.00178
125,1.00098
126,0.996486
127,1.00115
128,1.00815
129,1.00375
130,1.00476
131,1.00415
132,1.00114
133,1.0003
134,1.00047
135,1.00084
136,0.994693
137,1.00302
138,0.998567
139,1.00304
140,0.99755
141,0.992428
142,0.996305
143,0.996985
144,1.00587
145,1.00273
146,0.989661
147,0.996329
148,0.99481
149,0.997235
150,0.999676
151,0.996277
152,1.00603
153,1.00074
154,1.0041
155,1.0079
156,1.00049
157,0.999425
158,0.99893
159,0.999197
160,1.00483
161,1.00277
162,0.998779
163,0.994284
164,1.00283
165,0.999408
166,0.996572
167,1.00028
168,1.00165
169,0.998755
170,0.998502
171,1.00202
172,1.00651
173,0.996221
174,0.998401
175,1.00378
176,1.0016
177,1.00056
178,0.989918
179,1.00013
180,0.999092
181,1.00136
182,1.00701
183,0.99699
184,1.0054
185,1.00307
186,0.995327
187,1.00431
188,1.0069
189,0.994249
190,0.99164
191,1.005
192,1.00005
193,1.00605
194,0.997519
195,0.999862
196,1.00478
197,0.994318
198,1.00321
199,0.993005
200,0.997618
201,0.995775
202,1.00178
203,1.00001
204,1.00399
205,0.999169
206,1.00776
207,1.00025
208,1.00167
209,1.0004
210,0.996774
211,1.00071
212,0.999858
213,0.999746
214,1.00066
215,1.0049
216,0.995142
217,0.993762
218,1.00315
219,0.999669
220,0.997359
221,1.00175
222,1.00377
223,0.996349
224,0.999194
225,0.99733
226,0.997919
227,0.997725
228,0.999069
229,1.00179
230,0.996074
231,1.00282
232,0.994459
233,1.00384
234,0.997743
235,1.00151
236,1.00149
237,1.00467
238,1.00537
239,1.00237
240,1.00147
241,1.0058
242,1.00639
243,0.998106
244,1.00345
245,1.00133
246,0.996805
247,0.994556
248,1.00096
249,1.00395
250,0.998719
251,0.995605
252,1.00435
253,0.999747
254,0.999633
255,1.01063
256,0.997061
257,1.00365
258,1.00243
259,1.00382
260,0.998116
261,1.00004
262,0.995294
263,0.999707
264,1.0024
265,0.994343
266,1.00048
267,1.0005
268,1.00777
269,1.00045
270,0.998471
271,0.999911
272,1.00654
273,1.00349
274,0.996311
275,0.996933
276,1.00546
277,0.993765
278,0.996679
279,0.995754
280,0.999824
281,1.00016
282,1.00098
283,1.00078
284,1.00243
285,0.998591
286,0.999458
287,0.99799
288,1.00527
289,1.00206
290,1.00443
291,0.999351
292,1.0012
293,1.00022
294,1.0001
295,0.998181
296,0.992973
297,0.998531
298,1.00133
299,1.00195
300,1.00123
301,1.00568
302,1.00097
303,1.00217
304,0.997093
305,1.00039
306,0.997544
307,0.998676
308,0.999675
309,1.00422
310,1.00042
311,0.998264
312,0.995654
313,0.999667
314,0.999383
315,0.998421
316,0.999814
317,1.00235
318,1.00037
319,0.99695
320,1.00164
321,1.00474
322,1.0039
323,0.994366
324,1.00245
325,0.998995
326,0.997446
327,1.00252
328,1.00113
329,1.00014
330,1.00174
331,0.99165
332,0.994915
333,1.00381
334,1.00084
335,0.997799
336,1.00387
337,0.989325
338,0.997035
339,0.99956
340,0.998152
341,0.998055
342,1.00373
343,0.987365
344,1.00475
345,1.00118
346,1.00116
347,1.00154
348,1.0026
349,0.996071
350,1.00105
351,1.00084
352,0.999167
353,0.997375
354,0.995192
355,0.99915
356,0.999663
357,1.00113
358,0.995141
359,0.999529
360,0.993017
361,0.996738
362,0.996421
363,1.00464
364,1.00672
365,1.00337
366,1.00435
367,0.996249
368,1.00274
369,1.00076
370,1.00564
371,1.00341
372,1.00088
373,1.00469
374,0.997105
375,1.00662
376,1.00477
377,0.998545
378,0.997617
