MDTU,plaq
1,1.00793
2,0.998544
3,1.02065
4,1.02577
5,1.02577
6,1.01712
7,1.02369
8,1.02369
9,1.02369
10,1.02362
11,1.02362
12,1.02001
13,1.00885
14,0.996726
15,0.983856
16,0.99147
17,0.989224
18,0.973286
19,0.983872
20,0.995964
21,0.994454
22,0.994454
23,0.982854
24,0.998964
25,1.00248
26,0.995861
27,1.01329
28,1.01364
29,1.01364
30,1.01364
31,0.990388
32,0.978577
33,0.978577
34,1.00219
35,1.01028
36,1.01028
37,1.00224
38,1.00149
39,0.998558
40,0.987852
41,0.971245
42,0.973978
43,0.976488
44,0.981854
45,0.964276
46,0.988607
47,1.00704
48,1.01111
49,1.01592
50,0.995449
51,1.01522
52,1.01877
53,1.0181
54,0.999578
55,0.999578
56,1.02256
57,1.04385
58,1.03771
59,1.02563
60,1.03082
61,1.03067
62,1.01209
63,1.01512
64,1.00956
65,0.97589
66,0.990316
67,0.990316
68,0.989231
69,1.0199
70,1.00214
71,1.02132
72,1.00986
73,1.00986
74,1.00503
75,1.03446
76,1.04061
77,1.04061
78,1.04061
79,1.04061
80,1.04061
81,1.02576
82,1.01856
83,1.00973
84,0.997187
85,1.00308
86,1.01845
87,1.0072
88,1.00678
89,0.996886
90,0.997208
91,1.0075
92,1.00825
93,1.00825
94,1.00825
95,1.0008
96,1.01639
97,1.0037
98,1.00029
99,0.995495
100,1.01338
101,1.01338
102,1.01338
103,1.00865
104,1.01127
105,0.999743
106,0.998971
107,0.995557
108,0.995486
109,0.994787
110,1.0044
111,1.00134
112,0.979178
113,0.995602
114,0.999629
115,0.985837
116,1.01632
117,1.01632
118,1.00186
119,1.00884
120,1.00655
121,1.01044
122,1.00289
123,1.00243
124,1.00243
125,1.00071
126,1.00071
127,1.00071
128,1.00071
129,1.00071
130,1.0143
131,0.998728
132,0.995234
133,0.995246
134,0.987915
135,0.982309
136,1.00495
137,1.00828
138,1.01331
139,1.01395
140,1.01395
141,1.01395
142,1.01395
143,1.01608
144,1.00219
145,1.00406
146,1.00022
147,0.998633
148,0.990841
149,0.995158
150,0.995158
151,0.984144
152,0.984144
153,0.97933
154,0.983736
155,0.991826
156,0.998801
157,1.00243
158,1.00044
159,1.01812
160,1.02004
161,1.00887
162,1.02433
163,1.02433
164,0.999096
165,1.00524
166,1.00655
167,1.00655
168,1.01227
169,1.02812
170,1.01056
171,1.00472
172,0.985089
173,0.985089
174,0.982307
175,0.976534
176,0.984584
177,0.992282
178,1.00356
179,1.00004
180,1.00886
