MDTU,min_width,max_width
1,0.0389084,0.0339813
2,0.0307067,0.0274122
3,0.0278646,0.0239038
4,0.0334547,0.0326624
5,0.0334547,0.0326624
6,0.041758,0.0334793
7,0.0325403,0.0284891
8,0.0325403,0.0284891
9,0.0325403,0.0284891
10,0.0348259,0.0269787
11,0.0348259,0.0269787
12,0.0427297,0.0380502
13,0.0372179,0.0374565
14,0.0443175,0.0354861
15,0.0461931,0.038716
16,0.0353415,0.031786
17,0.0403546,0.0352664
18,0.0368061,0.033577
19,0.0353861,0.0354357
20,0.0341676,0.0291952
21,0.0382479,0.0338001
22,0.0382479,0.0338001
23,0.0515856,0.0348507
24,0.0430412,0.0329551
25,0.038107,0.0350419
26,0.0358141,0.0371017
27,0.0427814,0.0409295
28,0.0271266,0.0293318
29,0.0271266,0.0293318
30,0.0271266,0.0293318
31,0.0454639,0.0392304
32,0.0334534,0.0327713
33,0.0334534,0.0327713
34,0.0306737,0.020378
35,0.0285633,0.030214
36,0.0285633,0.030214
37,0.0377975,0.0377477
38,0.0406166,0.0335112
39,0.0376965,0.0324924
40,0.0345182,0.0293252
41,0.0348143,0.0298425
42,0.0251737,0.0259992
43,0.0352656,0.0354702
44,0.0339114,0.0321859
45,0.0360905,0.0321468
46,0.0352012,0.0312734
47,0.0300591,0.0279129
48,0.0257609,0.0260252
49,0.0305364,0.0246171
50,0.0389844,0.0364339
51,0.0228032,0.0229026
52,0.0314276,0.0260792
53,0.0257738,0.0240365
54,0.0392749,0.0354936
55,0.0392749,0.0354936
56,0.0226842,0.0272658
57,0.0437028,0.0382225
58,0.0332243,0.0362463
59,0.0326059,0.0298254
60,0.0334739,0.0313883
61,0.031509,0.0216038
62,0.0396126,0.0274311
63,0.030967,0.0281156
64,0.0302209,0.0264357
65,0.0325961,0.0296727
66,0.0329451,0.0365416
67,0.0329451,0.0365416
68,0.0396562,0.03111
69,0.0216813,0.0208589
70,0.047255,0.0421182
71,0.0350702,0.0330735
72,0.0238851,0.0243088
