t,|deltaS|
363,0.2764
364,0.5717
365,0.01344
366,0.0194
367,1.172
368,1.029
369,0.3575
370,0.03933
371,0.09766
372,0.4434
373,0.3776
374,0.7721
375,0.6252
376,0.1704
377,0.1072
378,0.6185
379,0.1598
380,0.04488
381,0.4966
382,0.7769
383,0.2217
384,0.4684
385,0.4636
386,0.348
387,0.1669
388,0.258
389,0.2759
390,0.5419
391,1.26
392,0.5146
393,0.2029
394,0.3629
395,0.3773
396,0.2029
397,0.03138
398,0.4726
399,0.2697
400,0.8338
401,0.225
402,1.118
403,0.6982
404,0.4947
405,0.6312
406,0.0648
407,0.4401
408,0.1415
409,0.5294
410,0.1821
411,0.9812
412,0.09104
413,0.06777
414,0.03488
415,0.1957
416,0.7318
417,0.6077
418,0.6607
419,0.07057
420,0.3819
421,0.1777
422,1.226
423,0.514
424,0.2713
425,0.7956
426,0.3688
427,0.05545
428,0.04671
429,0.3376
430,0.4839
431,0.5812
432,0.01419
433,0.3383
434,0.1652
435,0.8788
436,0.2488
437,0.6885
438,0.6307
439,0.06258
440,0.4747
441,0.4755
442,0.6022
443,0.1996
444,0.5915
445,0.7153
446,0.381
447,0.08354
448,0.3802
449,0.8008
450,0.3317
451,0.7673
452,0.5824
453,0.6237
454,0.5734
455,0.3623
456,0.2712
457,0.5895
458,0.3692
459,0.7485
460,0.5911
461,0.03387
462,0.1485
463,0.5425
464,0.3115
465,1.05
466,0.2377
467,0.3921
468,0.4903
469,0.6262
470,0.2833
471,0.4107
472,0.1415
473,0.8298
474,0.1393
475,0.1357
476,0.07907
477,0.08109
478,0.5442
479,0.2595
480,0.1499
481,0.6027
482,0.6269
483,0.3687
484,0.07382
485,0.0225
486,0.1948
487,0.1509
488,0.7692
489,1.022
490,0.5572
491,0.1103
492,0.5287
493,0.7155
494,1.084
495,0.7378
496,0.1935
497,0.6028
498,0.1124
499,0.08312
500,0.381
501,1.019
502,0.2182
503,0.05387
504,0.5085
505,1.551
506,0.7708
507,0.5756
508,0.02608
509,0.2066
510,0.5055
511,0.1132
512,0.36
513,0.4411
514,0.03803
515,0.5066
516,0.1042
517,0.3668
518,0.4409
519,0.3589
520,1.782
521,0.2462
522,0.9327
523,0.3668
524,0.2418
525,0.3405
526,0.4948
527,0.07215
528,0.652
529,0.0147
530,0.04216
531,0.2413
532,0.486
533,0.2247
534,0.3033
535,0.8897
536,0.1222
537,0.06528
538,0.06503
539,0.2848
540,0.6288
541,0.152
542,0.4182
543,0.383
544,0.2532
545,0.07315
546,0.5172
547,0.6333
548,0.4619
549,0.04482
550,0.8063
551,0.2301
552,0.8835
553,0.6439
554,0.2407
555,0.3703
556,0.02211
557,0.008737
558,0.1027
559,0.3526
560,0.2446
561,0.4802
562,0.2399
563,0.3162
564,0.1336
565,0.1255
566,0.5834
567,0.185
568,0.389
569,0.4816
570,0.3676
571,0.1788
572,0.9862
573,0.7387
574,0.01061
575,0.3794
576,1.06
577,0.09744
578,0.7038
579,0.03668
580,0.2103
581,1.453
582,0.3044
583,0.387
584,0.0137
585,0.1018
586,0.9009
587,0.5024
588,0.3456
589,0.1845
590,0.8413
591,0.1026
592,0.1584
593,0.3895
594,0.4242
595,0.3058
596,0.2757
597,0.5719
598,0.4808
599,0.164
600,0.04717
601,0.3866
602,0.16
603,0.494
604,0.3986
605,1.017
606,0.3859
607,0.09577
608,0.6223
609,0.4747
610,0.1464
611,0.3448
612,0.3665
613,0.5342
614,0.1361
615,0.8457
616,0.09349
617,0.1618
618,0.9612
619,0.1427
620,0.6069
621,0.7477
622,1.19
623,0.1251
624,0.308
625,1.118
626,0.2596
627,0.1583
628,0.4775
629,0.3061
630,0.3011
631,0.7273
632,0.1535
633,0.1531
634,0.308
635,0.8635
636,0.1676
637,0.3391
638,1.181
639,0.8763
640,0.09711
641,0.4494
642,0.3511
643,1.108
644,0.4413
645,0.8655
646,0.5137
647,1.004
648,0.09523
649,0.6126
650,0.8794
651,0.2914
652,0.9855
653,0.3171
654,0.1807
655,0.0508
656,0.5718
657,0.1255
658,0.6538
659,0.4089
660,0.4297
661,0.618
662,0.78
663,0.3234
664,1.125
665,0.2902
666,0.1305
667,0.2485
668,0.1218
669,0.366
670,0.1604
671,0.8197
672,0.7212
673,0.508
674,0.7142
675,0.1488
676,0.4012
677,0.263
678,0.556
679,0.6484
680,0.01304
681,0.342
682,0.6682
683,0.0149
684,1.021
685,0.2449
686,0.7721
687,0.6029
688,0.173
689,0.3297
690,0.3267
691,0.9714
692,0.7588
693,0.2305
694,0.1382
695,0.3167
696,0.1913
697,0.295
698,0.5101
699,0.4888
700,0.3693
701,0.08411
702,0.7348
703,0.4988
704,0.4686
705,0.09228
706,0.9187
707,1.461
708,0.2328
709,0.8279
710,0.2615
711,0.517
712,1.148
713,0.2556
714,0.248
715,0.03662
716,0.7577
717,0.3341
718,0.6053
719,0.7621
720,0.4321
721,0.3929
722,0.03646
723,0.7186
724,0.7278
725,0.6156
726,0.2116
727,0.02216
728,0.7497
729,0.5488
730,0.5326
731,0.1786
732,0.1752
733,0.3813
734,0.2713
735,0.08172
736,0.2609
737,0.1452
738,0.2372
739,0.3153
740,0.1994
741,0.4455
742,0.2188
743,0.2214
744,0.5074
745,1.06
746,1.081
747,0.4709
748,0.2285
749,0.167
750,0.1211
751,0.05094
752,0.8774
753,1.106
754,0.2925
755,0.5302
756,0.2168
757,0.2053
758,0.4687
759,0.9212
760,0.4831
761,0.1862
762,0.6468
763,0.9325
764,0.7413
765,1.165
766,0.972
767,1.618
768,0.2627
769,0.7068
770,0.6863
771,0.2742
772,0.1749
773,0.568
774,1.113
775,0.05042
776,0.03171
777,0.2008
778,0.6303
779,1.026
780,0.5061
781,0.5264
782,0.2165
783,0.6908
784,0.5412
785,0.1707
786,0.6933
787,1.017
788,0.7868
789,0.4618
790,0.9808
791,0.4712
792,0.4125
793,0.5822
794,0.2201
795,0.7855
796,0.04134
797,0.4256
798,0.7211
799,0.9288
800,0.02105
801,0.2848
802,1.133
803,0.7918
804,0.05891
805,0.4699
806,0.1501
807,0.09054
808,0.002983
809,0.5237
810,0.5606
811,0.7035
812,0.2023
813,0.3193
814,0.4105
815,0.2732
816,0.625
817,0.876
818,0.4656
819,0.4079
820,0.02572
821,0.4498
822,0.3639
823,0.3765
824,0.03388
825,0.1116
826,0.2162
827,0.06467
828,0.06269
829,0.07971
830,0.1786
831,0.1709
832,0.3576
833,0.5514
834,0.023
835,0.2753
836,0.2904
837,0.2256
838,0.1323
839,0.08856
840,0.1883
841,1.041
842,0.6267
843,0.416
844,0.635
845,0.4138
846,0.1502
847,0.5766
848,0.4904
849,0.4447
850,0.062
851,0.3373
852,0.004399
853,0.01024
854,1.026
855,0.299
856,0.4568
857,0.0293
858,0.8723
859,1.033
860,0.3917
861,1.025
862,1.182
863,0.3618
864,0.5831
865,0.278
866,0.7336
867,0.7844
868,0.2402
869,0.5841
870,0.5325
871,0.8265
872,1.602
873,0.8482
874,0.8829
875,0.4157
876,0.742
877,0.6686
878,0.3209
879,0.5796
880,0.3799
881,0.4586
882,0.5477
883,0.9223
884,0.3622
885,0.4053
886,0.0944
887,0.7282
888,0.942
889,0.286
890,1.55
891,0.08337
892,0.8206
893,1.356
894,0.3044
895,0.3221
896,1.25
897,0.9257
898,0.4273
899,1.254
900,0.4037
901,0.2035
902,0.2516
903,0.3713
904,0.3653
905,0.7471
906,0.6795
907,1.07
908,0.04096
909,0.9378
910,0.6458
911,1.302
912,0.4087
913,0.6774
914,0.7797
915,0.07126
916,0.3187
917,0.7106
918,0.5461
919,0.07025
920,0.2564
921,0.3633
922,0.002316
923,0.2158
924,0.08973
925,0.4054
926,0.4477
927,0.6934
928,0.06235
929,0.6769
930,0.1699
931,0.5498
932,0.2188
933,0.6056
934,0.3063
935,0.01233
936,0.2179
937,0.5491
938,0.8852
939,0.4373
940,0.1788
941,0.3664
942,0.1201
943,0.648
944,0.3649
945,1.166
946,0.4487
947,0.9091
948,0.005404
949,0.06672
950,0.7427
951,0.3159
952,0.06567
953,0.31
954,0.1055
955,0.195
956,0.2789
957,0.9333
958,0.2323
959,0.1295
960,0.2698
961,0.5761
962,0.09475
963,0.5691
964,0.6817
965,1.106
966,0.3132
967,0.2736
968,0.1228
969,0.04588
970,0.2154
971,0.2076
972,0.5645
973,0.4469
974,0.01378
975,0.2467
976,0.1989
977,0.04663
978,0.2019
979,0.1808
980,0.7079
981,0.168
982,0.277
983,0.04321
984,0.2459
985,0.9089
986,0.4539
987,0.5756
988,0.6551
989,0.4862
990,1.194
991,0.005298
992,0.3428
993,0.9614
994,0.3452
995,0.08087
996,0.8955
997,0.7686
998,0.4161
999,0.2087
1000,0.5708
1001,0.457
1002,0.7214
1003,0.1457
1004,0.1762
1005,0.1016
1006,0.8311
1007,0.2983
1008,0.3379
1009,0.1842
1010,0.4566
1011,0.4241
1012,0.2538
1013,0.9384
1014,0.09164
1015,0.03338
1016,0.5193
1017,0.3069
1018,0.4176
1019,0.03584
1020,0.3098
1021,0.1361
1022,1.074
1023,0.4363
1024,0.527
1025,0.07944
1026,0.02791
1027,0.756
1028,0.06267
1029,0.05554
1030,0.5998
1031,0.4891
1032,0.2877
1033,0.5881
1034,0.4243
1035,0.05275
1036,0.2919
1037,0.09643
1038,0.2277
1039,0.6326
1040,0.2368
1041,0.7199
1042,0.6177
1043,1.018
1044,0.7234
1045,0.8955
1046,0.2112
1047,0.8839
1048,0.4023
1049,0.4909
1050,0.3374
1051,1.034
1052,0.4207
1053,0.6695
1054,0.5956
1055,0.7342
1056,0.2946
1057,0.4193
1058,0.5792
1059,1.136
1060,0.5686
1061,0.2298
1062,0.5281
1063,0.3876
1064,0.02281
1065,0.853
1066,0.09463
1067,0.5612
1068,0.5815
1069,0.4542
1070,0.8935
1071,0.5273
1072,0.4431
1073,0.4298
1074,0.1191
1075,1.351
1076,0.2231
1077,0.6251
1078,0.3407
1079,0.04937
1080,0.7124
1081,0.5407
1082,0.0277
1083,0.6299
1084,0.8476
1085,0.04756
1086,0.3064
1087,0.6834
1088,0.03964
1089,0.1765
1090,0.7195
1091,0.6501
1092,0.3127
1093,0.4063
1094,0.0388
1095,0.3711
1096,0.4412
1097,0.3919
1098,1.1
1099,0.2117
1100,0.1543
1101,0.1446
1102,0.3093
1103,0.004206
1104,0.07635
1105,0.5902
1106,0.57
1107,0.09516
1108,0.1205
1109,0.3629
1110,0.2534
1111,0.09729
1112,0.3697
1113,0.4306
1114,0.06891
1115,0.1532
1116,0.9755
1117,0.6745
1118,0.303
1119,0.2092
1120,0.3831
1121,0.1915
1122,0.02583
1123,0.7326
1124,0.3885
1125,0.2386
1126,0.481
1127,0.198
1128,0.1704
1129,0.04823
1130,0.2414
1131,0.7116
1132,0.0566
1133,0.4271
1134,0.4818
1135,0.8381
1136,0.1924
1137,0.5352
1138,2.053
1139,0.3752
1140,0.1316
1141,0.3777
1142,1.301
1143,0.2061
1144,0.3391
1145,1.367
1146,0.507
1147,0.5272
1148,0.478
1149,1.122
1150,0.02689
1151,0.3984
1152,0.1001
1153,0.7184
1154,0.07402
1155,0.3748
1156,0.8209
1157,0.04893
1158,0.5418
1159,0.09037
1160,0.5322
1161,0.9719
1162,0.4113
1163,0.1228
1164,0.1483
1165,0.5356
1166,1.049
1167,0.05678
1168,0.3633
1169,0.008141
1170,0.1577
1171,0.07344
1172,0.1071
1173,0.7959
1174,0.2624
1175,0.1113
1176,0.6177
1177,0.3541
1178,0.1725
1179,0.02666
1180,0.05997
1181,0.6178
1182,0.2634
1183,0.8436
1184,0.05404
1185,0.4368
1186,0.3763
1187,0.07499
1188,0.1706
1189,0.6651
1190,0.4674
1191,0.4646
1192,0.08672
1193,0.7666
1194,0.1353
1195,0.166
1196,0.6323
1197,0.8208
1198,0.06093
1199,0.6015
1200,0.6105
1201,0.7403
1202,0.1745
1203,0.4167
1204,0.1326
1205,0.151
1206,0.05531
1207,0.8518
1208,0.8307
1209,0.527
1210,0.4097
1211,0.7858
1212,0.5937
1213,0.3992
1214,0.3992
1215,0.2327
1216,0.2214
1217,0.06159
1218,0.06054
1219,0.5238
1220,0.148
1221,0.3425
1222,0.3343
1223,0.3988
1224,0.7123
1225,0.1751
1226,1.033
1227,0.3885
1228,1.129
1229,0.6951
1230,0.9668
1231,1.171
1232,0.198
1233,0.9033
1234,0.129
1235,0.2115
1236,0.2787
1237,1.316
1238,0.6187
1239,0.2403
1240,0.7987
1241,0.2257
1242,0.03456
1243,0.5315
1244,0.06831
1245,0.1864
1246,0.7042
1247,0.3661
1248,0.9018
1249,0.3304
1250,0.2658
1251,0.6537
1252,0.8731
1253,0.06678
1254,0.4794
1255,0.5108
1256,0.7303
1257,0.5563
1258,0.5179
1259,0.7685
1260,0.4094
1261,0.1729
1262,0.9862
1263,0.7916
1264,1.389
1265,0.4942
1266,0.1242
1267,1.066
1268,0.6237
1269,0.7444
1270,0.3234
1271,0.5209
1272,0.7015
1273,0.05382
1274,0.3487
1275,0.7806
1276,0.647
1277,0.2128
1278,0.2573
1279,0.7008
1280,1.465
1281,0.2776
1282,0.3053
1283,0.7017
1284,0.1725
1285,0.6783
1286,0.3676
1287,0.03892
1288,0.3263
1289,0.7141
1290,0.3304
1291,0.8719
1292,0.08482
1293,0.09798
1294,0.2074
1295,0.1862
1296,0.08249
1297,0.5943
1298,0.5652
1299,0.747
1300,0.2893
1301,0.364
1302,0.02111
1303,0.9105
1304,0.02425
1305,0.1487
1306,0.09342
1307,0.7054
1308,0.6897
1309,0.2617
1310,0.518
1311,0.04951
1312,0.7899
1313,0.3723
1314,1.666
1315,0.5924
1316,0.7737
1317,0.3984
1318,0.1693
1319,0.6136
1320,0.813
1321,0.4941
1322,0.524
1323,0.477
1324,0.6161
1325,0.3083
1326,0.2325
1327,0.9002
1328,0.01477
1329,0.01511
1330,0.3091
1331,0.8521
1332,0.3456
1333,0.6139
1334,0.2616
1335,0.2619
1336,0.5347
1337,0.2659
1338,0.4567
1339,0.6578
1340,0.5489
1341,0.06601
1342,0.1548
1343,0.2383
1344,0.02285
1345,0.4634
1346,0.2901
1347,0.944
1348,0.1396
1349,0.1287
1350,0.5233
1351,0.2286
1352,0.1621
1353,0.4684
1354,0.702
1355,0.1922
1356,0.9587
1357,1.144
1358,0.707
1359,0.2215
1360,0.981
1361,0.5236
1362,0.2371
1363,0.000173
1364,0.7563
1365,0.4961
1366,0.8972
1367,0.5666
1368,0.7492
1369,0.4289
1370,0.2953
1371,0.1959
1372,0.5712
1373,0.2236
1374,0.7923
1375,0.124
1376,0.2632
1377,0.06883
1378,0.8199
1379,0.3433
1380,0.09147
1381,0.2609
1382,0.3801
1383,0.4135
1384,0.121
1385,0.7239
1386,0.708
1387,1.255
1388,0.1602
1389,1.041
1390,0.05327
1391,0.3807
1392,0.817
1393,0.8611
1394,0.2087
1395,0.4349
1396,0.2136
1397,0.4948
1398,0.3732
1399,0.7867
1400,0.4458
1401,1.085
1402,0.3451
1403,0.7826
1404,0.3172
1405,0.5291
1406,0.6895
1407,0.4786
1408,0.5961
1409,0.5931
1410,0.2071
1411,0.1318
1412,1.038
1413,0.3721
1414,0.2091
1415,0.4837
1416,0.07034
1417,0.001704
1418,1.223
1419,0.404
1420,0.02429
1421,0.7594
1422,0.3815
1423,0.6598
1424,0.186
1425,0.1646
1426,0.09634
1427,0.4077
1428,0.3471
1429,0.4462
1430,0.2819
1431,0.788
1432,0.4058
1433,0.358
1434,0.01532
1435,0.8012
1436,0.3641
1437,1.112
1438,1.072
1439,0.128
1440,0.908
1441,0.3869
1442,0.3902
1443,0.7211
1444,0.01276
1445,0.4471
1446,0.07893
1447,0.743
1448,0.2319
1449,0.3186
1450,0.3336
1451,0.08041
1452,1.058
1453,0.8182
1454,0.6408
1455,0.7078
1456,0.04376
1457,0.2753
1458,0.618
1459,0.1178
1460,0.5004
1461,0.4943
1462,0.6443
1463,0.1255
1464,0.6096
1465,0.1128
1466,1.137
1467,0.3988
1468,0.5276
1469,0.2647
1470,0.1869
1471,0.4593
1472,1.095
1473,0.2801
1474,0.4423
1475,0.4545
1476,0.7477
1477,0.4146
1478,0.1112
1479,0.8255
1480,0.2714
1481,0.2699
1482,0.07259
1483,0.3287
1484,1.019
1485,0.3028
1486,0.2443
1487,1.254
1488,1.136
1489,0.3498
1490,1.547
1491,0.753
1492,0.3134
1493,0.2901
1494,0.04136
1495,0.4109
1496,0.05267
1497,0.0001668
1498,0.6533
1499,0.247
1500,0.6461
1501,0.2411
1502,0.1096
1503,0.3836
1504,0.28
1505,0.5904
1506,0.5825
1507,0.02913
1508,0.7051
1509,0.396
1510,0.7703
1511,0.4167
1512,0.2926
1513,0.7545
1514,0.4727
1515,0.6598
1516,0.9767
1517,0.5902
1518,0.07495
1519,0.6643
1520,0.2332
1521,0.215
1522,0.2866
1523,1.279
1524,0.6399
1525,0.09192
1526,0.7081
1527,1.571
1528,0.609
1529,0.3813
1530,0.3358
1531,0.286
1532,0.0153
1533,0.6425
1534,0.4213
1535,0.1193
1536,0.1977
1537,0.1102
1538,0.4997
1539,0.1217
1540,0.3612
1541,0.04744
1542,0.0966
1543,0.1173
1544,0.04668
1545,0.06269
1546,0.3013
1547,0.4861
1548,0.01318
1549,0.4609
1550,0.4061
1551,1.231
1552,0.2511
1553,0.9519
1554,0.5022
1555,0.3853
1556,0.8069
1557,0.1294
1558,0.03114
1559,0.6666
1560,0.28
1561,0.512
1562,0.5763
1563,0.1347
1564,0.9674
1565,0.2998
1566,0.6136
1567,0.9009
1568,0.2194
1569,0.6433
1570,0.6897
1571,0.2144
1572,0.3386
1573,0.1052
1574,0.2142
1575,1.434
1576,0.1993
1577,0.6875
1578,0.2155
1579,0.3632
1580,0.02297
1581,0.09677
1582,0.4131
1583,0.3779
1584,0.5815
1585,0.2069
1586,0.01064
1587,1.099
1588,0.4541
1589,0.09798
1590,0.9657
1591,0.1861
1592,0.3203
1593,0.998
1594,0.8304
1595,0.6017
1596,0.2782
1597,1.3
1598,0.8005
1599,0.1893
1600,0.8504
1601,0.3173
1602,0.5591
1603,0.01159
1604,0.2029
1605,0.985
1606,0.4017
1607,0.188
1608,0.4945
1609,0.1893
1610,0.5612
1611,0.2736
1612,0.2352
1613,0.2393
1614,0.4338
1615,0.5362
1616,0.9635
1617,0.04978
1618,0.4041
1619,1.022
1620,0.58
1621,0.1648
1622,1.147
1623,0.5437
1624,0.5465
1625,0.3239
1626,0.2162
1627,0.4688
1628,0.0992
1629,0.6925
1630,0.09269
1631,0.04596
1632,0.1615
1633,0.5483
1634,0.3449
1635,0.1796
1636,0.7178
1637,0.3315
1638,0.1919
1639,1.117
1640,0.5146
1641,0.8834
1642,0.1756
1643,0.548
1644,0.9539
1645,0.2503
1646,0.4736
1647,0.1563
1648,0.008766
1649,0.712
1650,0.2294
1651,0.499
1652,0.7455
1653,0.1658
1654,0.548
1655,0.8174
1656,0.5957
1657,0.1978
1658,1.058
1659,0.03797
1660,0.3909
1661,0.2627
1662,1.135
1663,0.4983
1664,0.04902
1665,0.3721
1666,0.6775
1667,0.104
1668,0.8412
1669,0.5566
1670,0.6021
1671,0.6828
1672,0.2961
1673,0.2592
1674,0.5908
1675,0.3795
1676,0.4784
1677,0.4127
1678,0.4215
1679,0.6987
1680,0.08579
1681,0.3088
1682,0.4341
1683,0.4876
1684,0.5756
1685,0.7071
1686,0.154
1687,0.5647
1688,0.6711
1689,0.09306
1690,0.321
1691,0.3577
1692,0.259
1693,0.5644
1694,0.7691
1695,0.6419
1696,0.03926
1697,0.287
1698,0.3187
1699,0.1806
1700,0.04784
1701,0.2533
1702,1.041
1703,0.4803
1704,0.7914
1705,0.5843
1706,0.1485
1707,0.7491
1708,0.07553
1709,0.1323
1710,0.3774
1711,0.1087
1712,0.09045
1713,0.1222
1714,0.03063
1715,0.1925
1716,0.2099
1717,0.2915
1718,0.7528
1719,0.1149
1720,0.1155
1721,0.6291
1722,0.383
1723,0.09872
1724,0.2914
1725,0.02926
1726,0.3568
1727,0.006473
1728,0.0289
1729,1.091
1730,0.5945
1731,0.5317
1732,0.4653
1733,0.08577
1734,0.01324
1735,0.7529
1736,0.04419
1737,0.4161
1738,0.1429
1739,0.07072
1740,0.2866
1741,1.122
1742,0.2192
1743,0.577
1744,0.391
1745,0.7401
1746,0.6103
1747,0.8487
1748,0.2569
1749,0.1234
1750,0.5982
1751,0.2209
1752,0.176
1753,0.4742
1754,0.5893
1755,0.8611
1756,0.242
1757,0.4696
1758,0.2527
1759,0.2068
1760,0.05699
1761,0.0421
1762,0.08647
1763,0.2527
1764,0.6031
1765,0.5217
1766,0.1383
1767,0.2238
1768,0.378
1769,0.2205
1770,0.04231
1771,0.6132
1772,0.3904
1773,0.6786
1774,0.4946
1775,0.1495
1776,0.9538
1777,0.4823
1778,0.06748
1779,1.336
1780,0.07008
1781,0.8767
1782,1.027
1783,0.03105
1784,0.3376
1785,0.4714
1786,1.141
1787,0.5038
1788,0.8617
1789,0.3583
1790,0.4737
1791,0.4734
1792,0.9393
1793,0.2114
1794,0.746
1795,0.2074
1796,0.5917
1797,0.259
1798,0.46
1799,0.5243
1800,0.1642
1801,0.5136
1802,0.05934
1803,0.2846
1804,0.4219
1805,0.9979
1806,0.8719
1807,0.1923
1808,0.4751
1809,0.8938
1810,0.2936
1811,0.7199
1812,0.1282
1813,0.1222
1814,0.5391
1815,0.3536
1816,0.2559
1817,0.09056
1818,0.295
1819,0.6271
1820,0.5947
1821,0.1635
1822,0.3682
1823,0.816
1824,0.314
1825,0.564
1826,0.1108
1827,0.1425
1828,0.2542
1829,0.9108
1830,0.2801
1831,0.2202
1832,0.00508
1833,0.2492
1834,0.1216
1835,0.3097
1836,0.1574
1837,0.4758
1838,1.116
1839,0.2884
1840,0.789
1841,0.242
1842,0.08015
1843,0.6341
1844,0.2305
1845,0.9001
1846,0.5993
1847,0.3754
1848,0.1163
1849,0.427
1850,0.2804
1851,0.1321
1852,0.276
1853,0.1083
1854,0.1765
1855,0.446
1856,1.193
1857,0.595
1858,0.1503
1859,0.1284
1860,0.008987
1861,0.03355
1862,0.8831
1863,0.3946
1864,0.1687
1865,0.3201
1866,0.2527
1867,0.3665
1868,0.09761
1869,0.02546
1870,0.9603
1871,0.02225
1872,0.4107
1873,0.4925
1874,0.8729
1875,0.5795
1876,0.4209
1877,0.4576
1878,0.01365
1879,0.05233
1880,0.2945
1881,0.04061
1882,0.3092
1883,0.1874
1884,0.8883
1885,0.4283
1886,1.076
1887,0.4283
1888,0.2337
1889,0.7749
1890,0.61
1891,0.03486
1892,0.6142
1893,0.6888
1894,0.4066
1895,0.3691
1896,0.09585
1897,0.4617
1898,0.9959
1899,1.112
1900,0.2677
1901,0.2589
1902,0.8192
1903,0.1157
1904,0.01679
1905,0.3403
1906,0.2025
1907,0.01302
1908,0.5945
1909,0.2918
