t,walltime
10,10.52
20,10.52
30,10.66
40,10.67
50,10.57
60,10.57
70,10.61
80,10.71
90,10.65
100,10.53
110,10.55
120,10.61
130,10.73
140,10.67
150,10.67
160,10.63
170,10.65
180,10.61
190,10.62
200,10.62
210,10.55
220,10.56
230,10.67
240,10.66
250,10.75
260,10.64
270,10.56
280,10.6
290,10.52
300,10.63
310,10.56
320,10.61
330,10.61
340,10.59
350,10.61
360,10.57
370,10.54
380,10.51
390,10.55
400,10.68
410,10.64
420,10.57
430,10.52
440,10.53
450,10.57
460,10.64
470,10.69
480,10.64
490,10.64
500,10.66
510,10.67
520,10.62
530,10.73
540,10.75
550,10.63
560,10.62
570,10.6
580,10.58
590,10.64
600,10.54
610,10.59
620,10.6
630,10.63
640,10.61
650,10.58
660,10.65
670,10.56
680,10.6
690,10.58
700,10.65
710,10.66
720,10.71
730,10.71
740,10.54
750,10.64
760,10.56
770,10.59
780,10.57
790,10.67
800,10.6
810,10.63
820,10.61
830,10.56
840,10.62
850,10.64
860,10.66
870,10.63
880,10.57
890,10.64
900,10.61
910,10.66
920,10.59
930,10.64
940,10.52
950,10.56
960,10.61
970,10.64
980,10.7
990,10.72
1000,10.66
1010,10.68
1020,10.68
1030,10.62
1040,10.67
1050,10.6
1060,10.58
1070,10.54
1080,10.61
1090,10.68
1100,10.75
1110,10.6
1120,10.58
1130,10.69
1140,10.62
1150,10.56
1160,10.66
1170,10.69
1180,10.63
1190,10.58
1200,10.59
1210,10.64
1220,10.54
1230,10.57
1240,10.52
1250,10.62
1260,10.62
1270,10.73
1280,10.69
1290,10.72
1300,10.59
1310,10.57
1320,10.61
1330,10.66
1340,10.7
1350,10.68
1360,10.77
1370,10.58
1380,10.62
1390,10.72
1400,10.64
1410,10.73
1420,10.69
1430,10.67
1440,10.65
1450,10.64
1460,10.69
1470,10.65
1480,10.71
1490,10.65
1500,10.69
1510,10.72
1520,10.66
1530,10.76
1540,10.68
1550,10.69
1560,10.67
1570,10.7
1580,10.71
1590,10.69
1600,10.76
1610,10.75
1620,10.71
1630,10.59
1640,10.67
1650,10.7
1660,10.62
1670,10.62
1680,10.68
1690,10.64
1700,10.65
1710,10.73
1720,10.72
1730,10.66
1740,10.76
1750,10.75
1760,10.72
1770,10.62
1780,10.63
1790,10.75
1800,10.67
1810,10.69
1820,10.69
1830,10.76
1840,10.77
1850,10.72
1860,10.72
1870,10.7
1880,10.77
1890,10.72
1900,10.74
1910,10.66
1920,10.66
1930,10.72
1940,10.71
1950,10.7
1960,10.81
1970,10.78
1980,10.83
1990,10.82
2000,10.77
2010,10.83
2020,10.74
2030,10.83
2040,10.8
2050,10.7
2060,10.9
2070,10.81
2080,10.89
2090,10.89
2100,10.85
2110,10.87
2120,10.92
2130,10.87
2140,10.92
2150,10.89
2160,10.86
2170,10.85
2180,10.81
2190,10.84
2200,10.8
2210,10.77
2220,10.81
2230,10.9
2240,10.76
2250,10.81
2260,10.85
2270,10.94
2280,10.95
2290,10.95
2300,10.94
2310,10.99
2320,10.92
2330,10.95
2340,10.95
2350,10.86
2360,11.01
2370,11.02
2380,10.92
2390,11.01
2400,10.94
2410,10.88
2420,10.97
2430,10.97
2440,10.89
2450,10.99
2460,11.07
2470,10.86
2480,11.02
2490,11.05
2500,10.96
2510,11.06
2520,11.06
2530,10.96
2540,11.05
2550,11.05
2560,11.08
2570,10.97
2580,11.16
2590,11.11
2600,10.97
2610,11.02
2620,11.16
2630,11
2640,11.07
2650,11.19
2660,11.09
2670,11.03
2680,11.27
2690,11.18
2700,11.17
2710,11.04
2720,11.31
2730,11.27
2740,11.25
2750,11.12
2760,11.26
2770,11.26
2780,11.22
2790,11.04
2800,11.19
2810,11.25
2820,11.24
2830,11.06
2840,11.28
2850,11.26
2860,11.22
2870,11.07
2880,11.25
2890,11.38
2900,11.43
2910,11.13
2920,11.35
2930,11.34
2940,11.33
2950,11.09
2960,11.19
2970,11.34
2980,11.41
2990,11.48
3000,11.22
3010,11.41
3020,11.42
3030,11.49
3040,11.46
3050,11.27
3060,11.24
3070,11.4
3080,11.49
3090,11.57
3100,11.48
3110,11.18
3120,11.42
3130,11.4
3140,11.46
3150,11.54
3160,11.22
3170,11.36
3180,11.55
3190,11.59
3200,11.56
3210,11.64
3220,11.62
3230,11.55
3240,11.49
3250,11.55
3260,11.63
3270,11.7
3280,11.7
3290,11.73
3300,11.66
3310,11.65
3320,11.52
3330,11.41
3340,11.7
3350,11.7
3360,11.67
3370,11.76
3380,11.7
3390,11.76
3400,11.68
3410,11.63
3420,11.48
3430,11.6
3440,11.83
3450,11.73
3460,11.85
3470,11.8
3480,11.82
3490,11.89
3500,11.82
