MDTU,link
1,1.00649
2,1.00096
3,1.01158
4,1.015
5,1.015
6,1.01108
7,1.01372
8,1.01372
9,1.01372
10,1.01337
11,1.01337
12,1.01343
13,1.00697
14,1.00142
15,0.995557
16,0.998057
17,0.997477
18,0.989111
19,0.994292
20,0.999795
21,1.00016
22,1.00016
23,0.995536
24,1.00259
25,1.00429
26,1.00054
27,1.00996
28,1.00828
29,1.00828
30,1.00828
31,0.998672
32,0.991524
33,0.991524
34,1.00257
35,1.00716
36,1.00716
37,1.00412
38,1.00335
39,1.00209
40,0.996138
41,0.987544
42,0.988318
43,0.990523
44,0.993183
45,0.984603
46,0.996579
47,1.00528
48,1.00718
49,1.00923
50,1.0006
51,1.00894
52,1.01097
53,1.0103
54,1.00289
55,1.00289
56,1.01269
57,1.02464
58,1.02109
59,1.01489
60,1.01733
61,1.01665
62,1.00845
63,1.00969
64,1.00635
65,0.990042
66,0.997495
67,0.997495
68,0.997161
69,1.01097
70,1.00493
71,1.01306
72,1.0064
73,1.0064
74,1.00387
75,1.01906
76,1.02164
77,1.02164
78,1.02164
79,1.02164
80,1.02164
81,1.01466
82,1.01119
83,1.00646
84,1.0011
85,1.00393
86,1.01144
87,1.0059
88,1.00637
89,1.00063
90,1.00173
91,1.00772
92,1.00691
93,1.00691
94,1.00691
95,1.00312
96,1.01144
97,1.0041
98,1.00325
99,1.00042
100,1.00881
101,1.00881
102,1.00881
103,1.00614
104,1.00797
105,1.00146
106,1.00125
107,0.999318
108,1.00042
109,0.998258
110,1.00418
111,1.00222
112,0.991985
113,1.00031
114,1.00129
115,0.995384
116,1.00987
117,1.00987
118,1.00311
119,1.00571
120,1.00459
121,1.0068
122,1.00271
123,1.00228
124,1.00228
125,1.00238
126,1.00238
127,1.00238
128,1.00238
129,1.00238
130,1.00855
131,1.00094
132,0.998868
133,0.999431
134,0.996208
135,0.993395
136,1.00431
137,1.00642
138,1.00957
139,1.00884
140,1.00884
141,1.00884
142,1.00884
143,1.01072
144,1.00347
145,1.00412
146,1.0027
147,1.00168
148,0.997349
149,1.00065
150,1.00065
151,0.994289
152,0.994289
153,0.991962
154,0.993349
155,0.998018
156,1.00087
157,1.00327
158,1.00173
159,1.01141
160,1.01228
161,1.00655
162,1.01437
163,1.01437
164,1.00196
165,1.00472
166,1.0047
167,1.0047
168,1.00799
