MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.00603112,-0.07179,3.48166e-05
2,0.00289835,0.045244,1.12872e-05
3,0.0581383,-0.23758,8.53314e-05
4,0.105687,-0.32112,0.000164524
5,0.105687,-0.32112,0.000164524
6,0.0395265,-0.19451,-4.70418e-05
7,0.0843357,-0.28765,-2.28873e-05
8,0.0843357,-0.28765,-2.28873e-05
9,0.0843357,-0.28765,-2.28873e-05
10,0.0852629,-0.28896,-7.3316e-05
11,0.0852629,-0.28896,-7.33161e-05
12,0.056263,-0.23388,1.48945e-05
13,0.00862699,-0.08539,-5.70391e-05
14,0.00557363,0.06603,-7.16617e-05
15,0.0402413,0.198666,-2.81167e-05
16,0.015544,0.120666,-5.13467e-05
17,0.0229311,0.148062,7.44467e-06
18,0.0892295,0.297497,2.9661e-05
19,0.0405845,0.200186,1.72706e-05
20,0.00670538,0.07131,-6.97841e-05
21,0.0091279,0.087518,-3.65917e-05
22,0.0091279,0.087518,-3.65917e-05
23,0.0448157,0.208975,1.62762e-05
24,0.00251874,0.038773,-6.4809e-05
25,0.00114178,-0.00359,-4.41425e-06
26,0.00678907,0.074624,2.28137e-05
27,0.0218853,-0.14087,-1.51079e-05
28,0.0200723,-0.13712,2.55878e-06
29,0.0200723,-0.13712,2.55878e-06
30,0.0200723,-0.13712,2.55878e-06
31,0.0189692,0.134296,-4.88117e-05
32,0.0637943,0.251526,-3.44078e-05
33,0.0637943,0.251526,-3.44078e-05
34,0.000970024,0.006952,4.55782e-05
35,0.0110841,-0.09886,1.14765e-05
36,0.0110841,-0.09886,1.14765e-05
37,0.00124939,-0.00028,-3.15885e-05
38,0.00117406,0.008917,-2.84111e-05
39,0.00257047,0.039982,-4.44273e-05
40,0.0242924,0.153024,-3.38785e-05
41,0.0999885,0.315222,-6.48343e-06
42,0.0884085,0.296319,4.95666e-06
43,0.0732197,0.269157,-1.93044e-05
44,0.0478259,0.217303,-1.91231e-05
45,0.136401,0.368859,-2.77751e-05
46,0.0240381,0.152684,9.15063e-06
47,0.00476762,-0.05802,3.87413e-05
48,0.0146281,-0.11675,-3.23686e-05
49,0.0313591,-0.17441,3.86188e-05
50,0.00689735,0.077295,3.03929e-05
51,0.0296844,-0.16859,4.21244e-05
52,0.0475129,-0.213,-1.07137e-05
53,0.0446675,-0.20722,-8.81794e-07
54,0.00179311,0.028355,-8.9818e-05
55,0.00179311,0.028355,-8.9818e-05
56,0.0772157,-0.27503,-4.19953e-05
57,0.400834,-0.6319,-3.6575e-05
58,0.260162,-0.50797,1.81967e-06
59,0.104807,-0.32172,-9.55839e-06
60,0.16014,-0.39736,-6.35221e-05
61,0.153641,-0.38662,0.000118212
62,0.0159393,-0.11761,-1.17777e-05
63,0.0287043,-0.16199,1.43153e-06
64,0.0102886,-0.0911,4.04032e-05
65,0.0747121,0.272314,1.99447e-05
66,0.0198553,0.137722,8.34504e-06
67,0.0198553,0.137722,8.34504e-06
68,0.0235439,0.150634,-3.83682e-05
