MDTU,min_ave,max_ave
1,-0.0427228,0.0423128
2,-0.0436064,0.0395751
3,-0.0390646,0.0459773
4,-0.037103,0.0454609
5,-0.037103,0.0454609
6,-0.0446314,0.0421198
7,-0.0378939,0.0487885
8,-0.0378939,0.0487885
9,-0.0378939,0.0487885
10,-0.041705,0.0439525
11,-0.041705,0.0439525
12,-0.0445577,0.0446731
13,-0.0397526,0.0461971
14,-0.045479,0.0387536
15,-0.0457861,0.0377939
16,-0.0442389,0.0382604
17,-0.0483985,0.0427734
18,-0.0500641,0.0378918
19,-0.0473258,0.0350933
20,-0.042174,0.0376013
21,-0.0444564,0.0384996
22,-0.0444564,0.0384996
23,-0.0565568,0.0419077
24,-0.0446318,0.0424029
25,-0.0411712,0.0433888
26,-0.0480632,0.0387766
27,-0.0396127,0.0431441
28,-0.0419569,0.044999
29,-0.0419569,0.044999
30,-0.0419569,0.044999
31,-0.0468634,0.0407305
32,-0.0501335,0.0368557
33,-0.0501335,0.0368557
34,-0.0441672,0.0460999
35,-0.0419788,0.0460893
36,-0.0419788,0.0460893
37,-0.0409751,0.0384156
38,-0.0412438,0.0397503
39,-0.0415751,0.0427416
40,-0.0432765,0.0348442
41,-0.0507607,0.0326411
42,-0.0501499,0.0389231
43,-0.0480041,0.0359305
44,-0.0485694,0.0366506
45,-0.0505417,0.0305102
46,-0.0445143,0.039797
47,-0.042466,0.0425519
48,-0.0387873,0.0428641
49,-0.0388709,0.0413528
50,-0.0413117,0.0383575
51,-0.0355147,0.0441375
52,-0.0402707,0.0431052
53,-0.0360839,0.042465
54,-0.0428926,0.0414913
55,-0.0428926,0.0414913
56,-0.0414322,0.0472584
57,-0.0308023,0.0521428
58,-0.0385673,0.0529994
59,-0.0366681,0.04683
60,-0.0359475,0.0472649
61,-0.0390232,0.0553751
62,-0.0416863,0.0462039
63,-0.0435278,0.045824
64,-0.0430674,0.0436769
65,-0.0525909,0.0365205
66,-0.0470161,0.0372963
67,-0.0470161,0.0372963
68,-0.0465754,0.0388223
69,-0.0393552,0.0473914
70,-0.0451673,0.0414553
71,-0.0395134,0.0482294
72,-0.0447842,0.0441339
73,-0.0447842,0.0441339
74,-0.0407722,0.0402739
75,-0.039062,0.0572848
76,-0.0368692,0.0518111
77,-0.0368692,0.0518111
78,-0.0368692,0.0518111
79,-0.0368692,0.0518111
80,-0.0368692,0.0518111
81,-0.0455832,0.0528606
82,-0.0407659,0.0494758
83,-0.0403628,0.0460025
84,-0.0458828,0.0387998
85,-0.0415812,0.0421506
86,-0.0405549,0.0484777
87,-0.0435001,0.0423844
88,-0.046045,0.0427804
89,-0.0433941,0.0392404
90,-0.0452039,0.0405144
91,-0.0411574,0.0430293
92,-0.0407969,0.0469845
93,-0.0407969,0.0469845
94,-0.0407969,0.0469845
95,-0.0436497,0.0424323
96,-0.0396399,0.0451866
97,-0.0405253,0.0417727
98,-0.0404362,0.0398554
99,-0.044209,0.0395582
100,-0.0422063,0.0449033
101,-0.0422063,0.0449033
102,-0.0422063,0.0449033
103,-0.0463863,0.0444456
104,-0.0396843,0.0436547
105,-0.0452853,0.0397669
106,-0.0432822,0.0379004
107,-0.0396243,0.036705
108,-0.0454961,0.0422645
109,-0.0426954,0.038783
110,-0.0409162,0.0410968
111,-0.0448249,0.0442962
112,-0.0528635,0.0409558
113,-0.05054,0.043539
114,-0.0426908,0.0410517
115,-0.0483052,0.0368738
116,-0.0390021,0.0451267
117,-0.0390021,0.0451267
118,-0.0454559,0.0428694
119,-0.0425602,0.0471159
120,-0.0496016,0.0442532
121,-0.0460748,0.0491504
122,-0.0512188,0.0473517
123,-0.048999,0.0442783
124,-0.048999,0.0442783
125,-0.0430798,0.0423304
126,-0.0430798,0.0423304
127,-0.0430798,0.0423304
128,-0.0430798,0.0423304
129,-0.0430798,0.0423304
130,-0.0402171,0.0458538
131,-0.0451466,0.0410141
132,-0.0532663,0.0443306
133,-0.0500985,0.0418551
134,-0.0539245,0.0427953
135,-0.0502967,0.0382634
136,-0.0424131,0.0429484
137,-0.046175,0.0476525
138,-0.0413529,0.0494356
139,-0.042832,0.0491448
140,-0.042832,0.0491448
141,-0.042832,0.0491448
142,-0.042832,0.0491448
143,-0.0432454,0.0470445
144,-0.0441866,0.0441347
145,-0.0435255,0.0448291
146,-0.0482706,0.0409326
147,-0.0476721,0.0440826
148,-0.0480873,0.0415784
149,-0.0474126,0.0425535
150,-0.0474126,0.0425535
151,-0.0500981,0.039163
152,-0.0500981,0.039163
153,-0.0523715,0.0388806
154,-0.0458691,0.0375957
155,-0.0475004,0.0364913
156,-0.0476277,0.0437009
157,-0.0441047,0.041656
158,-0.0466337,0.0404701
159,-0.0412651,0.046246
160,-0.03742,0.0470618
161,-0.0422629,0.0435242
162,-0.0398171,0.0511079
163,-0.0398171,0.0511079
164,-0.0424184,0.038925
165,-0.0406336,0.0418747
166,-0.0485202,0.0442174
167,-0.0485202,0.0442174
168,-0.0406637,0.0456594
169,-0.0383942,0.0491393
170,-0.0394024,0.0417548
171,-0.042214,0.0419528
172,-0.0500404,0.0397472
173,-0.0500404,0.0397472
174,-0.0497198,0.0400325
175,-0.0530245,0.037008
176,-0.0522361,0.0378549
177,-0.0466628,0.0389278
178,-0.0396873,0.0474114
179,-0.045449,0.0405743
180,-0.0431549,0.0450699
181,-0.0367935,0.0479839
182,-0.0427487,0.0445209
183,-0.0401615,0.0435379
184,-0.0413342,0.0424632
185,-0.0361222,0.0518261
186,-0.0318726,0.0508924
187,-0.0323507,0.0462951
188,-0.0365138,0.045601
189,-0.0419634,0.0415102
190,-0.0419634,0.0415102
191,-0.0418391,0.0455083
192,-0.0414186,0.0455566
193,-0.0405713,0.0434039
194,-0.039959,0.0465509
195,-0.0432598,0.0421994
196,-0.03789,0.0452606
197,-0.0391865,0.0534635
198,-0.0397032,0.0467766
199,-0.0421178,0.0498184
200,-0.0361503,0.0516977
201,-0.0389682,0.0480188
202,-0.0394463,0.0477246
203,-0.0381638,0.0485246
204,-0.0363067,0.0463345
205,-0.0363067,0.0463345
206,-0.0393811,0.0477897
207,-0.0400749,0.0424545
208,-0.0386519,0.045176
209,-0.0442169,0.0437357
210,-0.04415,0.0445854
211,-0.0444611,0.044341
212,-0.0492701,0.0411438
213,-0.0476656,0.0400661
214,-0.0476656,0.0400661
215,-0.0476656,0.0400661
216,-0.0380625,0.0484774
217,-0.0377354,0.0445932
218,-0.0393641,0.0448604
219,-0.0393641,0.0448604
220,-0.0393641,0.0448604
221,-0.037673,0.0486984
222,-0.0401369,0.0466331
223,-0.0401369,0.0466331
224,-0.0348423,0.0478906
225,-0.037652,0.0477556
226,-0.037652,0.0477556
227,-0.0366845,0.0509866
228,-0.0306342,0.0507451
229,-0.02637,0.0541837
230,-0.0305874,0.0538259
231,-0.0305874,0.0538259
232,-0.0281983,0.057003
233,-0.0318335,0.0549787
234,-0.037041,0.055361
235,-0.0398843,0.048686
236,-0.0343385,0.058005
237,-0.0336736,0.0523678
238,-0.0302963,0.0502384
239,-0.0372859,0.0500816
240,-0.0416255,0.0526785
241,-0.0353875,0.0517581
242,-0.0478381,0.0472239
243,-0.0476757,0.052251
244,-0.0461737,0.0452292
245,-0.0462631,0.0447694
246,-0.0462631,0.0447694
247,-0.0462631,0.0447694
248,-0.0435913,0.0418826
249,-0.0522953,0.0401173
250,-0.0458418,0.0426657
251,-0.043523,0.0403398
252,-0.0478143,0.0375591
253,-0.0485029,0.0371724
254,-0.0469559,0.0416093
255,-0.0469559,0.0416093
256,-0.045645,0.0485619
257,-0.045645,0.0485619
258,-0.0435516,0.0478824
259,-0.0408585,0.0509102
260,-0.0411604,0.0446387
261,-0.0411604,0.0446387
262,-0.0395222,0.0436428
263,-0.0347784,0.0476508
264,-0.033703,0.0496912
265,-0.033703,0.0496912
266,-0.033703,0.0496912
267,-0.033703,0.0496912
268,-0.0372373,0.0435879
269,-0.0389121,0.0445746
270,-0.0379459,0.0451605
271,-0.0379459,0.0451605
272,-0.0447772,0.0423682
273,-0.0419174,0.0470464
274,-0.0386515,0.0401032
275,-0.0414632,0.0482684
276,-0.0414632,0.0482684
