t,|deltaS|
1,0.1765
2,0.1948
3,0.5112
4,0.6485
5,0.8002
6,0.3895
7,0.3248
8,0.372
9,0.05474
10,0.7396
11,0.8924
12,0.5942
13,0.5218
14,0.3973
15,0.6931
16,0.1039
17,0.09992
18,0.4277
19,0.2662
20,0.1644
21,0.02957
22,0.1267
23,0.03425
24,0.2206
25,0.08167
26,0.07493
27,0.6128
28,0.366
29,0.3589
30,0.9674
31,0.2865
32,0.7821
33,0.03468
34,0.1509
35,0.136
36,0.0644
37,0.1548
38,0.008769
39,0.0495
40,0.08351
41,0.0459
42,0.07028
43,0.6781
44,0.3003
45,0.4215
46,0.1885
47,0.442
48,0.3265
49,0.1858
50,0.1423
51,0.8507
52,0.6558
53,0.02336
54,0.788
55,0.2797
56,0.07093
57,0.1376
58,0.09693
59,0.2797
60,0.4845
61,0.5113
62,0.05483
63,0.2134
64,0.2016
65,0.2559
66,0.1478
67,0.1507
68,0.4956
69,0.161
70,0.01566
71,0.6115
72,0.05173
73,0.2758
74,0.3447
75,0.2966
76,0.6067
77,0.3955
78,0.4669
79,0.2946
80,0.8293
81,0.1915
82,0.06105
83,0.01128
84,0.3416
85,0.8514
86,0.245
87,0.2635
88,0.4151
89,0.1589
90,0.2542
91,0.4334
92,0.03111
93,0.7525
94,0.1848
95,0.5422
96,0.06494
97,0.1828
98,0.0133
99,0.09741
100,0.5049
101,0.4808
102,1.275
103,0.3783
104,0.2269
105,0.1083
106,0.003972
107,0.1372
108,0.004594
109,0.5216
110,0.4075
111,0.697
112,0.1503
113,0.1598
114,0.05846
115,0.5225
116,0.4559
117,0.2709
118,0.06747
119,0.4007
120,0.07948
121,0.09084
122,0.4132
123,0.5281
124,0.04952
125,0.09899
126,0.1692
127,0.1503
128,0.4593
129,0.348
130,0.2392
131,0.3503
132,0.3674
133,0.1159
134,0.05924
135,0.0383
136,0.07573
137,0.2863
138,0.4793
139,0.3621
140,0.3095
141,0.1394
142,0.5363
143,0.06454
144,0.2931
145,0.357
146,0.9721
147,0.2051
148,0.07579
149,0.1566
150,0.6209
151,0.3723
152,0.179
153,0.5013
154,0.07823
155,0.3217
156,0.259
157,0.5658
158,0.06393
159,0.2698
160,0.4703
161,0.1967
162,0.06462
163,0.03485
164,0.439
165,0.2124
166,0.1159
167,0.394
168,0.3675
169,0.8318
170,0.08492
171,0.0559
172,0.1019
173,0.1953
174,0.4873
175,0.2568
176,0.1248
177,0.1905
178,0.6624
179,0.4178
180,0.1545
181,0.008048
182,0.3345
183,0.03913
184,0.6048
185,0.2104
186,0.03442
187,0.5908
188,0.3895
189,0.5211
190,0.4293
191,0.2574
192,0.4349
193,0.8503
194,0.07979
195,0.08669
196,0.5655
197,0.6027
198,0.2073
199,0.1048
200,0.1122
201,0.4853
202,0.03495
203,0.5348
204,0.293
205,0.391
206,0.223
207,1.221
208,0.3859
209,0.4201
210,0.01561
211,0.04953
212,0.03894
213,0.3957
214,0.1133
215,0.3694
216,0.3826
217,0.2719
218,0.5646
219,0.1735
220,0.1392
221,0.03637
222,0.0225
223,0.4248
224,0.05424
225,0.2179
226,0.6173
227,0.4478
228,0.1568
229,0.06926
230,0.4211
231,0.3815
232,0.3456
233,0.2768
234,0.1337
235,0.2361
236,0.01809
237,0.4361
238,0.06442
239,0.1922
240,0.1154
241,0.209
242,0.1666
243,0.3569
244,0.5127
245,0.6371
246,0.2742
247,0.03434
248,0.1244
249,0.03995
250,0.2714
251,0.4691
252,0.162
253,0.3483
254,0.3253
255,0.6029
256,0.2841
257,0.177
258,0.3792
259,0.1539
260,0.3566
261,0.3172
262,0.5161
263,0.016
264,0.003399
