t,walltime
10,9.343
20,9.376
30,9.338
40,9.373
50,9.352
60,9.334
70,9.331
80,9.326
90,9.394
100,9.404
110,9.371
120,9.35
130,9.379
140,9.38
150,9.32
160,9.374
170,9.346
180,9.339
190,9.366
200,9.349
210,9.34
220,9.344
230,9.354
240,9.352
250,9.346
260,9.359
270,9.353
280,9.384
290,9.337
300,9.373
310,9.333
320,9.351
330,9.355
340,9.333
350,9.355
360,9.353
370,9.369
380,9.422
390,9.362
400,9.326
410,9.37
420,9.302
430,9.345
440,9.371
450,9.37
460,9.317
470,9.342
480,9.348
490,9.351
500,9.382
510,9.347
520,9.324
530,9.367
540,9.394
550,9.354
560,9.353
570,9.331
580,9.373
590,9.333
600,9.349
610,9.387
620,9.348
630,9.354
640,9.371
650,9.387
660,9.362
670,9.345
680,9.388
690,9.338
700,9.341
710,9.405
720,9.366
730,9.376
740,9.41
750,9.393
760,9.366
770,9.353
780,9.367
790,9.416
800,9.406
810,9.351
820,9.389
830,9.384
840,9.407
850,9.359
860,9.369
870,9.376
880,9.35
890,9.377
900,9.387
910,9.39
920,9.406
930,9.387
940,9.373
950,9.389
960,9.368
970,9.4
980,9.405
990,9.394
1000,9.36
1010,9.368
1020,9.403
1030,9.377
1040,9.408
1050,9.421
1060,9.426
1070,9.446
1080,9.363
1090,9.354
1100,9.376
1110,9.394
1120,9.435
1130,9.435
1140,9.387
1150,9.394
1160,9.379
1170,9.384
1180,9.434
1190,9.391
1200,9.417
1210,9.371
1220,9.374
1230,9.411
1240,9.414
1250,9.37
1260,9.342
1270,9.39
1280,9.426
1290,9.397
1300,9.372
1310,9.442
1320,9.439
1330,9.452
1340,9.418
1350,9.405
1360,9.437
1370,9.452
1380,9.389
1390,9.394
1400,9.378
1410,9.441
1420,9.423
1430,9.449
1440,9.415
1450,9.455
1460,9.403
1470,9.424
1480,9.406
1490,9.427
1500,9.406
1510,9.46
1520,9.4
1530,9.4
1540,9.438
1550,9.44
1560,9.398
1570,9.428
1580,9.43
1590,9.454
1600,9.44
1610,9.412
1620,9.44
1630,9.494
1640,9.458
1650,9.446
1660,9.395
1670,9.406
1680,9.491
1690,9.442
1700,9.468
1710,9.482
1720,9.494
1730,9.487
1740,9.449
1750,9.499
1760,9.468
1770,9.427
1780,9.477
1790,9.479
1800,9.439
1810,9.532
1820,9.474
1830,9.463
1840,9.457
1850,9.478
1860,9.48
1870,9.555
1880,9.464
1890,9.449
1900,9.528
1910,9.543
1920,9.538
1930,9.494
1940,9.456
1950,9.451
1960,9.519
1970,9.514
1980,9.549
1990,9.488
2000,9.547
2010,9.506
2020,9.521
2030,9.642
2040,9.552
2050,9.503
2060,9.538
2070,9.539
2080,9.586
2090,9.544
2100,9.531
2110,9.561
2120,9.586
2130,9.624
2140,9.58
2150,9.602
2160,9.581
2170,9.577
2180,9.666
2190,9.598
2200,9.591
2210,9.62
2220,9.734
2230,9.602
2240,9.6
2250,9.626
2260,9.63
2270,9.671
2280,9.672
2290,9.624
2300,9.656
2310,9.781
2320,9.631
2330,9.627
2340,9.67
2350,9.764
2360,9.692
2370,9.698
2380,9.687
2390,9.778
2400,9.703
2410,9.704
2420,9.695
2430,9.842
2440,9.694
2450,9.694
2460,9.688
2470,9.834
2480,9.772
2490,9.761
2500,9.775
2510,9.846
2520,9.795
2530,9.722
2540,9.931
2550,9.783
2560,9.823
2570,9.85
2580,9.857
2590,9.807
2600,9.807
2610,9.957
2620,9.834
2630,9.841
2640,9.952
2650,9.896
2660,9.833
2670,9.842
2680,9.877
2690,9.811
2700,9.838
2710,9.993
2720,9.864
2730,9.82
2740,9.991
2750,9.85
2760,9.83
2770,10.06
2780,9.859
2790,9.908
2800,10.06
2810,9.913
2820,9.946
2830,10.1
2840,9.941
2850,9.961
2860,10.16
2870,9.918
2880,9.936
2890,10.17
2900,9.973
2910,9.997
2920,10.19
2930,9.968
2940,10.15
2950,9.969
2960,10.01
2970,10.19
2980,10.04
2990,10.01
3000,10.18
3010,10.04
3020,9.932
3030,10.1
3040,9.997
3050,10.26
3060,10.01
3070,10.03
3080,10.28
3090,10.08
3100,10.28
3110,10.07
3120,10.07
3130,10.3
3140,10.11
3150,10.34
3160,10.08
3170,10.09
3180,10.34
3190,10.13
3200,10.4
3210,10.18
3220,10.22
3230,10.07
3240,10.09
3250,10.42
3260,10.12
3270,10.46
3280,10.18
3290,10.38
3300,10.21
3310,10.19
3320,10.41
3330,10.2
3340,10.49
3350,10.21
3360,10.5
3370,10.21
3380,10.49
3390,10.26
3400,10.52
3410,10.26
3420,10.43
3430,10.33
3440,10.39
3450,10.44
3460,10.26
3470,10.54
3480,10.25
3490,10.59
3500,10.27
