MDTU,plaq,Re(det),Im(det),link
1,0.0555263,0.0583301,0.0292855,0.0955535
2,0.0571425,0.0491901,0.0224153,0.0950776
3,0.0645843,0.0476574,0.0167879,0.0710199
4,0.0569798,0.064675,0.0276168,0.084763
5,0.0569798,0.064675,0.0276168,0.084763
6,0.0735182,0.0768356,0.0235092,0.0895839
7,0.0489123,0.0468265,0.0201713,0.0810638
8,0.0489123,0.0468265,0.0201713,0.0810638
9,0.0491568,0.0405363,0.0204628,0.0927653
10,0.0491568,0.0405363,0.0204628,0.0927653
11,0.0513496,0.0501135,0.0246182,0.0824781
12,0.0448545,0.0443911,0.0261046,0.0761499
13,0.0472358,0.0445426,0.0231439,0.0768295
14,0.0472358,0.0445426,0.0231439,0.0768295
15,0.0472358,0.0445426,0.0231439,0.0768295
16,0.0575641,0.0592572,0.0287602,0.0759386
17,0.0495555,0.0527732,0.0309139,0.0753887
18,0.0393055,0.0334696,0.0210837,0.0804222
19,0.0536721,0.0547509,0.0239027,0.0856887
20,0.0420598,0.0463624,0.0249094,0.0729182
21,0.0595174,0.0569047,0.0243825,0.0861923
22,0.0536683,0.0549537,0.0227909,0.105145
23,0.04389,0.0404725,0.0208043,0.0991723
24,0.0421899,0.0370708,0.0195814,0.0898154
25,0.0316339,0.0319134,0.025348,0.0905071
26,0.0442673,0.0441133,0.0261857,0.083306
27,0.0454211,0.0408162,0.0218543,0.0840941
28,0.0447032,0.0404296,0.0214894,0.0994605
29,0.0365075,0.0375054,0.0268905,0.0737625
30,0.0365075,0.0375054,0.0268905,0.0737625
31,0.0383931,0.0292366,0.0190377,0.0936141
32,0.0488683,0.0407915,0.0210206,0.0948512
33,0.0553054,0.0501326,0.0222096,0.0745139
34,0.0573176,0.0460644,0.0194197,0.0764946
35,0.0698256,0.0594649,0.0184771,0.0842013
36,0.0695717,0.0604033,0.0214578,0.0752992
37,0.0441819,0.0419231,0.0236363,0.0949328
38,0.052232,0.0538001,0.0273246,0.0769751
39,0.0581115,0.0674628,0.0258433,0.0897398
40,0.043936,0.0414525,0.0222174,0.0967355
41,0.0411539,0.0350527,0.0229082,0.0901005
42,0.0378739,0.0357756,0.020308,0.0903562
43,0.0391716,0.04099,0.0238518,0.099342
44,0.0407625,0.0448581,0.0301726,0.0775835
45,0.0517787,0.0561676,0.0294445,0.0811582
46,0.0517787,0.0561676,0.0294445,0.0811582
47,0.0649268,0.0578335,0.0209102,0.0753856
48,0.0649268,0.0578335,0.0209102,0.0753856
49,0.0463241,0.0373917,0.0204493,0.0765036
50,0.050364,0.0423527,0.0211803,0.0836462
51,0.0383188,0.0318226,0.0212923,0.0914829
52,0.0503987,0.0684608,0.0300144,0.0915131
53,0.0585926,0.0717935,0.0293933,0.0864834
54,0.0411767,0.0419888,0.0249097,0.0813355
55,0.0411767,0.0419888,0.0249097,0.0813355
56,0.0412115,0.0532923,0.0324861,0.0603147
57,0.0448347,0.0451391,0.0278935,0.095054
58,0.060302,0.0781697,0.0335217,0.0671359
