MDTU,S_B
1,0.993725
2,0.996203
3,0.992228
4,1.00249
5,1.00249
6,1.00962
7,1.00467
8,1.00467
9,0.996749
10,0.996749
11,0.996032
12,1.00557
13,1.00147
14,1.00147
15,1.00147
16,1.0006
17,0.999554
18,0.997953
19,0.998799
20,0.992512
21,0.999464
22,0.997047
23,0.989843
24,0.99521
25,1.00147
26,0.999663
27,1.00304
28,1.01687
29,1.00417
30,1.00417
31,1.00079
32,1.00422
33,1.00638
34,0.991708
35,1.00349
36,1.00045
37,1.00318
38,1.00138
39,1.00675
40,0.993163
41,0.993396
42,0.990837
43,0.990291
44,0.993947
45,0.992263
46,0.992263
47,0.991855
48,0.991855
49,0.998974
50,0.999914
51,1.00916
52,1.0063
53,0.995932
54,0.995761
55,0.995761
56,0.994388
57,0.995562
58,1.00242
59,0.993093
60,0.991898
61,0.999113
62,0.992247
63,0.995154
64,0.998649
65,0.987386
66,0.996321
67,0.993529
68,1.0014
69,0.999287
70,0.992498
71,0.997029
72,1.001
73,1.00056
74,1.00279
75,1.00115
76,0.996759
77,0.996759
78,0.990929
79,0.997236
80,0.997236
81,0.99922
82,1.00262
83,0.999826
84,0.996367
85,0.997304
86,1.0027
87,1.00444
88,1.00873
89,0.997234
90,0.996208
91,0.994264
92,0.99597
93,0.987093
94,0.998716
95,1.00404
96,1.00094
97,1.00094
98,0.990944
99,0.995926
100,0.997496
101,1.00384
102,1.00384
103,0.989286
104,1.00168
105,0.994999
106,1.00087
107,1.00006
108,0.997342
109,0.997176
110,0.998211
111,1.0028
112,1.00323
113,0.999651
114,0.998822
115,1.0068
116,1.00007
117,0.989938
118,0.999088
119,1.006
120,1.00757
121,1.00244
122,0.993003
123,0.999862
124,1.00271
125,0.993877
126,0.997793
127,0.982747
128,0.997972
129,0.997972
130,0.992179
131,0.993138
132,0.997025
133,0.989776
134,0.993351
135,0.995857
136,0.995466
137,1.00043
138,0.995439
139,0.993059
140,0.993059
141,0.992532
142,0.992532
143,0.992055
144,1.00049
145,0.99803
146,0.99803
147,0.99936
148,0.988442
149,0.997476
150,1.00128
151,1.00128
152,1.00441
153,1.00509
154,1.00421
155,0.998402
156,0.989298
157,1.0004
158,0.997015
159,0.997956
160,0.992112
161,0.998737
162,0.998901
163,0.997255
164,0.997255
165,0.988598
166,0.99898
167,0.987834
168,0.996274
169,0.995395
170,0.994899
171,0.98568
172,0.991366
173,0.988434
174,0.990583
175,0.99204
176,0.989969
177,0.99209
178,0.991821
179,0.996472
180,0.997495
181,0.998356
182,0.999067
183,0.993067
184,0.993067
185,0.988932
186,0.993833
187,0.99699
188,0.993515
189,0.988667
190,0.990943
191,0.98513
192,0.998922
193,0.997959
194,0.989894
195,0.996326
196,1.00466
197,0.996838
198,1.00611
199,0.992473
200,0.997698
201,0.992407
202,0.987503
203,0.998391
204,1.00514
205,0.998725
206,1.00255
207,1.00255
208,0.991775
209,0.994583
210,0.996354
211,0.995609
212,0.987053
213,0.993303
214,1.00298
215,1.00298
216,0.992837
217,0.999127
218,0.999127
219,1.00811
220,0.993503
221,1.00231
222,0.994518
223,0.993321
224,1.00017
225,0.992498
226,1.00264
227,1.00031
228,0.997432
229,0.99399
230,0.986071
231,0.986071
232,0.993163
233,0.99692
234,0.991361
235,0.997555
236,0.992369
237,0.994749
238,0.999397
239,0.990957
240,0.993117
241,0.997764
242,0.997764
243,0.989648
244,1.00765
245,0.99683
246,0.990199
247,1.00265
248,0.998288
249,0.997551
250,0.997705
251,0.990059
252,0.993831
253,1.00197
254,1.00197
255,1.00197
256,1.00197
257,1.0007
258,1.00446
259,0.993921
260,0.99981
261,0.99981
262,0.99981
263,1.0005
264,1.00195
265,1.00195
266,0.997371
267,0.997252
268,1.0077
269,1.003
270,1.003
271,1.003
272,1.003
273,0.99723
274,0.989829
275,0.988453
276,0.988453
277,0.995513
278,0.992345
279,0.994441
280,0.9943
281,0.991201
282,0.991201
283,0.991558
284,0.994012
285,0.999742
286,1.00025
287,1.00132
288,0.999615
289,0.994124
290,1.00413
291,0.989476
292,0.994138
293,0.990199
294,0.999122
295,0.990818
296,0.990511
297,0.99328
298,0.994935
299,0.994935
300,0.990302
301,0.99288
302,1.00072
303,0.991332
304,0.991332
305,0.982784
306,0.997703
307,0.997703
308,0.984069
309,0.98337
310,0.995868
311,0.993875
312,0.993875
313,0.993915
314,0.991059
315,0.991059
316,0.998176
317,0.992635
318,0.985659
319,0.985659
320,0.991582
321,0.993402
322,0.998482
323,0.998482
324,0.992195
325,0.992841
326,0.984485
327,0.984485
328,0.984485
329,0.992388
330,0.992388
331,0.990475
332,0.990009
333,0.998626
334,0.990341
335,0.997052
336,0.991095
337,0.995724
338,1.00509
339,1.00015
340,0.996678
341,1.0055
342,0.996068
343,0.990914
344,0.990914
345,0.991663
346,1.00843
347,1.00843
348,0.990437
349,0.98798
350,0.998115
351,1.00428
352,0.999157
353,0.999157
354,0.994085
355,0.998743
356,0.998743
357,0.992187
358,0.992187
359,0.991871
360,1.00245
361,0.993896
362,0.989414
363,0.99538
364,1.00422
365,1.00422
366,0.998179
367,0.997937
368,0.992022
369,0.998468
370,1.00331
371,1.00749
372,0.994211
373,0.996878
374,0.996878
375,1.00734
376,1.00482
377,1.00228
378,0.991513
379,0.991398
380,0.994051
381,0.994051
382,0.991017
383,0.998436
384,0.998436
385,0.992669
386,0.99229
387,0.997009
388,0.993831
389,0.998318
390,0.999175
391,0.991831
392,1.0003
393,0.994944
394,1.00594
395,0.999266
396,0.995134
397,0.994324
398,0.994324
399,0.994324
400,0.998118
401,0.994584
402,0.992706
403,0.994755
404,0.993457
405,0.988308
406,0.993695
407,1.00308
408,0.994875
409,0.990794
410,0.993406
411,1.00219
412,1.00219
413,1.00219
414,0.990447
415,1.00189
416,0.99922
417,1.00049
418,0.99024
419,0.99024
420,0.994098
421,0.991365
422,0.99105
423,0.993007
424,1.00062
425,0.996179
426,0.994102
427,1.00706
428,1.00218
429,1.00022
430,0.999077
431,0.999077
432,0.99818
433,1.0074
434,1.00589
435,0.990672
436,1.00215
437,1.00291
438,0.9997
439,0.986304
440,0.998924
441,0.999244
442,1.005
443,0.999809
444,0.999873
445,0.998317
446,0.998317
447,0.998317
448,0.991919
449,0.991919
450,0.99146
451,0.984822
452,0.987587
453,0.989233
454,0.989233
455,0.989233
456,0.997188
457,0.997188
458,0.995939
459,0.995939
460,0.997617
461,0.996638
462,0.989301
463,0.999557
464,0.994403
465,0.994403
466,1.00091
467,1.00088
468,0.990271
469,0.994222
470,0.994222
471,0.995835
472,1.00172
473,1.00447
474,1.00671
475,0.995793
476,0.995793
477,1.0041
478,1.00987
479,0.998548
480,0.99336
481,1.00036
482,0.993973
483,0.999186
484,0.995688
485,0.998522
486,0.989305
487,1.00384
488,1.00384
489,1.0057
490,1.0057
491,1.0057
492,0.999099
493,1.00081
494,1.00061
495,0.990836
496,1.00321
497,0.995079
498,0.995702
499,0.996742
500,0.988069
501,0.994207
502,0.994207
503,0.994207
504,1.0015
505,1.00392
506,1.00359
507,0.999288
508,0.999288
509,0.999288
510,0.987369
511,0.995039
512,1.00088
513,1.00088
514,1.00339
515,1.00339
516,1.00104
517,1.00228
518,1.00091
519,0.994193
520,0.994193
521,0.994193
522,0.995796
523,0.990647
524,0.989688
525,0.998111
526,0.997858
527,0.993205
528,0.993205
529,0.993205
530,0.993205
531,0.992101
532,0.998635
533,0.998635
534,0.9901
535,0.996953
536,0.99047
537,0.988667
538,0.996078
539,0.997484
540,0.989796
541,1.00296
542,0.995412
543,0.998248
544,0.998248
545,1.00143
546,0.99438
547,0.993519
548,0.988809
549,1.00185
550,0.998464
551,1.00335
552,0.999717
553,1.00319
554,0.993529
555,1.00686
556,1.00686
557,1.00226
558,1.00777
559,0.997211
560,1.00533
561,1.01409
562,1.00693
563,1.00055
564,1.00029
565,0.992348
566,1.00341
567,0.992646
568,0.991445
569,0.991445
570,0.996428
571,1.00456
572,0.995492
573,0.994696
574,1.00172
575,0.996965
576,0.988601
577,0.997442
578,1.00065
579,0.999879
580,1.00499
581,1.00499
582,0.987104
583,1.00255
584,0.996843
585,0.990656
586,0.990656
587,0.995702
588,0.990656
589,0.991922
590,0.99832
591,0.99398
592,0.99398
593,0.998153
594,0.998153
595,0.998768
596,0.997273
597,0.996592
598,1.00035
599,1.00035
600,0.998895
601,0.998895
602,1.00207
603,1.00009
604,1.00023
605,0.994997
606,1.00099
607,0.998631
608,0.999141
609,1.00359
610,0.994562
611,0.995412
612,0.99444
613,0.990891
614,0.994411
615,0.994411
616,1.0023
617,0.998046
618,0.998046
619,0.996067
620,0.993596
621,0.993596
622,0.993596
623,0.993596
624,1.00225
625,0.996809
626,1.00308
627,0.996033
628,0.996565
629,0.996113
630,1.00444
631,1.00444
632,1.00444
633,0.999802
634,0.99839
635,0.988856
636,0.993355
637,0.993355
638,0.993355
639,0.991258
640,0.992242
641,0.993421
642,0.998667
643,0.994538
644,0.998163
645,0.990336
646,0.997398
647,0.999749
648,1.00109
649,0.991193
650,0.991903
651,0.992569
652,0.992569
653,1.00452
654,1.00508
655,1.00859
656,1.00199
657,0.99557
658,0.99557
659,1.00135
660,0.999301
661,0.994631
662,1.00721
663,1.00544
664,1.00544
665,0.995638
666,0.985003
667,0.991196
668,0.994008
669,0.98816
670,0.991393
671,0.991393
672,0.991613
673,0.999578
674,0.999578
675,0.997042
676,0.991273
677,0.99508
678,0.993539
679,0.993669
680,0.993669
681,0.99081
682,0.99081
683,0.993303
684,0.991968
685,0.996664
686,0.994773
687,0.995965
688,0.990417
689,0.997201
690,0.984855
691,0.993227
692,0.990712
693,0.993338
694,0.990372
695,1.00036
696,0.998356
697,0.995537
698,0.994819
699,0.994819
700,0.999049
701,0.997004
702,0.993459
703,0.991727
704,0.997383
705,1.00057
706,0.994501
707,0.99714
708,0.99714
709,1.00678
710,0.999367
711,1.00479
712,1.00182
713,0.996296
714,0.995397
715,0.996507
716,0.981209
717,0.996226
718,0.993073
719,0.990077
720,0.990077
721,0.999706
722,0.995544
723,1.00281
724,0.994643
725,0.996955
726,1.00053
727,1.00512
728,1.00574
729,1.0114
730,1.0114
731,1.0114
732,1.0114
733,1.0055
734,0.992922
735,0.985853
736,1.00087
737,1.00087
738,1.00212
739,1.00212
740,0.993824
741,1.00446
742,0.998425
743,0.998425
744,0.99668
745,0.99668
746,0.999678
747,0.99586
748,0.988291
749,0.991963
750,1.00574
751,0.998284
752,0.998835
753,1.0023
754,1.00296
755,1.00012
756,0.998368
757,0.997662
758,1.00051
759,1.00098
760,1.00098
761,1.00065
762,0.992287
763,0.992287
764,1.00151
765,0.997456
766,1.00554
767,1.00554
768,1.00387
769,1.00267
770,0.993776
771,0.991853
772,1.00153
773,1.00153
774,1.00354
775,1.00354
776,1.00208
777,0.999438
778,0.996204
779,1.00506
780,1.00388
781,1.00125
782,1.005
783,0.999392
784,0.99464
785,0.998933
786,0.998933
787,0.998399
788,0.994121
789,1.00006
790,1.00118
791,0.999637
792,0.997679
793,0.990508
794,0.993746
795,0.993746
796,0.993746
797,0.993746
798,0.995957
799,0.990839
800,0.99243
801,0.987275
802,0.990041
803,1.00742
804,1.00067
805,1.00541
806,1.0032
807,1.00332
808,1.0056
809,1.00199
810,1.0036
811,0.999017
812,0.999017
813,0.999017
814,1.00106
815,0.991857
816,0.991857
817,0.991857
818,0.992474
819,0.996541
820,0.990112
821,0.993876
822,0.987107
823,0.983725
824,0.999645
825,0.990229
826,0.990229
827,0.982608
828,0.991096
829,0.998908
830,0.998715
831,0.998715
832,0.99788
833,1.00057
834,1.0013
835,0.996831
836,0.989296
837,0.99895
