t,cost
10,5.6058
20,5.6256
30,5.6028
40,5.6238
50,5.6112
60,5.6004
70,5.5986
80,5.5956
90,5.6364
100,5.6424
110,5.6226
120,5.61
130,5.6274
140,5.628
150,5.592
160,5.6244
170,5.6076
180,5.6034
190,5.6196
200,5.6094
210,5.604
220,5.6064
230,5.6124
240,5.6112
250,5.6076
260,5.6154
270,5.6118
280,5.6304
290,5.6022
300,5.6238
310,5.5998
320,5.6106
330,5.613
340,5.5998
350,5.613
360,5.6118
370,5.6214
380,5.6532
390,5.6172
400,5.5956
410,5.622
420,5.5812
430,5.607
440,5.6226
450,5.622
460,5.5902
470,5.6052
480,5.6088
490,5.6106
500,5.6292
510,5.6082
520,5.5944
530,5.6202
540,5.6364
550,5.6124
560,5.6118
570,5.5986
580,5.6238
590,5.5998
600,5.6094
610,5.6322
620,5.6088
630,5.6124
640,5.6226
650,5.6322
660,5.6172
670,5.607
680,5.6328
690,5.6028
700,5.6046
710,5.643
720,5.6196
730,5.6256
740,5.646
750,5.6358
760,5.6196
770,5.6118
780,5.6202
790,5.6496
800,5.6436
810,5.6106
820,5.6334
830,5.6304
840,5.6442
850,5.6154
860,5.6214
870,5.6256
880,5.61
890,5.6262
900,5.6322
910,5.634
920,5.6436
930,5.6322
940,5.6238
950,5.6334
960,5.6208
970,5.64
980,5.643
990,5.6364
1000,5.616
1010,5.6208
1020,5.6418
1030,5.6262
1040,5.6448
1050,5.6526
1060,5.6556
1070,5.6676
1080,5.6178
1090,5.6124
1100,5.6256
1110,5.6364
1120,5.661
1130,5.661
1140,5.6322
1150,5.6364
1160,5.6274
1170,5.6304
1180,5.6604
1190,5.6346
1200,5.6502
1210,5.6226
1220,5.6244
1230,5.6466
1240,5.6484
1250,5.622
1260,5.6052
1270,5.634
1280,5.6556
1290,5.6382
1300,5.6232
1310,5.6652
1320,5.6634
1330,5.6712
1340,5.6508
1350,5.643
1360,5.6622
1370,5.6712
1380,5.6334
1390,5.6364
1400,5.6268
1410,5.6646
1420,5.6538
1430,5.6694
1440,5.649
1450,5.673
1460,5.6418
1470,5.6544
1480,5.6436
1490,5.6562
1500,5.6436
1510,5.676
1520,5.64
1530,5.64
1540,5.6628
1550,5.664
1560,5.6388
1570,5.6568
1580,5.658
1590,5.6724
1600,5.664
1610,5.6472
1620,5.664
1630,5.6964
1640,5.6748
1650,5.6676
1660,5.637
1670,5.6436
1680,5.6946
1690,5.6652
1700,5.6808
1710,5.6892
1720,5.6964
1730,5.6922
1740,5.6694
1750,5.6994
1760,5.6808
1770,5.6562
1780,5.6862
1790,5.6874
1800,5.6634
1810,5.7192
1820,5.6844
1830,5.6778
1840,5.6742
1850,5.6868
1860,5.688
1870,5.733
1880,5.6784
1890,5.6694
1900,5.7168
1910,5.7258
1920,5.7228
1930,5.6964
1940,5.6736
1950,5.6706
1960,5.7114
1970,5.7084
1980,5.7294
1990,5.6928
2000,5.7282
2010,5.7036
2020,5.7126
2030,5.7852
2040,5.7312
2050,5.7018
2060,5.7228
2070,5.7234
2080,5.7516
2090,5.7264
2100,5.7186
2110,5.7366
2120,5.7516
2130,5.7744
2140,5.748
2150,5.7612
2160,5.7486
2170,5.7462
2180,5.7996
2190,5.7588
2200,5.7546
2210,5.772
2220,5.8404
2230,5.7612
2240,5.76
2250,5.7756
2260,5.778
2270,5.8026
2280,5.8032
2290,5.7744
2300,5.7936
2310,5.8686
2320,5.7786
2330,5.7762
2340,5.802
2350,5.8584
2360,5.8152
2370,5.8188
2380,5.8122
2390,5.8668
2400,5.8218
2410,5.8224
2420,5.817
2430,5.9052
2440,5.8164
2450,5.8164
2460,5.8128
2470,5.9004
2480,5.8632
2490,5.8566
2500,5.865
2510,5.9076
2520,5.877
2530,5.8332
2540,5.9586
2550,5.8698
2560,5.8938
2570,5.91
2580,5.9142
2590,5.8842
2600,5.8842
2610,5.9742
2620,5.9004
2630,5.9046
2640,5.9712
2650,5.9376
2660,5.8998
2670,5.9052
2680,5.9262
2690,5.8866
2700,5.9028
2710,5.9958
2720,5.9184
2730,5.892
2740,5.9946
2750,5.91
2760,5.898
2770,6.036
2780,5.9154
2790,5.9448
2800,6.036
2810,5.9478
2820,5.9676
2830,6.06
2840,5.9646
2850,5.9766
2860,6.096
2870,5.9508
2880,5.9616
2890,6.102
2900,5.9838
2910,5.9982
2920,6.114
2930,5.9808
2940,6.09
2950,5.9814
2960,6.006
2970,6.114
2980,6.024
2990,6.006
3000,6.108
3010,6.024
3020,5.9592
3030,6.06
3040,5.9982
3050,6.156
3060,6.006
3070,6.018
3080,6.168
3090,6.048
3100,6.168
3110,6.042
3120,6.042
3130,6.18
3140,6.066
3150,6.204
3160,6.048
3170,6.054
3180,6.204
3190,6.078
3200,6.24
3210,6.108
3220,6.132
3230,6.042
3240,6.054
3250,6.252
3260,6.072
3270,6.276
3280,6.108
3290,6.228
3300,6.126
3310,6.114
3320,6.246
3330,6.12
3340,6.294
3350,6.126
3360,6.3
3370,6.126
3380,6.294
3390,6.156
3400,6.312
3410,6.156
3420,6.258
3430,6.198
3440,6.234
3450,6.264
3460,6.156
3470,6.324
3480,6.15
3490,6.354
3500,6.162
