MDTU,min_width,max_width
1,0.0503772,0.0414839
2,0.0574104,0.0432031
3,0.0369181,0.0340886
4,0.042744,0.0384483
5,0.042744,0.0384483
6,0.0445448,0.0450027
7,0.0397514,0.0378097
8,0.0397514,0.0378097
9,0.047628,0.0335677
10,0.047628,0.0335677
11,0.046498,0.0398456
12,0.0421823,0.0377951
13,0.039765,0.0387934
14,0.039765,0.0387934
15,0.039765,0.0387934
16,0.0393442,0.0361892
17,0.0387679,0.0352019
18,0.0426289,0.0389375
19,0.042194,0.0429163
20,0.0403559,0.0339339
21,0.0416703,0.0415172
22,0.0601054,0.0469507
23,0.0520536,0.0464937
24,0.0478029,0.0454346
25,0.0472154,0.0421638
26,0.0425619,0.0392896
27,0.0462036,0.0404226
28,0.0512287,0.0466011
29,0.0374703,0.0371999
30,0.0374703,0.0371999
31,0.0522319,0.0428957
32,0.055679,0.0459752
33,0.0459928,0.0321612
34,0.0440714,0.0315901
35,0.0460384,0.0390867
36,0.0383885,0.0377362
37,0.046872,0.0467341
38,0.0434731,0.0360892
39,0.0466881,0.0443693
40,0.053012,0.0460906
41,0.0496355,0.0451767
42,0.0500566,0.0436435
43,0.0539465,0.0430068
44,0.0424077,0.0388237
45,0.0464935,0.0361587
46,0.0464935,0.0361587
47,0.040387,0.036437
48,0.040387,0.036437
49,0.0394947,0.0412162
50,0.0426295,0.0398063
51,0.045615,0.0456839
52,0.0476489,0.0434422
53,0.0482456,0.0431176
54,0.0409961,0.0354364
55,0.0409961,0.0354364
56,0.0342972,0.0274013
57,0.0512431,0.0439252
58,0.0407124,0.0306291
59,0.0559781,0.0524037
60,0.0396238,0.0352533
61,0.0470611,0.0361089
62,0.0540076,0.0406471
63,0.0520091,0.0418443
64,0.0370895,0.0390277
65,0.0370632,0.0334852
66,0.0427131,0.0418621
67,0.0562005,0.0482481
68,0.0426676,0.0393469
69,0.0469401,0.0413201
70,0.0480484,0.0430418
71,0.0395892,0.0446049
72,0.0447891,0.0409556
73,0.0451243,0.0426272
74,0.0463979,0.0419261
75,0.0389482,0.0350579
76,0.0507024,0.043732
77,0.0507024,0.043732
78,0.0407829,0.0380265
79,0.0441962,0.0349
80,0.0441962,0.0349
81,0.0487225,0.0337074
82,0.0506475,0.0418529
83,0.0498232,0.0391617
84,0.0374867,0.0300169
85,0.0478799,0.0399786
86,0.0392477,0.0387584
87,0.0342259,0.0354955
88,0.0399637,0.0377561
