t,cg_iters
1,7198
2,7262
3,7276
4,7285
5,7290
6,7291
7,7283
8,7258
9,7415
10,7418
11,7294
12,7198
13,7306
14,7462
15,7361
16,7367
17,7311
18,7245
19,7371
20,7391
21,7303
22,7175
23,7354
24,7224
25,7123
26,7257
27,7270
28,7262
29,7339
30,7313
31,7331
32,7335
33,7346
34,7547
35,7256
36,7276
37,7341
38,7263
39,7316
40,7340
41,7302
42,7282
43,7206
44,7299
45,7257
46,7336
47,7310
48,7368
49,7355
50,7336
51,7329
52,7157
53,7215
54,7221
55,7328
56,7390
57,7237
58,7230
59,7231
60,7357
61,7233
62,7249
63,7245
64,7331
65,7367
66,7242
67,7317
68,7300
69,7311
70,7259
71,7200
72,7314
73,7244
74,7343
75,7212
76,7262
77,7341
78,7283
79,7369
80,7239
81,7340
82,7303
83,7359
84,7378
85,7368
86,7414
87,7399
88,7352
89,7232
90,7307
91,7260
92,7397
93,7391
94,7362
95,7377
96,7306
97,7379
98,7431
99,7321
100,7422
101,7264
102,7345
103,7302
104,7359
105,7355
106,7417
107,7330
108,7259
109,7349
110,7265
111,7293
112,7420
113,7351
114,7358
115,7315
116,7170
117,7324
118,7164
119,7318
120,7191
121,7326
122,7335
123,7314
124,7344
125,7439
126,7368
127,7319
128,7306
129,7329
130,7339
131,7313
132,7252
133,7286
134,7274
135,7330
136,7330
137,7402
138,7293
139,7300
140,7391
141,7331
142,7294
143,7319
144,7239
145,7183
146,7263
147,7251
148,7223
149,7281
150,7323
151,7325
152,7368
153,7311
154,7357
155,7374
156,7296
157,7365
158,7423
159,7274
160,7248
161,7299
162,7284
163,7231
164,7275
165,7281
166,7216
167,7259
168,7230
169,7416
170,7345
171,7322
172,7252
173,7298
174,7218
175,7228
176,7237
177,7300
178,7366
179,7343
180,7320
181,7283
182,7336
183,7258
184,7311
185,7218
186,7235
187,7324
188,7358
189,7334
190,7353
191,7280
192,7292
193,7412
194,7250
195,7222
196,7254
197,7219
198,7282
199,7321
200,7424
201,7330
202,7347
203,7277
204,7249
205,7220
206,7367
207,7283
208,7347
209,7275
210,7244
211,7327
212,7363
213,7300
214,7231
215,7337
216,7274
217,7269
218,7320
219,7251
220,7166
221,7248
222,7176
223,7292
224,7224
225,7342
226,7273
227,7246
228,7364
229,7365
230,7324
231,7291
232,7273
233,7361
234,7262
235,7281
236,7321
237,7339
238,7311
239,7288
240,7336
241,7306
242,7278
243,7282
244,7294
245,7342
246,7259
247,7208
248,7264
249,7298
250,7242
251,7310
252,7243
253,7288
254,7252
255,7274
256,7347
257,7285
258,7387
259,7323
260,7379
261,7272
262,7272
263,7333
264,7263
265,7311
266,7252
267,7328
268,7261
269,7314
270,7401
271,7322
272,7338
273,7239
274,7288
275,7366
276,7347
277,7335
278,7279
279,7381
280,7347
281,7281
282,7230
283,7275
284,7306
285,7341
286,7321
287,7218
288,7283
289,7294
290,7337
291,7241
292,7229
293,7361
294,7296
295,7451
296,7263
297,7260
298,7304
299,7330
300,7320
301,7305
302,7249
303,7224
304,7330
305,7322
306,7257
307,7273
308,7322
309,7367
310,7297
311,7322
312,7283
313,7276
314,7244
315,7251
316,7282
317,7244
318,7340
319,7304
320,7310
321,7289
322,7286
323,7229
324,7246
325,7358
326,7264
327,7384
328,7360
329,7343
330,7383
331,7367
332,7333
333,7364
334,7227
335,7203
336,7350
337,7326
338,7167
339,7309
340,7247
341,7329
342,7359
343,7329
