MDTU,plaq
1,1.00941
2,0.993667
3,0.978215
4,1.01571
5,1.01571
6,1.01139
7,0.993933
8,0.993933
9,0.988904
10,0.988904
11,1.00078
12,1.00163
13,0.993669
14,0.993669
15,0.993669
16,1.00577
17,1.00986
18,0.994657
19,1.00465
20,1.01017
21,1.0032
22,1.00411
23,0.993494
24,0.991697
25,1.00454
26,1.00421
27,0.993874
28,0.993906
29,1.00425
30,1.00425
31,0.977957
32,0.988465
33,0.995401
34,0.984389
35,0.985473
36,0.98922
37,0.998331
38,1.00427
39,1.01342
40,0.996854
41,0.993008
42,0.995179
43,1.00973
44,1.01608
45,1.0093
46,1.0093
47,0.99177
48,0.99177
49,0.985173
50,0.985347
51,0.989145
52,1.0293
53,1.02419
54,1.00671
55,1.00671
56,1.02811
57,1.00727
58,1.03161
59,1.03327
60,1.01964
61,1.03257
62,1.01595
63,1.01079
64,1.0092
65,0.996499
66,0.992898
67,0.985376
68,1.0183
69,1.01152
70,1.0057
71,1.01182
72,1.001
73,0.981677
74,0.999335
75,0.986819
76,0.98711
77,0.98711
78,0.990815
79,0.994686
80,0.994686
81,0.987525
82,0.978921
83,0.991363
84,1.00449
85,0.988492
86,1.00495
87,0.998422
88,0.998618
89,0.99667
90,1.00396
91,1.02081
92,1.01692
93,0.989149
94,0.992864
95,1.00406
96,1.00137
97,1.00137
98,0.980377
99,0.97601
100,0.992518
101,0.988851
102,0.988851
103,0.975814
104,0.986402
105,0.992539
106,0.992369
107,0.996736
108,1.00424
109,0.999826
110,1.00671
111,1.01107
112,1.00171
113,0.986635
114,0.993529
115,0.996132
116,0.990205
117,0.987602
118,0.981459
119,0.979663
120,0.972301
121,0.964159
122,0.980656
123,0.988314
124,0.992242
125,0.954834
126,0.951497
127,0.952993
128,1.00354
129,1.00354
130,1.0069
131,1.00118
132,0.989759
133,0.985111
134,0.984409
135,0.999732
136,1.01217
137,1.0256
138,1.0101
139,0.993626
140,0.993626
141,0.992351
142,0.992351
143,0.98498
144,0.994013
145,1.0002
146,1.0002
147,0.990321
148,0.979915
149,0.988506
150,0.986152
151,0.986152
152,0.99012
153,0.989017
154,1.0007
155,1.01787
156,1.01468
157,1.03784
158,1.04601
159,1.04223
160,1.03847
161,1.04169
162,1.03496
163,1.02625
164,1.02625
165,1.02779
166,1.02178
167,1.00382
168,1.0003
169,1.02527
170,1.01641
171,0.992914
172,0.998639
173,0.987559
174,1.00806
175,1.02952
176,1.02987
177,1.01371
178,1.03003
179,1.02074
180,1.01055
181,1.02394
182,1.02838
183,1.01849
184,1.01849
185,1.016
186,1.00303
187,1.02944
188,1.01379
189,0.998081
190,0.968204
191,0.973554
192,1.00011
193,0.989747
194,0.986034
195,0.985474
196,1.0047
197,1.01718
198,1.03902
199,1.0279
200,1.00567
201,0.991208
202,1.00536
203,1.03545
204,1.0503
205,1.04584
206,1.04425
207,1.04425
208,1.03821
209,1.03368
210,1.02734
211,1.02135
212,1.01206
213,0.994646
214,0.991407
215,0.991407
216,0.982072
217,0.985485
218,0.985485
219,1.00053
220,0.98307
221,0.993458
222,0.988628
223,0.973615
224,0.987511
225,0.979038
226,1.0061
227,1.00281
228,0.99321
229,1.00954
230,1.00785
231,1.00785
232,1.02748
233,1.01711
234,0.996293
235,0.995233
236,0.990655
237,0.991917
238,0.995541
239,0.974901
240,0.976425
241,0.989186
242,0.989186
243,0.973983
244,0.995684
245,0.978137
246,0.96654
247,0.967349
248,0.966403
249,0.959854
250,0.971125
251,0.974386
252,0.980577
253,0.993276
254,0.993276
255,0.993276
256,0.993276
257,0.986328
258,0.998997
259,0.989106
260,1.00052
261,1.00052
262,1.00052
263,1.00555
264,1.01223
265,1.01223
266,1.00684
267,1.01485
268,1.0152
269,1.01018
270,1.01018
271,1.01018
272,1.01018
273,0.996154
274,1.00738
275,1.01057
276,1.01057
277,1.02873
278,1.03699
279,1.0344
280,1.00381
281,1.00324
282,1.00324
283,0.987701
284,0.977764
285,0.975708
286,0.976086
287,0.980985
288,0.975618
289,0.973402
290,0.984037
291,0.966852
292,0.980776
293,0.971333
294,1.01628
295,1.00102
296,0.993683
297,0.996823
298,1.00851
299,1.00851
300,1.01149
301,1.02711
302,1.00426
303,1.00946
304,1.00946
305,1.00754
306,1.02464
307,1.02464
308,1.0166
309,1.01002
310,1.00892
311,1.01733
312,1.01733
313,1.014
314,1.01719
315,1.01719
316,1.01244
317,1.01346
318,0.989231
319,0.989231
320,1.00621
321,1.01003
322,1.0075
323,1.0075
324,1.01125
325,1.02093
326,1.01119
327,1.01119
328,1.01119
329,1.01891
330,1.01891
331,1.0062
332,0.977844
333,0.990039
334,0.988294
335,0.980599
336,0.981559
337,0.988232
338,0.992504
339,0.981764
340,0.973712
341,0.979761
342,0.96757
343,0.954555
344,0.954555
345,0.96168
346,0.982318
347,0.982318
348,0.973903
349,0.971857
350,0.990737
351,0.999697
352,0.985328
353,0.985328
354,0.963645
355,0.971022
356,0.971022
357,0.957176
358,0.957176
359,0.963204
360,0.971373
361,0.970283
362,0.974401
363,0.961436
364,0.980344
365,0.980344
366,0.969821
367,0.988059
368,0.978265
369,0.974961
370,0.982346
371,0.978402
372,0.988863
373,0.986178
374,0.986178
375,1.00188
376,1.00019
377,0.98562
378,0.989755
379,0.991301
380,0.984508
381,0.984508
382,0.982768
383,0.964692
384,0.964692
385,0.990398
386,1.00248
387,1.02511
388,1.01506
389,1.02629
390,1.0227
391,0.999674
392,1.00192
393,1.00305
394,1.00339
395,0.996047
396,0.998259
397,0.987957
398,0.987957
399,0.987957
400,1.01003
401,1.00476
402,1.01284
403,1.01602
404,1.01558
405,1.00395
406,1.02199
407,1.04354
408,1.02172
409,1.01752
410,1.01811
411,1.02989
412,1.02989
413,1.02989
414,0.999992
415,1.00331
416,0.994507
417,0.992759
418,0.970708
419,0.970708
420,0.985676
421,0.988516
422,0.995397
423,1.00734
424,1.00102
425,1.01307
426,1.00526
427,1.02861
428,1.03607
429,1.01034
430,0.99537
431,0.99537
432,0.994664
433,1.00428
434,0.998465
435,0.981214
436,0.992629
437,0.978098
438,0.962768
439,0.947384
440,0.971949
441,0.95698
442,0.97003
443,0.984617
444,0.990565
445,0.985517
446,0.985517
447,0.985517
448,0.993788
449,0.993788
450,1.00431
451,0.976421
452,0.978569
453,0.986393
454,0.986393
455,0.986393
456,1.00667
457,1.00667
458,1.0142
459,1.0142
460,1.02277
461,1.03181
462,1.02797
463,1.05381
464,1.03694
465,1.03694
466,1.02992
467,1.02988
468,1.01505
469,1.00508
470,1.00508
471,0.99645
472,0.984464
473,0.985541
474,0.991187
475,0.980412
476,0.980412
477,0.990385
478,1.0099
479,0.994563
480,1.01422
481,1.01773
482,1.00817
483,1.01704
484,1.01074
485,1.00559
486,0.994639
487,1.00792
488,1.00792
489,1.01191
490,1.01191
491,1.01191
492,1.01797
493,1.01736
494,1.0264
495,1.02639
496,1.04776
497,1.00473
498,1.01479
499,1.01127
500,0.975405
501,0.984205
502,0.984205
503,0.984205
504,0.988752
505,1.00094
506,1.02147
507,1.01796
508,1.01796
509,1.01796
510,0.99862
511,1.0009
512,1.0211
513,1.0211
514,1.0326
515,1.0326
516,1.0146
517,1.03463
518,1.02658
519,1.01219
520,1.01219
521,1.01219
522,1.02386
523,1.01973
524,1.00482
525,1.01955
526,1.00183
527,0.999205
528,0.999205
529,0.999205
530,0.999205
531,1.0009
532,0.997453
533,0.997453
534,1.00453
535,1.01131
536,1.00873
537,1.00508
538,1.01048
539,1.01268
540,0.996862
541,1.00019
542,0.980133
543,0.978395
544,0.978395
545,0.989071
546,0.989961
547,0.997124
548,0.981951
549,1.00364
550,0.994803
551,1.02155
552,1.00218
553,1.01455
554,0.983353
555,1.00762
556,1.00762
557,0.981491
558,0.989371
559,0.99165
560,1.01197
561,1.02883
562,0.999183
563,0.982086
564,0.994066
565,0.995569
566,0.997356
567,0.979419
568,0.990043
569,0.990043
570,0.971242
571,0.976875
572,0.979093
573,0.97903
574,1.00135
575,0.985521
