t,e^(-dS)
1,1.19303
2,0.822999
3,0.599775
4,1.91267
5,0.449239
6,1.47624
7,0.722672
8,0.689354
9,0.946731
10,0.477305
11,2.44098
12,1.81158
13,0.593451
14,0.672132
15,0.500024
16,1.10949
17,0.90491
18,0.652007
19,1.305
20,0.848403
21,1.03001
22,1.13508
23,1.03484
24,0.802037
25,1.0851
26,1.07781
27,0.541832
28,1.44196
29,1.43175
30,0.38007
31,0.750887
32,2.18606
33,0.965914
34,0.859934
35,1.14568
36,0.93763
37,1.16742
38,1.00881
39,1.05075
40,0.919882
41,1.04697
42,0.932133
43,1.97013
44,0.740596
45,0.656062
46,0.828201
47,0.64275
48,0.721444
49,1.20418
50,1.15292
51,2.34129
52,1.92668
53,0.976911
54,0.454753
55,0.756011
56,1.07351
57,0.871447
58,1.10178
59,1.32273
60,0.616005
61,1.66746
62,0.946646
63,0.807833
64,0.817422
65,0.774219
66,1.15928
67,1.16265
68,1.64148
69,1.17468
70,1.01578
71,1.84319
72,1.05309
73,1.31758
74,1.41157
75,0.743341
76,1.83437
77,0.673343
78,0.626943
79,1.34259
80,0.436355
81,0.82572
82,0.940776
83,1.01134
84,1.4072
85,0.426817
86,1.27762
87,1.30148
88,1.51452
89,0.853082
90,0.775537
91,1.54249
92,0.969369
93,0.471187
94,1.20298
95,1.71979
96,0.937124
97,0.832935
98,1.01339
99,1.10231
100,1.65682
101,0.618289
102,0.279431
103,0.685025
104,0.797
105,0.897358
106,0.996036
107,1.14706
108,0.995417
109,1.68472
110,1.50306
111,0.498077
112,1.16218
113,1.17328
114,1.0602
115,1.68624
116,1.57759
117,1.31114
118,1.0698
119,1.49287
120,0.923596
121,1.09509
122,1.51165
123,0.589724
124,0.951686
125,0.905752
126,0.84434
127,1.16218
128,1.58297
129,0.706099
130,0.787257
131,0.704477
132,1.44398
133,0.890564
134,1.06103
135,1.03904
136,1.07867
137,0.751037
138,0.619217
139,0.696213
140,0.733814
141,0.86988
142,0.584908
143,0.937499
144,0.745948
145,0.699772
146,0.378288
147,0.814566
148,0.927011
149,1.16953
150,1.8606
151,0.689147
152,1.19602
153,0.605743
154,0.924752
155,1.37947
156,1.29563
157,1.76086
158,1.06602
159,0.763532
160,1.60047
161,1.21738
162,1.06675
163,0.96575
164,0.644681
165,0.808641
166,0.890564
167,1.4829
168,1.44412
169,2.29745
170,1.08863
171,1.05749
172,0.90312
173,1.21568
174,1.62791
175,1.29279
176,1.13292
177,0.826546
178,1.93944
179,0.658494
180,0.856843
181,1.00808
182,0.715696
183,1.03991
184,0.546184
185,0.81026
186,0.966166
187,1.80543
188,0.677395
189,1.68388
190,1.53618
191,1.29356
192,1.54481
193,0.427287
194,0.92331
195,1.09056
196,1.76033
197,0.547332
198,1.23035
199,1.11049
200,0.893865
201,0.615513
202,1.03557
203,1.70711
204,1.34044
205,1.47846
206,0.800115
207,0.294935
208,0.679839
209,1.52211
210,1.01573
211,0.951677
212,0.961808
213,0.673209
214,1.11997
215,0.691149
216,0.682086
217,0.76193
218,0.568588
219,0.840717
220,0.870054
221,1.03704
222,0.977751
223,1.52928
224,0.947205
225,0.804206
226,1.85392
227,0.639032
228,1.16976
229,1.07171
230,0.656324
231,0.682836
232,0.707796
233,0.758206
234,0.874852
235,0.789702
236,1.01825
237,0.646553
238,1.06654
239,1.21191
240,0.89101
241,1.23244
242,0.846538
243,1.42889
244,1.66979
245,0.528824
246,0.76018
247,1.03494
248,1.13247
249,1.04076
250,1.3118
251,1.59855
252,0.850441
253,1.41666
254,0.722311
255,0.547222
256,0.752691
257,1.19363
258,1.46112
259,0.857358
260,0.700052
261,0.728185
262,0.596844
263,1.01613
264,0.996607
265,0.86875
266,1.01859
267,0.669516
268,0.905426
269,0.605137
270,0.663252
271,0.595234
272,0.694544
273,1.23553
274,1.20563
275,0.684819
276,0.926816
277,1.14191
278,0.460105
279,1.05741
280,0.889763
281,0.724119
282,0.674826
283,0.904023
284,0.999631
285,0.818813
286,0.941341
287,0.632484
288,0.724626
289,1.62824
290,1.1378
291,0.714409
292,0.816033
293,1.18542
294,1.13066
295,0.722455
296,0.895655
297,1.40706
298,1.18542
299,0.699842
300,1.48989
301,1.28531
302,0.544221
303,2.30274
304,0.502078
305,1.14191
306,2.03054
307,0.72753
308,1.64148
309,0.7172
310,0.719571
311,0.684477
312,0.671326
313,1.09572
314,2.39049
315,0.715767
316,0.812695
317,1.20901
318,0.892347
319,0.372283
320,0.799795
321,0.64076
322,1.18649
323,0.365313
324,1.09911
325,0.839961
326,0.759117
327,0.751263
328,0.552833
329,0.954803
330,0.662854
331,0.72753
332,0.53089
333,1.54806
334,1.98894
335,0.632737
336,0.518923
337,1.64362
338,1.04181
339,0.849846
340,1.02674
341,0.778411
342,0.576777
343,0.94604
344,0.609388
345,1.46331
346,1.46024
347,0.711201
348,1.19662
349,0.919652
350,1.16265
351,1.71052
352,0.828532
353,0.38903
354,1.0236
355,0.698514
356,0.459737
357,0.618845
358,0.67787
359,1.16253
360,0.627445
361,0.647265
362,1.16346
363,1.44268
364,0.568701
365,0.756918
366,0.529141
367,1.36725
368,1.22544
369,0.875553
370,1.08938
371,0.553275
372,1.13134
373,1.33884
374,0.926168
375,2.18497
376,1.36383
377,0.724264
378,1.54883
379,0.663849
380,0.585962
381,0.687908
382,0.863553
383,0.52566
384,0.461718
385,1.7782
386,1.65566
387,0.933849
388,0.793422
389,0.644552
390,0.716985
391,0.610425
392,1.02272
393,0.872232
394,1.20671
395,0.662391
396,1.16614
397,0.837612
398,0.666577
399,0.588958
400,1.22006
401,0.723829
402,0.96153
403,0.9347
404,1.25345
405,1.58202
406,1.17739
407,1.25307
408,1.43994
409,1.0752
410,1.09764
411,1.08692
412,0.663717
413,0.545092
414,0.464869
415,1.08973
416,0.964283
417,0.923467
418,0.4147
419,0.79724
420,0.908391
421,1.42205
422,0.969214
423,1.40425
424,1.25734
425,2.54747
426,0.727894
427,1.44687
428,1.63411
429,1.02515
430,1.27443
431,0.281394
432,0.622943
433,1.16661
434,0.898885
435,0.822999
436,1.51619
437,0.931602
438,0.785684
439,0.750062
440,1.1319
441,0.435701
442,0.58737
443,0.806622
444,0.570467
445,0.531262
446,0.407628
447,0.798357
448,1.31337
449,0.59762
450,0.946977
451,0.932412
452,1.3652
453,0.625377
454,0.446105
455,0.669315
456,1.47935
457,0.472461
458,0.547332
459,0.634385
460,0.731323
461,0.915642
462,0.950431
463,1.15731
464,0.337564
465,0.442949
466,0.661464
467,0.85257
468,0.876867
469,1.08281
470,0.518508
471,1.09248
472,0.625815
473,0.532752
474,0.946438
475,0.450679
476,0.798916
477,1.2821
478,1.17035
479,0.540749
480,0.905661
481,1.04632
482,1.08547
483,0.673882
484,1.32128
485,0.798277
486,1.63215
487,1.48157
488,0.396056
489,1.01341
490,0.55616
491,0.66611
492,1.16929
493,0.819058
494,1.29486
495,1.16801
496,1.71721
497,0.613117
498,1.03973
499,0.785763
500,0.514479
501,0.853252
502,0.486655
503,0.73374
504,1.22998
505,0.564734
506,0.753897
507,0.876429
508,0.447625
509,0.730811
510,0.713552
511,0.730884
512,2.27141
513,0.739264
514,1.50411
515,0.791758
516,0.783958
517,1.12446
518,1.15108
519,0.851037
520,0.514068
521,0.468931
522,0.524505
523,1.00667
524,0.73705
525,1.03086
526,0.939996
527,0.783958
528,0.492284
529,0.782079
530,0.517472
531,1.07976
532,0.492727
533,0.560963
534,0.861655
535,0.715338
536,1.35473
537,0.595234
538,1.99511
539,1.70012
540,1.2049
541,0.752466
542,0.855046
543,1.38375
544,0.50404
545,0.809369
546,0.944235
547,0.883557
548,1.17422
549,0.914635
550,0.837947
551,1.22128
552,0.625127
553,1.52166
554,1.09831
555,0.971922
556,0.64856
557,0.65462
558,1.07313
559,1.00207
560,1.05499
561,1.21191
562,0.944065
563,0.786628
564,1.12772
565,1.02426
566,2.15136
567,1.18305
568,0.836106
569,0.830606
570,0.536548
571,1.08119
572,0.740966
573,0.812613
574,0.58304
575,0.740448
576,1.15512
577,1.16813
578,1.56033
579,0.652855
580,0.682768
581,0.713695
582,0.825802
583,0.830606
584,0.81099
585,0.71799
586,0.424646
587,1.27061
588,0.98665
589,0.622134
590,0.670588
591,0.889763
592,0.573154
593,0.530572
594,0.430159
595,0.997751
596,1.0057
597,0.730884
598,2.40152
599,0.456028
600,0.691979
601,0.874503
602,1.06178
603,1.20081
604,0.892883
605,1.28814
606,1.93789
607,1.27852
608,0.819386
609,0.890208
610,1.11918
611,1.62824
612,1.69097
613,1.06285
614,0.584967
615,0.567849
616,0.772672
617,0.832435
618,0.499224
619,0.612565
620,0.543351
621,0.692048
622,0.789307
623,0.609571
624,1.46038
625,0.952162
626,0.760256
627,1.54759
628,1.98635
629,0.878535
630,0.893061
631,0.708433
632,0.767053
633,0.600556
634,1.00499
635,0.741337
636,1.07827
637,0.658231
638,0.580132
639,1.23937
640,0.984019
641,0.777089
642,1.91018
643,1.41921
644,0.954431
645,1.5724
646,2.97725
647,0.6472
648,0.478883
649,0.919716
650,1.49855
651,1.04827
652,0.78986
653,0.988279
654,1.00492
655,1.59776
656,1.34945
657,0.905136
658,0.616992
659,1.46068
660,0.797319
661,1.41397
662,1.14214
663,0.640376
664,0.762769
665,1.54744
666,1.15893
667,1.47241
668,0.840213
669,1.53987
670,0.963252
671,0.535315
672,1.20623
673,1.13553
674,0.339256
675,1.37149
676,0.909109
677,1.72668
678,1.07794
679,0.564734
680,0.712625
681,0.672805
682,0.500274
683,1.53603
684,1.12008
685,0.727312
686,1.07891
687,0.91195
688,0.894849
689,1.10514
690,1.12716
691,1.01964
692,0.898705
693,1.51104
694,1.17035
695,1.41949
696,1.2487
697,1.04743
698,1.08457
699,0.833768
700,1.18566
701,1.00624
702,1.2203
703,1.18294
704,1.01542
705,0.612933
706,1.16242
707,0.79501
708,0.619279
709,1.24995
710,0.762464
711,1.5493
712,0.776546
713,1.05238
714,1.81575
715,1.68051
716,0.976999
717,2.94763
718,0.958323
719,1.00297
