MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.00886039,-0.06783,-5.78809e-05
2,0.0160244,0.114465,3.5013e-05
3,0.0744229,0.268085,-5.58033e-07
4,0.0302836,-0.15918,6.48839e-05
5,0.0302836,-0.15918,6.48839e-05
6,0.0153875,-0.0945,0.000117098
7,0.0144489,0.108855,2.54802e-05
8,0.0144489,0.108855,2.54802e-05
9,0.0319593,0.172909,6.57358e-06
10,0.0319593,0.172909,6.57358e-06
11,0.00430906,0.034519,0.00021845
12,0.00315326,0.022388,0.00019112
13,0.0149922,0.11168,0.000150893
14,0.0149922,0.11168,0.000150893
15,0.0149922,0.11168,0.000150893
16,0.00537861,-0.03225,0.00014316
17,0.00934577,-0.07487,-0.00018274
18,0.013963,0.111348,7.91817e-05
19,0.0039406,-0.01928,0.000130009
20,0.0101697,-0.08602,-1.21203e-07
21,0.00405353,0.014862,1.61562e-07
22,0.00354614,-0.00261,0.000108178
23,0.0149668,0.11356,0.000132376
24,0.0197138,0.134001,2.78362e-06
25,0.00184304,-0.01349,-8.18178e-05
26,0.00263479,-0.00176,-7.025e-05
27,0.0145884,0.111557,3.63219e-05
28,0.0157529,0.116861,3.32806e-05
29,0.00213087,-0.00104,0.000163703
30,0.00213087,-0.00104,0.000163703
31,0.0713442,0.264815,1.04747e-05
32,0.0298928,0.166694,2.83628e-06
33,0.0129475,0.099704,8.12703e-05
34,0.0461312,0.208883,7.37013e-06
35,0.0444943,0.201536,4.55208e-05
36,0.0287229,0.156888,-1.97996e-05
37,0.0051073,0.05283,-0.000118605
38,0.00397948,-0.0184,9.26457e-05
39,0.0199119,-0.12121,1.85281e-05
40,0.00819539,0.077353,-6.47713e-05
41,0.0168857,0.123013,-0.000111998
42,0.0139818,0.110858,-3.47453e-05
43,0.00618068,-0.0627,0.000115216
44,0.0260329,-0.15202,-1.95086e-05
45,0.00953095,-0.07422,8.14579e-05
46,0.00953095,-0.07422,8.14579e-05
47,0.0215039,0.133124,2.04642e-05
48,0.0215039,0.133124,2.04642e-05
49,0.0428851,0.202654,7.42638e-05
50,0.0451487,0.207139,2.35463e-05
51,0.0292921,0.166811,4.04806e-05
52,0.120068,-0.33835,-2.42448e-05
53,0.077889,-0.26809,1.95645e-06
54,0.00304952,-0.02581,-2.02733e-05
55,0.00304952,-0.02581,-2.02733e-05
56,0.118647,-0.33875,0.000111012
57,0.00462927,-0.04259,6.69261e-05
58,0.156005,-0.38571,2.17149e-05
59,0.174265,-0.40983,-0.000119794
60,0.0473627,-0.20709,-5.72458e-05
61,0.170589,-0.40728,-0.000169957
62,0.0268436,-0.1536,-9.49048e-05
63,0.0118636,-0.09684,-3.77586e-05
64,0.00948866,-0.07587,8.31158e-05
65,0.0109874,0.081721,-0.000112646
66,0.0190372,0.125362,-0.000129055
67,0.0467515,0.212395,1.67785e-06
68,0.0381082,-0.18499,2.78629e-06
69,0.0130859,-0.10154,0.00013879
70,0.00227453,-0.02122,8.73213e-05
71,0.0124931,-0.10087,0.000105775
72,0.00241033,0.026333,-3.98436e-05
73,0.0550009,0.232213,-4.60822e-05
74,0.00387852,0.047973,0.000104072
75,0.0370149,0.188514,8.28825e-06
76,0.0337057,0.17783,-7.92124e-05
77,0.0337057,0.17783,-7.92124e-05
78,0.020929,0.138981,-6.91304e-05
79,0.0117756,0.100604,0.000112987
80,0.0117756,0.100604,0.000112987
81,0.0336799,0.179653,-4.54868e-05
82,0.0709906,0.263122,2.47011e-05
83,0.0193154,0.131907,4.68112e-05
84,0.00259652,-0.01587,0.000147519
85,0.0305649,0.168529,0.00015047
86,0.00395389,-0.01451,0.000240891
87,0.00583328,0.05772,0.000268812
88,0.0070766,0.063721,-7.35808e-06
89,0.0108297,0.083956,0.0001509
90,0.00560134,-0.00258,0.000274098
91,0.0596631,-0.22863,2.92077e-05
92,0.033181,-0.16155,0.000108553
93,0.0322607,0.168591,0.000115296
94,0.0183988,0.119667,4.13184e-05
95,0.00298945,-0.00319,-1.80006e-05
96,0.00412473,0.028637,-5.72055e-05
97,0.00412473,0.028637,-5.72055e-05
98,0.062306,0.245871,4.41938e-05
99,0.08257,0.282795,-2.92118e-05
100,0.0199319,0.125427,-0.000141888
101,0.0311467,0.165257,0.000176241
102,0.0311467,0.165257,0.000176241
103,0.0856842,0.289755,-8.14214e-06
104,0.0424665,0.199425,6.44242e-05
105,0.0227875,0.136025,7.30349e-05
106,0.0204031,0.13229,-4.50608e-05
107,0.0112671,0.088361,-0.00010463
108,0.0043925,-0.0099,2.8946e-05
109,0.00531501,0.05085,-0.000118
110,0.00607125,-0.03695,-4.91032e-06
111,0.0106407,-0.08466,-2.4536e-05
112,0.00277238,0.030442,-7.81581e-05
113,0.03647,0.18442,-3.42959e-05
114,0.0163206,0.117907,-0.000139123
115,0.0122343,0.098272,7.4774e-05
116,0.0272306,0.155258,-0.000182899
117,0.0343446,0.172409,-0.000181193
118,0.0565618,0.230918,-0.000111053
119,0.0640931,0.24924,3.74754e-06
120,0.103349,0.318411,-6.47332e-05
121,0.147794,0.382701,-0.000123646
122,0.0616683,0.245879,-2.22642e-05
123,0.0284542,0.16453,9.38527e-05
124,0.0178579,0.123851,0.000117725
125,0.202128,0.448878,4.69573e-05
126,0.225518,0.473837,3.14581e-05
127,0.216794,0.464631,-0.000114671
128,0.00302307,0.004273,2.55269e-05
129,0.00302307,0.004273,2.55269e-05
130,0.00580908,-0.03492,0.000248673
131,0.00405302,0.038989,9.61549e-05
132,0.029565,0.159521,5.46105e-05
133,0.0435307,0.201307,-4.65478e-05
134,0.0453535,0.20831,-2.05255e-05
135,0.00669314,0.054645,-1.6129e-05
136,0.0159219,-0.10116,9.73402e-07
137,0.0868231,-0.28102,0.000212491
138,0.00785691,-0.05927,-0.000160416
139,0.0162928,0.115073,-4.33935e-06
140,0.0162928,0.115073,-4.33935e-06
141,0.0188416,0.132563,5.23631e-05
142,0.0188416,0.132563,5.23631e-05
143,0.0410967,0.199808,-7.19784e-06
144,0.0153507,0.114565,3.30257e-05
145,0.00444373,0.043848,0.000105941
146,0.00444373,0.043848,0.000105941
147,0.0277025,0.155823,0.000142173
148,0.0697032,0.259704,1.97421e-05
149,0.0309255,0.16938,8.33237e-05
150,0.037562,0.189447,0.000107792
151,0.037562,0.189447,0.000107793
152,0.0267451,0.157676,1.33497e-05
153,0.0292291,0.164184,6.59944e-05
154,0.003422,0.040422,-0.000146738
155,0.0334693,-0.17339,-4.588e-05
156,0.0200138,-0.13342,-1.99655e-05
157,0.238861,-0.48396,-0.000124248
158,0.417383,-0.64055,-0.000143632
159,0.32101,-0.56267,-3.37856e-05
160,0.269519,-0.51429,-3.52884e-05
161,0.32592,-0.56723,7.58654e-05
162,0.202971,-0.44617,3.84761e-05
163,0.0929427,-0.29844,-1.24097e-06
164,0.0929427,-0.29844,-1.24097e-06
165,0.0989903,-0.30848,8.74154e-06
166,0.0549747,-0.22758,-0.000139726
167,0.00177554,0.004493,5.06232e-05
168,0.00402259,0.051057,-8.84556e-05
169,0.0914449,-0.29588,-6.95935e-05
170,0.0307059,-0.16543,-0.000158447
171,0.0148095,0.115495,-4.86834e-05
172,0.00527243,0.054454,-0.000133246
173,0.031401,0.17242,1.34891e-05
174,0.00427326,-0.0441,3.41542e-05
175,0.131097,-0.35715,-0.000130459
176,0.133919,-0.36091,-0.000144372
177,0.0189251,-0.12701,-0.000129574
178,0.139689,-0.36765,-0.000327828
179,0.0555191,-0.22687,-0.000196315
180,0.00966216,-0.0842,-0.000195296
181,0.0786209,-0.27363,-9.19015e-05
182,0.117795,-0.33539,-0.000186546
183,0.040248,-0.18791,-0.000127017
184,0.040248,-0.18791,-0.000127017
185,0.0274802,-0.1564,-0.000100245
186,0.00264655,0.008932,4.75455e-05
187,0.127562,-0.3519,1.10305e-05
188,0.0193329,-0.13004,1.86991e-05
189,0.00638556,0.062209,0.0001106
