t,walltime
10,8.026
20,8.038
30,7.997
40,8.043
50,8.05
60,7.986
70,8.022
80,8.043
90,8.023
100,8.041
110,8.034
120,8.048
130,8.022
140,8.046
150,8.046
160,8.056
170,7.991
180,8.058
190,8.061
200,8.028
210,8.039
220,8.024
230,8.026
240,8.019
250,8.056
260,8.066
270,8.062
280,8.057
290,8.053
300,8.029
310,8.04
320,8.002
330,8.02
340,8.051
350,8.031
360,8.059
370,8.012
380,8.049
390,8.031
400,8.019
410,8.003
420,8.008
430,8.039
440,8.008
450,8.014
460,8.046
470,8.017
480,8.026
490,8.034
500,8.021
510,8.035
520,8.035
530,8.108
540,8.076
550,8
560,8.064
570,8.078
580,8.019
590,8.042
600,8.036
610,8.058
620,8.039
630,8.04
640,8.064
650,8.031
660,8.04
670,8.014
680,8.091
690,8.06
700,8.064
710,8.066
720,8.033
730,8.068
740,8.026
750,8.044
760,8.019
770,8.041
780,8.061
790,8.038
800,8.064
810,8.053
820,8.049
830,8.048
840,8.054
850,8.067
860,8.095
870,8.083
880,7.998
890,8.046
900,8.085
910,8.071
920,8.054
930,8.015
940,8.075
950,8.024
960,8.063
970,8.075
980,8.051
990,8.037
1000,8.063
1010,8.087
1020,8.079
1030,8.032
1040,8.084
1050,8.064
1060,8.084
1070,8.08
1080,8.046
1090,8.022
1100,8.073
1110,8.085
1120,8.074
1130,8.106
1140,8.067
1150,8.06
1160,8.054
1170,8.092
1180,8.061
1190,8.053
1200,8.102
1210,8.055
1220,8.052
1230,8.103
1240,8.049
1250,8.076
1260,8.073
1270,8.095
1280,8.042
1290,8.073
1300,8.107
1310,8.08
1320,8.073
1330,8.09
1340,8.103
1350,8.098
1360,8.075
1370,8.071
1380,8.131
1390,8.077
1400,8.063
1410,8.095
1420,8.105
1430,8.052
1440,8.106
1450,8.067
1460,8.084
1470,8.098
1480,8.03
1490,8.076
1500,8.064
1510,8.122
1520,8.108
1530,8.084
1540,8.095
1550,8.085
1560,8.117
1570,8.101
1580,8.132
1590,8.14
1600,8.101
1610,8.097
1620,8.097
1630,8.137
1640,8.083
1650,8.148
1660,8.12
1670,8.091
1680,8.154
1690,8.17
1700,8.143
1710,8.095
1720,8.109
1730,8.125
1740,8.092
1750,8.15
1760,8.153
1770,8.137
1780,8.127
1790,8.186
1800,8.156
1810,8.146
1820,8.141
1830,8.167
1840,8.17
1850,8.176
1860,8.19
1870,8.19
1880,8.194
1890,8.159
1900,8.224
1910,8.228
1920,8.259
1930,8.184
1940,8.179
1950,8.224
1960,8.239
1970,8.135
1980,8.175
1990,8.205
2000,8.281
2010,8.19
2020,8.165
2030,8.231
2040,8.275
2050,8.166
2060,8.162
2070,8.315
2080,8.29
2090,8.272
2100,8.192
2110,8.287
2120,8.268
2130,8.305
2140,8.233
2150,8.311
2160,8.319
2170,8.291
2180,8.319
2190,8.234
2200,8.327
2210,8.336
2220,8.382
2230,8.22
2240,8.357
2250,8.385
2260,8.385
2270,8.373
2280,8.263
2290,8.389
2300,8.351
2310,8.411
2320,8.396
2330,8.291
2340,8.404
2350,8.403
2360,8.393
2370,8.399
2380,8.306
2390,8.283
2400,8.462
2410,8.428
2420,8.443
2430,8.472
2440,8.3
2450,8.418
2460,8.463
2470,8.503
2480,8.495
2490,8.412
2500,8.339
2510,8.462
2520,8.456
2530,8.509
2540,8.499
2550,8.363
2560,8.438
2570,8.552
2580,8.498
2590,8.53
2600,8.504
2610,8.553
2620,8.378
2630,8.491
2640,8.512
2650,8.499
2660,8.529
2670,8.571
2680,8.529
2690,8.363
2700,8.573
2710,8.546
2720,8.594
2730,8.581
2740,8.564
2750,8.626
2760,8.441
2770,8.62
2780,8.632
2790,8.597
2800,8.627
2810,8.662
2820,8.661
2830,8.638
2840,8.541
2850,8.47
2860,8.599
2870,8.61
2880,8.721
2890,8.682
2900,8.714
2910,8.672
2920,8.701
2930,8.697
2940,8.543
2950,8.61
2960,8.749
2970,8.717
2980,8.746
2990,8.723
3000,8.723
3010,8.774
3020,8.719
3030,8.823
3040,8.687
3050,8.693
3060,8.476
3070,8.598
3080,8.672
3090,8.712
3100,8.727
3110,8.712
3120,8.755
3130,8.79
3140,8.74
3150,8.745
3160,8.727
3170,8.749
3180,8.771
3190,8.607
3200,8.709
3210,8.734
3220,8.774
3230,8.835
3240,8.824
3250,8.786
3260,8.845
3270,8.886
3280,8.897
3290,8.891
3300,8.887
3310,8.909
3320,8.896
3330,8.913
3340,8.928
3350,8.913
3360,8.977
3370,8.915
3380,8.936
3390,8.941
3400,8.981
3410,8.937
3420,8.98
3430,8.99
3440,8.971
3450,8.974
3460,8.976
3470,9.029
3480,8.944
3490,8.996
3500,9.044
