t,deltaS
1,-0.8079
2,-0.1046
3,0.1711
4,-0.8694
5,-0.3119
6,0.9085
7,-0.2609
8,0.06016
9,0.06702
10,0.08536
11,1.535
12,-0.229
13,0.03004
14,0.02142
15,0.2589
16,-0.4868
17,0.2023
18,0.55
19,0.5739
20,-0.596
21,0.1497
22,0.8158
23,-1.017
24,-0.9455
25,0.8362
26,0.4373
27,0.0823
28,0.5388
29,0.1125
30,1.041
31,0.7413
32,-0.6704
33,0.6991
34,0.1759
35,1.052
36,0.07587
37,0.2862
38,0.2841
39,-0.8849
40,0.6749
41,0.07535
42,0.3561
43,-0.2172
44,0.1801
45,0.005322
46,0.378
47,0.3305
48,0.1701
49,1.186
50,-0.04858
51,0.07342
52,0.09859
53,0.3375
54,0.1448
55,0.1638
56,-0.7394
57,0.3381
58,-0.8539
59,-0.04395
60,-0.1232
61,0.7997
62,-0.3339
63,0.6616
64,1.048
65,-0.253
66,1.042
67,0.3971
68,0.134
69,-0.0268
70,0.336
71,-0.7826
72,0.8087
73,0.3121
74,-0.7286
75,-0.5503
76,-0.0169
77,-0.009077
78,0.169
79,0.1331
80,0.03139
81,-0.2215
82,0.5755
83,-0.02556
84,-0.08965
85,0.06505
86,-0.1003
87,0.6062
88,1.074
89,-0.07492
90,0.5507
91,0.2075
92,0.09691
93,-0.09727
94,0.1421
95,0.2101
96,0.5342
97,-0.1443
98,0.03942
99,-0.4814
100,0.2572
101,0.5408
102,-0.02873
103,0.783
104,0.6482
105,0.1633
106,0.02402
107,0.2745
108,-0.2677
109,0.8655
110,0.4875
111,0.6919
112,0.978
113,0.2953
114,0.1046
115,0.08662
116,0.261
117,-0.2934
118,-0.1525
119,0.6668
120,-0.02357
121,-0.5399
122,-0.201
123,0.06855
124,0.05813
125,0.315
126,1.038
127,-0.3852
128,-0.02948
129,-0.1278
130,0.3236
131,0.5244
132,-0.08643
133,-0.21
134,-0.1461
135,0.5962
136,0.6661
137,-0.1188
138,-0.1161
139,-0.9117
140,0.02945
141,0.02805
142,0.1049
143,0.1491
144,-0.3665
145,-0.5719
146,0.9623
147,0.4142
148,-0.7945
149,0.1908
150,0.59
151,-0.9475
152,0.4995
153,1.087
154,-0.5322
155,-0.5133
156,0.3504
157,-0.04591
158,0.233
159,0.1287
160,-0.1721
161,-0.2116
162,0.7818
163,-0.01994
164,0.3584
165,0.2409
166,0.1446
167,0.1061
168,-0.2062
169,0.2581
170,-0.3153
171,-0.01099
172,0.596
173,0.4219
174,0.2399
175,0.3166
176,-0.07239
177,-0.6381
178,0.5046
179,-0.5298
180,-0.3028
181,-0.2688
182,0.03042
183,0.736
184,0.8556
185,0.1293
186,0.1443
187,0.209
188,-0.4255
189,0.1888
190,0.2377
191,-0.3867
192,0.123
193,0.1906
194,-0.2075
195,0.1444
196,0.2117
197,0.8472
198,0.18
199,0.0118
200,-0.134
201,-0.3765
202,0.4382
203,0.3811
204,-0.8351
205,-0.4267
206,0.8304
207,-0.5038
208,0.1887
209,0.2714
210,0.1525
211,-0.08855
212,0.07479
213,1.601
214,0.01143
215,1.219
216,0.7563
217,0.6003
218,0.598
219,0.2127
220,0.3699
221,1.025
222,0.6769
223,0.4637
224,-1.315
225,0.7304
226,0.3433
227,-0.07534
228,-0.5899
229,0.8683
230,-0.3978
231,0.9595
232,-0.0871
233,0.05357
234,0.1487
235,0.2075
236,-0.9492
237,-0.4921
238,0.1433
239,0.09357
240,0.5299
241,0.4204
242,0.2315
243,0.1204
244,0.4887
245,0.8389
246,-0.5929
247,0.04868
248,-0.2621
249,0.1611
250,-0.5698
251,1.312
252,-0.3135
253,-0.6732
254,0.01213
255,0.2963
256,0.0367
257,0.7399
258,-0.2519
259,0.6503
260,-0.2774
261,0.09603
262,-0.4746
263,-0.2916
264,-0.4436
265,0.637
266,0.1123
267,0.2729
268,0.5098
269,0.9086
270,-0.1168
271,0.03088
272,0.7236
273,0.6177
274,0.255
275,0.1026
276,0.4298
277,-0.21
278,0.01656
279,0.7133
280,0.2175
281,-0.3946
282,0.3165
283,-0.5304
284,0.7745
285,0.2986
286,0.9833
287,-0.05745
288,0.6924
289,-0.3443
290,-0.3396
291,0.8472
292,-0.439
293,0.2611
294,0.03672
295,0.3709
296,-0.2145
297,0.5997
298,-0.5875
299,-0.05988
300,-0.07019
301,0.3053
302,-0.6396
303,0.2049
304,0.6605
305,-0.01676
306,-0.5211
307,0.7813
308,0.2836
309,0.4299
310,-0.0918
311,0.2936
312,0.6592
313,-0.7178
314,-0.6096
315,-0.3017
316,-0.02016
317,0.2728
318,-0.06004
319,0.2909
320,0.3918
321,-0.2455
322,-0.1031
323,-0.1781
324,0.7456
325,-0.0817
326,0.6607
327,-0.0984
328,0.6229
329,-0.4505
330,-0.809
331,0.5149
332,-0.407
333,0.09795
334,-0.3256
335,-0.097
336,-0.03176
337,0.774
338,-0.05636
339,-1.221
340,0.2762
341,-0.2637
342,0.3859
343,0.3898
344,0.1532
345,0.4312
346,-0.78
347,-0.5387
348,0.3586
349,0.6235
350,0.1829
351,-0.5043
352,0.3293
353,1.127
354,0.5777
355,0.4855
356,-0.2192
357,0.325
358,0.4907
359,0.2328
360,-0.6286
361,-0.06932
362,-1.031
363,-0.8884
364,-0.5141
365,-0.07186
366,0.2837
367,-0.215
368,0.8899
369,0.6648
370,-0.5604
371,0.6801
372,1.053
373,1.021
374,0.5354
375,-0.1657
376,0.8543
377,0.1144
378,-0.2481
379,0.3454
380,0.456
381,0.644
382,-0.08634
383,0.2315
384,-0.5153
385,-0.9773
386,0.6476
387,-0.07263
388,-0.3336
389,-0.241
390,-0.1485
391,-0.6583
392,0.4362
393,0.7025
394,-0.4144
395,-0.6828
396,0.4513
397,0.3018
398,0.8109
399,0.805
400,-1.048
401,0.5323
402,-0.1717
403,-0.09548
404,0.4095
405,0.2552
406,0.441
407,0.517
408,0.3425
409,-0.324
410,0.5266
411,0.2043
412,-0.01401
413,1.247
414,0.9845
415,0.696
416,-0.3585
417,0.7097
418,-0.222
419,-0.9399
420,-0.1943
421,-0.504
422,0.2823
423,-0.2413
424,0.483
425,-0.7491
426,0.0862
427,-0.9177
428,0.596
429,1.024
430,-0.9163
431,-0.142
432,0.5304
433,-0.08621
434,0.8453
435,-0.5216
436,0.3493
437,-0.03245
438,0.3669
439,-0.02305
440,0.145
441,0.5028
442,-0.2261
443,0.01543
444,-0.3813
445,0.5056
446,-0.0008511
447,-0.16
448,-0.467
449,0.99
450,-0.3943
451,0.1556
452,0.8176
453,0.05632
454,0.2237
455,0.02353
456,0.7335
457,0.3399
458,-0.3719
459,-0.1559
460,-0.923
461,0.02824
462,0.1449
463,-0.06852
464,0.5429
465,0.5718
466,0.5649
467,-0.3144
468,-0.01285
469,0.1978
470,1.157
471,0.2392
472,0.3383
473,0.4057
474,-0.0391
475,0.08586
476,0.522
477,0.3894
478,-0.1634
479,-1.082
480,-0.446
481,0.04106
482,-0.03508
483,-0.01467
484,0.334
485,-0.5268
486,0.9463
487,0.9835
488,-0.0486
489,-0.1135
490,0.2332
491,0.5912
492,0.3187
493,-0.07172
494,0.1441
495,-0.265
496,0.8014
497,-0.5092
498,0.2076
499,-0.2796
500,-0.5334
501,1.148
502,0.4731
503,0.1785
504,0.7545
505,0.8263
506,-0.6426
507,-0.5668
508,0.1807
509,0.8803
510,0.5293
511,-0.5321
512,-0.2674
513,0.03583
514,0.456
515,0.2055
516,0.6035
517,0.2105
518,0.475
519,0.2969
520,-0.365
521,0.2525
522,-0.1438
523,-0.1869
524,0.2843
525,-0.2377
526,0.09761
527,-0.1036
528,-0.5831
529,-1.375
530,0.728
531,0.579
532,0.1649
533,0.6431
534,0.4553
535,-0.016
536,-0.005514
537,-0.3353
538,-0.2676
539,1.3
540,-0.447
541,0.6516
542,0.3109
543,0.3597
