t,e^(-dS)
1,2.24319
2,1.11027
3,0.842737
4,2.38548
5,1.36602
6,0.403128
7,1.2981
8,0.941614
9,0.935176
10,0.918182
11,0.215456
12,1.25734
13,0.970407
14,0.978808
15,0.7719
16,1.6271
17,0.81685
18,0.57695
19,0.563324
20,1.81484
21,0.860966
22,0.442285
23,2.76489
24,2.5741
25,0.433354
26,0.645778
27,0.920996
28,0.583448
29,0.893597
30,0.353101
31,0.476494
32,1.95502
33,0.497032
34,0.838702
35,0.349239
36,0.926937
37,0.751112
38,0.752691
39,2.42274
40,0.509207
41,0.927419
42,0.700403
43,1.24259
44,0.835187
45,0.994692
46,0.685231
47,0.718564
48,0.84358
49,0.305441
50,1.04978
51,0.92921
52,0.906114
53,0.713552
54,0.865195
55,0.848912
56,2.09468
57,0.713124
58,2.34879
59,1.04493
60,1.13111
61,0.449464
62,1.3964
63,0.516025
64,0.350638
65,1.28788
66,0.352748
67,0.672267
68,0.87459
69,1.02716
70,0.714623
71,2.18715
72,0.445437
73,0.731908
74,2.07218
75,1.73377
76,1.01704
77,1.00912
78,0.844509
79,0.875378
80,0.969098
81,1.24795
82,0.562424
83,1.02589
84,1.09379
85,0.937021
86,1.1055
87,0.54542
88,0.341639
89,1.0778
90,0.576546
91,0.812613
92,0.907638
93,1.10216
94,0.867534
95,0.810503
96,0.586138
97,1.15523
98,0.961347
99,1.61834
100,0.773214
101,0.582282
102,1.02915
103,0.457033
104,0.522986
105,0.849336
106,0.976266
107,0.759952
108,1.30695
109,0.420841
110,0.61416
111,0.500624
112,0.376062
113,0.744308
114,0.900685
115,0.917025
116,0.770281
117,1.34098
118,1.16474
119,0.513349
120,1.02385
121,1.71584
122,1.22262
123,0.933747
124,0.943527
125,0.729789
126,0.354162
127,1.46991
128,1.02992
129,1.13633
130,0.72354
131,0.59191
132,1.09028
133,1.23368
134,1.15731
135,0.550901
136,0.513708
137,1.12614
138,1.12311
139,2.48855
140,0.970979
141,0.97234
142,0.900415
143,0.861483
144,1.44268
145,1.77163
146,0.382013
147,0.660869
148,2.21333
149,0.826298
150,0.554327
151,2.57925
152,0.606834
153,0.337227
154,1.70267
155,1.6708
156,0.704406
157,1.04698
158,0.792154
159,0.879238
160,1.1878
161,1.23565
162,0.457582
163,1.02014
164,0.698794
165,0.78592
166,0.865368
167,0.899335
168,1.229
169,0.772518
170,1.37067
171,1.01105
172,0.551011
173,0.6558
174,0.786707
175,0.728622
176,1.07507
177,1.89288
178,0.603747
179,1.69859
180,1.35364
181,1.30839
182,0.970038
183,0.479026
184,0.425028
185,0.87871
186,0.865628
187,0.811395
188,1.53036
189,0.827952
190,0.788439
191,1.47211
192,0.884264
193,0.826463
194,1.2306
195,0.865541
196,0.809207
197,0.428613
198,0.83527
199,0.988269
200,1.14339
201,1.45718
202,0.645197
203,0.68311
204,2.30504
205,1.53219
206,0.435875
207,1.655
208,0.828035
209,0.762312
210,0.858559
211,1.09259
212,0.927938
213,0.201695
214,0.988635
215,0.295526
216,0.4694
217,0.548647
218,0.54991
219,0.808399
220,0.690803
221,0.358796
222,0.50819
223,0.628952
224,3.72475
225,0.481716
226,0.709425
227,1.07825
228,1.80381
229,0.419664
230,1.48855
231,0.383084
232,1.09101
233,0.94784
234,0.861828
235,0.812613
236,2.58364
237,1.63575
238,0.866494
239,0.910674
240,0.588664
241,0.656784
242,0.793343
243,0.886566
244,0.613423
245,0.432186
246,1.80923
247,0.952486
248,1.29966
249,0.851207
250,1.76791
251,0.269281
252,1.36821
253,1.9605
254,0.987943
255,0.743564
256,0.963965
257,0.477162
258,1.28647
259,0.521889
260,1.31969
261,0.908437
262,1.60737
263,1.33857
264,1.55831
265,0.528877
266,0.893776
267,0.761169
268,0.600616
269,0.403088
270,1.12389
271,0.969592
272,0.485003
273,0.539183
274,0.774916
275,0.902488
276,0.650639
277,1.23368
278,0.983576
279,0.490024
280,0.804528
281,1.48379
282,0.728695
283,1.69961
284,0.460934
285,0.741856
286,0.374075
287,1.05913
288,0.500374
289,1.411
290,1.40439
291,0.428613
292,1.55116
293,0.770204
294,0.963946
295,0.690113
296,1.23924
297,0.548976
298,1.79948
299,1.06171
300,1.07271
301,0.736902
302,1.89572
303,0.814729
304,0.516593
305,1.0169
306,1.68388
307,0.45781
308,0.753068
309,0.650574
310,1.09615
311,0.745575
312,0.517265
313,2.04992
314,1.8397
315,1.35216
316,1.02036
317,0.761245
318,1.06188
319,0.74759
320,0.675839
321,1.27826
322,1.1086
323,1.19494
324,0.47445
325,1.08513
326,0.51649
327,1.1034
328,0.536387
329,1.5691
330,2.24566
331,0.59756
332,1.5023
333,0.906694
334,1.38486
335,1.10186
336,1.03227
337,0.461165
338,1.05798
339,3.39058
340,0.758661
341,1.30174
342,0.679839
343,0.677192
344,0.857958
345,0.649729
346,2.18147
347,1.71378
348,0.698654
349,0.536065
350,0.832851
351,1.65583
352,0.719427
353,0.324004
354,0.561188
355,0.615389
356,1.24508
357,0.722527
358,0.612198
359,0.792312
360,1.87498
361,1.07178
362,2.80387
363,2.43124
364,1.67213
365,1.0745
366,0.752993
367,1.23986
368,0.410697
369,0.514376
370,1.75137
371,0.506566
372,0.34889
373,0.360235
374,0.585435
375,1.18022
376,0.425581
377,0.891901
378,1.28159
379,0.707937
380,0.633814
381,0.525187
382,1.09018
383,0.793343
384,1.67414
385,2.65727
386,0.5233
387,1.07533
388,1.39598
389,1.27252
390,1.16009
391,1.93151
392,0.646488
393,0.495345
394,1.51346
395,1.97941
396,0.6368
397,0.739486
398,0.444458
399,0.447088
400,2.85194
401,0.587253
402,1.18732
403,1.10019
404,0.663982
405,0.774762
406,0.643393
407,0.596307
408,0.709993
409,1.38265
410,0.59061
411,0.815218
412,1.01411
413,0.287366
414,0.373626
415,0.498576
416,1.43118
417,0.491792
418,1.24857
419,2.55973
420,1.21446
421,1.65533
422,0.754047
423,1.2729
424,0.61693
425,2.1151
426,0.917411
427,2.50353
428,0.551011
429,0.359155
430,2.50002
431,1.15258
432,0.58837
433,1.09004
434,0.429429
435,1.68472
436,0.705182
437,1.03298
438,0.692879
439,1.02332
440,0.865022
441,0.604835
442,1.2537
443,0.984688
444,1.46419
445,0.603144
446,1.00085
447,1.17351
448,1.5952
449,0.371577
450,1.48335
451,0.855901
452,0.44149
453,0.945237
454,0.799555
455,0.976745
456,0.480225
457,0.711842
458,1.45049
459,1.16871
