MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.298396,-0.53236,-0.00030231
2,0.0842834,-0.27718,4.42461e-05
3,0.0627331,-0.23628,5.07583e-05
4,0.237278,-0.47662,-0.000122738
5,0.269195,-0.51053,-0.000138174
6,0.412959,-0.63648,-0.000306584
7,0.418433,-0.6375,-5.64181e-05
8,0.220822,-0.45903,0.000137696
9,0.163953,-0.39382,0.000236768
10,0.103217,-0.3017,-7.66665e-05
11,0.103217,-0.3017,-7.66664e-05
12,0.0279342,-0.15629,0.000102027
13,0.00748504,0.062913,-5.45449e-05
14,0.0953731,-0.29856,-0.000270556
15,0.0783482,-0.27105,-0.000113486
16,0.56313,-0.7403,-0.000218916
17,0.56313,-0.7403,-0.000218916
18,0.290429,-0.53028,-0.000208103
19,0.173679,-0.40604,-0.000247059
20,0.106877,-0.31601,-0.000177303
21,0.0743001,-0.26048,-0.00017121
22,0.0743001,-0.26048,-0.00017121
23,0.00332453,0.03443,3.91021e-05
24,0.00596947,-0.05779,-0.000114534
25,0.00596947,-0.05779,-0.000114534
26,0.00596947,-0.05779,-0.000114534
27,0.202335,-0.4412,-0.000406472
28,0.202335,-0.4412,-0.000406472
29,0.507682,-0.70537,-0.00014355
30,0.507682,-0.70537,-0.00014355
31,0.0355073,-0.17974,-8.54935e-05
32,0.0390208,0.193019,-0.000114024
33,0.0390208,0.193019,-0.000114024
34,0.0782443,0.276417,0.000107739
35,0.0782443,0.276417,0.000107739
36,0.0221897,0.142088,3.98058e-05
37,0.0404097,0.195724,9.50695e-05
38,0.0404097,0.195724,9.50695e-05
39,0.00493177,0.040886,0.00015185
40,0.00493177,0.040886,0.00015185
41,0.0271001,0.155046,0.000229293
42,0.0271001,0.155046,0.000229293
43,0.00446619,0.041547,0.000226875
44,0.00761287,-0.06251,4.52994e-05
45,0.0741062,-0.26173,0.000145007
46,0.0741062,-0.26173,0.000145007
47,0.123474,-0.33937,7.97101e-05
48,0.123474,-0.33937,7.97101e-05
49,0.123474,-0.33937,7.97101e-05
50,0.0173135,-0.10799,-3.36147e-05
51,0.00412,0.00809,-3.63387e-05
52,0.238823,-0.47612,-0.000290314
53,0.0657254,-0.24106,-0.00012952
54,0.0560968,-0.21929,-6.97235e-07
55,0.0560968,-0.21929,-6.97235e-07
56,0.0192997,-0.1245,-3.72064e-05
57,0.00996568,-0.067,-0.000218196
58,0.0188728,-0.11926,-0.000168133
59,0.0198728,-0.12666,5.02119e-06
60,0.00328918,-0.01803,8.56763e-05
61,0.0408217,0.197299,8.81295e-05
62,0.0710756,0.263389,3.45606e-05
63,0.0445074,0.205393,-8.45857e-05
64,0.0445074,0.205393,-8.45857e-05
65,0.0914003,0.299487,-0.000111764
66,0.115523,0.337682,-1.89469e-05
67,0.115523,0.337682,-1.89469e-05
68,0.0300831,0.166536,-1.44009e-05
69,0.022113,0.142065,-2.91454e-05
70,0.060981,0.24319,-0.000146199
71,0.00515497,0.042554,0.00014599
72,0.0295979,0.162484,0.00017195
73,0.0295979,0.162484,0.00017195
