t,cond_num
10,5.19075
20,5.13607
30,5.1048
40,5.15642
50,5.18702
60,5.14906
70,5.09049
80,5.11468
90,5.19952
100,5.09693
110,5.09903
120,5.1599
130,5.15659
140,5.1091
150,5.13643
160,5.1393
170,5.13247
180,5.15001
190,5.09713
200,5.0821
210,5.11083
220,5.1082
230,5.09164
240,5.19408
250,5.16289
260,5.12125
270,5.17675
280,5.09659
290,5.07355
300,5.15002
310,5.12217
320,5.17648
330,5.21977
340,5.13932
350,5.09877
360,5.22534
370,5.14629
380,5.19092
390,5.11974
400,5.14994
410,5.08257
420,5.17005
430,5.14279
440,5.08967
450,5.10846
460,5.14389
470,5.1917
480,5.15929
490,5.11502
500,5.1632
510,5.12525
520,5.12544
530,5.20583
540,5.213
550,5.15006
560,5.10534
570,5.12393
580,5.16363
590,5.11697
600,5.13738
610,5.15546
620,5.17054
630,5.15166
640,5.15748
650,5.15356
660,5.09018
670,5.16675
680,5.14745
690,5.10147
700,5.18784
710,5.12639
720,5.11174
730,5.14593
740,5.15786
750,5.06865
760,5.16214
770,5.15032
780,5.15288
790,5.12827
800,5.21154
810,5.08546
820,5.10076
830,5.13795
840,5.14207
850,5.116
860,5.16719
870,5.11427
880,5.1662
890,5.13586
900,5.12369
910,5.20417
920,5.12038
930,5.15028
940,5.13249
950,5.13095
960,5.16556
970,5.14958
980,5.12532
990,5.11123
1000,5.1833
1010,5.09312
1020,5.05403
1030,5.10037
1040,5.1599
1050,5.13192
1060,5.1481
1070,5.16793
1080,5.11783
1090,5.1443
1100,5.16401
1110,5.16131
1120,5.16563
1130,5.13206
1140,5.16523
1150,5.13318
1160,5.0611
1170,5.12057
1180,5.15814
1190,5.14182
1200,5.12115
1210,5.14953
1220,5.15175
1230,5.14443
1240,5.13937
1250,5.11232
1260,5.10361
1270,5.11075
1280,5.17484
1290,5.14564
1300,5.16527
1310,5.15602
1320,5.07427
1330,5.11986
1340,5.21552
1350,5.15123
1360,5.14866
1370,5.0891
1380,5.19354
1390,5.17884
1400,5.09882
1410,5.08068
1420,5.20251
1430,5.12322
1440,5.10737
1450,5.07896
1460,5.24696
1470,5.16441
1480,5.09413
1490,5.12261
1500,5.14317
1510,5.10864
1520,5.12756
1530,5.1214
1540,5.12958
1550,5.1049
1560,5.20145
1570,5.1204
1580,5.13309
1590,5.15349
1600,5.10561
1610,5.2311
1620,5.11816
1630,5.1462
1640,5.10758
1650,5.11539
1660,5.12703
1670,5.15999
1680,5.0989
1690,5.11807
1700,5.15174
1710,5.05497
1720,5.07293
1730,5.19631
1740,5.11978
1750,5.22378
1760,5.12802
1770,5.15034
1780,5.18166
1790,5.16404
1800,5.13894
1810,5.13128
1820,5.14686
1830,5.08601
1840,5.12506
1850,5.1733
1860,5.13565
1870,5.16108
1880,5.14678
1890,5.17597
1900,5.14451
1910,5.10968
1920,5.14103
1930,5.12784
1940,5.10198
1950,5.12169
1960,5.16314
1970,5.17863
1980,5.14483
1990,5.11569
2000,5.13264
2010,5.15237
2020,5.10732
2030,5.10048
2040,5.09304
2050,5.1228
2060,5.14714
2070,5.09018
2080,5.20814
2090,5.17024
2100,5.11171
2110,5.10252
2120,5.094
2130,5.11584
2140,5.08172
2150,5.15447
2160,5.14144
2170,5.12798
2180,5.20404
2190,5.12946
2200,5.11082
2210,5.09484
2220,5.12468
2230,5.14045
2240,5.15033
2250,5.14594
2260,5.11366
2270,5.1346
2280,5.13884
2290,5.12076
2300,5.10577
2310,5.18253
2320,5.10444
2330,5.10128
2340,5.1447
2350,5.10763
2360,5.15259
2370,5.14208
2380,5.15301
2390,5.1626
2400,5.12865
2410,5.16013
2420,5.13954
2430,5.08636
2440,5.10048
2450,5.10753
2460,5.13723
2470,5.09965
2480,5.1775
2490,5.13751
2500,5.07616
2510,5.16366
2520,5.09826
2530,5.14005
2540,5.0718
2550,5.17779
2560,5.15105
2570,5.20539
2580,5.10002
2590,5.19684
2600,5.11798
2610,5.2017
2620,5.13167
2630,5.12969
2640,5.10964
2650,5.14022
2660,5.15227
2670,5.19594
2680,5.14775
2690,5.10228
2700,5.08696
2710,5.13335
2720,5.12697
2730,5.14668
2740,5.14941
2750,5.11336
2760,5.18939
2770,5.16772
2780,5.12393
2790,5.14437
2800,5.17964
2810,5.15713
2820,5.131
2830,5.15564
2840,5.20311
2850,5.08326
2860,5.10815
2870,5.20729
2880,5.09192
2890,5.09637
2900,5.1333
2910,5.09872
2920,5.17728
2930,5.12125
2940,5.15806
2950,5.13926
2960,5.18869
2970,5.15417
2980,5.09127
2990,5.06209
3000,5.17924
3010,5.20736
3020,5.16455
3030,5.15361
3040,5.11736
3050,5.15953
3060,5.12829
3070,5.14518
3080,5.11263
3090,5.11618
3100,5.1458
3110,5.16451
3120,5.09221
3130,5.11071
3140,5.14097
3150,5.13683
3160,5.08411
3170,5.19778
3180,5.13487
3190,5.2003
3200,5.18853
3210,5.16742
3220,5.12122
3230,5.09901
3240,5.15117
3250,5.13815
3260,5.17545
3270,5.23417
3280,5.19013
3290,5.1116
3300,5.17434
3310,5.17951
3320,5.10249
3330,5.128
3340,5.15956
3350,5.06168
3360,5.11248
3370,5.10108
3380,5.18765
3390,5.14379
3400,5.11974
3410,5.11915
3420,5.16057
3430,5.08308
3440,5.14352
3450,5.15776
3460,5.15497
3470,5.17238
3480,5.11681
3490,5.20048
3500,5.23667
