MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.981097,-0.670464,-0.716261
2,0.984007,-0.805214,-0.565597
3,0.9799,-0.795673,-0.571933
4,0.983774,-0.787709,-0.589342
5,0.98081,-0.756316,-0.62448
6,0.982128,-0.844417,-0.501533
7,0.979976,-0.893892,-0.401635
8,0.980663,-0.794014,-0.575535
9,0.981511,-0.795797,-0.574519
10,0.976608,-0.737835,-0.639814
11,0.976608,-0.737835,-0.639814
12,0.975292,-0.82648,-0.517808
13,0.980047,-0.74442,-0.637442
14,0.980191,-0.836483,-0.51095
15,0.981345,-0.9022,-0.386099
16,0.982646,-0.891867,-0.412513
17,0.982646,-0.891867,-0.412513
18,0.979223,-0.911833,-0.356983
19,0.984596,-0.914808,-0.364082
20,0.983037,-0.87445,-0.449109
21,0.981469,-0.799546,-0.569218
22,0.981469,-0.799546,-0.569218
23,0.981876,-0.72933,-0.657388
24,0.98296,-0.687772,-0.702268
25,0.98296,-0.687772,-0.702268
26,0.98296,-0.687772,-0.702268
27,0.981311,-0.67485,-0.712425
28,0.981311,-0.67485,-0.712425
29,0.981937,-0.735682,-0.650363
30,0.981937,-0.735682,-0.650363
31,0.982933,-0.62026,-0.762518
32,0.97974,-0.494425,-0.845833
33,0.97974,-0.494425,-0.845833
34,0.976684,-0.478601,-0.851383
35,0.976684,-0.478601,-0.851383
36,0.978094,-0.381027,-0.900825
37,0.980223,-0.512781,-0.8354
38,0.980223,-0.512781,-0.8354
39,0.978574,-0.406187,-0.890292
40,0.978574,-0.406187,-0.890292
41,0.98241,-0.499539,-0.845925
42,0.98241,-0.499539,-0.845925
43,0.982518,-0.424096,-0.886275
44,0.981132,-0.391817,-0.8995
45,0.980613,-0.522643,-0.829726
46,0.980613,-0.522643,-0.829726
47,0.978436,-0.447686,-0.870008
48,0.978436,-0.447686,-0.870008
49,0.978436,-0.447686,-0.870008
50,0.98002,-0.283757,-0.938042
51,0.980142,-0.176284,-0.964158
52,0.981388,-0.114445,-0.974692
53,0.982228,-0.00935742,-0.982183
54,0.98275,-0.0428282,-0.981817
55,0.98275,-0.0428282,-0.981817
56,0.985246,-0.146292,-0.974325
57,0.984103,-0.0533125,-0.982658
58,0.980832,-0.0875558,-0.976917
59,0.97965,-0.0827368,-0.97615
60,0.981088,-0.109646,-0.974942
61,0.978136,-0.128877,-0.969608
62,0.981289,-0.182338,-0.9642
63,0.98395,-0.199001,-0.963617
64,0.98395,-0.199001,-0.963617
65,0.9814,-0.112985,-0.974875
66,0.981107,-0.0317981,-0.980592
67,0.981107,-0.0317981,-0.980592
68,0.979838,-0.145442,-0.968983
69,0.980962,-0.253061,-0.947758
