MDTU,|Tr(Lx)|
1,0.0694291
2,0.0890238
3,0.145313
4,0.0720803
5,0.162282
6,0.14319
7,0.234117
8,0.113655
9,0.126317
10,0.10288
11,0.10288
12,0.0536309
13,0.0652181
14,0.100341
15,0.0739862
16,0.0570188
17,0.0570188
18,0.11104
19,0.121937
20,0.0901767
21,0.127007
22,0.127007
23,0.10724
24,0.0949839
25,0.0949839
26,0.0949839
27,0.0693568
28,0.0693568
29,0.0751741
30,0.0751741
31,0.136248
32,0.0145037
33,0.0145037
34,0.124074
35,0.124074
36,0.102541
37,0.0940483
38,0.0940483
39,0.095132
40,0.095132
41,0.114496
42,0.114496
43,0.132393
44,0.110791
45,0.0970867
46,0.0970867
47,0.152343
48,0.152343
49,0.152343
50,0.189176
51,0.149832
52,0.0768112
53,0.107925
54,0.116684
55,0.116684
56,0.0395955
57,0.0605175
58,0.123733
59,0.112275
60,0.0371445
61,0.01258
62,0.0668017
63,0.0266513
64,0.0266513
65,0.0614827
66,0.0261583
67,0.0261583
68,0.0857139
69,0.124917
70,0.046673
71,0.0323953
72,0.105031
73,0.105031
74,0.054359
75,0.0619135
76,0.27851
77,0.182904
78,0.0954093
79,0.121482
80,0.0171697
81,0.120394
82,0.120394
83,0.124568
84,0.0396667
85,0.122837
86,0.103639
87,0.103639
88,0.103639
89,0.155163
90,0.13864
91,0.0499871
92,0.126422
93,0.0776475
94,0.0776475
95,0.0617947
96,0.110114
97,0.0174373
98,0.0655153
99,0.0621413
100,0.0449833
101,0.061488
102,0.147028
103,0.130076
104,0.130076
105,0.130076
106,0.0839806
107,0.0186326
108,0.100638
109,0.100638
110,0.0746033
111,0.084618
112,0.084618
113,0.084618
114,0.0859656
115,0.116447
116,0.112778
117,0.0717073
118,0.0451692
119,0.029511
120,0.0653703
121,0.125677
122,0.0488269
123,0.0619407
124,0.102059
125,0.0424517
126,0.0424517
127,0.0590181
128,0.104802
129,0.122079
130,0.0363084
131,0.0347671
132,0.0444633
133,0.0355042
134,0.0371674
135,0.0371674
136,0.0371674
137,0.0508324
138,0.123294
139,0.0848677
140,0.120531
141,0.145328
142,0.0621842
143,0.0683798
144,0.104496
145,0.0637157
146,0.0637157
147,0.133858
148,0.0351631
149,0.0383977
150,0.0383977
151,0.114975
152,0.122827
153,0.0919623
154,0.0841223
155,0.14238
156,0.036076
157,0.0981661
158,0.0430371
159,0.0878439
160,0.0838614
161,0.0475507
162,0.0475507
163,0.15377
164,0.126206
165,0.0855622
166,0.177701
167,0.0320793
168,0.0770288
169,0.0478956
170,0.00427003
171,0.0632382
172,0.0883891
173,0.0883891
174,0.0968219
175,0.0507501
176,0.00606726
177,0.0463051
178,0.0705421
179,0.0537615
180,0.112313
181,0.0378515
182,0.108109
183,0.130772
184,0.130772
185,0.0519469
186,0.0261175
187,0.057076
188,0.0306934
189,0.0872903
190,0.0872903
191,0.0729079
192,0.0126221
193,0.127691
194,0.127097
195,0.064559
196,0.107543
197,0.122363
198,0.0533091
199,0.0337665
200,0.0179647
201,0.138314
202,0.0636172
203,0.156405
204,0.16466
205,0.0643548
206,0.0643548
207,0.0782039
208,0.067636
209,0.0926762
210,0.141765
211,0.212003
212,0.212125
213,0.0558544
214,0.0307002
215,0.0307002
216,0.0362673
217,0.0362673
218,0.0362673
219,0.0180948
220,0.0180948
221,0.0180948
222,0.0898
223,0.0898
224,0.0956898
225,0.0186794
226,0.0186794
227,0.0444293
228,0.0966438
229,0.0385897
230,0.0386434
231,0.0386434
232,0.0759555
233,0.0706346
234,0.169485
235,0.0861803
236,0.0676927
237,0.0622869
238,0.0568375
239,0.0560696
240,0.113887
241,0.0558505
242,0.0558505
243,0.0648961
244,0.0530687
245,0.0610847
246,0.0902474
247,0.111059
248,0.0320006
249,0.067521
250,0.0839567
251,0.0839567
252,0.0496801
253,0.0168827
254,0.116181
255,0.116181
256,0.116181
257,0.116181
258,0.0717297
259,0.107628
260,0.032376
261,0.0522258
262,0.0661421
263,0.0909281
264,0.108037
265,0.108037
266,0.0737017
267,0.0802933
268,0.0802933
269,0.0327639
270,0.0529544
271,0.0705079
272,0.0705079
273,0.0705079
274,0.0761061
275,0.0508961
276,0.0508961
277,0.0931312
278,0.0691656
279,0.0806731
280,0.0614377
281,0.0636665
282,0.0636665
283,0.122304
284,0.122304
285,0.0492974
286,0.0492974
287,0.0248176
288,0.0765852
289,0.160647
290,0.0748743
291,0.0976553
292,0.0848747
293,0.0726734
294,0.0700498
295,0.163332
296,0.0992499
297,0.0992499
298,0.0772239
299,0.014531
300,0.109133
301,0.0771322
302,0.10058
303,0.0764013
304,0.0764013
305,0.027486
306,0.0940655
307,0.0940655
308,0.0273876
309,0.116906
310,0.0773995
311,0.0820947
312,0.0820947
313,0.0534168
314,0.0449684
315,0.123207
316,0.0777469
317,0.0337434
318,0.0800843
319,0.0800843
320,0.0409958
321,0.0721662
322,0.0622581
323,0.0762975
324,0.0762975
325,0.111532
326,0.113119
327,0.0539459
328,0.0539459
329,0.114071
330,0.132228
331,0.0830012
332,0.152704
333,0.08871
334,0.081163
335,0.0622302
336,0.071085
337,0.071085
338,0.294773
339,0.102749
340,0.120452
341,0.0894833
342,0.0878611
343,0.0878611
344,0.0878611
345,0.0904952
346,0.145341
347,0.122996
348,0.0593116
349,0.0452598
350,0.120549
351,0.0637988
352,0.138162
353,0.138162
354,0.107806
355,0.103267
356,0.0382031
357,0.0672566
358,0.0672566
359,0.0755209
360,0.168916
361,0.289148
362,0.0728906
363,0.0317998
364,0.0873139
365,0.0773355
366,0.166169
367,0.0717697
368,0.148598
369,0.23084
370,0.148811
371,0.11424
372,0.11424
373,0.11424
374,0.11424
375,0.19547
376,0.19547
377,0.0842392
378,0.141562
379,0.0221249
380,0.131779
381,0.131779
382,0.0795099
383,0.0575894
384,0.0764941
