MDTU,min_min,min_max,max_min,max_max5
1,-0.120799,0.00250577,0.0209335,0.123004
2,-0.122782,-0.00452111,0.0193219,0.119386
3,-0.121399,0.00179276,0.0126942,0.12019
4,-0.118492,0.00740102,0.018675,0.128435
5,-0.119974,0.00697517,0.0190994,0.119588
6,-0.113492,-0.00253968,0.0266747,0.110066
7,-0.106264,-0.00109815,0.0196463,0.1148
8,-0.107788,0.0039443,0.0120641,0.113364
9,-0.105018,-0.00998052,0.0242233,0.104538
10,-0.105317,-0.00553075,0.0139045,0.111271
11,-0.105317,-0.00553075,0.0139045,0.111271
12,-0.126707,0.000252444,0.0119849,0.113848
13,-0.114016,-0.0225065,0.0160151,0.100456
14,-0.119661,-0.010013,0.0177655,0.119177
15,-0.113145,-0.00243578,0.0147538,0.120122
16,-0.119666,0.00946629,0.0210823,0.12254
17,-0.119666,0.00946629,0.0210823,0.12254
18,-0.116282,0.00749471,0.0204666,0.108467
19,-0.122633,0.0036499,0.0190243,0.115945
20,-0.113688,-0.000783919,0.0144941,0.11821
21,-0.127866,0.00421976,0.0150552,0.112734
22,-0.127866,0.00421976,0.0150552,0.112734
23,-0.120868,-0.00908973,0.0102823,0.104334
24,-0.135659,-0.00302797,0.00694834,0.119222
25,-0.135659,-0.00302797,0.00694834,0.119222
26,-0.135659,-0.00302797,0.00694834,0.119222
27,-0.127051,0.00851704,0.0104574,0.123763
28,-0.127051,0.00851704,0.0104574,0.123763
29,-0.110834,0.00384489,0.0261246,0.109382
30,-0.110834,0.00384489,0.0261246,0.109382
31,-0.121358,-0.000225418,0.0234593,0.118907
32,-0.129975,-0.0201368,0.00767001,0.108292
33,-0.129975,-0.0201368,0.00767001,0.108292
34,-0.13338,-0.0193346,0.00362241,0.106197
35,-0.13338,-0.0193346,0.00362241,0.106197
36,-0.122772,-0.0171812,0.00748608,0.106568
37,-0.133087,-0.009028,0.00198366,0.111806
38,-0.133087,-0.009028,0.00198366,0.111806
39,-0.116735,-0.0183719,0.0197884,0.104541
40,-0.116735,-0.0183719,0.0197884,0.104541
41,-0.123009,-0.00967626,0.0137367,0.09726
42,-0.123009,-0.00967626,0.0137367,0.09726
43,-0.119403,-0.0110514,0.0160528,0.100614
44,-0.115733,-0.00810873,0.0135004,0.116187
45,-0.116863,-0.00501963,0.0111432,0.122042
46,-0.116863,-0.00501963,0.0111432,0.122042
47,-0.115842,0.0050804,0.0116931,0.113407
48,-0.115842,0.0050804,0.0116931,0.113407
49,-0.115842,0.0050804,0.0116931,0.113407
50,-0.12333,-0.0082406,0.0230961,0.114584
51,-0.134508,0.000785073,-0.00158171,0.121554
52,-0.117652,-0.00252129,0.0162436,0.112419
53,-0.129424,0.00360328,0.0152851,0.114451
54,-0.125187,-0.00583615,0.0216936,0.109448
55,-0.125187,-0.00583615,0.0216936,0.109448
56,-0.123346,0.00158489,0.0115722,0.112953
57,-0.113883,0.000191948,-0.000316516,0.111238
58,-0.123528,-0.00869468,0.0141017,0.118734
59,-0.115966,-0.00524426,0.00813938,0.117999
60,-0.119719,-0.00869604,0.0121804,0.104495
61,-0.134103,-0.0111884,0.0047349,0.102904
62,-0.122266,-0.0138321,0.0110047,0.0986684
63,-0.127464,-0.0155285,0.00415907,0.109761
64,-0.127464,-0.0155285,0.00415907,0.109761
65,-0.131564,-0.00668216,0.00158612,0.104992
66,-0.126999,-0.0106552,-0.00490053,0.107262
67,-0.126999,-0.0106552,-0.00490053,0.107262
68,-0.132781,-0.0182895,0.0185272,0.101163
69,-0.138642,-0.0137323,0.00603309,0.111614
70,-0.128774,-0.00876162,0.00241791,0.102864
71,-0.121062,-0.00588186,0.00797386,0.108553
72,-0.131808,-0.009574,0.01085,0.102099
73,-0.131808,-0.009574,0.01085,0.102099
74,-0.126072,-0.002696,0.00917943,0.104933
75,-0.104368,-0.00470963,0.0236444,0.106285
76,-0.119305,-0.00166539,0.0217058,0.10694
77,-0.123445,0.00634207,0.0208088,0.123946
78,-0.119817,-0.0031346,0.0151589,0.111081
79,-0.136379,0.00377338,-0.000565052,0.123676
80,-0.105285,0.00820779,0.0230026,0.125889
81,-0.103159,-0.012898,0.0185121,0.116245
82,-0.103159,-0.012898,0.0185121,0.116245
83,-0.112385,-0.00945856,0.0263461,0.113734
84,-0.117115,-0.000718173,0.0129451,0.118987
85,-0.104634,-0.0124975,0.0154764,0.108651
86,-0.119282,0.00684069,0.0172009,0.127824
87,-0.119282,0.00684069,0.0172009,0.127824
88,-0.119282,0.00684069,0.0172009,0.127824
89,-0.11287,-0.00895526,0.0190603,0.11652
90,-0.105121,-0.0108413,0.0182022,0.106148
91,-0.107691,-0.00159552,0.0268317,0.110211
92,-0.106789,1.6114e-05,0.0227161,0.120259
93,-0.113777,-0.00446542,0.0156542,0.108834
94,-0.113777,-0.00446542,0.0156542,0.108834
95,-0.121474,0.0103979,0.0129597,0.122046
96,-0.114184,0.00175986,0.0101161,0.115492
97,-0.10225,-0.00506872,0.0168058,0.110494
98,-0.131187,0.00319987,0.00944738,0.118067
99,-0.132867,0.00503905,0.00455433,0.111066
100,-0.118764,0.000751718,0.0090543,0.115069
101,-0.124216,-0.0161914,0.0102766,0.105891
102,-0.121915,-0.0022295,0.012809,0.114022
103,-0.119458,-0.0113799,0.0147136,0.10866
104,-0.119458,-0.0113799,0.0147136,0.10866
105,-0.119458,-0.0113799,0.0147136,0.10866
106,-0.112,-0.0114139,0.0257522,0.0998385
107,-0.124915,-0.00440113,0.0114095,0.109553
108,-0.112256,-0.0166299,0.0186263,0.105299
109,-0.112256,-0.0166299,0.0186263,0.105299
110,-0.133136,-0.000951125,0.00378996,0.105681
111,-0.124462,-0.0201474,0.0097046,0.10367
112,-0.124462,-0.0201474,0.0097046,0.10367
113,-0.124462,-0.0201474,0.0097046,0.10367
114,-0.135286,-0.00714062,-0.00204031,0.117271
115,-0.117171,-0.0187472,0.00642072,0.106391
116,-0.131281,-0.0104124,-0.000605217,0.119756
117,-0.145179,-0.00592682,0.000159558,0.114144
118,-0.115192,-0.0255833,0.0184026,0.102551
119,-0.137743,-0.00258826,-0.015776,0.116589
120,-0.129836,-0.0137188,0.00978424,0.109452
121,-0.113225,-0.01625,0.0136049,0.104017
122,-0.128038,-0.00460446,0.00513437,0.115589
123,-0.125271,0.000848278,0.00460268,0.109438
