MDTU,S_B
1,1.00066
2,1.00148
3,0.995915
4,0.986011
5,0.986011
6,0.995548
7,0.995548
8,0.996074
9,0.996074
10,1.00423
11,0.999542
12,0.999141
13,0.989603
14,0.994944
15,1.01178
16,0.99401
17,0.996857
18,1.00011
19,1.00927
20,0.990809
21,0.984843
22,0.984843
23,0.983145
24,0.992171
25,0.997282
26,0.997282
27,0.997282
28,0.997282
29,0.992495
30,0.992495
31,0.992495
32,0.989567
33,0.987383
34,0.994529
35,0.988137
36,0.996368
37,0.997405
38,1.00596
39,0.995624
40,1.00401
41,0.995007
42,0.999046
43,0.989098
44,0.989275
45,0.992191
46,0.992191
47,0.983076
48,0.983076
49,1.00204
50,0.996935
51,0.996935
52,0.992786
53,0.99834
54,1.00148
55,1.00148
56,1.00198
57,0.992954
58,1.00189
59,0.994016
60,0.993858
61,0.989574
62,0.98693
63,0.98693
64,0.98693
65,0.988601
66,1.00193
67,1.00193
68,1.00539
69,0.986474
70,0.998361
71,0.993559
72,0.996727
73,0.993334
74,0.992708
75,0.991846
76,0.990028
77,0.992498
78,0.992498
79,0.995615
80,0.996584
81,0.997901
82,0.997901
83,1.00268
84,0.993906
85,0.999123
86,1.00317
87,0.997334
88,0.997206
89,0.997206
90,0.997206
91,1.0012
92,0.997158
93,0.988968
94,0.988968
95,1.00138
96,0.99977
97,0.992412
98,0.992412
99,0.992412
100,0.994426
101,0.999798
102,0.995256
103,0.99892
104,0.999779
105,0.993534
106,0.993534
107,0.999359
108,0.99551
109,0.986099
110,1.00305
111,0.999673
112,0.999673
113,0.991571
114,0.991647
115,1.00191
116,1.00191
117,1.00239
118,1.01187
119,1.00194
120,0.999316
121,1.00232
122,1.00221
123,1.00376
124,0.996346
125,0.989612
126,0.989612
127,0.988824
128,0.988824
129,0.988579
130,0.995699
131,1.00218
132,1.00013
133,1.00078
134,1.00078
135,1.00078
136,1.00078
137,0.992997
138,0.993897
139,0.993154
140,0.990411
141,0.990411
142,0.989263
143,0.982819
144,0.991349
145,0.99221
146,0.99221
147,0.988536
148,0.988536
149,0.988536
150,0.996207
151,0.999123
152,0.996236
153,0.998968
154,0.998968
155,0.997212
156,0.997212
157,0.992061
158,1.00116
159,0.99188
160,1.00002
161,0.993878
162,1.0015
163,1.0094
164,1.0094
165,0.997895
166,0.997895
167,0.999755
168,0.999755
169,0.992669
170,0.996442
171,0.993857
172,0.9949
173,0.9949
174,1.00033
175,1.00471
176,0.997267
177,0.989594
178,0.989627
179,0.995558
180,0.985619
181,0.989579
182,0.996163
183,0.991709
184,0.991709
185,0.992354
186,0.996598
187,1.00014
188,1.00593
189,0.992646
190,0.992201
191,0.988212
192,0.984718
193,0.994261
194,0.994261
195,0.990854
196,0.997252
197,0.999655
198,0.998803
199,0.998803
200,0.999096
201,0.995528
202,1.01144
203,1.01144
204,1.00194
205,1.00194
206,0.996435
207,0.992733
208,1.00254
209,0.997376
210,0.997662
211,0.994592
212,1.00613
213,0.999214
214,1.00408
215,1.00408
216,0.998427
217,1.00514
218,0.995936
219,0.995936
220,0.995936
221,1.00394
222,1.00534
223,1.00036
224,0.995896
225,0.994996
226,0.994996
227,1.00225
228,0.999415
229,0.994038
230,0.988156
231,0.9928
232,0.997723
233,0.991636
234,0.994725
235,0.986632
236,0.987769
237,0.991849
238,0.991164
239,0.986231
240,0.999409
241,0.995138
242,0.995138
243,0.999195
244,1.00732
245,1.00639
246,1.00639
247,1.00639
248,1.00166
249,0.996778
250,1.00533
251,0.999281
252,1.01221
253,1.00486
254,1.00486
255,1.00486
256,0.99977
257,0.990342
258,0.990342
259,0.992339
260,0.992339
261,0.992339
262,0.992339
263,0.992791
264,0.997626
265,0.997626
266,0.994478
267,0.997738
268,0.997738
269,0.990351
270,0.991589
271,0.986094
272,0.986094
273,0.986094
274,0.987598
275,0.993002
276,0.993002
277,0.99559
278,0.996809
279,0.997062
280,0.998601
281,0.996761
282,0.992847
283,0.99851
284,0.99851
285,0.991555
286,0.991949
287,0.991949
288,0.991407
289,0.99971
290,0.999429
291,0.996453
292,0.997
293,0.988318
294,0.988318
295,0.988491
296,0.992442
297,0.99907
298,0.996979
299,0.996979
300,0.996979
301,0.984739
302,0.993702
303,0.993702
304,1.00577
305,1.00577
306,0.994928
307,0.995102
308,0.994287
309,0.998446
310,0.992556
311,0.990497
312,0.990497
313,0.993615
314,0.994033
315,0.989593
316,0.977512
317,0.979845
318,0.990795
