t,eps_f,eps_g
2610,0.0222222,0.00111111
2620,0.0222222,0.00111111
2630,0.0222222,0.00111111
2640,0.0222222,0.00111111
2650,0.0222222,0.00111111
2660,0.0222222,0.00111111
2670,0.0222222,0.00111111
2680,0.0222222,0.00111111
2690,0.0222222,0.00111111
2700,0.0222222,0.00111111
2710,0.0222222,0.00111111
2720,0.0222222,0.00111111
2730,0.0222222,0.00111111
2740,0.0222222,0.00111111
2750,0.0222222,0.00111111
2760,0.0222222,0.00111111
2770,0.0222222,0.00111111
2780,0.0222222,0.00111111
2790,0.0222222,0.00111111
2800,0.0222222,0.00111111
2810,0.0222222,0.00111111
2820,0.0222222,0.00111111
2830,0.0222222,0.00111111
2840,0.0222222,0.00111111
2850,0.0222222,0.00111111
2860,0.0222222,0.00111111
2870,0.0222222,0.00111111
2880,0.0222222,0.00111111
2890,0.0222222,0.00111111
2900,0.0222222,0.00111111
2910,0.0222222,0.00111111
2920,0.0222222,0.00111111
2930,0.0222222,0.00111111
2940,0.0222222,0.00111111
2950,0.0222222,0.00111111
2960,0.0222222,0.00111111
2970,0.0222222,0.00111111
2980,0.0222222,0.00111111
2990,0.0222222,0.00111111
3000,0.0222222,0.00111111
3010,0.0222222,0.00111111
3020,0.0222222,0.00111111
3030,0.0222222,0.00111111
3040,0.0222222,0.00111111
3050,0.0222222,0.00111111
3060,0.0222222,0.00111111
3070,0.0222222,0.00111111
3080,0.0222222,0.00111111
3090,0.0222222,0.00111111
3100,0.0222222,0.00111111
3110,0.0222222,0.00111111
3120,0.0222222,0.00111111
3130,0.0222222,0.00111111
3140,0.0222222,0.00111111
3150,0.0222222,0.00111111
3160,0.0222222,0.00111111
3170,0.0222222,0.00111111
3180,0.0222222,0.00111111
3190,0.0222222,0.00111111
3200,0.0222222,0.00111111
3210,0.0222222,0.00111111
3220,0.0222222,0.00111111
3230,0.0222222,0.00111111
3240,0.0222222,0.00111111
3250,0.0222222,0.00111111
3260,0.0222222,0.00111111
3270,0.0222222,0.00111111
3280,0.0222222,0.00111111
3290,0.0222222,0.00111111
3300,0.0222222,0.00111111
3310,0.0222222,0.00111111
3320,0.0222222,0.00111111
3330,0.0222222,0.00111111
3340,0.0222222,0.00111111
3350,0.0222222,0.00111111
3360,0.0222222,0.00111111
3370,0.0222222,0.00111111
3380,0.0222222,0.00111111
3390,0.0222222,0.00111111
3400,0.0222222,0.00111111
3410,0.0222222,0.00111111
3420,0.0222222,0.00111111
3430,0.0222222,0.00111111
3440,0.0222222,0.00111111
3450,0.0222222,0.00111111
3460,0.0222222,0.00111111
3470,0.0222222,0.00111111
3480,0.0222222,0.00111111
3490,0.0222222,0.00111111
3500,0.0222222,0.00111111
