t,cg_iters
1,5269
2,5339
3,5387
4,5435
5,5336
6,5403
7,5316
8,5352
9,5388
10,5426
11,5353
12,5429
13,5352
14,5383
15,5338
16,5423
17,5406
18,5320
19,5396
20,5365
21,5369
22,5321
23,5377
24,5285
25,5334
26,5365
27,5206
28,5386
29,5376
30,5321
31,5307
32,5361
33,5356
34,5361
35,5322
36,5321
37,5356
38,5396
39,5394
40,5411
41,5322
42,5410
43,5316
44,5375
45,5358
46,5347
47,5361
48,5328
49,5254
50,5397
51,5339
52,5338
53,5309
54,5329
55,5401
56,5405
57,5356
58,5353
59,5297
60,5270
61,5339
62,5302
63,5275
64,5334
65,5279
66,5310
67,5339
68,5366
69,5443
70,5345
71,5283
72,5398
73,5362
74,5382
75,5432
76,5461
77,5370
78,5313
79,5408
80,5313
81,5307
82,5393
83,5391
84,5282
85,5302
86,5332
87,5324
88,5315
89,5367
90,5379
91,5390
92,5307
93,5449
94,5336
95,5389
96,5316
97,5403
98,5357
99,5416
100,5310
101,5269
102,5367
103,5377
104,5285
105,5322
106,5307
107,5323
108,5435
109,5360
110,5358
111,5399
112,5345
113,5306
114,5361
115,5288
116,5337
117,5293
118,5367
119,5336
120,5359
121,5287
122,5356
123,5309
124,5357
125,5412
126,5382
127,5334
128,5396
129,5384
130,5356
131,5378
132,5385
133,5368
134,5420
135,5372
136,5313
137,5359
138,5357
139,5294
140,5343
141,5405
142,5307
143,5286
144,5362
145,5345
146,5330
147,5291
148,5357
149,5359
150,5443
151,5385
152,5318
153,5366
154,5322
155,5413
156,5390
157,5375
158,5514
159,5467
160,5453
161,5323
162,5481
163,5352
164,5364
165,5332
166,5376
167,5336
168,5373
169,5430
170,5375
171,5364
172,5450
173,5371
174,5341
175,5425
176,5269
177,5355
178,5388
179,5318
180,5381
181,5362
182,5392
183,5432
184,5269
185,5403
186,5313
187,5291
188,5336
189,5296
190,5392
191,5424
192,5335
193,5343
194,5322
195,5335
196,5307
197,5349
198,5331
199,5318
200,5434
201,5382
202,5378
203,5270
204,5352
205,5359
206,5305
207,5318
208,5373
209,5297
210,5351
211,5336
212,5381
213,5415
214,5325
215,5349
216,5389
217,5356
218,5341
219,5366
220,5317
221,5307
222,5337
223,5429
224,5309
225,5354
226,5348
227,5352
228,5371
229,5405
230,5363
231,5396
232,5422
233,5309
234,5255
235,5313
236,5302
237,5335
238,5356
239,5312
240,5265
241,5289
242,5425
243,5400
244,5309
245,5449
246,5464
247,5388
248,5376
249,5361
250,5355
251,5409
252,5401
253,5303
254,5325
255,5420
256,5355
257,5335
258,5374
259,5300
260,5320
261,5371
262,5329
263,5346
264,5391
265,5324
266,5352
267,5393
268,5373
269,5347
270,5314
271,5321
272,5282
273,5322
274,5248
275,5391
276,5333
277,5368
278,5390
279,5325
280,5392
281,5324
282,5444
283,5332
284,5435
285,5317
286,5326
287,5289
288,5335
289,5380
290,5354
291,5295
292,5320
293,5374
294,5279
295,5476
296,5438
297,5364
298,5318
299,5405
300,5355
301,5372
302,5414
303,5494
304,5380
305,5407
306,5319
307,5324
308,5321
309,5340
310,5370
311,5332
312,5343
313,5365
314,5325
315,5322
316,5358
317,5329
318,5417
319,5372
320,5326
321,5379
322,5260
323,5317
324,5452
325,5284
326,5288
327,5297
328,5415
329,5333
330,5331
331,5363
332,5355
333,5317
334,5297
335,5304
336,5310
337,5306
338,5274
339,5335
340,5390
341,5348
342,5298
343,5368
344,5361
345,5372
346,5318
347,5361
348,5377
349,5327
350,5317
351,5410
352,5360
353,5395
354,5405
355,5299
356,5304
357,5296
358,5360
359,5406
360,5268
361,5313
362,5340
363,5420
364,5366
365,5443
366,5394
367,5348
368,5325
369,5348
370,5389
371,5416
372,5354
373,5332
374,5313
375,5425
376,5332
377,5359
378,5400
379,5400
380,5249
381,5319
382,5374
