MDTU,plaq
1,1.02476
2,1.00733
3,1.00071
4,0.993938
5,0.993938
6,0.983467
7,0.983467
8,0.963029
9,0.963029
10,0.975747
11,0.973465
12,0.991494
13,0.985343
14,0.98764
15,1.01969
16,1.01596
17,1.01581
18,1.01017
19,1.01497
20,0.998475
21,0.995267
22,0.995267
23,0.997545
24,0.996211
25,0.99443
26,0.99443
27,0.99443
28,0.99443
29,1.00241
30,1.00241
31,1.00241
32,0.990852
33,1.0044
34,1.01516
35,1.0078
36,1.02599
37,1.02279
38,1.03409
39,1.03573
40,1.03807
41,1.01344
42,1.00866
43,1.00992
44,1.02189
45,1.03275
46,1.03275
47,1.01001
48,1.01001
49,1.01951
50,1.00209
51,1.00209
52,1.02217
53,1.01704
54,1.01625
55,1.01625
56,1.01761
57,0.998563
58,1.00435
59,1.00521
60,1.0211
61,1.01415
62,0.997464
63,0.997464
64,0.997464
65,0.998889
66,1.00083
67,1.00083
68,1.02106
69,0.994391
70,1.01164
71,0.99816
72,1.00393
73,0.998106
74,0.998069
75,1.0053
76,1.00791
77,1.00821
78,1.00821
79,1.03161
80,1.03465
81,1.02051
82,1.02051
83,1.01195
84,1.0066
85,1.00266
86,1.00445
87,0.989192
88,0.999428
89,0.999428
90,0.999428
91,0.984019
92,0.982982
93,0.961594
94,0.961594
95,0.990109
96,0.995642
97,0.987527
98,0.987527
99,0.987527
100,0.995713
101,1.01245
102,1.00347
103,1.00795
104,1.00009
105,0.98298
106,0.98298
107,1.00217
108,0.989377
109,0.969035
110,0.983065
111,1.00032
112,1.00032
113,1.00078
114,1.00688
115,1.00503
116,1.00503
117,1.01367
118,1.02279
119,1.02795
120,1.01405
121,1.01112
122,1.01704
123,1.01038
124,0.998861
125,0.986017
126,0.986017
127,0.993101
128,0.993101
129,0.992462
130,1.00422
131,1.01491
132,1.00561
133,1.01672
134,1.01672
135,1.01672
136,1.01672
137,1.02644
138,1.03603
139,1.02217
140,1.03317
141,1.03317
142,1.02542
143,1.03158
144,1.03095
145,1.0228
146,1.0228
147,1.01513
148,1.01513
149,1.01513
150,1.01085
151,1.01986
152,1.01591
153,1.02326
154,1.02326
155,1.0392
156,1.0392
157,1.02883
158,1.04117
159,1.0297
160,1.03584
161,1.03553
162,1.0465
163,1.05004
164,1.05004
165,1.03385
166,1.03385
167,1.02598
168,1.02598
169,1.03894
170,1.04156
171,1.02941
172,1.01779
173,1.01779
174,1.02149
175,1.02757
176,1.02436
177,1.02501
178,1.03096
179,1.04129
180,1.03269
181,1.04074
182,1.04806
183,1.0432
184,1.0432
185,1.05134
186,1.05468
187,1.04016
188,1.03852
189,1.02762
190,1.02746
191,1.04128
192,1.02651
193,1.03493
194,1.03493
195,1.00787
196,1.0119
197,1.02429
198,1.0299
199,1.0299
200,1.05128
201,1.02764
202,1.03671
203,1.03671
204,1.03661
205,1.03661
206,1.02809
207,1.01184
208,1.01369
209,1.01043
210,0.983592
211,0.982445
212,1.00071
213,0.997068
214,0.999033
215,0.999033
216,0.992287
217,0.993403
218,0.995207
219,0.995207
220,0.995207
221,1.0071
222,1.01865
223,1.01236
224,0.997962
225,0.986206
226,0.986206
227,1.00236
228,1.00208
229,1.01157
230,0.986031
231,0.98069
232,0.977093
233,0.981798
234,0.987757
235,0.990417
236,0.991028
237,1.00016
238,1.00506
239,1.00583
240,1.01345
241,1.01662
242,1.01662
243,1.02076
244,1.01496
245,1.02343
246,1.02343
247,1.02343
248,1.02729
249,1.02014
250,1.0189
251,0.997627
252,1.0274
253,1.0229
254,1.0229
255,1.0229
256,1.01607
257,1.02261
258,1.02261
259,1.02313
260,1.02313
261,1.02313
262,1.02313
263,1.01809
264,1.02732
265,1.02732
266,1.02622
267,1.035
268,1.035
269,1.03268
270,1.04107
271,1.0426
272,1.0426
273,1.0426
274,1.03625
275,1.04071
276,1.04071
277,1.04683
278,1.04156
279,1.02028
280,1.00978
281,0.999391
282,0.993375
283,1.02845
284,1.02845
285,1.01728
286,1.04024
287,1.04024
288,1.04455
289,1.03729
290,1.03472
291,1.01847
292,1.02423
293,1.01334
294,1.01334
295,1.02486
296,1.02054
297,1.04427
298,1.05594
299,1.05594
300,1.05594
301,1.03664
302,1.04031
303,1.04031
304,1.05254
305,1.05254
306,1.02598
307,1.02729
308,1.02608
309,1.04594
310,1.0382
311,1.02653
312,1.02653
313,1.03544
314,1.04149
315,1.0342
316,1.02865
317,1.03695
318,1.036
319,1.036
320,1.036
321,1.03763
322,1.00925
323,1.01949
324,1.01673
325,1.01673
326,1.00248
327,1.02428
328,1.02428
329,1.01489
330,1.01433
331,1.01752
332,1.01718
333,1.02187
334,1.01964
335,1.02533
336,1.02533
337,1.02533
338,1.01494
339,0.999328
340,0.983699
341,0.983699
342,0.99039
343,0.99039
344,0.99039
345,1.00489
346,1.02552
347,1.02552
348,1.03178
349,1.03491
350,1.03491
351,1.03077
352,1.03171
353,1.029
354,1.0289
355,1.01098
356,1.00171
357,1.02581
358,1.01451
359,1.02139
360,1.01683
361,1.01822
362,1.02023
363,1.02023
364,1.04453
365,1.04453
366,1.03287
367,1.02544
368,1.03665
369,1.01775
370,1.0167
371,1.00344
372,1.00637
373,1.01609
374,1.00313
375,1.01757
376,1.01854
377,1.03272
378,1.01453
379,1.0115
380,1.00636
381,1.01371
382,1.00384
383,1.01373
384,1.01373
385,1.01226
386,1.01879
387,1.02526
388,1.00305
389,1.00386
390,1.00823
391,0.995385
392,0.995385
393,1.00974
394,1.00974
395,1.00017
396,0.991195
397,0.991195
398,0.991195
399,0.984523
400,1.00008
401,0.999066
402,0.999066
403,0.995762
404,0.9906
405,0.980445
406,0.980445
407,0.993059
408,0.993059
409,0.993059
410,0.985842
411,0.996199
412,0.983214
413,0.986857
414,0.974977
415,0.974977
416,0.974977
417,0.991688
418,0.985874
419,0.985874
420,0.985874
421,0.999822
422,1.00077
423,1.01099
424,1.01099
425,1.01099
426,1.00004
427,1.00004
428,1.00906
429,1.01913
430,1.01917
431,1.01347
432,1.01197
433,1.00846
434,1.02389
435,1.0184
436,0.997104
437,1.00029
438,0.985358
439,0.995841
440,0.997382
441,1.00855
442,1.00855
443,1.02095
444,1.03077
445,1.03077
446,1.02434
447,1.02434
448,1.03601
449,1.02975
450,1.01691
451,1.0103
452,1.03104
453,1.01477
454,1.0241
455,1.0241
456,1.01596
457,1.02219
458,1.03265
459,1.03265
460,1.03811
461,1.01568
462,1.01859
463,1.03199
464,1.0131
465,1.0131
466,1.00862
467,1.0244
468,1.02578
469,1.02578
470,1.02578
471,1.01568
472,0.990792
473,1.01431
474,0.987631
475,0.996656
476,0.996656
477,0.996656
478,0.996656
479,1.01124
