t,e^(-dS)
1,1.18708
2,1.69961
3,0.116717
4,1.14008
5,0.558277
6,0.553275
7,0.380298
8,2.09426
9,0.371391
10,1.51225
11,1.80219
12,1.09779
13,1.00088
14,1.30291
15,0.574302
16,2.12039
17,1.31377
18,0.743267
19,2.37596
20,0.548263
21,0.900595
22,0.552777
23,0.83711
24,0.994892
25,0.644165
26,0.325302
27,0.236928
28,0.309437
29,2.06886
30,0.76529
31,0.295526
32,1.17515
33,1.49018
34,1.4408
35,0.639416
36,2.37881
37,0.770974
38,3.25437
39,0.685368
40,1.24085
41,0.849082
42,1.36302
43,0.973089
44,1.25332
45,1.38403
46,0.325302
47,0.956638
48,0.498426
49,1.00942
50,1.53511
51,0.379538
52,0.557998
53,0.579204
54,0.334205
55,0.676921
56,0.30331
57,1.9517
58,1.3477
59,4.72563
60,0.731323
61,1.37287
62,0.473833
63,0.333871
64,0.59191
65,0.58649
66,0.622321
67,0.621512
68,1.75155
69,0.826628
70,0.395027
71,0.914699
72,1.42148
73,0.790808
74,1.01737
75,1.49631
76,1.79212
77,1.89515
78,0.5088
79,1.40046
80,1.04582
81,0.873366
82,0.397683
83,0.700052
84,2.12124
85,0.845016
86,0.998543
87,1.37603
88,1.88137
89,0.643328
90,0.512938
91,0.919082
92,0.498027
93,0.829527
94,0.819714
95,2.42711
96,0.290544
97,0.927762
98,0.256404
99,0.479505
100,0.836608
101,2.42954
102,1.66363
103,2.26755
104,1.70523
105,1.18305
106,0.302401
107,1.48855
108,0.965181
109,0.915779
110,2.51356
111,1.72737
112,0.548867
113,0.843496
114,1.31917
115,0.743787
116,0.332538
117,1.19137
118,0.597501
119,1.35216
120,0.547496
121,1.46228
122,0.774065
123,0.542157
124,1.78872
125,0.58996
126,0.38026
127,0.892793
128,0.748189
129,1.2902
130,1.24346
131,0.38593
132,0.535101
133,1.05051
134,0.269012
135,0.283938
136,0.299392
137,1.54574
138,0.92664
139,0.934251
140,1.63313
141,0.197306
142,1.2981
143,0.586548
144,0.703491
145,0.877569
146,0.275546
147,0.540857
148,0.224024
149,0.482102
150,1.03299
151,0.933401
152,0.643972
153,0.120392
154,0.644552
155,0.490319
156,0.414576
157,0.64012
158,0.641979
159,1.446
160,2.69016
161,0.422443
162,0.753218
163,0.963715
164,0.284506
165,0.902217
166,0.232934
167,1.70711
168,0.345764
169,1.49511
170,1.19925
171,1.01041
172,0.733961
173,0.387167
174,0.941049
175,1.15974
176,1.98278
177,1.15177
178,1.15708
179,0.842485
180,0.75224
181,0.721877
182,0.780906
183,0.654424
184,0.4774
185,1.49287
186,0.816686
187,0.897358
188,0.647847
189,1.47079
190,1.31062
191,1.62694
192,0.750062
193,1.4832
194,0.23504
195,0.554715
196,0.6361
197,1.0286
198,0.535368
199,0.656456
200,0.317271
201,1.45354
202,0.931304
203,0.528612
204,0.532379
205,0.630337
206,0.516128
207,0.996528
208,1.7519
209,0.893329
210,0.908164
211,0.52724
212,3.51135
213,0.519598
214,1.97447
215,0.203315
216,1.61188
217,2.22665
218,1.37671
219,0.380526
220,0.68674
221,1.43376
222,0.395344
223,1.49004
224,1.83565
225,1.65136
226,0.769973
227,1.4887
228,0.845692
229,0.600135
230,0.385043
231,1.47757
232,0.685025
233,2.37596
234,0.799155
235,0.497828
236,0.576085
237,0.438323
238,0.744234
239,1.03458
240,2.03929
241,3.13616
242,0.336553
243,0.924142
244,0.69032
245,0.530731
246,0.353455
247,0.663783
248,1.91554
249,1.03021
250,0.177462
251,1.06119
252,0.698444
253,1.57964
254,0.693225
255,0.618907
256,1.28313
257,2.64032
258,0.416529
259,0.797319
260,0.148525
261,0.657441
262,0.508292
263,0.493763
264,1.12042
265,0.627696
266,1.2263
267,3.5787
268,0.73956
269,0.500874
270,2.68801
271,1.58836
272,0.685436
273,0.310988
274,0.552391
275,0.933915
276,0.588664
277,1.6859
278,2.27141
279,0.953591
280,0.797559
281,1.02763
282,1.03285
283,0.869097
284,0.541344
285,0.819304
286,0.876867
287,0.465148
288,0.332206
289,1.35229
290,2.15093
291,2.0401
292,0.59756
293,0.446195
294,0.434135
295,1.1076
296,1.47521
297,1.00216
298,1.41807
299,0.667177
300,0.495098
301,0.724046
302,1.12008
303,0.262632
304,1.32684
305,0.285076
306,0.42219
307,1.37548
308,2.21311
309,2.14663
310,1.08239
311,1.40396
312,0.501576
313,2.38167
314,1.27049
315,1.08399
316,0.998812
317,0.750962
318,1.16976
319,0.402806
320,0.297899
321,0.79708
322,0.613055
323,3.25112
324,0.622134
325,0.299692
326,1.5817
327,1.34178
328,0.674894
329,0.454799
330,1.51922
331,2.01557
332,0.597919
333,1.04705
334,1.14419
335,2.04848
336,0.297899
337,0.2608
338,0.546238
339,0.811476
340,0.637246
341,0.216969
342,0.874153
343,0.191283
344,0.293758
345,0.930857
346,1.34031
347,0.56203
348,1.10364
349,1.05543
350,0.623691
351,0.53569
352,0.762464
353,1.43922
354,1.36697
355,0.86269
356,1.00686
357,1.70711
358,1.0414
359,1.26567
360,1.46594
361,0.285647
362,1.30748
363,0.742004
364,1.04682
365,0.346456
366,2.07259
367,1.76703
368,1.80381
369,2.56819
370,1.16672
371,0.447088
372,1.65384
373,1.2487
374,1.09398
375,0.842822
376,1.29382
377,1.36738
378,0.966156
379,3.37029
380,0.517524
381,1.06065
382,0.459921
383,1.00047
384,0.205564
385,0.394199
386,1.00641
387,1.55784
388,0.819386
389,0.711913
390,0.596844
391,0.576085
392,0.856501
393,2.81511
394,0.675974
395,0.272259
396,0.867621
397,0.166793
398,0.497629
399,0.795408
400,4.0796
401,1.61963
402,0.570809
403,0.310057
404,0.461949
405,1.15581
406,0.277482
407,0.596784
408,0.662192
409,0.32628
410,2.28325
411,1.13906
412,1.12232
413,0.715624
414,0.566431
415,0.536762
416,0.69281
417,2.15351
418,1.19494
419,0.320139
420,0.451536
421,0.55466
422,0.755255
423,0.889496
424,0.4785
425,0.429858
426,0.879414
427,0.873192
428,1.42746
429,1.08651
430,0.70321
431,0.977116
432,0.638585
433,2.95944
434,0.513092
435,1.88532
436,0.754953
437,0.529724
438,1.01931
439,1.55379
440,1.37122
441,1.04307
442,0.380869
443,0.673747
444,1.58582
445,0.18938
446,1.46463
447,0.587781
448,1.20105
449,0.970339
450,1.2798
451,0.960434
452,3.51486
453,1.54404
454,1.10738
455,0.581235
456,1.24272
457,1.36138
458,0.544493
459,0.531103
460,1.85003
461,0.472934
462,0.355226
463,1.0761
464,0.626692
465,0.236691
466,0.439156
467,0.884794
468,0.652203
469,0.603928
470,0.413458
471,1.97605
472,0.383161
473,0.458956
474,0.906386
475,0.985989
476,0.845185
477,0.243655
478,0.246597
479,1.85188
480,1.3569
481,1.71258
482,0.77391
483,0.829527
484,0.867968
485,1.45747
486,1.83015
487,1.32379
488,0.837947
489,1.09456
490,0.305441
491,1.43433
492,1.58075
493,0.388835
494,1.11016
495,1.36875
496,0.894044
497,0.791124
498,1.12795
499,1.4972
500,0.699493
501,1.65815
502,1.66913
503,1.50591
504,0.478356
505,0.787887
506,2.39696
507,1.23343
508,1.15154
509,0.600616
510,0.163818
511,0.631536
512,1.24085
513,1.1184
514,0.794454
515,0.71113
516,0.35134
517,0.236454
518,1.12019
519,0.676786
520,0.932804
521,0.829693
522,0.529088
523,1.77571
524,1.40959
525,0.207422
526,0.277759
527,0.520066
528,1.29149
529,0.721733
530,0.957691
531,1.05837
532,0.586666
533,0.963821
534,1.02376
535,0.411725
536,0.44096
537,0.222684
538,1.10539
539,1.70336
540,2.01275
