MDTU,min_width,max_width
1,0.0324914,0.0292931
2,0.0313523,0.0313581
3,0.03161,0.0284683
4,0.0358089,0.0240892
5,0.0358089,0.0240892
6,0.0403383,0.0348082
7,0.0403383,0.0348082
8,0.0367406,0.031339
9,0.0367406,0.031339
10,0.0377923,0.024724
11,0.0423768,0.0295767
12,0.026312,0.0222117
13,0.0381654,0.0281195
14,0.037488,0.0258207
15,0.0287556,0.0288293
16,0.0365499,0.0302082
17,0.028385,0.0271562
18,0.0303534,0.0235612
19,0.034646,0.0284807
20,0.0295092,0.0261585
21,0.0358451,0.0320969
22,0.0358451,0.0320969
23,0.0342316,0.0303258
24,0.0374523,0.0303949
25,0.0365776,0.0275908
26,0.0365776,0.0275908
27,0.0365776,0.0275908
28,0.0365776,0.0275908
29,0.0317412,0.0255028
30,0.0317412,0.0255028
31,0.0317412,0.0255028
32,0.0348187,0.0276602
33,0.0279171,0.0226388
34,0.0299574,0.0289819
35,0.0347851,0.0299046
36,0.0251129,0.0201649
37,0.0329923,0.0225619
38,0.0313606,0.0247956
39,0.0311261,0.0230646
40,0.0355246,0.0291492
41,0.0384337,0.0285472
42,0.0386284,0.0302063
43,0.0370566,0.0299183
44,0.0336778,0.0280405
45,0.0243354,0.0249013
46,0.0243354,0.0249013
47,0.0263535,0.020739
48,0.0263535,0.020739
49,0.035008,0.0214628
50,0.035671,0.0264873
51,0.035671,0.0264873
52,0.0364749,0.0245222
53,0.0440686,0.0316003
54,0.029366,0.0258528
55,0.029366,0.0258528
56,0.0205765,0.0213125
57,0.0336758,0.0211858
58,0.0352275,0.0243666
59,0.0376027,0.0301597
60,0.0327816,0.0312938
61,0.0375471,0.0272255
62,0.0446879,0.0273081
63,0.0446879,0.0273081
64,0.0446879,0.0273081
65,0.03667,0.0249674
66,0.0473169,0.0337727
67,0.0473169,0.0337727
68,0.0314919,0.0307216
69,0.0365027,0.0328274
70,0.0348723,0.0321541
71,0.034722,0.0262355
72,0.0343503,0.031827
73,0.0372911,0.0367136
74,0.0287608,0.0242015
75,0.031013,0.0289436
76,0.0273642,0.024448
77,0.028722,0.0281106
78,0.028722,0.0281106
79,0.0282452,0.0222227
80,0.0278782,0.0210438
81,0.0231914,0.0222061
82,0.0231914,0.0222061
83,0.0280454,0.0245118
84,0.0234943,0.0224582
85,0.0293774,0.0255398
86,0.0376586,0.0328179
87,0.0369045,0.026376
88,0.035827,0.0288894
89,0.035827,0.0288894
90,0.035827,0.0288894
91,0.0367931,0.0290182
92,0.0414647,0.0338347
93,0.0328339,0.0272581
94,0.0328339,0.0272581
95,0.0380594,0.0291922
96,0.0281209,0.0253224
97,0.0301386,0.0251207
98,0.0301386,0.0251207
99,0.0301386,0.0251207
100,0.0323169,0.03372
101,0.0263857,0.0221598
102,0.0386877,0.0274902
103,0.0326984,0.0274819
104,0.0360379,0.0222497
105,0.0410854,0.0320995
106,0.0410854,0.0320995
107,0.0310296,0.0246609
108,0.0352403,0.021998
109,0.037766,0.0242461
110,0.0295968,0.0247674
111,0.0387522,0.0298947
112,0.0387522,0.0298947
113,0.0333931,0.0316445
114,0.0325974,0.0245522
115,0.0385519,0.0345705
116,0.0385519,0.0345705
117,0.0338457,0.0287302
118,0.0331396,0.0265416
119,0.0334614,0.0324064
120,0.0231569,0.0246848
121,0.0332935,0.0275903
122,0.0249132,0.0215687
123,0.0309325,0.0276906
124,0.0254508,0.0162961
125,0.0279861,0.0240672
126,0.0279861,0.0240672
127,0.0292606,0.0274848
128,0.0292606,0.0274848
129,0.025905,0.021737
130,0.0359135,0.0355121
131,0.0273566,0.0226859
132,0.0367098,0.0302387
133,0.0276577,0.0283467
134,0.0276577,0.0283467
135,0.0276577,0.0283467
136,0.0276577,0.0283467
137,0.0385931,0.0299801
138,0.0214821,0.0220228
139,0.0401044,0.0292327
140,0.0256853,0.0277126
141,0.0256853,0.0277126
142,0.0445793,0.0384108
143,0.0236349,0.0207208
144,0.0303323,0.02832
145,0.0313315,0.02939
146,0.0313315,0.02939
147,0.0337548,0.0215768
148,0.0337548,0.0215768
149,0.0337548,0.0215768
150,0.0358984,0.0368362
151,0.024728,0.0161211
152,0.0415129,0.0335065
153,0.0391558,0.0272343
154,0.0391558,0.0272343
155,0.0281832,0.0204977
156,0.0281832,0.0204977
157,0.0388383,0.0271771
158,0.0331634,0.0245806
159,0.0334264,0.028363
160,0.0351781,0.0355471
161,0.0316479,0.0306202
162,0.0305421,0.0195173
163,0.0349715,0.0281296
164,0.0349715,0.0281296
165,0.0308966,0.0275696
166,0.0308966,0.0275696
167,0.0229395,0.0195144
168,0.0229395,0.0195144
169,0.0366784,0.024004
170,0.0269258,0.0197778
171,0.0273481,0.0259695
172,0.0276915,0.0291298
173,0.0276915,0.0291298
174,0.0224133,0.0241177
175,0.0406098,0.0366788
176,0.0351463,0.0277562
177,0.0339709,0.0309336
178,0.0256745,0.0218649
179,0.0279959,0.0223577
180,0.0310597,0.0272338
181,0.0334536,0.0339731
182,0.0265843,0.0265477
183,0.0280075,0.0189604
184,0.0280075,0.0189604
185,0.0355316,0.0332449
186,0.0355693,0.0310621
187,0.0413868,0.0318249
188,0.0405198,0.0299605
189,0.0352197,0.0269104
190,0.0272021,0.0234883
191,0.035825,0.0320341
192,0.0236623,0.0241916
193,0.03202,0.0241306
194,0.03202,0.0241306
195,0.0383698,0.0342108
196,0.0375171,0.026019
197,0.0283446,0.0215436
198,0.0364352,0.0325067
199,0.0364352,0.0325067
200,0.0268292,0.0229147
201,0.039012,0.0261411
202,0.0329668,0.0304607
203,0.0329668,0.0304607
204,0.0321801,0.0304022
205,0.0321801,0.0304022
206,0.0397744,0.0217762
207,0.0369593,0.028859
208,0.0314975,0.0267247
209,0.0281552,0.0252924
210,0.043621,0.0346207
211,0.0343893,0.0273729
212,0.0323049,0.0265548
213,0.0388534,0.0341711
214,0.0268165,0.0272035
215,0.0268165,0.0272035
216,0.0325781,0.0293303
217,0.0361266,0.0319912
218,0.030547,0.0252739
219,0.030547,0.0252739
220,0.030547,0.0252739
221,0.0388988,0.0294267
222,0.0323398,0.0237483
223,0.0331909,0.0253772
224,0.0305961,0.0262548
225,0.0362996,0.0298665
226,0.0362996,0.0298665
227,0.0392416,0.0227492
228,0.0231544,0.0211837
229,0.0337886,0.0212597
230,0.0356826,0.0280656
231,0.0367852,0.0242021
232,0.036192,0.0246366
233,0.0493062,0.0402026
234,0.0332805,0.0330976
235,0.0295825,0.0294354
236,0.0367084,0.0337502
237,0.0238656,0.0267502
238,0.0351139,0.0336821
239,0.0428873,0.0376049
240,0.0394999,0.0347805
241,0.0341778,0.021824
242,0.0341778,0.021824
243,0.0329414,0.0219881
244,0.0310623,0.0275313
245,0.0402055,0.0249695
246,0.0402055,0.0249695
247,0.0402055,0.0249695
248,0.0304169,0.0257368
249,0.0383393,0.027045
250,0.0306802,0.0273654
251,0.0403304,0.0274157
252,0.0319767,0.021088
253,0.0340097,0.0308883
254,0.0340097,0.0308883
255,0.0340097,0.0308883
256,0.035184,0.0320386
257,0.0274439,0.0256137
258,0.0274439,0.0256137
259,0.0406806,0.0358234
260,0.0406806,0.0358234
261,0.0406806,0.0358234
262,0.0406806,0.0358234
263,0.0265945,0.0245209
264,0.0269228,0.019539
