MDTU,plaq,Re(det),Im(det),link
1,0.0753892,0.0948448,0.0461711,0.0606528
2,0.0905367,0.0965092,0.0352543,0.0640629
3,0.0871647,0.0826363,0.0337573,0.061501
4,0.081808,0.0692977,0.0278827,0.0545454
5,0.081808,0.0692977,0.0278827,0.0545454
6,0.0769924,0.0600231,0.02391,0.0735869
7,0.0769924,0.0600231,0.02391,0.0735869
8,0.0748093,0.0452914,0.0196962,0.0658654
9,0.0748093,0.0452914,0.0196962,0.0658654
10,0.0532769,0.0364945,0.023243,0.0540823
11,0.046268,0.0320587,0.0223128,0.064849
12,0.048434,0.0427814,0.0308609,0.0509583
13,0.0726242,0.0579795,0.0271196,0.0595365
14,0.0637244,0.0483281,0.0290546,0.0600114
15,0.0682405,0.0783227,0.0391586,0.0596993
16,0.0692595,0.0821843,0.0347499,0.0612277
17,0.0546541,0.0616385,0.0386052,0.0538669
18,0.0482642,0.0513112,0.0380038,0.0538385
19,0.052808,0.0593558,0.0373162,0.0581488
20,0.0562585,0.0516795,0.0285879,0.0554689
21,0.0634388,0.0565112,0.0291375,0.0661865
22,0.0634388,0.0565112,0.0291375,0.0661865
23,0.0500143,0.0471722,0.0316485,0.0630011
24,0.0547864,0.0495673,0.0292376,0.0660635
25,0.0454612,0.0394615,0.0257071,0.0621108
26,0.0454612,0.0394615,0.0257071,0.0621108
27,0.0454612,0.0394615,0.0257071,0.0621108
28,0.0454612,0.0394615,0.0257071,0.0621108
29,0.0423735,0.0422779,0.0295185,0.0559766
30,0.0423735,0.0422779,0.0295185,0.0559766
31,0.0423736,0.0422779,0.0295185,0.0559766
32,0.0634917,0.0586024,0.0259038,0.0575084
33,0.0685069,0.0679711,0.0319356,0.0460477
34,0.0499166,0.0553218,0.0348148,0.0595168
35,0.0504315,0.051304,0.0306002,0.0616262
36,0.047978,0.0580893,0.0436675,0.0440139
37,0.0879424,0.110074,0.0374459,0.0511679
38,0.109093,0.147909,0.0451268,0.0562919
39,0.0680334,0.0932629,0.0505567,0.0578043
40,0.0471122,0.068683,0.0551292,0.0629419
41,0.0523441,0.0601927,0.0351047,0.0697559
42,0.0779093,0.082667,0.0362474,0.0673141
43,0.0850177,0.0877538,0.0349983,0.0679709
44,0.069888,0.0833071,0.0372138,0.0628405
45,0.0441168,0.061291,0.042058,0.0490736
46,0.0441168,0.061291,0.042058,0.0490736
47,0.0470839,0.0474918,0.0328558,0.0447188
48,0.0470839,0.0474918,0.0328558,0.0447188
49,0.0467396,0.0533281,0.0399865,0.0538755
50,0.0564033,0.0541898,0.0328084,0.0593807
51,0.0564033,0.0541898,0.0328084,0.0593807
52,0.0715587,0.0847691,0.0393293,0.0587316
53,0.0657962,0.071999,0.0398723,0.0716847
54,0.0691369,0.0754901,0.0390606,0.056219
55,0.0691369,0.0754901,0.0390606,0.056219
56,0.0961553,0.106804,0.0426546,0.0392976
57,0.0727954,0.0706515,0.0308848,0.0569616
58,0.0874505,0.0833913,0.0329431,0.0542702
59,0.0801666,0.0804668,0.0305268,0.0658751
60,0.0723149,0.0853552,0.0417002,0.0641997
61,0.0601691,0.0640196,0.0358224,0.0613442
62,0.0811413,0.0756033,0.0296069,0.0697053
63,0.0811413,0.0756033,0.0296069,0.0697053
64,0.0811413,0.0756033,0.0296069,0.0697053
65,0.0768299,0.071375,0.030264,0.058642
66,0.0554365,0.0555506,0.0307399,0.0727358
67,0.0554365,0.0555506,0.0307399,0.0727358
68,0.0570787,0.0667107,0.043366,0.0593945
69,0.0552205,0.0506631,0.0257413,0.0642937
70,0.0725917,0.0773027,0.0331892,0.0643888
71,0.0609972,0.0575487,0.0331859,0.0628443
72,0.0525434,0.0506799,0.0319991,0.0670964
73,0.0398202,0.0363673,0.0278406,0.074004
74,0.0471081,0.0444468,0.0278756,0.0519672
75,0.048158,0.0493872,0.0291445,0.058678
76,0.0581591,0.0571321,0.0326392,0.0513132
77,0.0467354,0.0496572,0.0339823,0.0528689
78,0.0467354,0.0496572,0.0339823,0.0528689
79,0.0715434,0.0944994,0.0410632,0.0469158
80,0.047183,0.065501,0.0490642,0.0429982
81,0.06159,0.0713551,0.0438414,0.0453782
82,0.06159,0.0713551,0.0438414,0.0453782
83,0.0657477,0.0705943,0.0360275,0.0476861
84,0.0485593,0.0474482,0.0330459,0.0501603
85,0.0695922,0.0684347,0.0320946,0.0517258
86,0.0518473,0.0503599,0.0303581,0.0702741
87,0.0738844,0.0622603,0.0274794,0.0625259
88,0.0736071,0.0718299,0.0337739,0.0636433
89,0.0736071,0.0718299,0.0337739,0.0636433
90,0.0736071,0.0718299,0.0337739,0.0636433
91,0.0454123,0.0365253,0.0250515,0.0649654
92,0.0462088,0.0373993,0.0274879,0.0753057
93,0.043255,0.0266764,0.0215894,0.0603009
94,0.043255,0.0266764,0.0215894,0.0603009
95,0.0520972,0.0452624,0.0294571,0.0656235
96,0.0490407,0.0445739,0.0302248,0.0519495
97,0.0381528,0.0333358,0.0269428,0.0546397
98,0.0381528,0.0333358,0.0269428,0.0546397
99,0.0381528,0.0333358,0.0269428,0.0546397
100,0.0446096,0.0406415,0.0317305,0.067405
101,0.051349,0.0559631,0.0328745,0.0484113
102,0.0538144,0.0534176,0.0333045,0.0639362
103,0.0508047,0.0508116,0.0321754,0.0627302
104,0.0540276,0.0493387,0.0330865,0.0596612
105,0.0607197,0.047702,0.0248507,0.0715902
106,0.0607197,0.047702,0.0248507,0.0715902
107,0.0571103,0.0567962,0.0305108,0.0573814
108,0.0718017,0.0542322,0.0295888,0.053187
109,0.0501145,0.034404,0.02608,0.0571299
110,0.0488845,0.0381574,0.025091,0.0538352
111,0.0553846,0.0528993,0.0343286,0.0617018
112,0.0553846,0.0528993,0.0343286,0.0617018
113,0.0527555,0.0504955,0.032553,0.0669099
114,0.0610202,0.0628415,0.0342536,0.0565697
115,0.0652726,0.0632347,0.0332375,0.0672492
116,0.0652726,0.0632347,0.0332375,0.0672492
117,0.0655652,0.0763183,0.0373313,0.0602165
118,0.0612319,0.0749187,0.0389504,0.0585975
119,0.0758814,0.101048,0.0461489,0.0648156
120,0.0600256,0.0655576,0.0369087,0.0469836
121,0.0454253,0.04975,0.0363112,0.0604819
122,0.0495385,0.0540548,0.0378518,0.0453754
123,0.0685003,0.0749347,0.0355472,0.0614781
124,0.0524313,0.0481322,0.0340649,0.0405441
125,0.0553262,0.0455622,0.0289177,0.0545055
126,0.0553262,0.0455622,0.0289177,0.0545055
127,0.0511546,0.0431454,0.0306301,0.0542574
128,0.0511546,0.0431454,0.0306301,0.0542574
129,0.0534888,0.0450046,0.0285559,0.04589
130,0.0591959,0.0595098,0.0389923,0.0720131
131,0.0466731,0.0525715,0.0336956,0.0493742
132,0.047667,0.0480957,0.0278166,0.0680669
133,0.0650094,0.0740765,0.0374553,0.0517046
134,0.0650094,0.0740765,0.0374553,0.0517046
135,0.0650094,0.0740765,0.0374553,0.0517046
136,0.0650094,0.0740765,0.0374553,0.0517046
137,0.0718655,0.0912746,0.041509,0.0632224
138,0.0750249,0.105957,0.0500617,0.042508
139,0.057738,0.0709031,0.0363571,0.0704705
140,0.0625847,0.0847837,0.0428465,0.0525889
141,0.0625847,0.0847837,0.0428464,0.0525889
142,0.0558341,0.0682089,0.0388904,0.0812056
143,0.0753152,0.103031,0.039031,0.0398125
144,0.0740673,0.0980714,0.0460634,0.0581441
145,0.0683133,0.0838052,0.0417785,0.0582151
146,0.0683133,0.0838052,0.0417785,0.0582151
147,0.0841417,0.0916822,0.0329406,0.0530613
148,0.0841417,0.0916822,0.0329406,0.0530613
149,0.0841417,0.0916822,0.0329406,0.0530613
150,0.0886171,0.0930762,0.0361367,0.0725403
151,0.0697598,0.0854988,0.0385283,0.0407706
152,0.0697467,0.0793946,0.0371729,0.0734553
153,0.0874842,0.106657,0.0402757,0.063684
154,0.0874842,0.106657,0.0402757,0.063684
155,0.0697473,0.0964973,0.0452238,0.0472248
156,0.0697473,0.0964973,0.0452238,0.0472248
157,0.0575848,0.0744688,0.0406186,0.0638791
158,0.0984311,0.142218,0.0525036,0.0545356
159,0.0790804,0.100974,0.046524,0.0612606
160,0.0811417,0.110689,0.0464021,0.0721311
161,0.104866,0.145703,0.0514158,0.059647
162,0.117498,0.184522,0.0573664,0.0485091
163,0.0717142,0.115946,0.0576774,0.0650489
164,0.0717142,0.115946,0.0576774,0.0650489
165,0.0798034,0.106861,0.049794,0.0573951
166,0.0798034,0.106861,0.049794,0.0573951
167,0.0662173,0.0808475,0.0401011,0.0403853
168,0.0662173,0.0808475,0.0401011,0.0403853
169,0.0744689,0.109696,0.0495615,0.0611681
170,0.0961605,0.150802,0.0464967,0.0487996
171,0.0800415,0.105143,0.0458506,0.055998
172,0.0907437,0.104979,0.040811,0.0601527
173,0.0907437,0.104979,0.040811,0.0601527
174,0.102894,0.125437,0.0461783,0.0481799
175,0.0684588,0.0876089,0.0449081,0.0779098
176,0.0727602,0.0905366,0.0385713,0.0646945
177,0.0588468,0.0740578,0.0430379,0.0598683
178,0.0735867,0.0971171,0.0416935,0.0462304
179,0.0598169,0.0838719,0.0510938,0.0506883
180,0.0607721,0.079599,0.0494144,0.0562481
181,0.0796467,0.115546,0.0457445,0.0689061
182,0.0714524,0.106565,0.0541458,0.0473365
183,0.0637007,0.0948409,0.0525406,0.0480609
184,0.0637007,0.0948409,0.0525406,0.0480609
185,0.0545009,0.0925138,0.0563381,0.0684854
186,0.0545413,0.0940882,0.0582078,0.0633226
187,0.0643511,0.0908452,0.0499245,0.06876
188,0.0455555,0.0672277,0.046335,0.0668001
189,0.0565938,0.0742377,0.0439801,0.0610902
190,0.0766546,0.100138,0.043127,0.049151
191,0.109262,0.155293,0.0493415,0.0657909
192,0.0743796,0.0949106,0.0415775,0.0439177
193,0.0666071,0.0916645,0.0452977,0.0532676
194,0.0666071,0.0916645,0.0452977,0.0532676
195,0.0618829,0.0599473,0.0355787,0.0700954
196,0.0542694,0.0601557,0.0308759,0.0619403
197,0.0553991,0.0680462,0.0420916,0.0498366
198,0.0633413,0.0809186,0.0460394,0.0673164
199,0.0633413,0.0809186,0.0460394,0.0673164
200,0.0840502,0.136418,0.0565813,0.0505191
201,0.0680022,0.0849182,0.0448439,0.0619359
202,0.0782462,0.104881,0.0436248,0.0615806
203,0.0782462,0.104881,0.0436248,0.0615806
204,0.0688645,0.0941009,0.0490449,0.0600724
205,0.0688645,0.0941009,0.0490449,0.0600724
206,0.0780973,0.101206,0.042401,0.0560948
207,0.0617368,0.0675886,0.0371253,0.0662523
208,0.0539883,0.0587049,0.0334732,0.0550742
209,0.0629951,0.0681534,0.0338628,0.0522499
210,0.0765006,0.0599702,0.0281329,0.0751306
211,0.050782,0.0415714,0.0238385,0.0603945
212,0.0705912,0.0676012,0.0339519,0.0560192
213,0.0470584,0.0416863,0.0289048,0.0713004
214,0.0490829,0.0468664,0.0299381,0.0517775
215,0.0490829,0.0468664,0.0299381,0.0517775
216,0.0548302,0.0466553,0.0257749,0.0606805
217,0.0552781,0.0511337,0.0318476,0.0651476
218,0.0518813,0.0449808,0.0267194,0.0507787
219,0.0518813,0.0449808,0.0267194,0.0507787
220,0.0518813,0.0449808,0.0267194,0.0507787
221,0.0644209,0.0665918,0.031917,0.0700579
222,0.0681818,0.0848878,0.0414258,0.052792
223,0.0622077,0.0697659,0.0385913,0.0568943
224,0.0659928,0.0606637,0.0321718,0.0531423
225,0.0551512,0.0429242,0.0296711,0.0604334
226,0.0551512,0.0429242,0.0296711,0.0604334
227,0.0530115,0.0525364,0.0305187,0.0546745
228,0.067456,0.0635399,0.0315383,0.0425418
229,0.0573889,0.0607122,0.035115,0.0599486
230,0.0696034,0.0586417,0.0249341,0.0598658
231,0.0564502,0.0423443,0.02515,0.0580291
232,0.0646253,0.047051,0.0227059,0.0559384
233,0.070259,0.0541723,0.0247535,0.0871049
234,0.0663868,0.0551914,0.0278202,0.0631615
235,0.0443575,0.0364997,0.0264089,0.0607838
236,0.0535677,0.0445296,0.0290475,0.0685092
237,0.0466994,0.0448874,0.0324885,0.0491389
238,0.0458315,0.0449363,0.0324667,0.0682602
239,0.0494432,0.0504666,0.0365917,0.0774401
240,0.0762098,0.0783368,0.0359786,0.0700649
241,0.0989245,0.110359,0.0415178,0.0565794
242,0.0989245,0.110359,0.0415178,0.0565794
243,0.07892,0.100602,0.041316,0.0551049
244,0.0624598,0.0743137,0.0381262,0.056763
245,0.0561354,0.0715416,0.0412583,0.0623478
246,0.0561354,0.0715416,0.0412583,0.0623478
247,0.0561354,0.0715416,0.0412583,0.0623478
248,0.0609727,0.0754131,0.0440754,0.0554574
249,0.0680034,0.0797933,0.0398419,0.0623789
250,0.0689298,0.0862809,0.0396845,0.0596178
251,0.0672968,0.0621747,0.0294145,0.0641644
252,0.0625639,0.0777661,0.044467,0.0515183
253,0.0681736,0.0827968,0.0385642,0.0685113
254,0.0681736,0.0827968,0.0385642,0.0685113
255,0.0681736,0.0827968,0.0385642,0.0685113
256,0.0507129,0.0568924,0.0338677,0.0650543
257,0.0571682,0.070991,0.038491,0.0517424
258,0.0571682,0.070991,0.038491,0.0517424
259,0.0474242,0.0563155,0.0433613,0.077084
260,0.0474242,0.0563155,0.0433613,0.077084
261,0.0474242,0.0563155,0.0433613,0.077084
262,0.0474242,0.0563155,0.0433613,0.077084
263,0.0431951,0.0478326,0.0356741,0.0517589
264,0.045534,0.059681,0.0434787,0.0463825
265,0.045534,0.059681,0.0434787,0.0463825
266,0.0490468,0.0614509,0.0415531,0.0626846
267,0.0567433,0.075258,0.0468516,0.0546035
268,0.0567433,0.075258,0.0468516,0.0546035
269,0.0736658,0.0962576,0.048572,0.0618421
270,0.0549885,0.0795414,0.0513429,0.0504389
271,0.0494126,0.07764,0.0499543,0.0679305
272,0.0494126,0.07764,0.0499543,0.0679305
273,0.0494126,0.07764,0.0499543,0.0679305
274,0.0541176,0.0786138,0.0465424,0.0556465
275,0.0914426,0.129133,0.0532265,0.0574281
276,0.0914426,0.129133,0.0532265,0.0574281
277,0.099216,0.160325,0.0494627,0.0582656
278,0.106534,0.158971,0.0491046,0.0427009
279,0.0991022,0.117055,0.0400877,0.0642294
280,0.0657553,0.0721568,0.0356288,0.0484008
281,0.055154,0.0492711,0.029695,0.0559775
282,0.0663915,0.0542551,0.0300388,0.0512551
283,0.0611977,0.0757628,0.0397019,0.0640182
284,0.0611977,0.0757628,0.0397019,0.0640182
285,0.0502027,0.0595662,0.0374621,0.0614907
