t,walltime
10,6.743
20,6.757
30,6.719
40,6.736
50,6.725
60,6.724
70,6.719
80,6.75
90,6.727
100,6.739
110,6.719
120,6.724
130,6.733
140,6.737
150,6.725
160,6.782
170,6.753
180,6.741
190,6.723
200,6.734
210,6.732
220,6.741
230,6.746
240,6.708
250,6.763
260,6.733
270,6.745
280,6.726
290,6.738
300,6.759
310,6.762
320,6.73
330,6.712
340,6.729
350,6.728
360,6.733
370,6.744
380,6.757
390,6.757
400,6.737
410,6.731
420,6.731
430,6.762
440,6.743
450,6.73
460,6.723
470,6.75
480,6.746
490,6.702
500,6.755
510,6.751
520,6.732
530,6.723
540,6.748
550,6.741
560,6.736
570,6.778
580,6.721
590,6.711
600,6.779
610,6.744
620,6.746
630,6.727
640,6.699
650,6.742
660,6.716
670,6.75
680,6.735
690,6.757
700,6.776
710,6.725
720,6.734
730,6.759
740,6.761
750,6.749
760,6.749
770,6.732
780,6.765
790,6.768
800,6.757
810,6.75
820,6.745
830,6.753
840,6.736
850,6.735
860,6.757
870,6.747
880,6.739
890,6.775
900,6.786
910,6.791
920,6.762
930,6.758
940,6.717
950,6.767
960,6.755
970,6.741
980,6.763
990,6.773
1000,6.765
1010,6.749
1020,6.767
1030,6.777
1040,6.753
1050,6.744
1060,6.729
1070,6.775
1080,6.763
1090,6.798
1100,6.806
1110,6.756
1120,6.752
1130,6.765
1140,6.764
1150,6.774
1160,6.722
1170,6.811
1180,6.782
1190,6.787
1200,6.783
1210,6.741
1220,6.784
1230,6.767
1240,6.751
1250,6.759
1260,6.771
1270,6.74
1280,6.773
1290,6.774
1300,6.757
1310,6.753
1320,6.782
1330,6.808
1340,6.762
1350,6.779
1360,6.802
1370,6.781
1380,6.781
1390,6.763
1400,6.797
1410,6.784
1420,6.793
1430,6.824
1440,6.796
1450,6.772
1460,6.816
1470,6.777
1480,6.776
1490,6.779
1500,6.798
1510,6.822
1520,6.807
1530,6.811
1540,6.82
1550,6.769
1560,6.79
1570,6.813
1580,6.799
1590,6.806
1600,6.811
1610,6.851
1620,6.814
1630,6.796
1640,6.795
1650,6.868
1660,6.844
1670,6.829
1680,6.856
1690,6.821
1700,6.793
1710,6.868
1720,6.826
1730,6.794
1740,6.828
1750,6.874
1760,6.833
1770,6.804
1780,6.858
1790,6.821
1800,6.856
1810,6.833
1820,6.932
1830,6.835
1840,6.846
1850,6.856
1860,6.875
1870,6.862
1880,6.916
1890,6.824
1900,6.869
1910,6.875
1920,6.91
1930,6.855
1940,6.863
1950,6.903
1960,6.819
1970,6.833
1980,6.925
1990,6.86
2000,6.82
2010,6.867
2020,6.868
2030,6.878
2040,6.871
2050,6.96
2060,6.877
2070,6.822
2080,6.936
2090,6.855
2100,6.892
2110,6.947
2120,6.893
2130,6.899
2140,7.006
2150,6.846
2160,6.901
2170,6.976
2180,6.905
2190,6.898
2200,6.907
2210,6.928
2220,6.928
2230,6.937
2240,6.97
2250,6.944
2260,6.959
2270,6.95
2280,6.926
2290,6.969
2300,6.924
2310,6.934
2320,6.916
2330,6.984
2340,6.938
2350,7.041
2360,6.934
2370,6.976
2380,7.076
2390,6.933
2400,6.963
2410,7.102
2420,6.962
2430,6.977
2440,7.083
2450,6.964
2460,6.967
2470,7.066
2480,6.969
2490,6.962
2500,7.112
2510,6.96
2520,6.999
2530,7.131
2540,7.047
2550,7.166
2560,7.014
2570,7.012
2580,7.157
2590,7.005
2600,6.993
2610,7.17
2620,7.052
2630,7.191
2640,7.047
2650,7.051
2660,7.194
2670,7.029
2680,7.076
2690,7.181
2700,7.026
2710,7.25
2720,7.053
2730,7.084
2740,7.247
2750,7.084
2760,7.29
2770,7.071
2780,7.102
2790,7.275
2800,7.086
2810,7.261
2820,7.13
2830,7.068
2840,7.286
2850,7.123
2860,7.331
2870,7.133
2880,7.153
2890,7.194
2900,7.136
2910,7.301
2920,7.119
2930,7.242
2940,7.139
2950,7.12
2960,7.366
2970,7.143
2980,7.409
2990,7.172
3000,7.349
3010,7.158
3020,7.178
3030,7.398
3040,7.192
3050,7.417
3060,7.194
3070,7.447
3080,7.185
3090,7.285
3100,7.266
3110,7.213
3120,7.466
3130,7.233
3140,7.458
3150,7.255
3160,7.481
3170,7.173
3180,7.5
3190,7.282
3200,7.504
3210,7.244
3220,7.409
3230,7.289
3240,7.262
3250,7.469
3260,7.252
3270,7.519
3280,7.276
3290,7.551
3300,7.279
3310,7.558
3320,7.287
3330,7.561
3340,7.277
3350,7.612
3360,7.316
3370,7.585
3380,7.317
3390,7.628
3400,7.308
3410,7.631
3420,7.301
3430,7.575
3440,7.313
3450,7.603
3460,7.384
3470,7.684
3480,7.389
3490,7.642
3500,7.362
