MDTU,susyTrans,Im(bilin)
10,0.0110638,-0.000109976
20,0.0140086,2.41459e-05
30,0.00052109,-0.000125844
40,0.0087262,7.14821e-05
50,-0.0117186,-2.6996e-05
60,-0.00189889,0.000105397
70,0.0179652,0.000113537
80,0.0125063,0.000195231
90,-0.0154125,-3.85943e-05
100,0.000330058,0.000127683
110,0.00162147,5.54767e-06
120,0.00133699,-0.000135161
130,-0.00157101,0.000200204
140,-0.00451548,0.000139067
150,-0.0278051,0.000141863
160,0.00936211,1.69323e-06
170,0.0122151,-2.67101e-05
180,0.00628939,-4.63412e-05
190,-0.00309133,7.46644e-05
200,-0.00921913,8.94332e-05
210,-0.00912304,4.50281e-06
220,-0.00298137,-0.000338363
230,0.00349556,0.000113778
240,0.0144025,-2.3451e-05
250,-0.00342816,6.19985e-05
260,-0.000527372,-9.276e-05
270,-0.00940046,-9.20759e-05
280,-0.00531136,-5.03998e-05
290,0.00348945,4.92253e-05
300,0.00376582,-5.66431e-05
310,0.00839197,5.99694e-05
320,0.0204753,3.76986e-05
330,0.00535294,4.20713e-05
340,0.0170131,0.000246038
350,-0.0115259,5.71578e-05
360,-0.00841105,1.02384e-05
370,-0.00319628,3.34568e-05
380,0.000308933,-4.6248e-05
390,0.00251589,-5.72766e-05
400,0.00428988,-2.61399e-05
410,0.0161076,-5.68258e-05
420,-0.00280523,0.000139029
430,-0.00570633,5.4533e-05
440,-0.00562529,-4.08428e-05
450,-0.00852355,-0.000101624
460,-0.00108454,0.000133358
470,0.00899019,4.62559e-06
480,0.0212447,2.96513e-05
490,0.0178283,-5.64709e-05
500,0.00296055,0.000118713
510,-0.0190142,-7.01167e-05
520,0.0163845,8.41633e-05
530,0.00196565,0.000176435
540,-0.000624442,-6.14169e-05
550,0.0203799,-0.000201581
560,-0.00760337,-4.90494e-05
570,0.006577,0.000102514
580,-0.005336,0.000159908
590,0.000342333,6.88818e-05
600,0.0141232,-0.000114216
610,-0.00419485,1.07011e-05
620,-0.0161888,-1.28237e-05
630,0.00212971,3.40883e-06
640,-0.00529338,-6.06776e-06
650,-0.0040246,6.82654e-05
660,-0.00585076,5.6889e-05
670,0.00333468,0.00013752
680,0.00496652,3.95994e-05
690,-0.018235,1.53902e-06
700,0.00844701,7.53916e-05
