MDTU,min_width,max_width
1,0.048377,0.0447547
2,0.0420025,0.044869
3,0.0389207,0.0328452
4,0.0369854,0.0361173
5,0.0411338,0.0391196
6,0.0501364,0.0385518
7,0.0454565,0.0467614
8,0.0331604,0.029748
9,0.0520257,0.0463037
10,0.0481996,0.0485471
11,0.0495255,0.0459465
12,0.0373562,0.0296697
13,0.0436683,0.037733
14,0.0436683,0.037733
15,0.047821,0.0461541
16,0.0438918,0.0336613
17,0.0452135,0.0426115
18,0.0560961,0.0398438
19,0.0434825,0.0403208
20,0.0323534,0.0275581
21,0.0420785,0.0371898
22,0.0392042,0.0351148
23,0.0476152,0.0395862
24,0.0398956,0.0339684
25,0.042108,0.037764
26,0.042108,0.037764
27,0.0436519,0.0396422
28,0.0413137,0.0386168
29,0.0443772,0.0386768
30,0.0409412,0.0390146
31,0.0444743,0.0368596
32,0.0446439,0.0438094
33,0.04121,0.0338508
34,0.0394606,0.0389744
35,0.0431153,0.0387698
36,0.0431291,0.0338449
37,0.0450009,0.0428577
38,0.0450009,0.0428577
39,0.035731,0.0297345
40,0.0493109,0.0357981
41,0.0307797,0.0304467
42,0.0427724,0.0345641
43,0.032428,0.0348271
44,0.031653,0.0303435
45,0.031361,0.0320884
46,0.031361,0.0320884
47,0.0249434,0.0310291
48,0.0249434,0.0310291
49,0.032016,0.0297012
50,0.0284104,0.0293578
51,0.0360352,0.0360147
52,0.0428851,0.0377966
53,0.0311236,0.0270105
54,0.0316879,0.0214778
55,0.0368091,0.0350717
56,0.0339877,0.0334955
57,0.0429419,0.0362753
58,0.0430522,0.0391091
59,0.045621,0.0374305
60,0.0299141,0.030257
61,0.0473216,0.0436265
62,0.040557,0.0372888
63,0.045129,0.0441422
64,0.0535559,0.0532654
65,0.0439992,0.0405884
66,0.0437733,0.0457272
67,0.0518185,0.0470208
68,0.0526255,0.0448805
69,0.0534638,0.0516028
70,0.0493818,0.041996
71,0.0483723,0.0387887
72,0.0440214,0.038445
73,0.0562058,0.0438742
74,0.0440508,0.0482366
75,0.0596511,0.055372
76,0.0381914,0.0351248
77,0.0448628,0.0470899
78,0.0438863,0.0458916
79,0.0426888,0.046854
80,0.0426888,0.046854
81,0.0397455,0.0374145
82,0.0397455,0.0374145
83,0.0464694,0.0434752
