t,cg_iters
1,13771
2,13956
3,13801
4,13896
5,13988
6,14054
7,13934
8,13846
9,13921
10,13851
11,13884
12,14199
13,14217
14,13958
15,14135
16,14162
17,14120
18,14023
19,14075
20,14022
21,14019
22,13972
23,13960
24,13805
25,14064
26,13944
27,14045
28,14086
29,14091
30,14025
31,14024
32,13963
33,13874
34,13906
35,14110
36,14166
37,14150
38,14013
39,14113
40,14019
41,13978
42,13914
43,14154
44,13972
45,14132
46,14196
47,14113
48,14100
49,14074
50,14014
51,14037
52,14002
53,14065
54,14222
55,13967
56,14218
57,14037
58,13876
59,13818
60,13884
61,14062
62,14020
63,14129
64,13865
65,13951
66,13762
67,13782
68,13857
69,13886
70,13685
71,13804
72,13797
73,14029
74,13828
75,13787
76,13758
77,13932
78,13824
79,13981
80,13771
81,13934
82,14045
83,13995
84,13961
85,14035
86,13742
87,13977
88,13912
89,13877
90,13800
91,13807
92,13813
93,13928
94,13636
95,13783
96,13791
97,13875
98,14153
99,13837
100,14115
101,13848
102,13901
103,13902
104,13943
105,13877
106,14097
107,13872
108,13902
109,13894
110,13723
111,13684
112,13693
113,13987
114,13866
115,13774
116,13768
117,13931
118,13952
119,13857
120,13845
121,13951
122,13841
123,13915
124,13854
125,13960
126,14005
127,13839
128,13817
129,13809
130,13876
131,14069
132,13943
133,13914
134,13997
135,13953
136,13952
137,13884
138,13808
139,13828
140,13942
141,14063
142,14012
143,13788
144,13768
145,13793
146,13975
147,13991
148,13960
149,14063
150,13851
151,14155
152,14018
153,14030
154,14097
155,13899
156,13849
157,14061
158,14199
159,14044
160,14079
161,13791
162,13906
163,13848
164,13862
165,14042
166,13818
167,13776
168,13961
169,13907
170,13816
171,13859
172,13871
173,13772
174,13874
175,13729
176,13863
177,14034
178,13960
179,13918
180,13977
181,13870
182,13715
183,13939
184,13827
185,13652
186,13797
187,13969
188,13888
189,13892
190,14114
191,13868
192,13978
193,14007
194,13845
195,13864
196,13889
197,13809
198,13934
199,13765
200,13913
201,14003
202,13885
203,14062
204,14119
205,13977
206,13876
207,13801
208,13992
209,13821
210,13901
211,13854
212,13867
213,13763
214,14019
215,13799
216,13814
217,13838
218,14020
219,14029
220,14061
221,13811
222,13847
223,14061
224,13871
225,13778
226,13988
227,13969
228,13882
229,13803
230,14047
231,13661
232,13893
233,13961
234,13700
235,13885
236,13915
237,13825
238,13801
239,14047
240,13983
241,14121
242,14119
243,14090
244,14045
245,13833
246,14055
247,13950
248,13769
249,13842
250,13831
251,13909
252,13811
253,13960
254,14028
255,13815
256,13865
257,13888
258,13949
259,13973
260,13930
261,13936
262,13854
263,14014
264,13996
265,13905
266,13752
267,13845
268,13943
269,13873
270,13871
271,13895
272,13927
273,14053
274,13981
275,13959
276,13768
277,13894
278,14005
279,14188
280,14013
281,13975
282,13858
283,13863
284,14062
285,14025
286,13933
287,13936
288,14117
289,14010
290,13978
291,13979
292,14018
293,14085
294,14110
295,14153
296,14111
297,13933
298,13787
299,13947
300,13892
301,13986
302,14001
303,14061
304,14035
305,13830
306,13935
307,13907
308,13718
309,13756
310,13811
311,13674
312,13751
313,13811
314,13845
315,13862
316,13883
317,13880
318,13845
319,13867
320,13804
321,13809
322,13809
323,13725
324,13675
325,13903
326,13926
327,14016
328,13688
329,13721
330,13896
331,13734
332,13881
333,13983
334,14107
335,13967
336,13937
337,13978
338,14031
339,13972
340,13991
341,13880
342,13952
343,13932
344,13975
345,13996
346,14039
347,13967
348,13927
349,14084
350,13854
351,14016
352,14083
353,14080
354,14068
355,13962
356,13938
357,13778
358,13854
359,13835
360,13963
361,13924
362,13816
363,13829
364,13829
365,14067
366,13893
367,13905
368,13841
369,14135
370,14038
371,13960
372,13925
373,13951
374,14011
375,13895
376,13793
377,14076
378,14164
379,14159
380,13970
381,13934
382,13858
383,13943
384,13994
385,13944
386,14023
387,13979
388,14098
389,14001
390,13983
391,13860
392,13920
393,13840
394,13875
395,13814
396,13831
397,13851
398,14046
399,13768
400,13726
401,13773
402,13688
403,13846
404,13908
405,13863
406,13986
407,14061
408,14082
409,14014
410,13882
411,14009
412,13927
413,14046
414,13989
415,13724
416,13948
417,14007
418,13943
419,13901
420,13979
421,13902
422,14126
423,13934
424,13835
425,13972
426,14070
427,13939
428,13916
429,13786
430,13999
431,13954
432,14062
433,13927
434,13874
435,13851
436,13816
437,13948
438,13934
439,13870
440,14062
441,13869
442,13924
443,14012
444,13915
445,13947
446,13844
447,14002
448,13902
449,13774
450,13840
451,14007
452,13917
453,13764
454,13854
455,13846
456,13978
457,13795
458,13859
459,13848
460,13947
461,14128
462,13956
463,13780
464,14178
465,14173
466,13928
467,13952
468,13895
469,13787
470,13897
471,13936
472,13974
473,14020
474,14149
475,14279
476,13949
477,13849
478,13884
479,13874
480,14059
481,14010
482,14099
483,13886
484,13901
485,13843
486,13807
487,14039
488,14012
489,14032
490,13851
491,13785
492,13982
493,13973
494,14019
495,14048
496,13802
497,13802
498,13954
499,13924
500,13934
501,14078
502,13926
503,13852
504,13896
505,14003
506,14123
507,14103
508,13731
509,13942
510,14047
511,13792
512,13892
513,13822
514,13824
515,13733
516,13943
517,13812
518,14031
519,14067
520,13909
521,13878
522,13801
523,13621
524,13888
525,13861
526,13871
527,14054
528,14065
529,13888
530,13864
531,13918
532,13903
533,13707
534,13947
535,13927
536,13809
537,13852
538,13958
539,14153
540,13922
541,13806
542,14044
543,13870
544,13878
545,14024
546,14187
547,14076
548,14033
549,13774
550,13858
551,13871
552,13982
553,13883
554,13918
555,13781
556,13733
557,13885
558,13851
559,13936
560,13980
561,13889
562,13875
563,13726
564,13890
565,13720
566,13851
567,13971
568,13686
569,13909
570,13717
571,13720
572,13804
573,13844
574,13886
575,14016
576,13835
577,13963
578,14071
579,13994
580,14127
581,14105
582,13928
583,13947
584,13819
585,14025
586,13814
587,13784
588,13928
589,13877
590,13906
591,13899
592,13868
593,13954
594,13827
595,13842
596,14086
597,13821
598,13823
599,13809
600,13722
601,13735
602,13785
603,13841
604,13919
605,14019
606,13994
607,13939
608,13927
609,14011
610,13987
611,13884
612,14013
613,13845
614,13849
615,13833
616,13990
617,14083
618,13935
619,13870
620,14010
621,13933
622,14045
623,14069
624,14097
625,13924
626,13934
627,14050
628,14064
629,13918
630,14128
631,13914
632,13886
633,13872
634,14035
635,14074
636,13858
637,13999
638,14171
639,14002
640,13996
641,13885
642,14065
643,13979
644,14037
645,14041
646,13958
647,13870
648,14036
649,13960
650,14072
651,13830
652,14188
653,13932
654,14016
655,14025
656,13972
657,13896
658,13942
659,13976
660,13959
661,13871
662,13793
663,13945
664,14099
665,14105
666,14104
667,14018
668,13963
669,14018
670,13807
671,13872
672,13886
673,14016
674,13976
675,14019
676,14043
677,14087
678,13981
679,13967
680,13829
681,13996
682,13848
683,13856
684,13875
685,13791
686,13893
687,14063
688,13978
689,14032
690,13956
691,13774
692,13826
693,13922
694,13983
695,13904
696,14068
697,13799
698,13847
699,13785
700,13890
701,14028
702,13839
703,14093
704,13911
705,14065
706,14067
707,13886
708,13875
709,13939
710,13951
711,13841
712,13939
713,14057
714,13973
715,14066
716,14116
717,14043
718,13991
719,14140
720,14002
721,13936
722,14193
723,14015
724,14085
725,14078
726,13945
727,14043
728,14090
729,14104
730,13958
731,14112
732,13979
733,14035
734,13870
735,13886
736,13822
737,14009
738,14071
739,13943
740,13861
741,13851
742,13809
743,13800
744,13910
745,14007
746,13915
747,13863
748,13820
749,14020
750,14111
751,14147
752,14068
753,13940
754,13910
755,14020
756,13994
757,13953
758,13885
759,13885
760,13882
761,13976
762,13917
763,13761
764,14036
765,13847
766,14082
767,13981
768,14021
769,13893
770,13979
771,14055
772,13867
773,13748
774,13905
775,14022
776,13966
777,14061
778,13986
779,14076
780,14030
781,13982
782,14028
783,13951
784,13890
785,14231
786,13936
787,14171
788,13954
789,14109
790,13921
791,14029
792,13924
793,13940
794,14002
795,13970
796,14020
797,13887
798,13935
799,13922
800,13810
801,13811
802,13713
803,13756
804,14068
805,14102
806,13940
807,13908
808,13918
809,14088
810,14005
811,14005
812,13828
813,13936
814,14118
815,14016
816,14028
817,13906
818,13952
819,13934
820,13867
821,13775
822,13909
823,13847
824,14045
825,13942
826,14010
827,13908
828,13978
829,13957
830,14093
831,13989
832,13878
833,14082
834,13838
835,13902
836,14180
837,13958
838,14173
839,14079
840,13912
841,13974
842,14129
843,13994
844,13991
845,14107
846,14187
847,13845
848,13961
849,13915
850,14122
851,14052
852,13978
853,13806
854,13821
855,13711
856,13749
857,13939
858,14122
859,13966
860,13927
861,14008
862,13915
863,13954
864,13922
865,13897
866,14003
867,13863
868,13869
869,13991
870,13914
871,13784
872,13882
873,13834
874,13858
875,13701
876,13883
877,13886
878,13944
879,13901
880,14047
881,13900
882,14008
883,13880
884,13744
885,13902
886,14000
887,14038
888,13843
889,13896
890,13907
891,13855
892,14095
893,13941
894,13925
895,13851
896,13930
897,13854
898,13847
899,14027
900,14023
901,14087
902,13956
903,14094
904,14036
905,14080
906,13877
907,13925
908,13910
909,13826
910,13839
911,14017
912,14098
913,14087
914,13952
915,14063
916,14046
917,14056
918,14055
919,14060
920,13980
921,14119
922,13902
923,13895
924,13909
925,13812
926,13790
927,13874
928,13860
929,13929
930,14049
931,13958
932,13860
933,13854
934,13835
935,14036
936,13813
937,13870
938,14009
939,13824
940,13887
941,14210
942,13986
943,14031
944,13835
945,13801
946,13778
947,13987
948,13846
949,13812
950,13812
951,13872
952,14113
953,14049
954,13991
955,14096
956,14247
957,14107
958,14068
959,13964
960,13894
961,14002
962,13998
963,13820
964,13911
965,14005
966,13912
967,13886
968,13809
969,13891
970,13974
971,13722
972,13978
973,13942
974,13694
975,13994
976,14031
977,14012
978,14032
979,13984
980,14046
981,13917
982,13937
983,13739
984,13811
985,13804
986,13815
987,13766
988,13962
989,13969
990,13952
991,13885
992,14032
993,14036
994,14092
995,14100
996,14015
997,14021
998,14095
999,13982
1000,13851
1001,13992
1002,13993
1003,13992
1004,13950
1005,13694
1006,13977
1007,13896
1008,13800
1009,14048
1010,13957
1011,13851
1012,13906
1013,13874
1014,13807
1015,13941
1016,13911
1017,13800
1018,13853
1019,13938
1020,13886
1021,13976
1022,13934
1023,13962
1024,13892
1025,14002
1026,13919
1027,13902
1028,13802
1029,13935
1030,13772
1031,13877
1032,13821
1033,13843
1034,13954
1035,13925
1036,13827
1037,13850
1038,14003
1039,13798
1040,13767
1041,14144
1042,13882
1043,13786
1044,13801
1045,13855
1046,13852
1047,13939
1048,13949
1049,13928
1050,13979
1051,13913
1052,13870
1053,13843
1054,13953
1055,13990
1056,14263
1057,14104
1058,14212
1059,14065
1060,13839
1061,13832
1062,13851
1063,13864
1064,14180
1065,14120
1066,13822
1067,13907
1068,13910
1069,13968
1070,14176
1071,14158
1072,13950
1073,13696
1074,13814
1075,13892
1076,13980
1077,13980
1078,14004
1079,13978
1080,13883
1081,13943
1082,13968
1083,14033
1084,13980
1085,13976
1086,13891
1087,13769
1088,13922
1089,13808
1090,13821
1091,13826
1092,14018
1093,13973
1094,13905
1095,14014
1096,13856
1097,13954
1098,14025
1099,13960
1100,13979
1101,13864
1102,13880
1103,13864
1104,13903
1105,13925
1106,14090
1107,13918
1108,13849
1109,13893
1110,13874
1111,13845
1112,13893
1113,13960
1114,13962
1115,13919
1116,13902
1117,13873
1118,13827
1119,13825
1120,13937
1121,13944
1122,13859
1123,13973
1124,14027
1125,13996
1126,13866
1127,13804
1128,13752
1129,13597
1130,13494
1131,13626
1132,13849
1133,13826
1134,13921
1135,13846
1136,13680
1137,13806
1138,13813
1139,13822
1140,13757
1141,13930
1142,13913
1143,14084
1144,13905
1145,14068
1146,13814
1147,13810
1148,13875
1149,13961
1150,13931
1151,13984
1152,14051
1153,13917
1154,13829
1155,13988
1156,13786
1157,13768
1158,13891
1159,13649
1160,13850
1161,13953
1162,13906
1163,13829
1164,13760
1165,13693
1166,13741
1167,13997
1168,14010
1169,13905
1170,13920
1171,14074
1172,13884
1173,13824
1174,13916
1175,13811
1176,13835
1177,13940
1178,14002
1179,13895
1180,13814
1181,13719
1182,13813
1183,13831
1184,13897
1185,13825
1186,13655
1187,13787
1188,14142
1189,13991
1190,14074
1191,14145
1192,14219
1193,14110
1194,13898
1195,13896
1196,13814
1197,13822
1198,13771
1199,13743
1200,13863
1201,13896
1202,13859
1203,13796
1204,13946
1205,14045
1206,13984
1207,13727
1208,13837
1209,13922
1210,13930
1211,13684
1212,13683
1213,13773
1214,13578
1215,13890
1216,13915
1217,13904
1218,14035
1219,13806
1220,13942
1221,13954
1222,14067
1223,13912
1224,14217
1225,13935
1226,13981
1227,13855
1228,13931
1229,13994
1230,13886
1231,13846
1232,13937
1233,13768
1234,13761
1235,13877
1236,13991
1237,14045
1238,14131
1239,13909
1240,14040
1241,13779
1242,13734
1243,13786
1244,13832
1245,13747
1246,13692
1247,13872
1248,13986
1249,14029
1250,13939
1251,14181
1252,14211
1253,13844
1254,13979
1255,14004
1256,14017
1257,13789
1258,14008
1259,13916
1260,13679
1261,13861
1262,13866
1263,13939
1264,13993
1265,14122
1266,13861
1267,13891
1268,13939
1269,13830
1270,13915
1271,13752
1272,13793
1273,13728
1274,13970
1275,13680
1276,13853
1277,14131
1278,13861
1279,14031
1280,13889
1281,13716
1282,13737
1283,13911
1284,13833
1285,13873
1286,14121
1287,13887
1288,13998
1289,14040
1290,14026
1291,13892
1292,13876
1293,13885
1294,13838
1295,13878
1296,13893
1297,13981
1298,13996
1299,13902
1300,13886
1301,13853
1302,14077
1303,14035
1304,14067
1305,13839
1306,13868
1307,13914
1308,14027
1309,14125
1310,13974
1311,13886
1312,13714
1313,13849
1314,13780
1315,13777
1316,13939
1317,13941
1318,13847
1319,13953
1320,13887
1321,13848
1322,13892
1323,13981
1324,13813
1325,13936
1326,14111
1327,14117
1328,13929
1329,13843
1330,13823
1331,13886
1332,13855
1333,13942
1334,13981
1335,13831
1336,14048
1337,14109
1338,14164
1339,14064
1340,14226
1341,14039
1342,13963
1343,13765
1344,13884
1345,13958
1346,14092
1347,13949
1348,13958
1349,14029
1350,13997
1351,13977
1352,13795
1353,13806
1354,13734
1355,13839
1356,13901
1357,13835
1358,13911
1359,13685
1360,13799
1361,13994
1362,13908
1363,13826
1364,14052
1365,13925
1366,14128
1367,13935
1368,13897
1369,13867
1370,13785
1371,14035
1372,14040
1373,13973
1374,13774
1375,14025
1376,13872
1377,13780
1378,13946
1379,13871
1380,13750
1381,13902
1382,14048
1383,13955
1384,13927
1385,14104
1386,14051
1387,13936
1388,13934
1389,13850
1390,13870
1391,14084
1392,13894
1393,13733
1394,13881
1395,13943
1396,13924
1397,13903
1398,13989
1399,13876
1400,13894
1401,13992
1402,13915
1403,13876
1404,13809
1405,13885
1406,13964
1407,13930
1408,13828
1409,13998
1410,13923
1411,13974
1412,13948
1413,13874
1414,13841
1415,13823
1416,13946
1417,14015
1418,14037
1419,13816
1420,13851
1421,13858
1422,13892
1423,13803
1424,13834
1425,13866
1426,13791
1427,13816
1428,13871
1429,13981
1430,13847
1431,13864
1432,13838
1433,13893
1434,14038
1435,14222
1436,14122
1437,13885
1438,13941
1439,14082
1440,13898
1441,13954
1442,13768
1443,13858
1444,13920
1445,13697
1446,13726
1447,13903
1448,13705
1449,13857
1450,13777
1451,13994
1452,13923
1453,13802
1454,14041
1455,13910
1456,13891
1457,13999
1458,13773
1459,13840
1460,13747
1461,13947
1462,13900
1463,14023
1464,14244
1465,13909
1466,13957
1467,13992
1468,13908
1469,13947
1470,14032
1471,14027
1472,13899
1473,13934
1474,14085
1475,14060
1476,14007
1477,13974
1478,13775
1479,13994
1480,13962
1481,13814
1482,13718
1483,13671
1484,13814
1485,14008
1486,13929
1487,13773
1488,13766
1489,13929
1490,14079
1491,14051
1492,13986
1493,13934
1494,13887
1495,13934
1496,14018
1497,14035
1498,14071
1499,13926
1500,14030
1501,14034
1502,13971
1503,13856
1504,13953
1505,13904
1506,13947
1507,13874
1508,13967
1509,13909
1510,13802
1511,13846
1512,13830
1513,13673
1514,13689
1515,13824
1516,13862
1517,14045
1518,13847
1519,13742
1520,13793
1521,13662
1522,13762
1523,13879
1524,14100
1525,13923
1526,14145
1527,13941
1528,13979
1529,13941
1530,13769
1531,13905
1532,13923
1533,13824
1534,13888
1535,13905
1536,13995
1537,13948
1538,13923
1539,14013
1540,13974
1541,13920
1542,13802
1543,13981
1544,13883
1545,13954
1546,13827
1547,13782
1548,13646
1549,13964
1550,13872
1551,13790
1552,13725
1553,13803
1554,13712
1555,13927
1556,13841
1557,13878
1558,14032
1559,13935
1560,13979
1561,14059
1562,13928
1563,13875
1564,13992
1565,14128
1566,14068
1567,13891
1568,13938
1569,13928
1570,14136
1571,14106
1572,13901
1573,13875
1574,13949
1575,13823
1576,13939
1577,13903
1578,13790
1579,13784
1580,13820
1581,13836
1582,13861
1583,13858
1584,13767
1585,13902
1586,13838
1587,13899
1588,13918
1589,13857
1590,14007
1591,14072
1592,14037
1593,14072
1594,14011
1595,13960
1596,14115
1597,13995
1598,13948
1599,13866
1600,13843
1601,13888
1602,13916
1603,13850
1604,13949
1605,14027
1606,13927
1607,14005
1608,13786
1609,13810
1610,13794
1611,13927
1612,13833
1613,13847
1614,13887
1615,14012
1616,13925
1617,13934
1618,14017
1619,14068
1620,14055
1621,13863
1622,13904
1623,13961
1624,13938
1625,13905
1626,13779
1627,14071
1628,13789
1629,13919
1630,14065
1631,13876
1632,13926
1633,13776
1634,13906
1635,13951
1636,13963
1637,13908
1638,14011
1639,13761
1640,13958
1641,13875
1642,13985
1643,14009
1644,13911
1645,14015
1646,13972
1647,13923
1648,13843
1649,13926
1650,13982
1651,13917
1652,13777
1653,13688
1654,14026
1655,13860
1656,13988
1657,14152
1658,13819
1659,13782
1660,13626
1661,13661
1662,13853
1663,13890
1664,13919
1665,13926
1666,13945
1667,13801
1668,13911
1669,13728
1670,13767
1671,13783
1672,13773
1673,13735
1674,13720
1675,13682
1676,13887
1677,13811
1678,13873
1679,13928
1680,14026
1681,13906
1682,13742
1683,13995
1684,13785
1685,13718
1686,13806
1687,13848
1688,13919
1689,14002
