MDTU,S_B
1,0.992829
2,0.994298
3,0.988459
4,0.988031
5,0.984865
6,0.991623
7,0.991525
8,0.999335
9,1.00338
10,1.00161
11,1.00139
12,1.00123
13,0.996079
14,0.996079
15,0.994935
16,0.996341
17,0.995402
18,0.992437
19,0.99188
20,0.991417
21,0.993816
22,0.995317
23,0.993967
24,0.985738
25,0.990562
26,0.990562
27,1.0014
28,0.995801
29,1.00304
30,1.00125
31,0.998328
32,1.00013
33,0.990369
34,1.00027
35,0.996263
36,1.00393
37,0.997758
38,0.997758
39,0.995053
40,0.998182
41,0.993505
42,0.992074
43,0.990278
44,0.992217
45,0.991094
46,0.991094
47,0.994067
48,0.994067
49,0.999494
50,0.990801
51,0.99159
52,0.994347
53,0.988843
54,0.989564
55,0.989478
56,0.995545
57,0.986939
58,0.994739
59,0.98717
60,0.996753
61,1.00821
62,1.00357
63,0.996781
64,0.991967
65,0.998632
66,0.996851
67,0.992003
68,1.00489
69,1.00037
70,0.993938
71,0.996837
72,0.999496
73,1.00589
74,0.999173
75,0.997539
76,0.993398
77,0.994912
78,1.00365
79,1.00363
80,1.00363
81,1.00122
82,1.00122
83,0.995934
84,0.987506
85,0.998935
86,1.00268
87,0.993612
88,0.985111
89,0.996198
90,0.994779
91,0.998724
92,0.99847
93,0.987929
94,0.993071
95,1.00877
96,0.998281
97,0.996793
98,0.992092
99,0.992092
100,0.999329
101,0.993168
102,0.999486
103,0.988363
104,0.996022
105,0.99215
106,0.991459
107,0.997912
108,0.992313
109,0.984454
110,0.999394
111,1.00435
112,0.997641
113,0.999594
114,0.990985
115,0.996336
116,0.996759
117,1.00359
118,0.996993
119,0.993962
120,0.996967
121,0.9972
122,0.996475
123,0.998846
124,1.0042
125,1.00055
126,0.9936
127,0.992789
128,1.00343
129,1.00269
130,0.996232
131,1.00186
132,0.997839
133,0.991601
134,0.996325
135,0.990064
136,0.990064
137,0.986269
138,0.987751
139,0.996612
140,0.997957
141,0.998819
142,0.989009
143,0.992947
144,0.996428
145,1.0024
146,0.994453
147,0.992324
148,0.989811
149,1.00094
150,0.98834
151,0.99901
152,0.994212
153,0.995549
154,0.993168
155,0.987369
156,0.997933
157,0.999514
158,1.00446
159,1.00334
160,1.00441
161,0.994946
162,0.991381
163,0.988487
164,0.999209
165,0.992548
166,1.00471
167,0.99758
168,0.999326
169,1.00348
170,1.00147
171,0.986544
172,0.997698
173,0.990717
174,0.990182
175,0.995889
176,1.00118
177,0.99695
178,1.00705
179,1.01115
180,1.00698
181,0.994246
182,0.999873
183,0.993382
184,0.993382
185,0.98844
186,0.991765
187,1.00674
188,0.997632
189,0.997771
190,1.00277
191,0.999645
192,1.00004
193,0.998276
194,0.995751
195,1.00029
196,0.986444
197,0.987861
198,0.992386
199,0.986045
200,0.99126
201,0.991071
202,0.995723
203,0.998218
204,0.998452
205,0.996681
206,0.996125
207,1.00277
