MDTU,link
1,1.0051
2,1.00473
3,1.00531
4,1.01022
5,1.00452
6,1.00461
7,1.00683
8,1.00494
9,1.00654
10,1.00845
11,1.01321
12,1.0121
13,1.00847
14,1.00847
15,1.01079
16,1.01419
17,1.01991
18,1.01509
19,1.00963
20,1.0098
21,1.01624
22,1.01908
23,1.022
24,1.01439
25,1.00711
26,1.00711
27,1.01108
28,0.996206
29,1.00871
30,1.01424
31,1.00555
32,0.99733
33,0.984431
34,0.988831
35,0.980573
36,0.99114
37,0.992354
38,0.992354
39,1.00411
40,1.00619
41,1.00196
42,1.00633
43,1.00811
44,1.01703
45,1.02383
46,1.02383
47,1.02316
48,1.02316
49,1.02334
50,1.01107
51,1.01669
52,1.01336
53,1.00869
54,1.00728
55,1.01141
56,1.01089
57,0.996127
58,0.999296
59,0.999137
60,1.01165
61,1.02338
62,1.01405
63,1.00624
64,1.01051
65,1.00641
66,0.998834
67,0.993695
68,0.998116
69,0.998666
70,0.990997
71,0.995785
72,0.99975
73,1.00773
74,1.00387
75,1.00508
76,1.00477
77,1.02133
78,1.02718
79,1.03548
80,1.03548
81,1.02708
82,1.02708
83,1.02831
84,1.01493
85,1.02052
86,1.0207
87,1.01118
88,1.0076
89,1.00875
90,1.00539
91,1.01277
92,1.01117
93,1.00321
94,0.997767
95,1.00475
96,0.995372
97,1.00476
98,1.00589
99,1.00589
100,0.999069
101,0.999185
102,1.0101
103,1.00785
104,1.00902
105,1.00859
106,1.00626
107,1.01061
108,1.00147
109,0.993685
110,1.00086
111,1.00485
112,0.996904
113,0.998438
114,0.994228
115,0.998479
116,0.99831
117,1.00457
118,0.993156
119,0.995601
120,0.997458
121,0.992382
122,1.00021
123,0.994757
124,1.00455
125,1.01027
126,1.00189
127,1.01021
128,1.0209
129,1.01847
130,1.01344
131,1.02077
132,1.01375
133,1.01399
134,1.01434
135,1.01546
136,1.01546
137,1.01499
138,1.02636
139,1.02444
140,1.02478
141,1.0197
142,1.01562
143,1.01975
144,1.01865
145,1.02687
146,1.01097
147,1.00637
148,0.998928
149,0.999055
150,0.993307
151,1.0034
152,1.00257
153,0.997897
154,1.00433
155,1.00666
156,1.00004
157,1.00412
158,1.01332
159,1.01051
160,1.01322
161,1.01144
162,1.00898
163,1.00428
164,1.00169
165,0.999815
166,0.999367
167,0.998515
168,1.00706
169,1.02067
170,1.01857
171,1.01421
172,1.0168
173,1.00879
174,1.00786
175,1.00756
176,1.00603
177,1.01127
178,1.01444
179,1.00884
180,1.00905
181,1.00749
182,1.00278
183,0.996992
184,0.996992
185,1.00601
186,1.00656
187,1.00929
188,1.00427
189,0.997151
190,0.995303
191,0.993943
192,0.993286
193,0.995135
194,0.986137
195,0.987234
196,0.988441
197,0.990314
198,0.997346
199,0.990229
200,0.998109
