MDTU,plaq,Re(det),Im(det),link
1,0.0165095,0.0165476,0.0144111,0.0834586
2,0.0199818,0.0198477,0.0135037,0.0861746
3,0.0207966,0.0216671,0.0122706,0.0756141
4,0.0280773,0.0332673,0.0137609,0.0712191
5,0.0345827,0.035157,0.0123193,0.0765374
6,0.0349857,0.0342702,0.0123965,0.084582
7,0.0185349,0.0184028,0.0138016,0.0931159
8,0.0218829,0.022672,0.0124671,0.0687948
9,0.0201891,0.0206348,0.012885,0.102028
10,0.0208115,0.0217306,0.0128048,0.0943865
11,0.0215316,0.025194,0.0147622,0.0934351
12,0.020114,0.0237096,0.0156339,0.0698209
13,0.0201573,0.0221687,0.0131055,0.0803054
14,0.0201573,0.0221687,0.0131055,0.0803054
15,0.0169087,0.019186,0.0127027,0.0945855
16,0.016027,0.0199051,0.0156671,0.0757337
17,0.0174349,0.0247233,0.0162293,0.0878163
18,0.0245661,0.0304541,0.0148882,0.0911211
19,0.026924,0.0300655,0.0154959,0.0838842
20,0.0245774,0.0278402,0.0144115,0.0623825
21,0.027761,0.0370216,0.0157994,0.079549
22,0.0181032,0.0243775,0.017815,0.0711412
23,0.018469,0.0261751,0.0171068,0.0871811
24,0.0239416,0.0305166,0.0159112,0.07206
25,0.0219542,0.0231625,0.0139428,0.0799336
26,0.0219542,0.0231625,0.0139428,0.0799336
27,0.0167732,0.0197475,0.0149284,0.0772305
28,0.0247602,0.0205252,0.0100432,0.0761955
29,0.0270715,0.0305075,0.0126262,0.0840493
30,0.0299325,0.0361471,0.016049,0.0863842
31,0.0206882,0.0220664,0.0132493,0.0797346
32,0.0195161,0.0167727,0.0104796,0.0867974
33,0.0260701,0.0168829,0.00757954,0.0745856
34,0.0438826,0.0317893,0.00827557,0.0786385
35,0.0252495,0.0146928,0.00702235,0.0771309
36,0.0161615,0.0120379,0.00890213,0.069395
37,0.0162916,0.0124353,0.00917875,0.0840317
38,0.0162916,0.0124353,0.00917875,0.0840317
39,0.0190468,0.0191553,0.011994,0.0633952
40,0.0236986,0.024234,0.0119932,0.086326
41,0.0191046,0.0183878,0.0133378,0.0603523
42,0.0250555,0.0262776,0.0143292,0.072428
43,0.02728,0.0304745,0.0164804,0.0666921
44,0.0198306,0.0272672,0.016765,0.065369
45,0.0231776,0.0359147,0.0212798,0.0597179
46,0.0231776,0.0359147,0.0212798,0.0597179
47,0.0249343,0.0390443,0.0193607,0.056565
48,0.0249343,0.0390443,0.0193607,0.056565
49,0.0250556,0.0374896,0.0208125,0.0655538
50,0.0266025,0.0316151,0.0160492,0.0556255
51,0.0262873,0.0351986,0.0164449,0.0785915
52,0.0288888,0.0350734,0.0145236,0.0853962
53,0.0221227,0.0257014,0.0136808,0.0584433
54,0.0263148,0.0289988,0.0152385,0.0566117
55,0.0212808,0.0246936,0.0140907,0.0755999
56,0.0226865,0.026708,0.0138298,0.0651119
57,0.0227348,0.0188112,0.00929444,0.078713
58,0.019556,0.0179133,0.0113082,0.0825896
59,0.0147397,0.0126006,0.0109859,0.0845522
60,0.0196426,0.0235573,0.0154677,0.0585688
61,0.0188366,0.028164,0.0165331,0.0876821
62,0.0218276,0.0275782,0.0153031,0.0807393
63,0.0187992,0.0190738,0.0140793,0.0902471
64,0.0232597,0.0248195,0.015498,0.107578
65,0.0236943,0.0242038,0.012992,0.0852849
66,0.0184328,0.0163365,0.00991689,0.0909597
67,0.0273394,0.021637,0.00920149,0.099695
68,0.0253419,0.0218351,0.010865,0.0909737
69,0.0215835,0.0185216,0.0118731,0.102369
70,0.0266858,0.0196838,0.00915086,0.0909341
71,0.0199018,0.0161577,0.0105608,0.0831408
72,0.0142787,0.0133092,0.01151,0.0815548
73,0.0172903,0.0176896,0.0123545,0.0998086
74,0.0219926,0.0208874,0.0119252,0.0927404
75,0.0252462,0.0248466,0.0116461,0.113773
76,0.019815,0.0210007,0.012186,0.0750627
77,0.0200442,0.0284264,0.0187135,0.0932309
78,0.0212493,0.0333335,0.0205111,0.0926466
79,0.0155333,0.0298347,0.0263775,0.0934145
80,0.0155333,0.0298347,0.0263775,0.0934145
81,0.0182613,0.0311165,0.0218358,0.0772889
82,0.0182613,0.0311165,0.0218358,0.0772889
83,0.0279488,0.0475242,0.0197626,0.0899314
84,0.0165946,0.021164,0.0139515,0.0805467
85,0.0195472,0.0282223,0.016339,0.0939447
86,0.0146423,0.0209555,0.0173217,0.0955561
87,0.0209917,0.0243926,0.0152112,0.0828219
88,0.0211585,0.0225201,0.0119741,0.0743868
89,0.0245697,0.0253239,0.0125189,0.0986429
90,0.0166082,0.0168942,0.0135695,0.078346
91,0.0249531,0.0296409,0.0158235,0.0771425
92,0.0233018,0.0253612,0.0136085,0.0922076
93,0.0256481,0.0243308,0.0121974,0.0844273
94,0.017724,0.0143716,0.0091904,0.102256
95,0.0180173,0.0178263,0.0114817,0.0965775
96,0.0273665,0.0221889,0.00967856,0.0936621
97,0.0422567,0.0434873,0.0129617,0.0895145
98,0.0305216,0.0312528,0.0124193,0.0915954
99,0.0305216,0.0312528,0.0124193,0.0915954
100,0.0305361,0.0259686,0.0119455,0.100914
101,0.0176747,0.0154635,0.00971329,0.0819272
102,0.023595,0.0276268,0.0145153,0.0796078
103,0.0287956,0.0304061,0.0142813,0.0756586
104,0.0284347,0.031351,0.0129383,0.0905868
105,0.0304968,0.0341969,0.0134282,0.0699428
106,0.0247924,0.0256812,0.0130391,0.0828008
107,0.0261001,0.0297512,0.0141284,0.0859422
108,0.0212851,0.0192437,0.0105482,0.0893888
109,0.0215546,0.0159857,0.00928802,0.0893727
110,0.0282085,0.0247774,0.0108256,0.100992
111,0.0366434,0.0358682,0.0124461,0.0922172
112,0.0238524,0.0193263,0.0097743,0.107481
113,0.0224021,0.0188025,0.00988717,0.097325
114,0.0240964,0.0183624,0.00901902,0.100811
115,0.0148444,0.0127093,0.0110881,0.0977086
116,0.0224348,0.0187957,0.0100539,0.10088
117,0.0226935,0.0229148,0.0121777,0.0864889
118,0.027635,0.0214169,0.00932659,0.0879301
119,0.0227782,0.0188237,0.00987336,0.0809236
120,0.0169379,0.0138587,0.0109361,0.0958515
121,0.020675,0.0158955,0.00934074,0.077678
122,0.0216924,0.0203128,0.0116631,0.0784808
