t,e^(-dS)
1,1.01336
2,0.924354
3,1.07268
4,1.07751
5,0.899425
6,1.09357
7,1.07389
8,1.06676
9,0.818321
10,0.862172
11,0.940993
12,1.05497
13,0.670924
14,0.770666
15,0.868663
16,0.998066
17,0.997552
18,0.814484
19,0.880998
20,1.00325
21,1.33309
22,1.24036
23,1.17845
24,0.747291
25,0.701945
26,0.922766
27,0.790571
28,0.757145
29,1.69266
30,0.944273
31,0.854191
32,0.784821
33,0.800035
34,1.19315
35,0.819796
36,1.43864
37,1.0588
38,0.820862
39,1.24458
40,1.01602
41,0.917236
42,1.09115
43,0.957729
44,1.39892
45,1.18495
46,0.831853
47,0.992125
48,0.853252
49,1.22703
50,0.650119
51,1.21288
52,0.719643
53,0.743639
54,0.997385
55,1.26024
56,0.844424
57,0.790097
58,1.14008
59,1.13021
60,1.35432
61,1.5002
62,0.980895
63,0.678073
64,1.01217
65,0.817504
66,0.680451
67,0.812207
68,1.15696
69,1.32857
70,0.875378
71,1.04209
72,0.999134
73,1.50727
74,0.896282
75,1.02823
76,1.28995
77,1.29046
78,1.05866
79,1.44268
80,0.646682
81,0.781219
82,0.730738
83,1.36643
84,0.567622
85,1.01603
86,0.823164
87,0.808884
88,0.982986
89,1.27239
90,1.13066
91,1.13281
92,0.948437
93,0.797559
94,1.01348
95,1.19471
96,0.731323
97,1.22336
98,0.920581
99,0.650965
100,0.676245
101,1.07687
102,1.41086
103,0.992834
104,0.943499
105,1.1212
106,0.996864
107,1.12637
108,0.733961
109,0.808479
110,1.20744
111,1.23565
112,0.789623
113,0.858902
114,0.949918
115,1.11516
116,0.987667
117,1.05994
118,0.714337
119,0.954087
120,1.18353
121,0.871883
122,1.06848
123,0.986255
124,1.46653
125,0.986374
126,0.880029
127,1.13519
128,1.25145
129,0.936796
130,0.869097
131,1.15189
132,0.836357
133,0.909209
134,1.03366
135,1.0156
136,0.716699
137,0.858902
138,1.19638
139,0.973546
140,0.966311
141,0.885237
142,0.915532
143,1.0687
144,1.04214
145,1.01786
146,0.744085
147,1.01173
148,0.786707
149,1.00269
150,0.887541
151,1.60111
152,0.986798
153,0.869532
154,1.238
155,0.801236
156,0.931164
157,1.25898
158,1.23837
159,1.01775
160,0.958927
161,0.889674
162,0.814077
163,0.97163
164,0.879238
165,0.821026
166,1.32803
167,1.03958
168,1.5594
169,1.24832
170,0.854704
171,0.881439
172,0.934382
173,0.925418
174,1.00416
175,1.15477
176,0.90558
177,1.04655
178,1.20756
179,0.927178
180,0.887541
181,0.86459
182,0.79065
183,0.797399
184,0.87713
185,1.43764
186,1.12953
187,1.12221
188,0.990535
189,0.794534
190,1.00726
191,0.910784
192,0.911421
193,1.13906
194,0.578973
195,0.939977
196,0.985792
197,1.0697
198,1.14305
199,0.839625
200,1.08485
201,1.00794
202,0.807752
203,0.920121
204,0.981071
205,0.958668
206,1.08177
207,0.879414
208,0.988981
209,1.2857
210,0.923181
211,0.979562
212,0.785606
213,1.45237
214,0.81026
215,0.789307
216,1.2416
217,1.0764
218,1.04844
219,1.01812
220,0.729424
221,0.935008
222,0.839121
223,0.96152
224,1.16777
225,0.78592
226,1.24396
227,0.629141
228,1.3985
229,1.0503
230,0.917035
231,0.885148
232,0.742895
233,1.19542
234,1.38652
235,0.843412
236,0.780048
237,0.891544
238,1.25433
239,1.2581
240,1.21811
241,0.747516
242,1.2467
243,0.93204
244,1.08395
245,0.774916
246,1.17751
247,0.771669
248,0.94281
249,1.15108
250,1.10316
251,1.16253
252,1.09339
253,0.934774
254,1.05754
255,1.11505
256,1.01543
257,1.27532
258,0.635655
259,0.990447
260,0.830606
261,1.29175
262,0.715481
263,1.22311
264,0.84747
265,0.792312
266,0.932515
267,0.765137
268,0.980944
269,0.941331
270,1.43247
271,1.1916
272,0.925918
273,1.23146
274,0.978289
275,1.54604
276,0.835521
277,0.782939
278,0.722672
279,1.34313
280,0.675637
281,0.727312
282,0.970708
283,1.26985
284,0.889407
285,0.696352
286,1.11695
287,1.15604
288,1.14866
289,1.45179
290,0.820698
291,1.04991
292,1.43175
293,1.42604
294,0.7333
295,1.21616
296,1.16253
297,1.22814
298,1.10468
299,0.916402
300,1.28698
301,1.1801
302,0.83887
303,1.06989
304,0.870402
305,1.13134
306,1.11572
307,1.12569
308,1.02914
309,0.985516
310,0.864331
311,0.799955
312,0.725206
313,1.03248
314,1.05014
315,1.00461
316,0.877744
317,0.914525
318,0.838366
319,0.887453
320,1.38514
321,1.23281
322,1.23528
323,1.44672
324,1.14924
325,0.864503
326,1.18673
327,1.12367
328,0.766746
329,0.82605
330,0.727603
331,1.47994
332,1.26428
333,0.854533
334,1.43835
335,0.995988
336,0.725859
337,0.658757
338,1.05263
339,1.22838
340,0.979111
341,1.02356
342,1.31062
343,0.984836
344,1.28415
345,1.06965
346,1.17551
347,0.812613
348,0.801556
349,1.11572
350,1.22789
351,0.792074
352,1.21434
353,1.17445
354,0.845861
355,0.773987
356,1.01553
357,1.20611
358,1.08547
359,0.945492
360,0.838283
361,1.05654
362,0.993671
363,1.24857
364,1.03346
365,0.977565
366,1.19041
367,0.923486
368,0.828366
369,1.11952
370,1.14077
371,0.684751
372,1.20141
373,1.2798
374,1.07148
375,1.22446
376,0.887187
377,0.652986
378,1.16369
379,0.743341
380,0.613055
381,0.962145
382,1.26541
383,1.03623
384,1.50953
385,0.930289
386,1.31772
387,1.2214
388,1.35921
389,1.08898
390,0.770281
391,0.901135
392,1.13644
393,0.76759
394,0.828615
395,0.862604
396,0.870054
397,1.08584
398,0.774529
399,1.02871
400,1.76526
401,0.939263
402,1.10019
403,1.23541
404,1.15396
405,1.00096
406,0.971251
407,1.19125
408,0.981385
409,1.02759
410,0.680315
411,0.796443
412,1.06697
413,0.968003
414,1.39152
415,0.870228
416,0.870141
417,0.941275
418,1.16707
419,1.22471
420,0.702226
421,0.771746
422,0.831354
423,1.07085
424,1.72685
425,0.775769
426,0.795885
427,0.773291
428,0.841895
429,0.733374
430,1.37575
431,1.02425
432,1.02222
433,0.622694
434,1.10705
