ReTr(L),ImTr(L)
-1.04719,0.746164
-0.982912,0.841873
-0.827334,0.949206
-0.998779,0.772077
-1.06466,0.666399
-1.09458,0.670246
-0.978282,0.897623
-0.92499,0.819072
-0.958293,0.962799
-1.03437,0.849125
-0.993648,0.913255
-0.829329,0.947371
-0.799553,1.00381
-0.799553,1.00381
-0.885661,1.00998
-1.02128,0.785315
-1.04363,0.864182
-0.902054,0.999088
-0.981949,0.858359
-1.02757,0.669932
-0.973354,0.873873
-0.893548,0.933975
-0.892608,1.02605
-0.807953,0.989034
-0.924166,0.883502
-0.924166,0.883502
-0.844465,0.965101
-0.796773,0.93299
-0.759389,1.05264
-0.67071,1.14207
-0.685048,1.07444
-0.589499,1.1255
-0.527109,1.05901
-0.444161,1.12855
-0.408831,1.1054
-0.513393,1.06834
-0.482253,1.14745
-0.482253,1.14745
-0.667886,1.0104
-0.944854,0.889913
-0.821292,0.870281
-0.76396,0.99147
-0.869164,0.880624
-0.832188,0.950232
-0.765299,1.01376
-0.765299,1.01376
-0.919792,0.856767
-0.919792,0.856767
-0.861598,0.957553
-0.930538,0.775347
-0.921097,0.930991
-0.905265,0.96187
-0.744567,0.955994
-0.667927,0.993735
-0.659383,1.09731
-0.767902,0.972922
-0.61139,1.07613
-0.611003,1.10602
-0.383103,1.20796
-0.440352,1.14194
-0.451744,1.28884
-0.420854,1.23357
-0.3644,1.2635
-0.389879,1.34006
-0.399381,1.23452
-0.57056,1.15858
-0.580474,1.16526
-0.795838,1.01233
-0.988575,0.890211
-0.809472,0.968816
-0.769862,0.989259
-0.891528,0.8928
-0.828141,1.06889
-0.840657,1.01115
-1.04599,0.927388
-1.08929,0.627691
-1.25216,0.583744
-1.3522,0.363763
-1.34649,0.503575
-1.34649,0.503575
-1.28529,0.382433
-1.28529,0.382433
-1.31916,0.443885
-1.18377,0.568409
-1.3007,0.46724
-1.24774,0.604505
-1.15342,0.616282
-1.16396,0.495215
-1.26382,0.489369
-1.19088,0.441311
-1.26673,0.22747
-1.3123,0.27739
-1.24876,0.301946
-1.31024,0.224399
-1.32728,0.123931
-1.29014,0.00292973
-1.30409,-0.0500326
-1.3095,0.105945
-1.3095,0.105945
-1.3289,0.0613049
-1.24241,0.174099
-1.2833,0.130507
-1.25966,0.139075
-1.32315,0.106498
-1.21831,0.284624
-1.25041,0.300872
-1.28519,0.281487
-1.24441,0.357373
-1.23555,0.278629
-1.2736,0.395531
-1.24585,0.423046
-1.20481,0.591965
-1.16012,0.604397
-1.28262,0.261787
-1.2216,0.484949
-1.20897,0.537399
-1.19053,0.496362
-1.18273,0.433827
-1.22222,0.231831
-1.29008,0.191061
-1.19852,0.233939
-1.23349,0.207822
-1.18242,0.255192
-1.21022,0.395838
-1.20972,0.407534
-1.23862,0.48267
-1.19969,0.498965
-1.2615,0.584614
-1.15861,0.65021
-1.06035,0.864291
-0.975063,0.829756
-1.04282,0.868039
-1.0603,0.858299
-0.821461,0.910266
-0.697778,1.10954
-0.697778,1.10954
-0.805226,1.04857
-0.864064,1.01982
-0.934539,1.05867
-0.859726,1.02698
-0.836971,1.01568
-0.717161,1.06742
-0.817702,1.03524
-0.740898,1.1176
-0.830991,1.07206
